country|date|pid|rank|week
ESP|11/17/2016|18228|1|12320
THA|11/17/2016|35642|2|12320
JPN|11/17/2016|96713|3|12320
CHN|11/17/2016|64643|4|12320
TPE|11/17/2016|61427|5|12320
IND|11/17/2016|52748|6|12320
KOR|11/17/2016|76594|7|12320
JPN|11/17/2016|96312|8|12320
CHN|11/17/2016|92736|9|12320
CHN|11/17/2016|87434|10|12320
IND|11/17/2016|73173|11|12320
THA|11/17/2016|54511|12|12320
THA|11/17/2016|58271|13|12320
JPN|11/17/2016|77317|14|12320
KOR|11/17/2016|22455|15|12320
USA|11/17/2016|53806|16|12320
THA|11/17/2016|57971|17|12320
JPN|11/17/2016|66644|18|12320
SCO|11/17/2016|48528|19|12320
JPN|11/17/2016|43256|20|12320
JPN|11/17/2016|69082|21|12320
JPN|11/17/2016|95189|22|12320
ESP|11/17/2016|95780|23|12320
TPE|11/17/2016|99925|24|12320
DEN|11/17/2016|63437|25|12320
ESP|11/17/2016|18228|1|12320
THA|11/17/2016|35642|2|12320
JPN|11/17/2016|96713|3|12320
CHN|11/17/2016|64643|4|12320
TPE|11/17/2016|61427|5|12320
IND|11/17/2016|52748|6|12320
KOR|11/17/2016|76594|7|12320
JPN|11/17/2016|96312|8|12320
CHN|11/17/2016|92736|9|12320
CHN|11/17/2016|87434|10|12320
IND|11/17/2016|73173|11|12320
THA|11/17/2016|54511|12|12320
THA|11/17/2016|58271|13|12320
JPN|11/17/2016|77317|14|12320
KOR|11/17/2016|22455|15|12320
USA|11/17/2016|53806|16|12320
THA|11/17/2016|57971|17|12320
JPN|11/17/2016|66644|18|12320
SCO|11/17/2016|48528|19|12320
JPN|11/17/2016|43256|20|12320
JPN|11/17/2016|69082|21|12320
JPN|11/17/2016|95189|22|12320
ESP|11/17/2016|95780|23|12320
TPE|11/17/2016|99925|24|12320
DEN|11/17/2016|63437|25|12320
HKG|11/17/2016|87709|26|12320
BUL|11/17/2016|15105|27|12320
TPE|11/17/2016|74561|28|12320
GER|11/17/2016|51204|29|12320
CHN|11/17/2016|78778|30|12320
MAS|11/17/2016|53153|31|12320
CAN|11/17/2016|84523|32|12320
HKG|11/17/2016|51649|33|12320
SGP|11/17/2016|47646|34|12320
INA|11/17/2016|66974|35|12320
USA|11/17/2016|57798|36|12320
MAS|11/17/2016|69012|37|12320
INA|11/17/2016|96130|38|12320
DEN|11/17/2016|50331|39|12320
DEN|11/17/2016|78534|40|12320
KOR|11/17/2016|91598|41|12320
RUS|11/17/2016|78605|42|12320
DEN|11/17/2016|43761|43|12320
INA|11/17/2016|97207|44|12320
INA|11/17/2016|96892|45|12320
VIE|11/17/2016|71455|46|12320
GER|11/17/2016|15323|47|12320
THA|11/17/2016|84062|48|12320
INA|11/17/2016|61665|49|12320
FIN|11/17/2016|55770|50|12320
IND|11/17/2016|69619|51|12320
UKR|11/17/2016|76349|52|12320
FIN|11/17/2016|42731|53|12320
TPE|11/17/2016|76717|54|12320
MAS|11/17/2016|87629|55|12320
TPE|11/17/2016|27588|56|12320
ISR|11/17/2016|67069|57|12320
TUR|11/17/2016|87885|58|12320
DEN|11/17/2016|91224|59|12320
JPN|11/17/2016|61568|60|12320
FRA|11/17/2016|79056|61|12320
EST|11/17/2016|11914|62|12320
IND|11/17/2016|66615|63|12320
SUI|11/17/2016|54068|64|12320
CZE|11/17/2016|51739|65|12320
ITA|11/17/2016|51842|66|12320
IRL|11/17/2016|89666|67|12320
INA|11/17/2016|81986|68|12320
USA|11/17/2016|14621|69|12320
HUN|11/17/2016|34899|70|12320
BEL|11/17/2016|55318|71|12320
JPN|11/17/2016|53392|72|12320
DEN|11/17/2016|82707|73|12320
AUT|11/17/2016|85440|74|12320
DEN|11/17/2016|70371|75|12320
MAS|11/17/2016|64889|76|12320
MRI|11/17/2016|42679|77|12320
BRA|11/17/2016|52908|78|12320
AUS|11/17/2016|40545|79|12320
KOR|11/17/2016|84992|80|12320
MAS|11/17/2016|18143|81|12320
BRA|11/17/2016|74742|82|12320
ENG|11/17/2016|55536|83|12320
AUS|11/17/2016|91611|84|12320
MAS|11/17/2016|62867|85|12320
TUR|11/17/2016|94762|86|12320
IND|11/17/2016|67864|87|12320
BUL|11/17/2016|12765|88|12320
DEN|11/17/2016|77002|89|12320
LTU|11/17/2016|14894|90|12320
GER|11/17/2016|21854|91|12320
EGY|11/17/2016|52901|92|12320
POR|11/17/2016|13006|93|12320
NED|11/17/2016|89454|94|12320
SGP|11/17/2016|83822|95|12320
ENG|11/17/2016|50715|96|12320
RUS|11/17/2016|36996|97|12320
SGP|11/17/2016|81033|98|12320
TPE|11/17/2016|88807|99|12320
INA|11/17/2016|64558|100|12320
AUS|11/17/2016|99445|101|12320
TPE|11/17/2016|51518|102|12320
CHN|11/17/2016|78116|103|12320
INA|11/17/2016|66963|104|12320
JPN|11/17/2016|60317|105|12320
MEX|11/17/2016|85514|106|12320
CAN|11/17/2016|95664|107|12320
MEX|11/17/2016|61244|108|12320
BLR|11/17/2016|52294|109|12320
BUL|11/17/2016|57906|110|12320
TPE|11/17/2016|75154|111|12320
RUS|11/17/2016|92400|112|12320
IND|11/17/2016|75410|113|12320
EST|11/17/2016|86222|114|12320
THA|11/17/2016|91422|115|12320
GER|11/17/2016|67857|116|12320
JPN|11/17/2016|65751|117|12320
VIE|11/17/2016|75678|118|12320
INA|11/17/2016|67996|119|12320
TPE|11/17/2016|87176|120|12320
AUS|11/17/2016|57665|121|12320
NGR|11/17/2016|80210|122|12320
KOR|11/17/2016|60908|123|12320
INA|11/17/2016|74525|124|12320
RUS|11/17/2016|67073|125|12320
CHN|11/17/2016|58637|126|12320
TPE|11/17/2016|71673|127|12320
BEL|11/17/2016|65846|128|12320
POL|11/17/2016|45656|129|12320
NED|11/17/2016|93419|130|12320
AUS|11/17/2016|64389|131|12320
GER|11/17/2016|91106|132|12320
CZE|11/17/2016|34229|133|12320
ESP|11/17/2016|74218|134|12320
MAS|11/17/2016|97655|135|12320
IND|11/17/2016|56471|136|12320
CZE|11/17/2016|81794|137|12320
PER|11/17/2016|71252|138|12320
TUR|11/17/2016|89027|139|12320
DEN|11/17/2016|96276|140|12320
MAS|11/17/2016|70093|141|12320
JPN|11/17/2016|34890|142|12320
SRI|11/17/2016|96090|143|12320
JPN|11/17/2016|56834|144|12320
HKG|11/17/2016|70188|145|12320
UKR|11/17/2016|76910|146|12320
MEX|11/17/2016|98186|147|12320
SVK|11/17/2016|91157|148|12320
SUI|11/17/2016|92691|149|12320
IRL|11/17/2016|80889|150|12320
GER|11/17/2016|85730|151|12320
INA|11/17/2016|83802|152|12320
SUI|11/17/2016|74309|153|12320
SVK|11/17/2016|75188|154|12320
HUN|11/17/2016|74051|155|12320
INA|11/17/2016|35662|156|12320
DEN|11/17/2016|70495|157|12320
JPN|11/17/2016|91896|158|12320
THA|11/17/2016|87513|159|12320
MAS|11/17/2016|63369|160|12320
INA|11/17/2016|74788|161|12320
GUA|11/17/2016|17774|162|12320
ZAM|11/17/2016|51665|163|12320
EGY|11/17/2016|94632|164|12320
SCO|11/17/2016|91715|165|12320
ENG|11/17/2016|87660|166|12320
INA|11/17/2016|15828|167|12320
INA|11/17/2016|55717|168|12320
USA|11/17/2016|62974|169|12320
IND|11/17/2016|59370|170|12320
IND|11/17/2016|21036|171|12320
CHN|11/17/2016|76601|172|12320
DEN|11/17/2016|44738|173|12320
WAL|11/17/2016|16875|174|12320
USA|11/17/2016|59692|175|12320
IND|11/17/2016|59536|176|12320
VIE|11/17/2016|18115|177|12320
SLO|11/17/2016|81419|178|12320
HKG|11/17/2016|59216|179|12320
SRI|11/17/2016|68295|180|12320
INA|11/17/2016|58698|181|12320
RUS|11/17/2016|81552|182|12320
LTU|11/17/2016|53814|183|12320
TUR|11/17/2016|84902|184|12320
IRL|11/17/2016|73274|185|12320
EGY|11/17/2016|71367|186|12320
FRA|11/17/2016|82409|187|12320
RUS|11/17/2016|64352|188|12320
MAS|11/17/2016|52103|189|12320
TPE|11/17/2016|53628|190|12320
IND|11/17/2016|88809|191|12320
RUS|11/17/2016|82524|192|12320
CRO|11/17/2016|79928|193|12320
CHN|11/17/2016|76632|194|12320
CHN|11/17/2016|62186|195|12320
USA|11/17/2016|99017|196|12320
ZAM|11/17/2016|55777|197|12320
DEN|11/17/2016|76370|198|12320
BRA|11/17/2016|93397|199|12320
SGP|11/17/2016|58917|200|12320
ENG|11/17/2016|60814|201|12320
IRI|11/17/2016|52180|202|12320
RUS|11/17/2016|73195|203|12320
JPN|11/17/2016|61066|204|12320
JPN|11/17/2016|99532|205|12320
CHN|11/17/2016|92967|206|12320
INA|11/17/2016|88740|207|12320
INA|11/17/2016|86412|207|12320
SGP|11/17/2016|71086|209|12320
CHN|11/17/2016|78837|210|12320
TPE|11/17/2016|92339|211|12320
CHN|11/17/2016|92728|212|12320
THA|11/17/2016|71801|213|12320
JPN|11/17/2016|56963|214|12320
BLR|11/17/2016|63639|215|12320
EST|11/17/2016|67084|216|12320
ROU|11/17/2016|80494|217|12320
USA|11/17/2016|97223|218|12320
CHN|11/17/2016|58720|219|12320
PYF|11/17/2016|85850|220|12320
WAL|11/17/2016|94806|221|12320
CHN|11/17/2016|89700|222|12320
TPE|11/17/2016|57244|223|12320
FIN|11/17/2016|99619|224|12320
JPN|11/17/2016|94712|225|12320
KOR|11/17/2016|70930|226|12320
KOR|11/17/2016|81749|226|12320
IND|11/17/2016|76882|228|12320
FRA|11/17/2016|55629|229|12320
IRI|11/17/2016|45380|230|12320
LAT|11/17/2016|87721|231|12320
TPE|11/17/2016|54128|232|12320
FRA|11/17/2016|89836|233|12320
HUN|11/17/2016|98804|234|12320
EGY|11/17/2016|61746|235|12320
LAT|11/17/2016|10625|236|12320
TPE|11/17/2016|80795|237|12320
INA|11/17/2016|82777|238|12320
GRE|11/17/2016|14148|239|12320
ENG|11/17/2016|53341|240|12320
FRA|11/17/2016|91783|241|12320
SWE|11/17/2016|89196|242|12320
CHN|11/17/2016|79753|243|12320
NED|11/17/2016|92634|244|12320
SWE|11/17/2016|66469|245|12320
SUI|11/17/2016|81056|246|12320
NEP|11/17/2016|78543|247|12320
