country|date|pid|rank|week
CHN|11/8/2012|53938|1|4044
CHN|11/8/2012|64643|2|4044
IND|11/8/2012|52748|3|4044
GER|11/8/2012|13475|4|4044
CHN|11/8/2012|83064|5|4044
CHN|11/8/2012|51520|6|4044
DEN|11/8/2012|10358|7|4044
CHN|11/8/2012|14874|8|4044
KOR|11/8/2012|76594|9|4044
THA|11/8/2012|35642|10|4044
KOR|11/8/2012|22455|11|4044
TPE|11/8/2012|61427|12|4044
THA|11/8/2012|54511|13|4044
JPN|11/8/2012|15417|14|4044
TPE|11/8/2012|14864|15|4044
SGP|11/8/2012|53782|16|4044
JPN|11/8/2012|66644|17|4044
BUL|11/8/2012|12765|18|4044
CHN|11/8/2012|78288|19|4044
HKG|11/8/2012|51649|20|4044
NED|11/8/2012|5564|21|4044
JPN|11/8/2012|77317|22|4044
JPN|11/8/2012|54531|23|4044
CHN|11/8/2012|14398|24|4044
IND|11/8/2012|73173|25|4044
CHN|11/8/2012|53938|1|4044
CHN|11/8/2012|64643|2|4044
IND|11/8/2012|52748|3|4044
GER|11/8/2012|13475|4|4044
CHN|11/8/2012|83064|5|4044
CHN|11/8/2012|51520|6|4044
DEN|11/8/2012|10358|7|4044
CHN|11/8/2012|14874|8|4044
KOR|11/8/2012|76594|9|4044
THA|11/8/2012|35642|10|4044
KOR|11/8/2012|22455|11|4044
TPE|11/8/2012|61427|12|4044
THA|11/8/2012|54511|13|4044
JPN|11/8/2012|15417|14|4044
TPE|11/8/2012|14864|15|4044
SGP|11/8/2012|53782|16|4044
JPN|11/8/2012|66644|17|4044
BUL|11/8/2012|12765|18|4044
CHN|11/8/2012|78288|19|4044
HKG|11/8/2012|51649|20|4044
NED|11/8/2012|5564|21|4044
JPN|11/8/2012|77317|22|4044
JPN|11/8/2012|54531|23|4044
CHN|11/8/2012|14398|24|4044
IND|11/8/2012|73173|25|4044
TPE|11/8/2012|15509|26|4044
CHN|11/8/2012|16100|27|4044
THA|11/8/2012|67158|28|4044
ESP|11/8/2012|18228|29|4044
CAN|11/8/2012|84523|30|4044
HKG|11/8/2012|52929|31|4044
THA|11/8/2012|58271|32|4044
FRA|11/8/2012|9699|33|4044
INA|11/8/2012|15828|34|4044
THA|11/8/2012|57971|35|4044
CZE|11/8/2012|51739|36|4044
BUL|11/8/2012|15105|37|4044
INA|11/8/2012|14710|38|4044
INA|11/8/2012|35662|39|4044
INA|11/8/2012|54248|40|4044
SGP|11/8/2012|53788|41|4044
JPN|11/8/2012|34890|42|4044
NZL|11/8/2012|14741|43|4044
INA|11/8/2012|96130|44|4044
MAS|11/8/2012|53153|45|4044
INA|11/8/2012|66974|46|4044
SGP|11/8/2012|52706|47|4044
TUR|11/8/2012|87885|48|4044
JPN|11/8/2012|96713|49|4044
GER|11/8/2012|51204|50|4044
SCO|11/8/2012|48528|51|4044
JPN|11/8/2012|53392|52|4044
CAN|11/8/2012|3951|53|4044
FRA|11/8/2012|18998|54|4044
RUS|11/8/2012|52640|55|4044
IRL|11/8/2012|89666|56|4044
NED|11/8/2012|6964|57|4044
SUI|11/8/2012|54068|58|4044
SCO|11/8/2012|12818|59|4044
DEN|11/8/2012|46896|60|4044
USA|11/8/2012|79480|61|4044
BEL|11/8/2012|55318|62|4044
THA|11/8/2012|50728|63|4044
TUR|11/8/2012|94762|64|4044
MAS|11/8/2012|54151|65|4044
MAS|11/8/2012|52103|66|4044
UKR|11/8/2012|51368|67|4044
SUI|11/8/2012|82656|68|4044
FIN|11/8/2012|7083|69|4044
POL|11/8/2012|11071|70|4044
AUT|11/8/2012|10022|71|4044
POR|11/8/2012|13006|72|4044
CHN|11/8/2012|53937|73|4044
ITA|11/8/2012|12028|74|4044
AUS|11/8/2012|53816|75|4044
JPN|11/8/2012|52064|76|4044
RUS|11/8/2012|8558|77|4044
BLR|11/8/2012|52294|78|4044
JEY|11/8/2012|11982|79|4044
BUL|11/8/2012|46169|80|4044
MAS|11/8/2012|18143|81|4044
ISL|11/8/2012|12129|82|4044
ESP|11/8/2012|95780|83|4044
JPN|11/8/2012|82346|84|4044
USA|11/8/2012|52771|85|4044
RUS|11/8/2012|51261|86|4044
USA|11/8/2012|55158|87|4044
DEN|11/8/2012|63437|88|4044
SLO|11/8/2012|12023|89|4044
LTU|11/8/2012|14894|90|4044
UKR|11/8/2012|76349|91|4044
SGP|11/8/2012|54698|92|4044
ITA|11/8/2012|51842|93|4044
AUT|11/8/2012|15121|94|4044
SVK|11/8/2012|55331|95|4044
USA|11/8/2012|57798|96|4044
IND|11/8/2012|81493|97|4044
HKG|11/8/2012|55288|98|4044
CAN|11/8/2012|3156|99|4044
HKG|11/8/2012|87709|100|4044
CHN|11/8/2012|76908|101|4044
NOR|11/8/2012|50984|102|4044
MAS|11/8/2012|63369|103|4044
WAL|11/8/2012|16062|104|4044
ENG|11/8/2012|53341|105|4044
CAN|11/8/2012|53877|106|4044
HKG|11/8/2012|61435|107|4044
NGR|11/8/2012|80210|108|4044
NED|11/8/2012|53832|109|4044
GER|11/8/2012|15323|110|4044
JPN|11/8/2012|43256|111|4044
DEN|11/8/2012|69707|112|4044
CAN|11/8/2012|72164|113|4044
UKR|11/8/2012|76910|114|4044
FRA|11/8/2012|50595|115|4044
DEN|11/8/2012|20231|116|4044
MEX|11/8/2012|51917|117|4044
EGY|11/8/2012|52901|118|4044
RUS|11/8/2012|10408|119|4044
FRA|11/8/2012|53323|120|4044
IND|11/8/2012|75410|121|4044
PER|11/8/2012|13182|122|4044
KOR|11/8/2012|15409|123|4044
CZE|11/8/2012|77090|124|4044
HKG|11/8/2012|52928|125|4044
MAR|11/8/2012|89791|126|4044
BUL|11/8/2012|53891|127|4044
EST|11/8/2012|53705|128|4044
GER|11/8/2012|21854|129|4044
TPE|11/8/2012|99925|130|4044
IND|11/8/2012|66615|131|4044
INA|11/8/2012|97185|132|4044
SGP|11/8/2012|47646|133|4044
INA|11/8/2012|26019|134|4044
ENG|11/8/2012|34240|135|4044
TPE|11/8/2012|92339|136|4044
INA|11/8/2012|50878|137|4044
CZE|11/8/2012|34229|138|4044
ENG|11/8/2012|79055|139|4044
SRI|11/8/2012|15327|140|4044
BRA|11/8/2012|40080|141|4044
DEN|11/8/2012|1279|142|4044
TPE|11/8/2012|14865|143|4044
JPN|11/8/2012|69082|144|4044
ENG|11/8/2012|60805|145|4044
CAN|11/8/2012|74856|146|4044
IND|11/8/2012|21036|147|4044
PER|11/8/2012|13181|148|4044
INA|11/8/2012|31679|149|4044
IND|11/8/2012|53962|150|4044
GUA|11/8/2012|17774|151|4044
RSA|11/8/2012|51660|152|4044
IND|11/8/2012|51650|153|4044
BEL|11/8/2012|55144|154|4044
HKG|11/8/2012|55289|155|4044
KOR|11/8/2012|58057|156|4044
SRI|11/8/2012|68295|157|4044
DEN|11/8/2012|43761|158|4044
GUA|11/8/2012|93262|159|4044
SWE|11/8/2012|64551|160|4044
GER|11/8/2012|14931|161|4044
ENG|11/8/2012|98866|162|4044
EST|11/8/2012|86222|163|4044
SWE|11/8/2012|83379|164|4044
DEN|11/8/2012|50331|165|4044
RUS|11/8/2012|78605|166|4044
ISR|11/8/2012|67069|167|4044
TPE|11/8/2012|57244|168|4044
TPE|11/8/2012|74561|169|4044
IND|11/8/2012|53794|170|4044
UKR|11/8/2012|31614|171|4044
TPE|11/8/2012|53628|172|4044
KOR|11/8/2012|68381|173|4044
MAS|11/8/2012|54803|174|4044
RUS|11/8/2012|92400|175|4044
USA|11/8/2012|53806|176|4044
DEN|11/8/2012|29419|177|4044
JPN|11/8/2012|86373|178|4044
INA|11/8/2012|66963|179|4044
NZL|11/8/2012|38708|180|4044
VIE|11/8/2012|71455|181|4044
INA|11/8/2012|73715|182|4044
KOR|11/8/2012|72316|183|4044
SLO|11/8/2012|13562|184|4044
MRI|11/8/2012|42679|185|4044
JPN|11/8/2012|52089|186|4044
BRA|11/8/2012|52908|187|4044
RSA|11/8/2012|46778|188|4044
