country|date|pid|rank|week
CHN|10/31/2013|64643|1|5838
THA|10/31/2013|35642|2|5838
CHN|10/31/2013|53938|3|5838
CHN|10/31/2013|83064|4|5838
KOR|10/31/2013|76594|5|5838
GER|10/31/2013|13475|6|5838
IND|10/31/2013|52748|7|5838
TPE|10/31/2013|61427|8|5838
KOR|10/31/2013|22455|9|5838
IND|10/31/2013|73173|10|5838
JPN|10/31/2013|66644|11|5838
THA|10/31/2013|54511|12|5838
JPN|10/31/2013|15417|13|5838
JPN|10/31/2013|34890|14|5838
INA|10/31/2013|96130|15|5838
THA|10/31/2013|58271|16|5838
ESP|10/31/2013|18228|17|5838
THA|10/31/2013|57971|18|5838
THA|10/31/2013|67158|19|5838
SGP|10/31/2013|53782|20|5838
CHN|10/31/2013|78288|21|5838
HKG|10/31/2013|51649|22|5838
INA|10/31/2013|15828|23|5838
TPE|10/31/2013|15509|24|5838
DEN|10/31/2013|10358|25|5838
CHN|10/31/2013|64643|1|5838
THA|10/31/2013|35642|2|5838
CHN|10/31/2013|53938|3|5838
CHN|10/31/2013|83064|4|5838
KOR|10/31/2013|76594|5|5838
GER|10/31/2013|13475|6|5838
IND|10/31/2013|52748|7|5838
TPE|10/31/2013|61427|8|5838
KOR|10/31/2013|22455|9|5838
IND|10/31/2013|73173|10|5838
JPN|10/31/2013|66644|11|5838
THA|10/31/2013|54511|12|5838
JPN|10/31/2013|15417|13|5838
JPN|10/31/2013|34890|14|5838
INA|10/31/2013|96130|15|5838
THA|10/31/2013|58271|16|5838
ESP|10/31/2013|18228|17|5838
THA|10/31/2013|57971|18|5838
THA|10/31/2013|67158|19|5838
SGP|10/31/2013|53782|20|5838
CHN|10/31/2013|78288|21|5838
HKG|10/31/2013|51649|22|5838
INA|10/31/2013|15828|23|5838
TPE|10/31/2013|15509|24|5838
DEN|10/31/2013|10358|25|5838
SCO|10/31/2013|48528|26|5838
JPN|10/31/2013|43256|27|5838
HKG|10/31/2013|52929|28|5838
BUL|10/31/2013|12765|29|5838
INA|10/31/2013|54248|30|5838
CHN|10/31/2013|92736|31|5838
CHN|10/31/2013|62313|32|5838
CAN|10/31/2013|84523|33|5838
INA|10/31/2013|66963|34|5838
JPN|10/31/2013|53392|35|5838
ESP|10/31/2013|95780|36|5838
CZE|10/31/2013|51739|37|5838
CHN|10/31/2013|76908|38|5838
