country|date|pid|rank|week
CHN|1/10/2013|64643|1|4312
CHN|1/10/2013|53938|2|4312
IND|1/10/2013|52748|3|4312
GER|1/10/2013|13475|4|4312
CHN|1/10/2013|83064|5|4312
DEN|1/10/2013|10358|6|4312
KOR|1/10/2013|76594|7|4312
THA|1/10/2013|35642|8|4312
CHN|1/10/2013|14874|9|4312
JPN|1/10/2013|66644|10|4312
JPN|1/10/2013|15417|11|4312
TPE|1/10/2013|61427|12|4312
THA|1/10/2013|54511|13|4312
CHN|1/10/2013|51520|14|4312
THA|1/10/2013|58271|15|4312
KOR|1/10/2013|22455|16|4312
IND|1/10/2013|73173|17|4312
SGP|1/10/2013|53782|18|4312
THA|1/10/2013|67158|19|4312
NED|1/10/2013|5564|20|4312
TPE|1/10/2013|14864|21|4312
BUL|1/10/2013|12765|22|4312
HKG|1/10/2013|51649|23|4312
TPE|1/10/2013|15509|24|4312
INA|1/10/2013|96130|25|4312
CHN|1/10/2013|64643|1|4312
CHN|1/10/2013|53938|2|4312
IND|1/10/2013|52748|3|4312
GER|1/10/2013|13475|4|4312
CHN|1/10/2013|83064|5|4312
DEN|1/10/2013|10358|6|4312
KOR|1/10/2013|76594|7|4312
THA|1/10/2013|35642|8|4312
CHN|1/10/2013|14874|9|4312
JPN|1/10/2013|66644|10|4312
JPN|1/10/2013|15417|11|4312
TPE|1/10/2013|61427|12|4312
THA|1/10/2013|54511|13|4312
CHN|1/10/2013|51520|14|4312
THA|1/10/2013|58271|15|4312
KOR|1/10/2013|22455|16|4312
IND|1/10/2013|73173|17|4312
SGP|1/10/2013|53782|18|4312
THA|1/10/2013|67158|19|4312
NED|1/10/2013|5564|20|4312
TPE|1/10/2013|14864|21|4312
BUL|1/10/2013|12765|22|4312
HKG|1/10/2013|51649|23|4312
TPE|1/10/2013|15509|24|4312
INA|1/10/2013|96130|25|4312
CHN|1/10/2013|78288|26|4312
INA|1/10/2013|15828|27|4312
JPN|1/10/2013|54531|28|4312
CHN|1/10/2013|16100|29|4312
JPN|1/10/2013|77317|30|4312
JPN|1/10/2013|96713|31|4312
THA|1/10/2013|57971|32|4312
INA|1/10/2013|14710|33|4312
ESP|1/10/2013|18228|34|4312
HKG|1/10/2013|52929|35|4312
JPN|1/10/2013|34890|36|4312
CAN|1/10/2013|84523|37|4312
CZE|1/10/2013|51739|38|4312
CHN|1/10/2013|53937|39|4312
FRA|1/10/2013|18998|40|4312
CHN|1/10/2013|14398|41|4312
SGP|1/10/2013|53788|42|4312
INA|1/10/2013|35662|43|4312
NZL|1/10/2013|14741|44|4312
INA|1/10/2013|54248|45|4312
SCO|1/10/2013|48528|46|4312
SGP|1/10/2013|52706|47|4312
TUR|1/10/2013|87885|48|4312
INA|1/10/2013|66974|49|4312
GER|1/10/2013|51204|50|4312
BUL|1/10/2013|15105|51|4312
JPN|1/10/2013|53392|52|4312
MAS|1/10/2013|53153|53|4312
RUS|1/10/2013|52640|54|4312
IRL|1/10/2013|89666|55|4312
MAS|1/10/2013|52103|56|4312
SUI|1/10/2013|54068|57|4312
MAS|1/10/2013|18143|58|4312
CAN|1/10/2013|3951|59|4312
SGP|1/10/2013|54698|60|4312
MAS|1/10/2013|54151|61|4312
SCO|1/10/2013|12818|62|4312
FRA|1/10/2013|9699|63|4312
DEN|1/10/2013|46896|64|4312
SUI|1/10/2013|82656|65|4312
JPN|1/10/2013|52064|66|4312
USA|1/10/2013|79480|67|4312
USA|1/10/2013|52771|68|4312
AUT|1/10/2013|10022|69|4312
TUR|1/10/2013|94762|70|4312
BEL|1/10/2013|55318|71|4312
RUS|1/10/2013|8558|72|4312
JEY|1/10/2013|11982|73|4312
RUS|1/10/2013|10408|74|4312
NED|1/10/2013|6964|75|4312
BLR|1/10/2013|52294|76|4312
JPN|1/10/2013|82346|77|4312
AUS|1/10/2013|53816|78|4312
UKR|1/10/2013|76349|79|4312
INA|1/10/2013|26019|80|4312
ESP|1/10/2013|95780|81|4312
INA|1/10/2013|97185|82|4312
MAS|1/10/2013|63369|83|4312
UKR|1/10/2013|51368|84|4312
BUL|1/10/2013|46169|85|4312
POL|1/10/2013|11071|86|4312
THA|1/10/2013|50728|87|4312
NED|1/10/2013|53832|88|4312
FIN|1/10/2013|7083|89|4312
LTU|1/10/2013|14894|90|4312
SLO|1/10/2013|12023|91|4312
JPN|1/10/2013|43256|92|4312
ENG|1/10/2013|53341|93|4312
IND|1/10/2013|75410|94|4312
CAN|1/10/2013|72164|95|4312
WAL|1/10/2013|16062|96|4312
USA|1/10/2013|55158|97|4312
RUS|1/10/2013|51261|98|4312
FRA|1/10/2013|50595|99|4312
DEN|1/10/2013|63437|100|4312
SGP|1/10/2013|47646|101|4312
TPE|1/10/2013|14865|102|4312
POR|1/10/2013|13006|103|4312
GER|1/10/2013|15323|104|4312
CHN|1/10/2013|62313|105|4312
INA|1/10/2013|66963|106|4312
IND|1/10/2013|21036|107|4312
INA|1/10/2013|50878|108|4312
IND|1/10/2013|81493|109|4312
UKR|1/10/2013|76910|110|4312
DEN|1/10/2013|69707|111|4312
HKG|1/10/2013|87709|112|4312
IND|1/10/2013|66615|113|4312
INA|1/10/2013|31679|114|4312
ITA|1/10/2013|12028|115|4312
GER|1/10/2013|21854|116|4312
DEN|1/10/2013|20231|117|4312
CZE|1/10/2013|77090|118|4312
CHN|1/10/2013|92736|119|4312
BUL|1/10/2013|53891|120|4312
ITA|1/10/2013|51842|121|4312
TPE|1/10/2013|92339|122|4312
ENG|1/10/2013|34240|123|4312
CAN|1/10/2013|53877|124|4312
RUS|1/10/2013|78605|125|4312
NOR|1/10/2013|50984|126|4312
NZL|1/10/2013|38708|127|4312
SVK|1/10/2013|55331|128|4312
USA|1/10/2013|57798|129|4312
GUA|1/10/2013|17774|130|4312
HKG|1/10/2013|52928|131|4312
NGR|1/10/2013|80210|132|4312
EST|1/10/2013|53705|133|4312
TPE|1/10/2013|27588|134|4312
TPE|1/10/2013|57244|135|4312
CZE|1/10/2013|34229|136|4312
ISR|1/10/2013|67069|137|4312
GUA|1/10/2013|93262|138|4312
RUS|1/10/2013|92400|139|4312
ENG|1/10/2013|79055|140|4312
KOR|1/10/2013|68381|141|4312
TPE|1/10/2013|99925|142|4312
GER|1/10/2013|14931|143|4312
ISL|1/10/2013|12129|144|4312
KOR|1/10/2013|91598|145|4312
TPE|1/10/2013|74561|146|4312
CAN|1/10/2013|3156|147|4312
ENG|1/10/2013|60805|148|4312
CAN|1/10/2013|74856|149|4312
EST|1/10/2013|86222|150|4312
DEN|1/10/2013|50331|151|4312
AUT|1/10/2013|15121|152|4312
CHN|1/10/2013|76908|153|4312
SWE|1/10/2013|64551|154|4312
EGY|1/10/2013|52901|155|4312
AUS|1/10/2013|74426|156|4312
PER|1/10/2013|13182|157|4312
IND|1/10/2013|53794|158|4312
IND|1/10/2013|53962|159|4312
JPN|1/10/2013|69082|160|4312
SWE|1/10/2013|83379|161|4312
UKR|1/10/2013|31614|162|4312
TPE|1/10/2013|53628|163|4312
HKG|1/10/2013|55288|164|4312
ENG|1/10/2013|98866|165|4312
MEX|1/10/2013|51917|166|4312
BRA|1/10/2013|40080|167|4312
FRA|1/10/2013|53323|168|4312
BEL|1/10/2013|55144|169|4312
DEN|1/10/2013|43761|170|4312
MRI|1/10/2013|42679|171|4312
GER|1/10/2013|59289|172|4312
IND|1/10/2013|13710|173|4312
IRL|1/10/2013|47135|174|4312
JPN|1/10/2013|97138|175|4312
USA|1/10/2013|53806|176|4312
TPE|1/10/2013|68814|177|4312
IND|1/10/2013|51650|178|4312
IND|1/10/2013|94335|179|4312
PER|1/10/2013|13181|180|4312
MRI|1/10/2013|10616|181|4312
ENG|1/10/2013|94149|182|4312
TPE|1/10/2013|78755|183|4312
GER|1/10/2013|6891|184|4312
AUT|1/10/2013|97511|185|4312
FIN|1/10/2013|42731|186|4312
JPN|1/10/2013|52089|187|4312
KOR|1/10/2013|58057|188|4312
MAR|1/10/2013|89791|189|4312
TPE|1/10/2013|54195|190|4312
HKG|1/10/2013|61435|191|4312
DOM|1/10/2013|68147|192|4312
RSA|1/10/2013|51660|193|4312
ENG|1/10/2013|55536|194|4312
DEN|1/10/2013|1279|195|4312
JPN|1/10/2013|86373|196|4312
SLO|1/10/2013|13562|197|4312
AUT|1/10/2013|61360|198|4312
RUS|1/10/2013|53676|199|4312
IND|1/10/2013|48127|200|4312
JPN|1/10/2013|95189|201|4312
HKG|1/10/2013|55289|202|4312
EST|1/10/2013|67084|203|4312
JPN|1/10/2013|56417|204|4312
PER|1/10/2013|71252|205|4312
NED|1/10/2013|93419|206|4312
INA|1/10/2013|48714|207|4312
BRA|1/10/2013|52908|208|4312
SRI|1/10/2013|68295|209|4312
UGA|1/10/2013|83532|210|4312
THA|1/10/2013|84669|211|4312
RSA|1/10/2013|46778|212|4312
NZL|1/10/2013|35999|213|4312
RUS|1/10/2013|67073|214|4312
INA|1/10/2013|73715|215|4312
MEX|1/10/2013|74211|216|4312
INA|1/10/2013|30083|217|4312
KOR|1/10/2013|72316|218|4312
FRA|1/10/2013|79056|219|4312
THA|1/10/2013|84062|220|4312
