country|date|pid|rank|week
TPE|6/29/2017|61427|1|13793
JPN|6/29/2017|96312|2|13793
KOR|6/29/2017|76594|3|13793
ESP|6/29/2017|18228|4|13793
IND|6/29/2017|73173|5|13793
CHN|6/29/2017|92736|6|13793
CHN|6/29/2017|87434|7|13793
JPN|6/29/2017|96713|8|13793
THA|6/29/2017|35642|9|13793
USA|6/29/2017|53806|10|13793
CHN|6/29/2017|78778|11|13793
THA|6/29/2017|58271|12|13793
THA|6/29/2017|57971|13|13793
JPN|6/29/2017|77317|14|13793
IND|6/29/2017|52748|15|13793
HKG|6/29/2017|87709|16|13793
JPN|6/29/2017|66644|17|13793
JPN|6/29/2017|95189|18|13793
CHN|6/29/2017|58637|19|13793
THA|6/29/2017|84062|20|13793
JPN|6/29/2017|69082|21|13793
INA|6/29/2017|96892|22|13793
BUL|6/29/2017|15105|23|13793
ESP|6/29/2017|95780|24|13793
MAS|6/29/2017|18143|25|13793
TPE|6/29/2017|61427|1|13793
JPN|6/29/2017|96312|2|13793
KOR|6/29/2017|76594|3|13793
ESP|6/29/2017|18228|4|13793
IND|6/29/2017|73173|5|13793
CHN|6/29/2017|92736|6|13793
CHN|6/29/2017|87434|7|13793
JPN|6/29/2017|96713|8|13793
THA|6/29/2017|35642|9|13793
USA|6/29/2017|53806|10|13793
CHN|6/29/2017|78778|11|13793
THA|6/29/2017|58271|12|13793
THA|6/29/2017|57971|13|13793
JPN|6/29/2017|77317|14|13793
IND|6/29/2017|52748|15|13793
HKG|6/29/2017|87709|16|13793
JPN|6/29/2017|66644|17|13793
JPN|6/29/2017|95189|18|13793
CHN|6/29/2017|58637|19|13793
THA|6/29/2017|84062|20|13793
JPN|6/29/2017|69082|21|13793
INA|6/29/2017|96892|22|13793
BUL|6/29/2017|15105|23|13793
ESP|6/29/2017|95780|24|13793
MAS|6/29/2017|18143|25|13793
TPE|6/29/2017|74561|26|13793
TPE|6/29/2017|76717|27|13793
TPE|6/29/2017|27588|28|13793
KOR|6/29/2017|84992|29|13793
DEN|6/29/2017|43761|30|13793
SGP|6/29/2017|47646|31|13793
HKG|6/29/2017|51649|32|13793
SUI|6/29/2017|54068|33|13793
DEN|6/29/2017|63437|34|13793
CAN|6/29/2017|84523|35|13793
INA|6/29/2017|97207|36|13793
JPN|6/29/2017|34890|37|13793
DEN|6/29/2017|78534|38|13793
KOR|6/29/2017|91598|39|13793
RUS|6/29/2017|92400|40|13793
VIE|6/29/2017|71455|41|13793
INA|6/29/2017|61665|42|13793
DEN|6/29/2017|91224|43|13793
MAS|6/29/2017|69012|44|13793
THA|6/29/2017|54511|45|13793
SCO|6/29/2017|48528|46|13793
IND|6/29/2017|67864|47|13793
GER|6/29/2017|21854|48|13793
MAS|6/29/2017|64889|49|13793
FIN|6/29/2017|55770|50|13793
ISR|6/29/2017|67069|51|13793
SGP|6/29/2017|83822|52|13793
CAN|6/29/2017|95664|53|13793
RUS|6/29/2017|78605|54|13793
TPE|6/29/2017|71673|55|13793
VIE|6/29/2017|75678|56|13793
INA|6/29/2017|83802|57|13793
INA|6/29/2017|64558|58|13793
JPN|6/29/2017|61568|59|13793
UKR|6/29/2017|76349|60|13793
DEN|6/29/2017|82707|61|13793
CHN|6/29/2017|58720|62|13793
IND|6/29/2017|66615|63|13793
IND|6/29/2017|69619|64|13793
INA|6/29/2017|67996|65|13793
DEN|6/29/2017|70371|66|13793
FRA|6/29/2017|79056|67|13793
TPE|6/29/2017|88807|68|13793
FIN|6/29/2017|42731|69|13793
ENG|6/29/2017|55536|70|13793
JPN|6/29/2017|91896|71|13793
GER|6/29/2017|67857|72|13793
MRI|6/29/2017|42679|73|13793
MAS|6/29/2017|62867|74|13793
CHN|6/29/2017|78116|75|13793
TPE|6/29/2017|99925|76|13793
MAS|6/29/2017|87629|77|13793
SGP|6/29/2017|81033|78|13793
IND|6/29/2017|88809|79|13793
NED|6/29/2017|89454|80|13793
INA|6/29/2017|81986|81|13793
BUL|6/29/2017|57906|82|13793
DEN|6/29/2017|96276|83|13793
ESP|6/29/2017|74218|84|13793
JPN|6/29/2017|43256|85|13793
EGY|6/29/2017|52901|86|13793
DEN|6/29/2017|77002|87|13793
ENG|6/29/2017|50715|88|13793
AUS|6/29/2017|40545|89|13793
GER|6/29/2017|91106|90|13793
KOR|6/29/2017|60908|91|13793
JPN|6/29/2017|81880|92|13793
JPN|6/29/2017|94712|93|13793
INA|6/29/2017|74525|94|13793
EGY|6/29/2017|94632|95|13793
MAS|6/29/2017|97932|96|13793
TPE|6/29/2017|78755|97|13793
UKR|6/29/2017|76910|98|13793
CHN|6/29/2017|92967|99|13793
IND|6/29/2017|56471|100|13793
AUT|6/29/2017|85440|101|13793
CHN|6/29/2017|89700|102|13793
BEL|6/29/2017|55318|103|13793
INA|6/29/2017|74788|104|13793
GER|6/29/2017|15323|105|13793
INA|6/29/2017|93338|106|13793
JPN|6/29/2017|77278|107|13793
INA|6/29/2017|66963|108|13793
IND|6/29/2017|93187|109|13793
IND|6/29/2017|59536|110|13793
SVK|6/29/2017|75188|111|13793
EST|6/29/2017|86222|112|13793
JPN|6/29/2017|56834|113|13793
HUN|6/29/2017|74051|114|13793
JPN|6/29/2017|65751|115|13793
ZAM|6/29/2017|51665|116|13793
CZE|6/29/2017|81794|117|13793
BLR|6/29/2017|52294|118|13793
ENG|6/29/2017|87660|119|13793
INA|6/29/2017|55717|120|13793
KOR|6/29/2017|70930|121|13793
JPN|6/29/2017|53392|122|13793
SUI|6/29/2017|92691|123|13793
IND|6/29/2017|21036|124|13793
IND|6/29/2017|59370|125|13793
DOM|6/29/2017|71061|126|13793
MAS|6/29/2017|53153|127|13793
EGY|6/29/2017|61746|128|13793
CZE|6/29/2017|34229|129|13793
GER|6/29/2017|85730|130|13793
TUR|6/29/2017|87885|131|13793
INA|6/29/2017|70481|132|13793
TUR|6/29/2017|94762|133|13793
WAL|6/29/2017|94806|134|13793
RUS|6/29/2017|67073|135|13793
USA|6/29/2017|52771|136|13793
TPE|6/29/2017|87176|137|13793
CAN|6/29/2017|97087|138|13793
SUI|6/29/2017|74309|139|13793
THA|6/29/2017|62301|140|13793
THA|6/29/2017|91422|141|13793
ENG|6/29/2017|79055|142|13793
IRL|6/29/2017|89666|143|13793
TPE|6/29/2017|80795|144|13793
IRL|6/29/2017|80889|145|13793
EST|6/29/2017|73015|146|13793
IND|6/29/2017|75410|147|13793
JPN|6/29/2017|56963|148|13793
CHN|6/29/2017|76601|149|13793
CZE|6/29/2017|51739|150|13793
AUS|6/29/2017|64389|151|13793
KOR|6/29/2017|95820|152|13793
USA|6/29/2017|62974|153|13793
USA|6/29/2017|59692|154|13793
ITA|6/29/2017|95837|155|13793
NEP|6/29/2017|78543|156|13793
DEN|6/29/2017|70495|157|13793
DEN|6/29/2017|1279|158|13793
SUI|6/29/2017|81056|159|13793
RUS|6/29/2017|64352|160|13793
BRA|6/29/2017|52908|161|13793
AUS|6/29/2017|57665|162|13793
KOR|6/29/2017|81749|163|13793
FRA|6/29/2017|82409|164|13793
USA|6/29/2017|57798|165|13793
FRA|6/29/2017|89836|166|13793
WAL|6/29/2017|16875|167|13793
LTU|6/29/2017|53814|168|13793
CHN|6/29/2017|64643|169|13793
RUS|6/29/2017|36996|170|13793
FRA|6/29/2017|55629|171|13793
DEN|6/29/2017|76370|172|13793
GUA|6/29/2017|17774|173|13793
DOM|6/29/2017|72946|173|13793
IND|6/29/2017|67630|175|13793
MEX|6/29/2017|61244|176|13793
DEN|6/29/2017|44738|177|13793
UKR|6/29/2017|64424|178|13793
MAS|6/29/2017|75832|179|13793
CHN|6/29/2017|78837|180|13793
BEL|6/29/2017|65846|181|13793
THA|6/29/2017|71801|182|13793
IRI|6/29/2017|45380|183|13793
BLR|6/29/2017|63639|184|13793
HKG|6/29/2017|70188|185|13793
USA|6/29/2017|99017|186|13793
RUS|6/29/2017|73195|187|13793
HUN|6/29/2017|34899|188|13793
INA|6/29/2017|86412|189|13793
THA|6/29/2017|87513|190|13793
RUS|6/29/2017|81552|191|13793
ENG|6/29/2017|60814|192|13793
MAS|6/29/2017|92014|193|13793
MAS|6/29/2017|63369|194|13793
IND|6/29/2017|83856|195|13793
IRL|6/29/2017|73274|196|13793
IND|6/29/2017|56940|197|13793
ZAM|6/29/2017|55777|198|13793
INA|6/29/2017|78068|199|13793
CZE|6/29/2017|60397|200|13793
TPE|6/29/2017|70347|201|13793
FRA|6/29/2017|77256|202|13793
CHN|6/29/2017|79753|203|13793
RSA|6/29/2017|75193|204|13793
NED|6/29/2017|93419|205|13793
TPE|6/29/2017|93852|206|13793
MEX|6/29/2017|85514|207|13793
SUI|6/29/2017|81375|208|13793
NGR|6/29/2017|80210|209|13793
TPE|6/29/2017|75154|210|13793
PER|6/29/2017|71252|211|13793
IND|6/29/2017|87945|212|13793
AUS|6/29/2017|91611|213|13793
CHN|6/29/2017|72019|213|13793
KOR|6/29/2017|22455|215|13793
FRA|6/29/2017|94743|216|13793
THA|6/29/2017|97857|217|13793
INA|6/29/2017|80425|218|13793
IND|6/29/2017|80402|219|13793
ENG|6/29/2017|60246|220|13793
THA|6/29/2017|83013|221|13793
IND|6/29/2017|76882|222|13793
INA|6/29/2017|88740|223|13793
SLO|6/29/2017|81419|224|13793
RUS|6/29/2017|8558|225|13793
LTU|6/29/2017|14894|226|13793
ITA|6/29/2017|79241|227|13793
BRA|6/29/2017|93397|228|13793
DEN|6/29/2017|50331|229|13793
VIE|6/29/2017|73814|230|13793
AUS|6/29/2017|73559|231|13793
FIN|6/29/2017|99619|232|13793
PHI|6/29/2017|93300|233|13793
ENG|6/29/2017|53341|234|13793
CHN|6/29/2017|61854|235|13793
CHN|6/29/2017|92728|236|13793
BRA|6/29/2017|95963|237|13793
SWE|6/29/2017|89196|238|13793
BRA|6/29/2017|74742|239|13793
GER|6/29/2017|51204|240|13793
POR|6/29/2017|72489|241|13793
INA|6/29/2017|83268|242|13793
MAS|6/29/2017|52103|243|13793
LTU|6/29/2017|72367|244|13793
TPE|6/29/2017|57244|245|13793
TUR|6/29/2017|98643|246|13793
ISL|6/29/2017|77397|247|13793
IND|6/29/2017|58397|248|13793
ENG|6/29/2017|57206|249|13793
TPE|6/29/2017|53628|250|13793
TPE|6/29/2017|68667|251|13793
MAS|6/29/2017|97655|252|13793
HKG|6/29/2017|95905|253|13793
AUS|6/29/2017|61301|254|13793
CHN|6/29/2017|76632|255|13793
JPN|6/29/2017|60317|256|13793
SWE|6/29/2017|57304|257|13793
UGA|6/29/2017|66881|258|13793
THA|6/29/2017|86511|259|13793
PER|6/29/2017|88063|260|13793
JPN|6/29/2017|97921|261|13793
KOR|6/29/2017|57813|261|13793
INA|6/29/2017|48714|263|13793
TUR|6/29/2017|89027|264|13793
AUS|6/29/2017|83425|265|13793
NOR|6/29/2017|67942|266|13793
PAK|6/29/2017|75632|267|13793
TPE|6/29/2017|51518|268|13793
BLR|6/29/2017|94400|269|13793
VIE|6/29/2017|79637|270|13793
HKG|6/29/2017|59216|271|13793
EGY|6/29/2017|71367|272|13793
GUA|6/29/2017|96554|273|13793
LAT|6/29/2017|87721|274|13793
INA|6/29/2017|82777|275|13793
EST|6/29/2017|66267|276|13793
PER|6/29/2017|63012|277|13793
RSA|6/29/2017|63068|278|13793
USA|6/29/2017|52636|279|13793
IND|6/29/2017|99711|280|13793
PER|6/29/2017|95819|281|13793
ITA|6/29/2017|51842|282|13793
SGP|6/29/2017|71086|283|13793
TUR|6/29/2017|84902|284|13793
MDV|6/29/2017|89832|285|13793
ENG|6/29/2017|92837|286|13793
IND|6/29/2017|77808|287|13793
INA|6/29/2017|64385|288|13793
CAN|6/29/2017|54945|289|13793
NCL|6/29/2017|54920|290|13793
RUS|6/29/2017|74997|291|13793
RUS|6/29/2017|82524|292|13793
USA|6/29/2017|97223|293|13793
CHN|6/29/2017|71050|294|13793
BRA|6/29/2017|57491|295|13793
IND|6/29/2017|77960|296|13793
TTO|6/29/2017|15027|297|13793
NGR|6/29/2017|73121|298|13793
AUT|6/29/2017|63829|299|13793
THA|6/29/2017|79198|300|13793
TPE|6/29/2017|83662|301|13793
CUB|6/29/2017|98960|302|13793
NZL|6/29/2017|25844|303|13793
CAN|6/29/2017|77798|304|13793
CAN|6/29/2017|84913|304|13793
