country|date|pid|rank|week
ESP|9/29/2016|18228|1|11968
CHN|9/29/2016|64643|2|11968
THA|9/29/2016|35642|3|11968
JPN|9/29/2016|96713|4|11968
IND|9/29/2016|52748|5|11968
TPE|9/29/2016|61427|6|11968
KOR|9/29/2016|76594|7|11968
IND|9/29/2016|73173|8|11968
CHN|9/29/2016|92736|9|11968
JPN|9/29/2016|96312|10|11968
CHN|9/29/2016|87434|11|11968
JPN|9/29/2016|77317|12|11968
THA|9/29/2016|54511|13|11968
SCO|9/29/2016|48528|14|11968
KOR|9/29/2016|22455|15|11968
THA|9/29/2016|58271|16|11968
THA|9/29/2016|57971|17|11968
JPN|9/29/2016|66644|18|11968
JPN|9/29/2016|43256|19|11968
DEN|9/29/2016|63437|20|11968
CAN|9/29/2016|84523|21|11968
TPE|9/29/2016|99925|22|11968
BUL|9/29/2016|15105|23|11968
GER|9/29/2016|51204|24|11968
JPN|9/29/2016|69082|25|11968
ESP|9/29/2016|18228|1|11968
CHN|9/29/2016|64643|2|11968
THA|9/29/2016|35642|3|11968
JPN|9/29/2016|96713|4|11968
IND|9/29/2016|52748|5|11968
TPE|9/29/2016|61427|6|11968
KOR|9/29/2016|76594|7|11968
IND|9/29/2016|73173|8|11968
CHN|9/29/2016|92736|9|11968
JPN|9/29/2016|96312|10|11968
CHN|9/29/2016|87434|11|11968
JPN|9/29/2016|77317|12|11968
THA|9/29/2016|54511|13|11968
SCO|9/29/2016|48528|14|11968
KOR|9/29/2016|22455|15|11968
THA|9/29/2016|58271|16|11968
THA|9/29/2016|57971|17|11968
JPN|9/29/2016|66644|18|11968
JPN|9/29/2016|43256|19|11968
DEN|9/29/2016|63437|20|11968
CAN|9/29/2016|84523|21|11968
TPE|9/29/2016|99925|22|11968
BUL|9/29/2016|15105|23|11968
GER|9/29/2016|51204|24|11968
JPN|9/29/2016|69082|25|11968
USA|9/29/2016|53806|26|11968
INA|9/29/2016|66974|27|11968
MAS|9/29/2016|53153|28|11968
SGP|9/29/2016|47646|29|11968
ESP|9/29/2016|95780|30|11968
TPE|9/29/2016|74561|31|11968
HKG|9/29/2016|51649|32|11968
HKG|9/29/2016|87709|33|11968
GER|9/29/2016|15323|34|11968
JPN|9/29/2016|95189|35|11968
CHN|9/29/2016|78778|36|11968
USA|9/29/2016|57798|37|11968
INA|9/29/2016|96130|38|11968
VIE|9/29/2016|71455|39|11968
DEN|9/29/2016|50331|40|11968
THA|9/29/2016|84062|41|11968
TUR|9/29/2016|87885|42|11968
JPN|9/29/2016|53392|43|11968
DEN|9/29/2016|78534|44|11968
MAS|9/29/2016|69012|45|11968
INA|9/29/2016|97207|46|11968
UKR|9/29/2016|76349|47|11968
RUS|9/29/2016|78605|48|11968
INA|9/29/2016|96892|49|11968
FRA|9/29/2016|79056|50|11968
INA|9/29/2016|61665|51|11968
CZE|9/29/2016|51739|52|11968
USA|9/29/2016|14621|53|11968
KOR|9/29/2016|91598|54|11968
DEN|9/29/2016|43761|55|11968
FIN|9/29/2016|55770|56|11968
IRL|9/29/2016|89666|57|11968
ISR|9/29/2016|67069|58|11968
EST|9/29/2016|11914|59|11968
FIN|9/29/2016|42731|60|11968
TUR|9/29/2016|94762|61|11968
KOR|9/29/2016|84992|62|11968
ITA|9/29/2016|51842|63|11968
HUN|9/29/2016|34899|64|11968
AUS|9/29/2016|40545|65|11968
MRI|9/29/2016|42679|66|11968
MAS|9/29/2016|87629|67|11968
BEL|9/29/2016|55318|68|11968
TPE|9/29/2016|27588|69|11968
IND|9/29/2016|66615|70|11968
IND|9/29/2016|69619|71|11968
AUS|9/29/2016|91611|72|11968
BRA|9/29/2016|52908|73|11968
DEN|9/29/2016|91224|74|11968
AUT|9/29/2016|85440|75|11968
TPE|9/29/2016|76717|76|11968
INA|9/29/2016|81986|77|11968
BUL|9/29/2016|12765|78|11968
BRA|9/29/2016|74742|79|11968
JPN|9/29/2016|61568|80|11968
SUI|9/29/2016|54068|81|11968
TPE|9/29/2016|51518|82|11968
DEN|9/29/2016|82707|83|11968
POR|9/29/2016|13006|84|11968
LTU|9/29/2016|14894|85|11968
EGY|9/29/2016|52901|86|11968
AUS|9/29/2016|99445|87|11968
TUR|9/29/2016|89027|88|11968
ENG|9/29/2016|55536|89|11968
DEN|9/29/2016|77002|90|11968
MEX|9/29/2016|85514|91|11968
NGR|9/29/2016|80210|92|11968
IND|9/29/2016|56471|93|11968
ENG|9/29/2016|50715|94|11968
MAS|9/29/2016|64889|95|11968
MAS|9/29/2016|62867|96|11968
GER|9/29/2016|21854|97|11968
VIE|9/29/2016|75678|98|11968
TPE|9/29/2016|88807|99|11968
MAS|9/29/2016|63369|100|11968
BLR|9/29/2016|52294|101|11968
IND|9/29/2016|75410|102|11968
DEN|9/29/2016|70371|103|11968
CHN|9/29/2016|78116|104|11968
SGP|9/29/2016|81033|105|11968
MAS|9/29/2016|70093|106|11968
NED|9/29/2016|93419|107|11968
CAN|9/29/2016|95664|108|11968
MEX|9/29/2016|61244|109|11968
AUS|9/29/2016|57665|110|11968
THA|9/29/2016|91422|111|11968
TUR|9/29/2016|84902|112|11968
ESP|9/29/2016|74218|113|11968
SGP|9/29/2016|83822|114|11968
TPE|9/29/2016|75154|115|11968
PER|9/29/2016|71252|116|11968
INA|9/29/2016|66963|117|11968
TPE|9/29/2016|87176|118|11968
GER|9/29/2016|67857|119|11968
SVK|9/29/2016|91157|120|11968
AUS|9/29/2016|64389|121|11968
INA|9/29/2016|83802|122|11968
JPN|9/29/2016|60317|123|11968
MEX|9/29/2016|98186|124|11968
NED|9/29/2016|89454|125|11968
INA|9/29/2016|64558|126|11968
RUS|9/29/2016|36996|127|11968
TPE|9/29/2016|53628|128|11968
MAS|9/29/2016|18143|129|11968
JPN|9/29/2016|65751|130|11968
CZE|9/29/2016|34229|131|11968
IND|9/29/2016|67864|132|11968
TPE|9/29/2016|92339|133|11968
CHN|9/29/2016|58637|134|11968
INA|9/29/2016|74525|135|11968
EST|9/29/2016|86222|136|11968
POL|9/29/2016|45656|137|11968
DEN|9/29/2016|96276|138|11968
INA|9/29/2016|15828|139|11968
UKR|9/29/2016|76910|140|11968
BUL|9/29/2016|57906|141|11968
BEL|9/29/2016|65846|142|11968
SRI|9/29/2016|96090|143|11968
INA|9/29/2016|67996|144|11968
SVK|9/29/2016|75188|145|11968
CHN|9/29/2016|92728|146|11968
MAS|9/29/2016|97655|147|11968
THA|9/29/2016|87513|148|11968
INA|9/29/2016|80425|149|11968
EGY|9/29/2016|71367|150|11968
EGY|9/29/2016|94632|151|11968
GER|9/29/2016|91106|152|11968
SUI|9/29/2016|92691|153|11968
CZE|9/29/2016|81794|154|11968
SCO|9/29/2016|91715|155|11968
HKG|9/29/2016|70188|156|11968
SUI|9/29/2016|74309|157|11968
GUA|9/29/2016|17774|158|11968
VIE|9/29/2016|18115|159|11968
ENG|9/29/2016|87660|160|11968
RUS|9/29/2016|67073|161|11968
LAT|9/29/2016|10625|162|11968
IRL|9/29/2016|80889|163|11968
HUN|9/29/2016|74051|164|11968
CRO|9/29/2016|79928|165|11968
TPE|9/29/2016|71673|166|11968
INA|9/29/2016|58698|167|11968
IRI|9/29/2016|52180|168|11968
IND|9/29/2016|59370|169|11968
CHN|9/29/2016|76601|170|11968
USA|9/29/2016|59692|171|11968
JPN|9/29/2016|34890|172|11968
SGP|9/29/2016|54698|173|11968
SRI|9/29/2016|68295|174|11968
JPN|9/29/2016|56834|175|11968
JPN|9/29/2016|91896|176|11968
BRA|9/29/2016|93397|177|11968
WAL|9/29/2016|16875|178|11968
ROU|9/29/2016|80494|179|11968
DEN|9/29/2016|70495|180|11968
KAZ|9/29/2016|57025|181|11968
UKR|9/29/2016|31614|182|11968
ENG|9/29/2016|53341|183|11968
LAT|9/29/2016|87721|184|11968
EST|9/29/2016|67084|185|11968
ZAM|9/29/2016|51665|186|11968
INA|9/29/2016|55717|187|11968
HKG|9/29/2016|59216|188|11968
FRA|9/29/2016|82409|189|11968
IRI|9/29/2016|45380|190|11968
CHN|9/29/2016|76632|191|11968
INA|9/29/2016|35662|192|11968
CHN|9/29/2016|62186|193|11968
UGA|9/29/2016|83532|194|11968
USA|9/29/2016|99017|195|11968
JPN|9/29/2016|52064|196|11968
RUS|9/29/2016|92400|197|11968
KOR|9/29/2016|60908|198|11968
ENG|9/29/2016|60814|199|11968
FRA|9/29/2016|18998|200|11968
USA|9/29/2016|62974|201|11968
INA|9/29/2016|74788|202|11968
LTU|9/29/2016|53814|203|11968
THA|9/29/2016|71801|204|11968
TPE|9/29/2016|57244|205|11968
THA|9/29/2016|86511|206|11968
FIN|9/29/2016|99619|207|11968
IND|9/29/2016|99711|208|11968
JPN|9/29/2016|61066|209|11968
JPN|9/29/2016|99532|210|11968
CHN|9/29/2016|92967|211|11968
GER|9/29/2016|85730|212|11968
INA|9/29/2016|88740|213|11968
IRL|9/29/2016|73274|214|11968
INA|9/29/2016|14710|215|11968
CHN|9/29/2016|78837|216|11968
THA|9/29/2016|62301|217|11968
JPN|9/29/2016|56963|218|11968
GRE|9/29/2016|14148|219|11968
THA|9/29/2016|81725|220|11968
HUN|9/29/2016|98804|221|11968
MAS|9/29/2016|52103|222|11968
SGP|9/29/2016|58917|223|11968
IND|9/29/2016|59536|224|11968
CHN|9/29/2016|58720|225|11968
PYF|9/29/2016|85850|226|11968
CHN|9/29/2016|89700|227|11968
WAL|9/29/2016|16062|228|11968
THA|9/29/2016|99988|229|11968
DEN|9/29/2016|44738|230|11968
IND|9/29/2016|76882|231|11968
RUS|9/29/2016|81552|232|11968
MAS|9/29/2016|15712|233|11968
WAL|9/29/2016|94806|234|11968
TPE|9/29/2016|95776|235|11968
NZL|9/29/2016|88713|236|11968
SWE|9/29/2016|66469|237|11968
ZAM|9/29/2016|55777|238|11968
AUS|9/29/2016|54148|239|11968
EGY|9/29/2016|61746|240|11968
POL|9/29/2016|69478|241|11968
FRA|9/29/2016|91783|242|11968
RUS|9/29/2016|64352|243|11968
INA|9/29/2016|96717|244|11968
BRA|9/29/2016|95963|245|11968
USA|9/29/2016|52771|246|11968
CHN|9/29/2016|79753|246|11968
NED|9/29/2016|92634|248|11968
THA|9/29/2016|83013|249|11968
SGP|9/29/2016|71086|250|11968
DEN|9/29/2016|76370|251|11968
AUT|9/29/2016|63829|252|11968
TPE|9/29/2016|89583|253|11968
SLO|9/29/2016|81419|254|11968
CAN|9/29/2016|54945|255|11968
SUI|9/29/2016|81056|256|11968
BLR|9/29/2016|63639|257|11968
ENG|9/29/2016|92837|258|11968
FRA|9/29/2016|55629|259|11968
FIN|9/29/2016|59844|260|11968
CAN|9/29/2016|77798|261|11968
JPN|9/29/2016|77278|262|11968
ENG|9/29/2016|75771|263|11968
ZAM|9/29/2016|58650|263|11968
KOR|9/29/2016|70930|265|11968
PAK|9/29/2016|54220|266|11968
CAN|9/29/2016|97087|267|11968
BLR|9/29/2016|94400|268|11968
THA|9/29/2016|56237|269|11968
CAN|9/29/2016|84913|270|11968
MAS|9/29/2016|54151|271|11968
EST|9/29/2016|66267|272|11968
UKR|9/29/2016|64424|273|11968
KOR|9/29/2016|74353|274|11968
RUS|9/29/2016|82524|275|11968
IND|9/29/2016|21036|276|11968
SUI|9/29/2016|81375|277|11968
THA|9/29/2016|84287|278|11968
USA|9/29/2016|97223|279|11968
DEN|9/29/2016|76327|280|11968
BEL|9/29/2016|82229|281|11968
NZL|9/29/2016|53517|282|11968
JOR|9/29/2016|96444|283|11968
DEN|9/29/2016|88779|284|11968
KOR|9/29/2016|50626|285|11968
BRA|9/29/2016|96037|286|11968
BRA|9/29/2016|57491|286|11968
EST|9/29/2016|62746|288|11968
NZL|9/29/2016|82563|289|11968
ESP|9/29/2016|90558|290|11968
IND|9/29/2016|56940|291|11968
GUA|9/29/2016|96554|292|11968
TPE|9/29/2016|54128|293|11968
GRE|9/29/2016|57268|294|11968
CHN|9/29/2016|72019|295|11968
EST|9/29/2016|73015|296|11968
MEX|9/29/2016|71039|297|11968
PER|9/29/2016|80894|298|11968
ENG|9/29/2016|56534|299|11968
HUN|9/29/2016|51849|300|11968
EST|9/29/2016|53705|301|11968
INA|9/29/2016|82777|302|11968
INA|9/29/2016|88318|303|11968
JPN|9/29/2016|71023|304|11968
PYF|9/29/2016|92062|304|11968
MRI|9/29/2016|91753|306|11968
MEX|9/29/2016|24247|307|11968
IND|9/29/2016|87012|308|11968
BRA|9/29/2016|92082|309|11968
SWE|9/29/2016|64551|309|11968
NZL|9/29/2016|82435|311|11968
TUR|9/29/2016|98643|312|11968
CZE|9/29/2016|60397|313|11968
UGA|9/29/2016|66881|314|11968
PHI|9/29/2016|93300|315|11968
HKG|9/29/2016|95905|316|11968
SWE|9/29/2016|57304|317|11968
TPE|9/29/2016|80795|318|11968
KOR|9/29/2016|95820|319|11968
JPN|9/29/2016|69819|320|11968
ENG|9/29/2016|75619|321|11968
PAK|9/29/2016|75632|322|11968
INA|9/29/2016|93338|323|11968
KOR|9/29/2016|67871|324|11968
KOR|9/29/2016|81749|324|11968
KOR|9/29/2016|61031|324|11968
INA|9/29/2016|87163|327|11968
TPE|9/29/2016|83662|328|11968
MEX|9/29/2016|62032|329|11968
CHI|9/29/2016|62001|329|11968
ENG|9/29/2016|72346|331|11968
BUL|9/29/2016|46169|332|11968
NEP|9/29/2016|78543|333|11968
LTU|9/29/2016|72367|334|11968
NZL|9/29/2016|25844|335|11968
USA|9/29/2016|62708|336|11968
PHI|9/29/2016|64080|337|11968
DEN|9/29/2016|1279|338|11968
RUS|9/29/2016|33989|338|11968
IND|9/29/2016|88809|338|11968
PAK|9/29/2016|51218|341|11968
NZL|9/29/2016|60887|342|11968
UGA|9/29/2016|60815|343|11968
HKG|9/29/2016|87616|344|11968
SWE|9/29/2016|14220|345|11968
NGR|9/29/2016|69682|346|11968
FRA|9/29/2016|67960|346|11968
TPE|9/29/2016|97282|348|11968
INA|9/29/2016|86412|348|11968
SWE|9/29/2016|81790|350|11968
POL|9/29/2016|71557|351|11968
BRA|9/29/2016|95280|351|11968
CHI|9/29/2016|99430|351|11968
GUA|9/29/2016|76901|351|11968
THA|9/29/2016|96952|355|11968
JPN|9/29/2016|55712|356|11968
UKR|9/29/2016|83254|357|11968
RUS|9/29/2016|73195|358|11968
HKG|9/29/2016|74916|359|11968
JAM|9/29/2016|77611|360|11968
BRA|9/29/2016|71483|361|11968
MEX|9/29/2016|82210|361|11968
TPE|9/29/2016|14865|363|11968
GER|9/29/2016|98162|363|11968
AUS|9/29/2016|92217|365|11968
GRE|9/29/2016|58737|366|11968
INA|9/29/2016|68199|367|11968
THA|9/29/2016|79198|367|11968
UGA|9/29/2016|48833|369|11968
MRI|9/29/2016|73055|370|11968
LAT|9/29/2016|89697|371|11968
PER|9/29/2016|42989|372|11968
GRE|9/29/2016|98532|373|11968
ARM|9/29/2016|91044|374|11968
COL|9/29/2016|91580|375|11968
KOR|9/29/2016|93530|375|11968
IND|9/29/2016|92125|377|11968
INA|9/29/2016|54248|378|11968
MEX|9/29/2016|92135|378|11968
MRI|9/29/2016|84390|380|11968
ISL|9/29/2016|77397|381|11968
ISR|9/29/2016|95397|381|11968
PER|9/29/2016|63012|383|11968
TUR|9/29/2016|77926|383|11968
AUS|9/29/2016|77763|383|11968
FRA|9/29/2016|89836|386|11968
GHA|9/29/2016|87188|387|11968
ZAM|9/29/2016|35183|388|11968
NZL|9/29/2016|38708|389|11968
JAM|9/29/2016|75891|390|11968
TPE|9/29/2016|68667|391|11968
INA|9/29/2016|71082|392|11968
NZL|9/29/2016|89404|393|11968
CAN|9/29/2016|68001|394|11968
THA|9/29/2016|85635|395|11968
ENG|9/29/2016|91810|396|11968
CAN|9/29/2016|87088|397|11968
UKR|9/29/2016|89963|398|11968
NCL|9/29/2016|13882|399|11968
NCL|9/29/2016|54920|399|11968
NCL|9/29/2016|71964|401|11968
NCL|9/29/2016|72934|401|11968
GER|9/29/2016|81374|403|11968
SUR|9/29/2016|76143|403|11968
ZAM|9/29/2016|73995|403|11968
ENG|9/29/2016|60246|403|11968
PER|9/29/2016|21174|407|11968
ISR|9/29/2016|65089|408|11968
AUS|9/29/2016|80376|409|11968
EST|9/29/2016|75821|410|11968
SWE|9/29/2016|80474|411|11968
TPE|9/29/2016|78755|412|11968
IND|9/29/2016|76459|413|11968
CHI|9/29/2016|34449|414|11968
ISL|9/29/2016|78983|415|11968
NOR|9/29/2016|67942|415|11968
COL|9/29/2016|78992|417|11968
NZL|9/29/2016|78872|417|11968
MRI|9/29/2016|69361|417|11968
COL|9/29/2016|96860|417|11968
KOR|9/29/2016|97287|417|11968
REU|9/29/2016|94130|417|11968
THA|9/29/2016|97857|423|11968
MRI|9/29/2016|74892|424|11968
CRO|9/29/2016|96569|425|11968
USA|9/29/2016|85896|426|11968
IND|9/29/2016|66614|427|11968
IND|9/29/2016|82013|427|11968
KOR|9/29/2016|57477|429|11968
KOR|9/29/2016|94993|429|11968
TPE|9/29/2016|93852|431|11968
MRI|9/29/2016|42677|432|11968
ECU|9/29/2016|95277|433|11968
IND|9/29/2016|74837|433|11968
SWE|9/29/2016|73322|435|11968
MAC|9/29/2016|93457|436|11968
VIE|9/29/2016|79637|437|11968
MEX|9/29/2016|66876|437|11968
CAN|9/29/2016|81184|437|11968
RUS|9/29/2016|81907|440|11968
JOR|9/29/2016|89134|440|11968
IND|9/29/2016|81493|442|11968
NEP|9/29/2016|53998|442|11968
IND|9/29/2016|67854|442|11968
SGP|9/29/2016|60447|442|11968
BAN|9/29/2016|94843|442|11968
IND|9/29/2016|82685|442|11968
RUS|9/29/2016|66305|442|11968
AUS|9/29/2016|64553|442|11968
AUS|9/29/2016|76767|442|11968
JPN|9/29/2016|60851|442|11968
BAN|9/29/2016|79316|442|11968
SGP|9/29/2016|83449|442|11968
IND|9/29/2016|74671|442|11968
JPN|9/29/2016|99937|442|11968
FIN|9/29/2016|76317|456|11968
MAS|9/29/2016|33411|457|11968
BRA|9/29/2016|88039|457|11968
GER|9/29/2016|82641|457|11968
POR|9/29/2016|72489|457|11968
AUS|9/29/2016|61301|457|11968
TUR|9/29/2016|63873|457|11968
BRN|9/29/2016|85047|457|11968
TTO|9/29/2016|66358|457|11968
BRN|9/29/2016|86679|457|11968
CHN|9/29/2016|85914|457|11968
IND|9/29/2016|93187|457|11968
MAS|9/29/2016|65389|468|11968
LAT|9/29/2016|57646|469|11968
UKR|9/29/2016|95248|470|11968
TTO|9/29/2016|15027|471|11968
