country|pid|rank|week
TPE|141780|1|17716
JPN|314824|2|17716
IND|108519|3|17716
THA|109407|4|17716
CHN|995456|5|17716
ESP|113677|6|17716
KOR|108086|7|17716
CHN|990142|8|17716
JPN|165528|9|17716
IND|107881|10|17716
THA|113951|11|17716
USA|107883|12|17716
JPN|108085|13|17716
CAN|109491|14|17716
JPN|117943|15|17716
JPN|314823|16|17716
DEN|734887|17|17716
KOR|284037|18|17716
HKG|109502|19|17716
RUS|109100|20|17716
SCO|113549|21|17716
CHN|1030562|22|17716
TPE|109344|23|17716
KOR|208023|24|17716
THA|347220|25|17716
JPN|1069187|26|17716
DEN|201892|27|17716
ESP|113674|28|17716
THA|169010|29|17716
JPN|118604|30|17716
MAS|396333|31|17716
CHN|1246306|32|17716
INA|658107|33|17716
TPE|354085|34|17716
MAS|107900|35|17716
HKG|107888|36|17716
DEN|318796|37|17716
INA|1243716|38|17716
TUR|161343|39|17716
MAS|243539|40|17716
BUL|108626|41|17716
CAN|437004|42|17716
INA|195682|43|17716
JPN|391566|44|17716
TPE|313462|45|17716
TPE|107904|46|17716
INA|146453|47|17716
JPN|1023035|48|17716
CAN|1171011|49|17716
TPE|655842|50|17716
DEN|113405|51|17716
IND|1567872|52|17716
VIE|109261|53|17716
DEN|1121609|54|17716
SUI|108660|55|17716
GER|277789|56|17716
RUS|109098|57|17716
ENG|256621|58|17716
INA|314830|59|17716
CHN|143810|60|17716
CHN|1620383|61|17716
VIE|389182|62|17716
IND|2120209|63|17716
MRI|118498|64|17716
JPN|1068948|65|17716
DEN|396264|66|17716
BUL|146291|67|17716
KOR|284046|68|17716
CHN|1026211|69|17716
NED|113649|70|17716
MAS|318769|71|17716
IND|349921|72|17716
GER|359173|73|17716
USA|1938471|74|17716
TUR|674130|75|17716
AUS|118293|76|17716
CHN|1518211|77|17716
FRA|306540|78|17716
KOR|1739752|79|17716
UKR|109108|80|17716
ISR|108200|81|17716
PER|165354|82|17716
NED|195693|83|17716
ESP|401293|84|17716
THA|1144234|85|17716
IND|1526580|86|17716
GER|108341|87|17716
INA|280260|88|17716
INA|118684|89|17716
MAS|361604|90|17716
SVK|261720|91|17716
IND|673279|92|17716
EST|300579|93|17716
DEN|854830|94|17716
UKR|109103|95|17716
SUI|161868|96|17716
NGR|437079|97|17716
BLR|108374|98|17716
IND|161370|99|17716
USA|117257|100|17716
IND|1521429|101|17716
KOR|284040|102|17716
SGP|347240|103|17716
IND|349935|104|17716
MAS|161866|105|17716
IND|349927|106|17716
CHN|1030652|107|17716
THA|1140634|108|17716
JPN|391565|109|17716
UGA|221030|110|17716
THA|318763|111|17716
JPN|118602|112|17716
IND|1575290|113|17716
DEN|284065|114|17716
BEL|108196|115|17716
HUN|319929|116|17716
ENG|148696|117|17716
WAL|157036|118|17716
IND|349922|119|17716
USA|1240516|120|17716
THA|391562|121|17716
CZE|108772|122|17716
CHN|1929595|123|17716
CHN|329589|124|17716
INA|148764|125|17716
TUR|108959|126|17716
AUS|307259|127|17716
CUB|165007|128|17716
ESP|1989051|129|17716
HKG|2821516|130|17716
EST|163348|131|17716
MAS|243534|132|17716
EGY|116154|133|17716
THA|107893|134|17716
DEN|1209143|135|17716
JPN|165533|136|17716
AUS|113370|137|17716
SUI|928921|138|17716
SGP|347234|139|17716
CHN|109508|140|17716
INA|873699|141|17716
ENG|113679|142|17716
RUS|1189720|143|17716
USA|1987789|144|17716
IND|408545|145|17716
TPE|1586466|146|17716
USA|990146|147|17716
CZE|108770|148|17716
EGY|384815|149|17716
IND|366442|150|17716
INA|339280|151|17716
EST|369659|152|17716
MEX|1269796|153|17716
USA|109177|154|17716
FRA|454429|155|17716
POR|243516|156|17716
PER|1437015|157|17716
TPE|1034189|158|17716
IND|349945|159|17716
BRA|116205|160|17716
ALG|1428602|161|17716
FIN|109660|162|17716
JPN|1489698|163|17716
DEN|1966429|164|17716
IND|216148|165|17716
RUS|1615874|166|17716
ALG|1654238|167|17716
FRA|306541|168|17716
THA|1144046|169|17716
DEN|1664484|170|17716
TPE|107887|171|17716
IND|1526616|172|17716
RUS|108201|173|17716
MEX|147512|174|17716
FRA|314863|175|17716
UKR|659468|176|17716
JPN|118639|177|17716
THA|117997|178|17716
RUS|339248|179|17716
HUN|180656|180|17716
PER|1039353|181|17716
TPE|239500|182|17716
FRA|454127|183|17716
BLR|108775|184|17716
TPE|1061615|185|17716
ENG|1257140|186|17716
THA|1194566|187|17716
PER|1039323|188|17716
DEN|350725|189|17716
IND|408506|190|17716
CZE|815629|191|17716
IND|1009594|192|17716
SUI|359207|193|17716
TPE|211392|194|17716
UGA|116384|195|17716
THA|1350742|196|17716
AUS|1580547|197|17716
ZAM|116016|198|17716
GUA|1575291|199|17716
NZL|1073245|200|17716
MYA|2059596|201|17716
IRL|355068|202|17716
AUS|239710|203|17716
LTU|251974|204|17716
KOR|387383|205|17716
VIE|1620857|206|17716
THA|1485450|207|17716
NGR|934608|208|17716
UKR|665660|209|17716
ENG|1971205|210|17716
CRO|306537|211|17716
EGY|2505051|212|17716
GUA|1072733|213|17716
NGR|934609|214|17716
TPE|1622451|215|17716
MRI|164705|216|17716
INA|1285659|217|17716
MEX|165353|218|17716
CZE|1223553|219|17716
LTU|164986|220|17716
TUR|146289|221|17716
BRA|1520561|222|17716
NZL|2789814|223|17716
EST|300590|224|17716
SWE|1301748|225|17716
THA|396334|226|17716
TPE|1283891|227|17716
RUS|311506|228|17716
RUS|108195|229|17716
USA|455889|230|17716
IND|2001534|230|17716
MDV|1127323|232|17716
TPE|260169|233|17716
BLR|113733|234|17716
MRI|330624|235|17716
INA|1422739|236|17716
KOR|1739753|237|17716
RUS|109104|238|17716
TPE|1586536|239|17716
RUS|453695|240|17716
MAS|243533|241|17716
SRI|306550|242|17716
RUS|2037494|243|17716
IND|1523373|244|17716
NGR|163748|245|17716
GUA|116574|246|17716
INA|1148304|247|17716
USA|1337367|247|17716
HUN|113900|249|17716
JPN|2891230|250|17716
ZAM|1142919|251|17716
INA|1148311|252|17716
GUA|1072763|253|17716
GUA|1468091|254|17716
BUL|468534|255|17716
HKG|212000|256|17716
KOR|2083250|257|17716
HKG|1000300|258|17716
IND|1583897|259|17716
LAT|163356|260|17716
NOR|361655|261|17716
SWE|695191|262|17716
IRI|118681|263|17716
SLO|398145|264|17716
EGY|1476089|265|17716
TPE|1519712|266|17716
ALG|2591619|267|17716
USA|2489588|268|17716
BLR|1218961|269|17716
BRA|404637|270|17716
USA|2294769|271|17716
JAM|276944|272|17716
NZL|2573502|273|17716
HKG|148392|274|17716
DEN|113612|275|17716
CYP|200302|276|17716
IND|1204911|277|17716
TPE|2156040|278|17716
DEN|1966468|279|17716
USA|1735426|280|17716
CHN|1030682|281|17716
ZAM|471015|282|17716
NZL|1418500|283|17716
NZL|2537354|283|17716
IND|1731680|285|17716
INA|657586|286|17716
RSA|1055714|287|17716
TPE|1602583|288|17716
CAN|2578446|289|17716
MAS|1586108|290|17716
HUN|2306656|291|17716
MAS|107908|292|17716
INA|1185570|293|17716
CHN|1620419|294|17716
NZL|1248710|295|17716
LTU|108630|296|17716
HKG|1000299|297|17716
ISR|814566|298|17716
MAS|370432|299|17716
MEX|1270116|299|17716
DOM|855480|301|17716
INA|1564801|302|17716
CAN|1974465|303|17716
POL|1026598|304|17716
NZL|1058646|305|17716
TUR|276137|306|17716
SRI|1176966|307|17716
UKR|1187590|308|17716
INA|1115060|309|17716
PER|116530|310|17716
TPE|939031|311|17716
SRI|401193|312|17716
JPN|2630892|313|17716
JPN|2901958|313|17716
ZAM|116385|315|17716
MAS|194184|316|17716
BAR|261766|317|17716
PAK|1033363|318|17716
UKR|1207129|319|17716
GHA|1480597|320|17716
ENG|1251029|321|17716
UKR|109125|322|17716
POL|1016358|323|17716
CHI|1661283|324|17716
SWE|1301783|325|17716
MDV|189584|326|17716
MDV|1127293|326|17716
INA|463503|328|17716
RUS|1189724|328|17716
INA|1196044|328|17716
UKR|665633|331|17716
NOR|1679238|332|17716
RUS|1206607|333|17716
NGR|1250860|334|17716
CHN|1929631|335|17716
JPN|1069234|335|17716
CHI|116543|337|17716
MRI|1477641|338|17716
BAR|108691|339|17716
NED|813555|340|17716
INA|1148306|341|17716
SWE|391551|342|17716
DOM|854649|343|17716
DOM|1569771|344|17716
BLR|1010949|345|17716
CRC|1072067|346|17716
INA|463561|347|17716
FRA|1426754|348|17716
INA|1148307|349|17716
TPE|115786|350|17716
KOR|391564|350|17716
TPE|409872|350|17716
KOR|1025543|350|17716
NZL|2584761|354|17716
ALG|2591713|355|17716
EGY|243517|356|17716
RSA|148459|357|17716
BRA|199943|357|17716
GHA|1480792|359|17716
NZL|1417409|360|17716
USA|1165399|361|17716
EGY|1656839|362|17716
IND|1448597|363|17716
TPE|938973|364|17716
TPE|1058083|365|17716
GUA|1967065|366|17716
JPN|1068856|367|17716
AUS|2500630|368|17716
KOR|1281742|369|17716
LAT|163355|370|17716
SLO|398146|371|17716
RUS|1250167|372|17716
UGA|221032|373|17716
MDA|1574134|374|17716
RUS|816290|375|17716
VIE|239499|376|17716
SUR|1704651|377|17716
RUS|1180944|378|17716
FIJ|163307|379|17716
FIJ|197658|379|17716
NZL|2460616|381|17716
ARG|417588|382|17716
TUR|674125|383|17716
DOM|116550|384|17716
GRE|1125017|385|17716
CRC|1674553|386|17716
TPE|109345|387|17716
DEN|1460900|388|17716
ENG|1608261|388|17716
CZE|2199427|390|17716
SUR|280315|391|17716
INA|114072|392|17716
GHA|163756|393|17716
KOR|284043|394|17716
HKG|1268064|395|17716
IND|467491|396|17716
AUS|437109|397|17716
BRA|1181941|397|17716
AUS|1563569|399|17716
CHN|1031052|400|17716
JPN|391573|400|17716
INA|1604877|400|17716
JPN|2917559|400|17716
NGR|1148989|404|17716
NZL|1353927|404|17716
INA|113870|406|17716
IRL|108358|407|17716
AUT|1021776|408|17716
IND|1446213|409|17716
SRI|1080293|410|17716
CHN|821757|411|17716
ALG|1470600|412|17716
DEN|1005219|413|17716
ISL|206088|414|17716
IND|467647|415|17716
MDV|1127381|416|17716
CUB|1983209|417|17716
TTO|109189|418|17716
IRI|162133|418|17716
BAR|306553|418|17716
SWE|1140910|418|17716
CZE|858774|422|17716
ISL|1008064|423|17716
KEN|116379|424|17716
EGY|1660622|424|17716
ECU|239794|426|17716
FIJ|163319|427|17716
CMR|2507396|428|17716
NZL|2564546|429|17716
UKR|199015|430|17716
KOR|1670753|430|17716
ARG|404639|432|17716
BEN|1531958|432|17716
GHA|1480927|432|17716
NGR|2522208|432|17716
GHA|2524011|432|17716
ALG|2744885|437|17716
RUS|113516|438|17716
AUS|437108|439|17716
PER|1483348|439|17716
VIE|1620674|439|17716
INA|1287485|439|17716
INA|1604805|439|17716
IND|1578133|439|17716
USA|2473740|445|17716
IRI|1029688|446|17716
RSA|148456|447|17716
USA|455887|447|17716
MGL|1524530|447|17716
PAK|2179068|447|17716
DEN|2174679|447|17716
ENG|1187622|452|17716
INA|1943187|453|17716
DEN|108193|454|17716
CRO|306536|455|17716
PHI|1159924|456|17716
SWE|1337328|457|17716
JPN|109327|458|17716
KOR|369615|458|17716
KOR|1208500|458|17716
ESA|350709|461|17716
CUB|388532|461|17716
GUA|1966990|461|17716
TTO|1496955|464|17716
JAM|1183969|464|17716
RUS|339246|466|17716
RUS|407960|466|17716
RUS|1524461|466|17716
FIJ|163318|469|17716
BAN|216150|470|17716
FIJ|197657|470|17716
THA|1694186|470|17716
PYF|2471994|470|17716
PYF|2839203|470|17716
AUS|239711|475|17716
GUM|1971517|475|17716
GUM|1971553|475|17716
PYF|2839293|475|17716
PYF|2839338|475|17716
BEL|1608657|480|17716
IND|660611|481|17716
IRL|355070|482|17716
FRA|1725868|483|17716
PAK|117045|484|17716
GER|1355539|485|17716
SLO|1469082|486|17716
FIN|108212|487|17716
GHA|263012|488|17716
PER|1438020|489|17716
MAS|107882|490|17716
IND|108506|490|17716
HUN|114007|490|17716
IRI|220016|490|17716
SRI|251993|490|17716
POR|306542|490|17716
JPN|1069140|490|17716
NGR|1149370|490|17716
JPN|1993309|490|17716
INA|1602236|490|17716
IRI|2389548|490|17716
IRI|2163806|490|17716
IRI|2389290|490|17716
INA|1525673|490|17716
NGR|2574421|490|17716
NGR|2571183|490|17716
INA|2462177|490|17716
IRI|1423456|490|17716
JPN|2440869|490|17716
HUN|1262417|509|17716
IND|2430819|510|17716
BOT|148463|511|17716
BOT|244689|511|17716
IRI|1030041|511|17716
MEX|1269764|511|17716
ZAM|1259708|511|17716
IND|1204008|511|17716
SGP|1567161|511|17716
GUA|1473602|511|17716
IRI|2389374|511|17716
PER|1437143|511|17716
INA|1196288|511|17716
IND|2518059|511|17716
UGA|118620|523|17716
MRI|1982833|523|17716
RUS|1524428|525|17716
NOR|947576|526|17716
THA|1199830|526|17716
JPN|1023006|528|17716
ESA|1183028|528|17716
CMR|1160588|530|17716
ESA|1183058|531|17716
ENG|363254|532|17716
MAS|107911|533|17716
USA|109179|533|17716
AUS|109571|533|17716
SGP|195556|533|17716
PAK|220028|533|17716
GER|262486|533|17716
BOT|211357|533|17716
USA|455888|533|17716
JOR|367756|533|17716
THA|1143971|533|17716
PAK|1272126|533|17716
MGL|1615278|533|17716
MGL|1117877|533|17716
BRA|1611981|533|17716
PAK|2179266|533|17716
MGL|2521927|533|17716
MGL|2070583|533|17716
MEX|2636730|533|17716
BOT|2783596|533|17716
RSA|2170229|533|17716
ARM|1061622|553|17716
MDV|328353|554|17716
MAC|364755|555|17716
SCO|1227895|556|17716
GER|1995299|557|17716
GER|1443237|557|17716
RUS|144227|559|17716
AZE|220032|559|17716
TPE|347222|559|17716
RUS|1180854|559|17716
AZE|1420811|559|17716
RUS|2164247|559|17716
CHN|1688039|559|17716
RUS|2525001|559|17716
CHN|2902345|559|17716
CHN|2902253|559|17716
CHN|2424429|559|17716
CHN|2539258|559|17716
CHN|2902299|559|17716
NOR|2250538|572|17716
HUN|1038734|573|17716
TUR|814027|574|17716
JPN|1647515|574|17716
ALG|2743745|574|17716
ISL|278628|577|17716
BAN|117035|578|17716
GRE|2009168|579|17716
CYP|1447488|579|17716
ARG|2786445|579|17716
SCO|440380|582|17716
LAT|453696|583|17716
AUS|2143435|584|17716
USA|109178|585|17716
DEN|2145117|586|17716
ENG|363261|587|17716
NGR|254052|588|17716
CMR|1160919|588|17716
BUL|1353341|588|17716
SWE|1662980|591|17716
USA|2432061|592|17716
EGY|2514698|592|17716
NOR|1282443|594|17716
INA|453648|595|17716
ENG|2032769|595|17716
THA|1637622|595|17716
IND|439462|595|17716
IND|673308|599|17716
FIN|946201|600|17716
NZL|113969|601|17716
PAK|117038|601|17716
MDV|189586|601|17716
NEP|1242977|601|17716
PHI|1138881|601|17716
SGP|1567091|601|17716
NEP|2288120|601|17716
THA|2220877|601|17716
TTO|2599195|601|17716
NEP|2570404|601|17716
CZE|1256674|611|17716
INA|1285986|612|17716
IND|1607796|612|17716
RUS|1250103|614|17716
FRA|357677|615|17716
BEN|1170084|616|17716
MEX|208087|617|17716
CHN|1688075|618|17716
AUT|384841|619|17716
GRE|650030|620|17716
INA|1148308|621|17716
IND|2781695|621|17716
NOR|1978563|623|17716
DEN|318799|624|17716
DEN|1256168|625|17716
POL|1575568|626|17716
GER|1042726|626|17716
CMR|263016|628|17716
UKR|1943013|628|17716
ISL|1930491|630|17716
GHA|1478875|631|17716
GER|1194017|631|17716
SUI|356060|633|17716
IND|1571939|633|17716
MAR|116383|635|17716
RSA|148458|635|17716
IRI|162132|635|17716
IRI|220019|635|17716
BOT|280296|635|17716
BOT|280302|635|17716
JPN|314826|635|17716
GER|314864|635|17716
DEN|318797|635|17716
IND|349923|635|17716
ETH|355290|635|17716
JOR|361270|635|17716
NGR|1161802|635|17716
NGR|1161832|635|17716
THA|1194768|635|17716
NGR|1245787|635|17716
NGR|1245821|635|17716
NGR|1250908|635|17716
IRI|1423315|635|17716
MGL|1524494|635|17716
MGL|1615521|635|17716
ZAM|1709021|635|17716
INA|1192558|635|17716
REU|1969807|635|17716
UGA|1607645|635|17716
CUB|1983101|635|17716
CUB|1983173|635|17716
IND|1566136|635|17716
IRI|2389332|635|17716
IRI|2389729|635|17716
IRI|2389503|635|17716
IRI|2389461|635|17716
BRA|2466009|635|17716
PER|2127235|635|17716
MRI|2510284|635|17716
MGL|2517379|635|17716
MGL|2517273|635|17716
MGL|2519571|635|17716
MGL|2521972|635|17716
MGL|2517318|635|17716
CMR|1160859|635|17716
NZL|2458212|635|17716
UKR|2622837|635|17716
AUS|1687422|635|17716
AUS|935074|635|17716
ETH|2634779|635|17716
PAR|2693583|635|17716
BRA|2691249|635|17716
PAR|2693874|635|17716
INA|2125151|635|17716
DOM|1569962|635|17716
DOM|1569889|635|17716
DOM|2185998|635|17716
DOM|2694637|635|17716
MAS|1701500|635|17716
THA|1658629|635|17716
THA|2646572|635|17716
PAK|2723616|635|17716
TTO|2122799|635|17716
BOT|2784310|635|17716
BOT|2784445|635|17716
IRL|1981064|635|17716
RSA|2802162|635|17716
MAD|1517395|635|17716
CAN|2532443|635|17716
USA|2818472|635|17716
IRI|2779987|635|17716
IRI|2779942|635|17716
ALG|2743838|635|17716
TPE|2536310|635|17716
TPE|2199898|635|17716
BRA|1509521|635|17716
JPN|2916175|635|17716
JPN|2440953|635|17716
JPN|2630741|635|17716
JPN|2165263|635|17716
JPN|2917605|635|17716
USA|2854418|635|17716
ARG|2786386|635|17716
ARG|982479|635|17716
INA|935640|635|17716
UGA|163532|716|17716
IND|349941|717|17716
PER|1483384|718|17716
GRE|1143302|719|17716
ESA|1584298|719|17716
PER|1437988|719|17716
GUA|2525898|719|17716
USA|2854417|723|17716
EST|1315031|724|17716
SWE|1354353|725|17716
IRL|1351258|726|17716
HKG|362700|727|17716
ESA|2132590|728|17716
PAN|2526398|728|17716
FIN|1662494|730|17716
GER|1974905|731|17716
CAN|2049658|732|17716
AUT|220243|733|17716
FRA|1995870|734|17716
POR|1293074|735|17716
GRE|113992|736|17716
ENG|1256380|736|17716
TUR|1333753|738|17716
GRE|1475220|738|17716
THA|1646972|738|17716
VIE|116088|741|17716
MAC|1344952|741|17716
CIV|1991703|743|17716
SVK|879645|744|17716
DEN|2175675|745|17716
IND|349943|746|17716
ISR|858542|747|17716
DEN|1460868|748|17716
BEN|2502930|749|17716
SUI|276952|750|17716
ISR|1251812|751|17716
POR|1293010|751|17716
CIV|1991739|751|17716
ROU|1571476|751|17716
BEN|1531826|751|17716
ENG|1533787|751|17716
BRA|199934|757|17716
IRL|665244|758|17716
BLR|1010890|759|17716
SWE|2383214|760|17716
KOR|1025544|761|17716
FRA|1989180|761|17716
SUI|2127932|761|17716
KOR|1208468|761|17716
KOR|2780800|761|17716
KOR|2840725|761|17716
RUS|465310|767|17716
THA|169011|768|17716
SWE|728413|768|17716
IND|2273143|768|17716
ENG|2709453|768|17716
POR|2005094|772|17716
POL|1246432|773|17716
POL|1575604|773|17716
GRE|2061398|773|17716
ROU|113797|776|17716
SWE|108446|776|17716
ARG|417617|776|17716
CUB|1983065|776|17716
CMR|1160828|776|17716
PER|1978869|776|17716
CUB|2429761|776|17716
CUB|2429848|776|17716
CUB|2429806|776|17716
NGR|2068041|776|17716
COD|1727749|776|17716
ALG|2860540|776|17716
TPE|2148115|776|17716
ARG|2777900|776|17716
ARG|2935092|776|17716
ARG|2778808|776|17716
NED|1947634|776|17716
PER|2966601|776|17716
PER|2966647|776|17716
UKR|1584474|795|17716
HUN|108768|796|17716
EST|1501026|796|17716
FIN|391552|798|17716
SVK|2276737|799|17716
DEN|2151481|800|17716
SUR|108689|801|17716
UGA|118542|801|17716
MEX|118226|801|17716
EGY|164700|801|17716
MAR|194231|801|17716
MAR|194233|801|17716
INA|200293|801|17716
TPE|211398|801|17716
ALG|220031|801|17716
AUS|251984|801|17716
BOT|280300|801|17716
INA|339281|801|17716
TTO|348439|801|17716
ETH|355276|801|17716
ETH|355281|801|17716
ETH|355289|801|17716
AUS|391594|801|17716
ZAM|674098|801|17716
TTO|669081|801|17716
DOM|854591|801|17716
MAR|888869|801|17716
ZAM|664879|801|17716
INA|853842|801|17716
GRE|650088|801|17716
MRI|1165907|801|17716
TUR|1222480|801|17716
SUR|879334|801|17716
ZAM|1259639|801|17716
NEP|1310965|801|17716
IND|1310639|801|17716
GRE|1475252|801|17716
GRE|1143231|801|17716
GRE|1146493|801|17716
MRI|1514245|801|17716
GUY|641689|801|17716
SUR|1578523|801|17716
ETH|1248101|801|17716
ETH|1610887|801|17716
EGY|1657094|801|17716
EGY|1656986|801|17716
EGY|1709379|801|17716
EGY|1659467|801|17716
SUR|1704690|801|17716
ZAM|1700110|801|17716
ZAM|1724930|801|17716
MEX|1111480|801|17716
UGA|221035|801|17716
UGA|1607573|801|17716
UGA|1157496|801|17716
UGA|1608034|801|17716
JAM|1457597|801|17716
JAM|1572728|801|17716
MRI|2046426|801|17716
GRE|1483658|801|17716
TUR|1334428|801|17716
MEX|1080134|801|17716
POL|1260312|801|17716
ETH|2164468|801|17716
ETH|2164331|801|17716
ETH|2164289|801|17716
PAK|2179110|801|17716
PAK|2179152|801|17716
PAK|2179026|801|17716
EGY|2180431|801|17716
DOM|1570214|801|17716
DOM|1569807|801|17716
ZAM|2274807|801|17716
ZAM|2274723|801|17716
NEP|2288208|801|17716
UGA|2415625|801|17716
JAM|1572833|801|17716
TPE|1208712|801|17716
INA|1604841|801|17716
MRI|2504906|801|17716
MRI|2504861|801|17716
REU|2512158|801|17716
REU|2512236|801|17716
MRI|2510329|801|17716
MRI|2507046|801|17716
MAS|2531414|801|17716
MAS|2511820|801|17716
MAS|396350|801|17716
USA|2521404|801|17716
TUR|2337518|801|17716
GRE|2046631|801|17716
AUS|2604770|801|17716
AUS|2146883|801|17716
MEX|2637054|801|17716
MEX|2455562|801|17716
MEX|2092789|801|17716
POL|1356303|801|17716
POL|2238962|801|17716
POL|1026697|801|17716
ETH|2634734|801|17716
ETH|2634824|801|17716
ETH|2634689|801|17716
ESA|2132632|801|17716
PAN|2526348|801|17716
PAN|2634078|801|17716
DOM|2185956|801|17716
DOM|2694242|801|17716
DOM|2694577|801|17716
DOM|2636429|801|17716
DOM|2694428|801|17716
DOM|2694152|801|17716
DOM|2636474|801|17716
EGY|2583250|801|17716
LAO|2479406|801|17716
THA|2642947|801|17716
MAS|2620246|801|17716
THA|2651132|801|17716
LAO|2480036|801|17716
THA|2167127|801|17716
THA|2646662|801|17716
THA|2688686|801|17716
THA|2641453|801|17716
BAR|2101109|801|17716
BOT|986412|801|17716
BOT|2784400|801|17716
BOT|2784535|801|17716
BOT|2783974|801|17716
BOT|2784355|801|17716
BOT|2784490|801|17716
BOT|2783440|801|17716
IND|2697182|801|17716
IND|2613152|801|17716
ZAM|2274891|801|17716
ZAM|2796324|801|17716
ZAM|1724966|801|17716
IRI|2780032|801|17716
NEP|2637159|801|17716
BHU|408194|801|17716
DEN|2151607|801|17716
UGA|2565128|801|17716
INA|935493|801|17716
DEN|2148697|801|17716
FRA|1726052|937|17716
ZIM|1980675|938|17716
ZIM|2482734|938|17716
CZE|1219282|940|17716
RUS|339244|941|17716
BRA|404643|941|17716
CHI|1474111|941|17716
CHI|1195677|941|17716
RUS|1732681|941|17716
CHN|2902207|941|17716
AUT|2199426|947|17716
ENG|1537407|948|17716
RUS|2198518|949|17716
GRE|1132353|950|17716
FIN|1489691|951|17716
SGP|1691786|952|17716
ESP|1726140|952|17716
POR|1293177|952|17716
IND|2255014|952|17716
CRO|306535|956|17716
ROU|1026438|957|17716
MLT|355066|958|17716
ITA|1067074|958|17716
ITA|1070525|958|17716
ITA|1066954|958|17716
IND|2786814|958|17716
HUN|1428388|963|17716
ENG|1701623|964|17716
LAT|1171652|965|17716
FRA|1355183|966|17716
UKR|2583997|966|17716
SVK|728417|968|17716
RUS|339249|969|17716
ENG|1126176|970|17716
NOR|1679202|970|17716
TPE|1354731|972|17716
ZIM|1982993|973|17716
CZE|108751|974|17716
SGP|206110|974|17716
UKR|256036|974|17716
TUR|276138|974|17716
RUS|1524191|974|17716
RUS|465062|974|17716
CAN|1622643|974|17716
IRI|2389687|974|17716
INA|2478627|974|17716
INA|2094192|974|17716
UKR|2622792|974|17716
INA|1604769|974|17716
SVK|1988548|974|17716
