country|date|pid|rank|week
TPE|9/21/2017|61427|1|14366
IND|9/21/2017|73173|2|14366
KOR|9/21/2017|76594|3|14366
JPN|9/21/2017|96312|4|14366
ESP|9/21/2017|18228|5|14366
CHN|9/21/2017|92736|6|14366
CHN|9/21/2017|87434|7|14366
JPN|9/21/2017|96713|8|14366
THA|9/21/2017|35642|9|14366
CHN|9/21/2017|78778|10|14366
USA|9/21/2017|53806|11|14366
IND|9/21/2017|52748|12|14366
JPN|9/21/2017|95189|13|14366
JPN|9/21/2017|77317|14|14366
HKG|9/21/2017|87709|15|14366
THA|9/21/2017|57971|16|14366
THA|9/21/2017|58271|17|14366
CHN|9/21/2017|58637|18|14366
JPN|9/21/2017|61568|19|14366
JPN|9/21/2017|66644|20|14366
SCO|9/21/2017|48528|21|14366
INA|9/21/2017|96892|22|14366
JPN|9/21/2017|34890|23|14366
ESP|9/21/2017|95780|24|14366
HKG|9/21/2017|51649|25|14366
TPE|9/21/2017|61427|1|14366
IND|9/21/2017|73173|2|14366
KOR|9/21/2017|76594|3|14366
JPN|9/21/2017|96312|4|14366
ESP|9/21/2017|18228|5|14366
CHN|9/21/2017|92736|6|14366
CHN|9/21/2017|87434|7|14366
JPN|9/21/2017|96713|8|14366
THA|9/21/2017|35642|9|14366
CHN|9/21/2017|78778|10|14366
USA|9/21/2017|53806|11|14366
IND|9/21/2017|52748|12|14366
JPN|9/21/2017|95189|13|14366
JPN|9/21/2017|77317|14|14366
HKG|9/21/2017|87709|15|14366
THA|9/21/2017|57971|16|14366
THA|9/21/2017|58271|17|14366
CHN|9/21/2017|58637|18|14366
JPN|9/21/2017|61568|19|14366
JPN|9/21/2017|66644|20|14366
SCO|9/21/2017|48528|21|14366
INA|9/21/2017|96892|22|14366
JPN|9/21/2017|34890|23|14366
ESP|9/21/2017|95780|24|14366
HKG|9/21/2017|51649|25|14366
THA|9/21/2017|84062|26|14366
MAS|9/21/2017|18143|27|14366
TPE|9/21/2017|76717|28|14366
TPE|9/21/2017|27588|29|14366
TPE|9/21/2017|74561|30|14366
SUI|9/21/2017|54068|31|14366
KOR|9/21/2017|84992|32|14366
INA|9/21/2017|97207|33|14366
DEN|9/21/2017|43761|34|14366
DEN|9/21/2017|63437|35|14366
RUS|9/21/2017|92400|36|14366
DEN|9/21/2017|91224|37|14366
CAN|9/21/2017|84523|38|14366
BUL|9/21/2017|15105|39|14366
INA|9/21/2017|61665|40|14366
DEN|9/21/2017|78534|41|14366
SGP|9/21/2017|47646|42|14366
MAS|9/21/2017|69012|43|14366
IND|9/21/2017|67864|44|14366
VIE|9/21/2017|71455|45|14366
TPE|9/21/2017|99925|46|14366
KOR|9/21/2017|91598|47|14366
TPE|9/21/2017|71673|48|14366
CAN|9/21/2017|95664|49|14366
GER|9/21/2017|21854|50|14366
MAS|9/21/2017|64889|51|14366
INA|9/21/2017|83802|52|14366
JPN|9/21/2017|81880|53|14366
TPE|9/21/2017|88807|54|14366
JPN|9/21/2017|91896|55|14366
DEN|9/21/2017|82707|56|14366
INA|9/21/2017|64558|57|14366
JPN|9/21/2017|69082|58|14366
ISR|9/21/2017|67069|59|14366
RUS|9/21/2017|78605|60|14366
IND|9/21/2017|88809|61|14366
CHN|9/21/2017|58720|62|14366
GER|9/21/2017|67857|63|14366
SGP|9/21/2017|83822|64|14366
BUL|9/21/2017|57906|65|14366
MAS|9/21/2017|87629|66|14366
VIE|9/21/2017|75678|67|14366
INA|9/21/2017|67996|68|14366
FIN|9/21/2017|55770|69|14366
FRA|9/21/2017|79056|70|14366
ENG|9/21/2017|55536|71|14366
FIN|9/21/2017|42731|72|14366
UKR|9/21/2017|76349|73|14366
THA|9/21/2017|54511|74|14366
CAN|9/21/2017|97087|75|14366
DEN|9/21/2017|70371|76|14366
MAS|9/21/2017|97932|77|14366
NED|9/21/2017|89454|78|14366
MRI|9/21/2017|42679|79|14366
EGY|9/21/2017|52901|80|14366
JPN|9/21/2017|43256|81|14366
AUS|9/21/2017|40545|82|14366
ESP|9/21/2017|74218|83|14366
DEN|9/21/2017|96276|84|14366
ENG|9/21/2017|50715|85|14366
DEN|9/21/2017|77002|86|14366
MAS|9/21/2017|62867|87|14366
UKR|9/21/2017|76910|88|14366
KOR|9/21/2017|60908|89|14366
TPE|9/21/2017|78755|90|14366
EGY|9/21/2017|94632|91|14366
IND|9/21/2017|66615|92|14366
IND|9/21/2017|69619|93|14366
SGP|9/21/2017|81033|94|14366
IND|9/21/2017|93187|95|14366
GER|9/21/2017|91106|96|14366
CHN|9/21/2017|89700|97|14366
JPN|9/21/2017|94712|98|14366
USA|9/21/2017|52771|99|14366
JPN|9/21/2017|77278|100|14366
INA|9/21/2017|93338|101|14366
KOR|9/21/2017|70930|102|14366
IND|9/21/2017|59536|103|14366
BLR|9/21/2017|52294|104|14366
TUR|9/21/2017|87885|105|14366
INA|9/21/2017|81986|106|14366
IND|9/21/2017|56471|107|14366
CHN|9/21/2017|92967|108|14366
INA|9/21/2017|74525|109|14366
BEL|9/21/2017|55318|110|14366
IND|9/21/2017|59370|111|14366
HUN|9/21/2017|74051|112|14366
CHN|9/21/2017|78116|113|14366
ZAM|9/21/2017|51665|114|14366
TPE|9/21/2017|87176|115|14366
EST|9/21/2017|86222|116|14366
AUS|9/21/2017|64389|117|14366
SVK|9/21/2017|75188|118|14366
CZE|9/21/2017|81794|119|14366
IND|9/21/2017|87945|120|14366
JPN|9/21/2017|65751|121|14366
IND|9/21/2017|56940|122|14366
INA|9/21/2017|70481|123|14366
THA|9/21/2017|62301|124|14366
ENG|9/21/2017|87660|125|14366
EGY|9/21/2017|61746|126|14366
UKR|9/21/2017|64424|127|14366
IND|9/21/2017|67568|128|14366
NED|9/21/2017|93419|129|14366
PER|9/21/2017|71252|130|14366
GER|9/21/2017|15323|131|14366
SUI|9/21/2017|92691|132|14366
CZE|9/21/2017|34229|133|14366
KOR|9/21/2017|57813|134|14366
SUI|9/21/2017|81056|135|14366
THA|9/21/2017|87513|136|14366
MAS|9/21/2017|92014|137|14366
AUS|9/21/2017|57665|138|14366
INA|9/21/2017|74788|139|14366
EST|9/21/2017|73015|140|14366
DOM|9/21/2017|71061|141|14366
IND|9/21/2017|67630|142|14366
WAL|9/21/2017|94806|143|14366
INA|9/21/2017|55717|144|14366
INA|9/21/2017|66963|145|14366
FRA|9/21/2017|77256|146|14366
RUS|9/21/2017|67073|147|14366
MAS|9/21/2017|75832|148|14366
JPN|9/21/2017|53392|149|14366
RUS|9/21/2017|8558|150|14366
FRA|9/21/2017|89836|151|14366
IRL|9/21/2017|80889|152|14366
SUI|9/21/2017|74309|153|14366
