country|pid|rank|week
TPE|141780|1|18385
JPN|314824|2|18385
IND|108519|3|18385
THA|109407|4|18385
CHN|995456|5|18385
JPN|165528|6|18385
CHN|990142|7|18385
ESP|113677|8|18385
KOR|108086|9|18385
IND|107881|10|18385
JPN|117943|11|18385
THA|113951|12|18385
USA|107883|13|18385
CHN|1246306|14|18385
CAN|109491|15|18385
JPN|314823|16|18385
JPN|108085|17|18385
HKG|109502|18|18385
DEN|734887|19|18385
THA|347220|20|18385
KOR|284037|21|18385
INA|658107|22|18385
THA|169010|23|18385
SCO|113549|24|18385
KOR|208023|25|18385
DEN|201892|26|18385
ESP|113674|27|18385
JPN|118604|28|18385
TPE|109344|29|18385
MAS|396333|30|18385
CHN|1620383|31|18385
CHN|1030562|32|18385
RUS|109100|33|18385
HKG|107888|34|18385
TPE|354085|35|18385
CHN|1518211|36|18385
MAS|107900|37|18385
JPN|1069187|38|18385
MAS|243539|39|18385
CHN|1026211|40|18385
INA|195682|41|18385
INA|1243716|42|18385
BUL|108626|43|18385
CAN|437004|44|18385
TUR|161343|45|18385
DEN|318796|46|18385
TPE|107904|47|18385
TPE|655842|48|18385
SUI|108660|49|18385
ENG|256621|50|18385
INA|314830|51|18385
IND|1567872|52|18385
VIE|109261|53|18385
TPE|313462|54|18385
CAN|1171011|55|18385
INA|146453|56|18385
DEN|1121609|57|18385
INA|118684|58|18385
DEN|113405|59|18385
CHN|109508|60|18385
GER|359173|61|18385
CHN|143810|62|18385
ISR|108200|63|18385
GER|277789|64|18385
KOR|284046|65|18385
NED|113649|66|18385
HKG|2821516|67|18385
USA|1938471|68|18385
MRI|118498|69|18385
BUL|146291|70|18385
IND|2120209|71|18385
JPN|1068948|72|18385
GER|108341|73|18385
TUR|674130|74|18385
JPN|1023035|75|18385
JPN|118602|76|18385
RUS|109098|77|18385
INA|280260|78|18385
IND|349921|79|18385
EST|300579|80|18385
VIE|389182|81|18385
THA|107893|82|18385
PER|165354|83|18385
IND|1526580|84|18385
AUS|118293|85|18385
FRA|306540|86|18385
THA|1140634|87|18385
MAS|318769|88|18385
NED|195693|89|18385
THA|1144234|90|18385
KOR|284040|91|18385
JPN|391566|92|18385
SGP|347234|93|18385
MAS|361604|94|18385
SGP|347240|95|18385
UKR|109108|96|18385
SVK|261720|97|18385
THA|318763|98|18385
NGR|437079|99|18385
USA|990146|100|18385
IND|673279|101|18385
DEN|396264|102|18385
USA|1987789|103|18385
SUI|161868|104|18385
KOR|1739752|105|18385
USA|1240516|106|18385
IND|161370|107|18385
JPN|391565|108|18385
IND|349922|109|18385
DEN|854830|110|18385
IND|1521429|111|18385
UKR|109103|112|18385
MAS|161866|113|18385
MAS|243534|114|18385
CHN|1030652|115|18385
BLR|108374|116|18385
CUB|165007|117|18385
EGY|116154|118|18385
BEL|108196|119|18385
DEN|284065|120|18385
THA|391562|121|18385
IND|349935|122|18385
IND|408545|123|18385
ESP|401293|124|18385
TUR|108959|125|18385
WAL|157036|126|18385
ENG|148696|127|18385
CZE|108772|128|18385
ESP|1989051|129|18385
UGA|221030|130|18385
CHN|1929595|131|18385
USA|117257|132|18385
JPN|1489698|133|18385
DEN|1664484|134|18385
HUN|319929|135|18385
INA|148764|136|18385
EST|163348|137|18385
IND|349927|138|18385
DEN|1209143|139|18385
IND|1575290|140|18385
POR|243516|141|18385
USA|109177|142|18385
RUS|1189720|143|18385
AUS|113370|144|18385
EST|369659|145|18385
THA|396334|146|18385
EGY|384815|147|18385
TPE|1586466|148|18385
BRA|116205|149|18385
AUS|307259|150|18385
INA|339280|151|18385
THA|1144046|152|18385
INA|873699|153|18385
CZE|108770|154|18385
MEX|1269796|155|18385
TPE|211392|156|18385
PER|1437015|157|18385
UKR|659468|158|18385
FRA|306541|159|18385
RUS|339248|160|18385
FIN|109660|161|18385
DEN|1966429|162|18385
IND|216148|163|18385
TPE|1034189|164|18385
MEX|147512|165|18385
ZAM|116016|166|18385
RUS|1615874|167|18385
SUI|928921|168|18385
FRA|454429|169|18385
ALG|1654238|170|18385
ENG|113679|171|18385
IND|1526616|172|18385
ALG|1428602|173|18385
MRI|164705|174|18385
FRA|314863|175|18385
MYA|2059596|176|18385
ENG|1257140|177|18385
JPN|165533|178|18385
THA|1485450|179|18385
HUN|180656|180|18385
JPN|1993309|181|18385
BLR|108775|182|18385
PER|1039323|183|18385
THA|1350742|184|18385
DEN|350725|185|18385
PER|1039353|186|18385
RUS|2037494|187|18385
FRA|454127|188|18385
IND|408506|189|18385
IND|1009594|190|18385
IND|366442|191|18385
AUS|1580547|192|18385
RUS|108201|193|18385
THA|1194566|194|18385
GUA|1575291|195|18385
NZL|1073245|196|18385
UKR|665660|197|18385
SUI|359207|198|18385
TPE|107887|199|18385
AUS|239710|200|18385
CZE|815629|201|18385
TPE|260169|202|18385
VIE|1620857|203|18385
CHN|329589|204|18385
CRO|306537|205|18385
USA|109178|206|18385
LTU|251974|207|18385
JPN|118639|208|18385
CZE|1223553|209|18385
JPN|1069140|210|18385
MEX|165353|211|18385
JPN|2891230|212|18385
TPE|239500|213|18385
IND|2001534|214|18385
LTU|164986|215|18385
TUR|146289|216|18385
TPE|1061615|217|18385
TPE|1622451|218|18385
KOR|2083250|219|18385
EST|300590|220|18385
NZL|2789814|221|18385
IRL|355068|222|18385
EGY|2505051|223|18385
SWE|1301748|224|18385
GUA|1072733|225|18385
HUN|113900|226|18385
USA|2489588|227|18385
USA|455889|228|18385
BRA|1520561|229|18385
BUL|468534|230|18385
INA|1285659|231|18385
RUS|109104|232|18385
NGR|934608|233|18385
BLR|113733|234|18385
RSA|1055714|235|18385
ZAM|471015|236|18385
INA|1422739|237|18385
USA|2854417|238|18385
JPN|2440911|239|18385
MRI|330624|240|18385
SWE|695191|241|18385
IRI|1029688|242|18385
UGA|116384|243|18385
DOM|855480|243|18385
RUS|453695|245|18385
TPE|1283891|246|18385
IND|1523373|247|18385
KOR|391564|248|18385
INA|1148304|249|18385
TPE|1586536|250|18385
ZAM|1142919|251|18385
ENG|1971205|252|18385
NOR|361655|253|18385
IND|349945|254|18385
HKG|212000|255|18385
INA|1525673|256|18385
HKG|1000300|257|18385
IND|1583897|258|18385
MDV|1127323|259|18385
CYP|200302|260|18385
IRI|118681|261|18385
RUS|311506|262|18385
SLO|398145|263|18385
ALG|2591619|264|18385
BLR|1218961|265|18385
BRA|404637|266|18385
JAM|276944|267|18385
NZL|2573502|268|18385
LAT|163356|269|18385
THA|117997|270|18385
GUA|1468091|271|18385
GUA|1072763|272|18385
ECU|239794|273|18385
IND|1204911|274|18385
TPE|2156040|275|18385
GUA|116574|276|18385
UKR|665633|277|18385
DEN|1966468|278|18385
NGR|934609|279|18385
USA|1735426|280|18385
GHA|1480597|281|18385
CHN|1030682|282|18385
NZL|1418500|283|18385
NZL|2537354|283|18385
IND|1731680|285|18385
CAN|1974465|286|18385
INA|657586|287|18385
NED|813555|288|18385
CAN|2578446|289|18385
HUN|2306656|290|18385
HKG|148392|291|18385
INA|1185570|292|18385
CHN|1620419|293|18385
DOM|854649|294|18385
