country|date|pid|rank|week
IND|5/28/2015|52748|1|9109
CHN|5/28/2015|64643|2|9109
ESP|5/28/2015|18228|3|9109
TPE|5/28/2015|61427|4|9109
THA|5/28/2015|35642|5|9109
CHN|5/28/2015|83064|6|9109
KOR|5/28/2015|76594|7|9109
CHN|5/28/2015|53938|8|9109
CHN|5/28/2015|92736|9|9109
JPN|5/28/2015|96713|10|9109
JPN|5/28/2015|96312|11|9109
KOR|5/28/2015|22455|12|9109
USA|5/28/2015|53806|13|9109
IND|5/28/2015|73173|14|9109
CAN|5/28/2015|84523|15|9109
JPN|5/28/2015|34890|16|9109
JPN|5/28/2015|66644|17|9109
THA|5/28/2015|58271|18|9109
CHN|5/28/2015|14398|19|9109
ESP|5/28/2015|95780|20|9109
THA|5/28/2015|54511|21|9109
HKG|5/28/2015|51649|22|9109
TPE|5/28/2015|99925|23|9109
JPN|5/28/2015|77317|24|9109
HKG|5/28/2015|87709|25|9109
IND|5/28/2015|52748|1|9109
CHN|5/28/2015|64643|2|9109
ESP|5/28/2015|18228|3|9109
TPE|5/28/2015|61427|4|9109
THA|5/28/2015|35642|5|9109
CHN|5/28/2015|83064|6|9109
KOR|5/28/2015|76594|7|9109
CHN|5/28/2015|53938|8|9109
CHN|5/28/2015|92736|9|9109
JPN|5/28/2015|96713|10|9109
JPN|5/28/2015|96312|11|9109
KOR|5/28/2015|22455|12|9109
USA|5/28/2015|53806|13|9109
IND|5/28/2015|73173|14|9109
CAN|5/28/2015|84523|15|9109
JPN|5/28/2015|34890|16|9109
JPN|5/28/2015|66644|17|9109
THA|5/28/2015|58271|18|9109
CHN|5/28/2015|14398|19|9109
ESP|5/28/2015|95780|20|9109
THA|5/28/2015|54511|21|9109
HKG|5/28/2015|51649|22|9109
TPE|5/28/2015|99925|23|9109
JPN|5/28/2015|77317|24|9109
HKG|5/28/2015|87709|25|9109
TPE|5/28/2015|74561|26|9109
THA|5/28/2015|57971|27|9109
INA|5/28/2015|66974|28|9109
GER|5/28/2015|51204|29|9109
JPN|5/28/2015|43256|30|9109
JPN|5/28/2015|53392|31|9109
BUL|5/28/2015|15105|32|9109
INA|5/28/2015|14710|33|9109
SCO|5/28/2015|48528|34|9109
USA|5/28/2015|57798|35|9109
INA|5/28/2015|96130|36|9109
JPN|5/28/2015|95189|37|9109
SGP|5/28/2015|54698|38|9109
DEN|5/28/2015|63437|39|9109
KOR|5/28/2015|91598|40|9109
USA|5/28/2015|14621|41|9109
BUL|5/28/2015|12765|42|9109
SUI|5/28/2015|54068|43|9109
TUR|5/28/2015|87885|44|9109
CHN|5/28/2015|78288|45|9109
FRA|5/28/2015|18998|46|9109
DEN|5/28/2015|50331|47|9109
VIE|5/28/2015|71455|48|9109
IRL|5/28/2015|89666|49|9109
USA|5/28/2015|52771|50|9109
ITA|5/28/2015|51842|51|9109
RUS|5/28/2015|78605|52|9109
ISR|5/28/2015|67069|53|9109
IND|5/28/2015|75410|54|9109
INA|5/28/2015|54248|55|9109
JPN|5/28/2015|52064|56|9109
INA|5/28/2015|97207|57|9109
MAS|5/28/2015|53153|58|9109
ENG|5/28/2015|55536|59|9109
JPN|5/28/2015|15417|60|9109
CAN|5/28/2015|95664|61|9109
CHN|5/28/2015|87434|62|9109
TPE|5/28/2015|92339|63|9109
