tournament_end|tournament_id|tournament_location|tournament_name|tournament_start|tournament_type
none|DE2F3AFC-09B8-4441-BFE4-A7F73552CDB1|Pabianice, Poland|II Badminton dla wszystkich - turniej amatorski i turniej parabadmintona|2017-04-08 00:00|none
2017-04-16 23:59|344AF2B2-325E-4748-BE2F-93A5F7854328|Mulhouse, France|2017 European Junior Championships|2017-04-11 00:00|Continental Junior Individual Championships
2017-04-16 23:59|0F887ADA-B752-4925-B13C-6B680FE9FAEB|Singapore City, Singapore|OUE Singapore Open|2017-04-11 00:00|World Superseries
2017-04-16 23:59|A9EB6A9E-9B7A-4DD0-9F7E-A9AF04E9DAFC|Jakarta, Indonesia|PEMBANGUNAN JAYA RAYA International Junior Grand Prix 2017 (U19)|2017-04-11 00:00|Junior International Grand Prix
2017-04-16 23:59|3AF3D438-68C4-4922-A9FE-E65842DB210D|ZAGREB, Croatia|Victor Croatian International 2017|2017-04-13 00:00|Future Series
2017-04-17 23:59|EA3D4E5E-8C23-48BF-8281-9EB081A48404|Edegem, Belgium|VICTOR JOT U17 2017|2017-04-15 00:00|none
2017-04-19 23:59|06B7423E-7355-4C89-A8D4-C9206F3300A5|Benoni, South Africa|All Africa Mixed Team Championships 2017|2017-04-17 00:00|"Continental Team Championships
"
2017-04-23 23:59|FBFDA1D9-D2D9-40B1-B2F8-BD617515DB14|Changzhou, China|China Masters 2017|2017-04-18 00:00|Grand Prix Gold
2017-04-23 23:59|5FBEFC7F-6E9D-408A-87F3-5FBA6B248416|Wateringen, Netherlands|18th VICTOR Dutch International 2017|2017-04-20 00:00|International Series
2017-04-23 23:59|5C97B859-0574-4873-B595-764DD93D1E05|Johannesburg, South Africa|2017 All Africa Individual Championships|2017-04-20 00:00|Continental Individual Championships
2017-04-23 23:59|670A8C74-E7CB-4AC0-817E-1FF2F1A1D7B0|LIMA, Peru|XXII Peru International Challenge 2017|2017-04-20 00:00|International Challenge
2017-04-23 23:59|195420A1-C8E9-432A-ADDB-17B9A3011C55|Sidirokastro, Greece|Hellas Junior 2017|2017-04-21 00:00|Junior International Series
2017-04-30 23:59|DD7C7E6E-63D1-4345-B33F-5B78396E4988|Kolding, Denmark|2017 European Championships|2017-04-25 00:00|Continental Individual Championships
2017-04-30 23:59|3F48544D-A795-4401-9AFE-23A5532931B9|Wuhan, China|Badminton Asia Championships 2017|2017-04-25 00:00|Continental Individual Championships
2017-04-30 23:59|58EB12CC-845E-40B5-85AD-AD5C6F2E2295|Kampala, Uganda|Uganda Para-Badminton International 2017|2017-04-27 00:00|none
2017-04-30 23:59|F10E202D-7659-4C87-B6C6-97171FBE8FDB|Havana , Cuba|XXI Pan American Championships 2017|2017-04-27 00:00|Continental Individual Championships
2017-05-06 23:59|61CD9A80-F459-488B-A0A1-8224670A530B|Trang, Thailand|THE SMILING FISH International Challenge 2017|2017-05-01 00:00|International Challenge
2017-05-07 23:59|74D09A58-B7BE-4144-8C5A-6AACB31FB91C|Sidirokastro, Greece|Hellas International 2017|2017-05-04 00:00|Future Series
2017-05-07 23:59|556866F9-64CD-4BBB-93FC-25F4CF25C590|Antalya, Turkey|Turkish Para-Badminton International 2017|2017-05-04 00:00|none
2017-05-07 23:59|C0ABC8E8-47B5-486C-8AEB-E7A9E4EB3620|Dubrovnik, Croatia|Valamar Junior Open 2017|2017-05-05 00:00|Junior International Series
2017-05-14 23:59|9BA96054-5167-4049-9FDC-8A3B622769A4|Surabaya, Indonesia|VICTOR International Series 2017|2017-05-08 00:00|International Series
2017-05-13 23:59|C68802CD-4D53-4F51-8E15-AB703A347AE7|Улаанбаатар, Mongolia|Junior 2017|2017-05-09 00:00|Other
2017-05-13 23:59|48B1B2AF-E1B5-4965-B3F7-72F6728E34AD|Isa town, Bahrain|GCC Junior Open 2017|2017-05-10 00:00|none
2017-05-14 23:59|4B9C2E86-2A96-4CE3-808C-35FE1232BAA0|Medvode, Slovenia|FZ FORZA Slovenia International 2017|2017-05-11 00:00|International Series
2017-05-20 23:59|CE037F1B-704B-427A-A122-43C90CD0B766|Karvina, Czech Republic|Czech International 2017|2017-05-17 00:00|Future Series
2017-05-21 23:59|97944DE4-37CA-402A-8DD5-FCCAE06EE70C|Opatija, Croatia|Adria U17 International 2017|2017-05-19 00:00|none
2017-05-21 23:59|468334F3-647A-4187-AAD6-DBD380C5A8ED|Opatija, Croatia|Adria Masters International 2017|2017-05-20 00:00|none
2017-05-28 23:59|9D5AE85E-5686-4389-95E6-D700293D2329|Gold Coast, Australia|TOTAL BWF Sudirman Cup 2017|2017-05-21 00:00|BWF Events
2017-05-28 23:59|DA979C3E-6F9A-443C-B3DA-4A0FBFC584BE|Timisoara, Romania|Romanian International 2017|2017-05-25 00:00|Future Series
none|7E08E368-89CE-435C-9D0E-E4471E8B48E1|Singapore, Singapore|SBA Academy 2017|2017-05-27 00:00|none
2017-06-04 23:59|49D97DA5-5EBB-4732-97CF-4E1C5D5E6820|Bangkok, Thailand|SCG Thailand Open 2017|2017-05-30 00:00|Grand Prix Gold
2017-06-04 23:59|DA857875-412E-452D-9853-9C9352103747|Bangkok, Thailand|Thailand Para-Badminton International 2017|2017-06-01 00:00|none
2017-06-04 23:59|610E21F4-06FF-4601-91E0-206BEBE10FB9|Jelgava, Latvia|YONEX Latvia International 2017|2017-06-01 00:00|Future Series
2017-06-11 23:59|0069D58F-0DCF-4271-A904-8E5BED47E710|Kaunas, Lithuania|YONEX Lithuanian International 2017|2017-06-08 00:00|Future Series
2017-06-18 23:59|A03A06FB-E57B-487D-8866-ADC83F07997F|Jakarta, Indonesia|BCA Indonesia Open|2017-06-12 00:00|World Superseries Premier
2017-06-18 23:59|9CDEA8C7-5471-4C50-BB6F-CCE6BD565858|Rose Hill, Mauritius|Mauritius International 2017|2017-06-15 00:00|International Series
2017-06-18 23:59|A5EB18F7-0652-4D3A-B5C6-A81ED3D38276|MAdrid, Spain|Spanish International 2017|2017-06-15 00:00|International Challenge
2017-06-18 23:59|A4963BF3-9503-4959-A45F-0510032C8767|Novi Sad, Serbia|Serbian U17 International - Novi Sad 2017|2017-06-16 00:00|none
2017-06-24 23:59|B4E6AB00-0CE9-489C-9B8F-3F4DCFB8A178|Milan, Italy|2017 European Club Championships|2017-06-20 00:00|none
2017-06-25 23:59|F0D1C54B-EF2E-4ED7-8E0F-2139EF1FB98E|Sydney, Australia|CROWN GROUP Australian Open|2017-06-20 00:00|World Superseries
2017-06-25 23:59|17FD2C55-022D-422D-AA43-01F9BA6D0220|ulaanbaatar, Mongolia|Mongolia International Series 2017|2017-06-21 00:00|International Series
2017-06-25 23:59|A083856D-4589-4DD9-BA86-CF6F47570A7D|ulaanbaatar, Mongolia|Mongolia Junior International Series 2017|2017-06-21 00:00|Junior International Series
2017-06-25 23:59|53A1D449-E91D-474A-B976-1003E7E6C570|Dublin, Ireland|FZ Forza Irish Para-Badminton International 2017|2017-06-22 00:00|none
2017-06-25 23:59|E0AF82FE-98F7-41FF-97B5-7E0482240B75|Abidjan, Ivory Coast|Ivory Coast Junior International 2017|2017-06-23 00:00|Junior Future Series
2017-07-01 23:59|580361F6-BCA5-4EE5-BB3E-F305A623A755|GUATEMALA, Guatemala|GUATEMALA FUTURE SERIES 2017|2017-06-27 00:00|Future Series
2017-07-02 23:59|3CBE3546-3D25-4C2E-9583-61EAFCC0175E|Taipei, Chinese Taipei|YONEX Open Chinese Taipei 2017|2017-06-27 00:00|Grand Prix Gold
2017-07-02 23:59|08CD48AA-8B50-4533-BD04-63869DB9DE4B|Abidjan, Ivory Coast|Ivory Coast International 2017|2017-06-29 00:00|Future Series
2017-07-02 23:59|DBE869CE-B176-4CD2-AA56-73B33736B5FC|Gatchina, Russia|Russian Junior White Nights 2017|2017-06-29 00:00|Junior International Series
2017-07-02 23:59|90567F2C-932F-45DF-9FE2-3F3F58B66B2E|Gatchina, Russia|Russian U17 White Nights 2017|2017-06-29 00:00|none
2017-07-03 23:59|49B17B30-59A6-4500-B90F-B1AA0756AD1E|Ljubljana, Slovenia|11th EUBC 2017|2017-07-01 00:00|none
2017-07-09 23:59|94DB9935-A1C7-4101-B68E-4ACDA5F35AD9|Gatchina, Russia|White Nights 2017|2017-07-05 00:00|International Challenge
2017-07-09 23:59|25B61713-A61B-4A27-8412-7EDF46EEF8A0|Cotonou, Benin|Benin International 2017|2017-07-06 00:00|Future Series
none|B7D6422A-F43F-41BD-A4C3-C45988215985|Koronowo, Poland|III Mistrzostwa Polski w Parabadmintonie SS6 w Koronowie|2017-07-08 00:00|none
2017-07-16 23:59|A03D2D0A-5612-4982-8972-BCC30942ED7B|Calagry, Canada|2017 YONEX Canada Open|2017-07-11 00:00|Grand Prix
2017-07-16 23:59|01542802-5A64-4015-97A5-FCB358008E7A|Kuala Lumpur, Malaysia|CELCOM AXIATA Malaysia International Series 2017|2017-07-11 00:00|International Series
2017-07-16 23:59|359A3407-0C86-467D-A24F-55D342DDC868|Yaoundé, Cameroon|Cameroon Internatonal 2017|2017-07-13 00:00|Future Series
2017-07-23 23:59|8FC077DF-0C43-4868-B573-8F4E9DACE3EA|Vladivostok, Russia|Russian Open Grand Prix 2017|2017-07-18 00:00|Grand Prix
2017-07-23 23:59|1F33627F-7F05-4599-94E7-CD9A2F2CC8E4|Anaheim, U.S.A.|2017 YONEX US Open|2017-07-19 00:00|Grand Prix Gold
2017-07-23 00:00|C17DF323-FBBA-43DE-9F25-1AE4CA2854F1|Cape Coast, Ghana|Ghana International 2017 - CANCELLED|2017-07-20 00:00|International Series
2017-07-23 23:59|837EF20F-52F8-4C55-B535-07F2FBDF35FE|Markham, Canada|XXVI Pan Am Junior Championships TEAM 2017|2017-07-21 00:00|none
2017-07-25 23:59|D7F5F142-EFC0-4C5E-B29F-7F217C313596|Jakarta, Indonesia|Pembangunan Jaya Raya Badminton Asia Junior Championships 2017 ( Team Event )|2017-07-22 00:00|Continental Junior Team Championships
2017-07-28 23:59|BDEE15A6-6CD5-44A5-894A-97A659D9BAE8|Markham , Canada|XXVI Pan Am Junior Championships U11-U17-U19|2017-07-24 00:00|Other
2017-07-28 23:59|D196BD1B-AE58-4AA2-9CDC-0F2222197F89|Markhan, Canada|XXVI Pan Am Junior Championships U19|2017-07-25 00:00|Continental Junior Individual Championships
2017-07-29 23:59|D37D07DA-AC6F-47C6-86C9-1049C83A8CA6|LAGOS, Nigeria|Lagos International 2017|2017-07-26 00:00|International Challenge
2017-07-30 23:59|AC8AEF3B-938D-44FC-BE13-C7F6875A5DFA|Jakarta, Indonesia|Pembangunan Jaya Raya Badminton Asia Junior Championships 2017 (Individual Event)|2017-07-26 00:00|Continental Junior Individual Championships
2017-08-06 23:59|9D311D32-9D48-4B59-A7C5-F1BB2F1A54AD|Jakarta, Indonesia|VICTOR EXIST Jakarta Open Junior International Championships 2017|2017-07-31 00:00|Other
2017-08-06 23:59|75BDC00F-C74C-4EB6-8AB5-EAB4C813F708|Auckland, New Zealand|SKYCITY New Zealand Open 2017|2017-08-01 00:00|Grand Prix Gold
2017-08-06 23:59|3FAADBC6-9149-4EC1-9B53-113768364656|Orange County, U.S.A.|2017 Yonex/K&D Graphics International Series|2017-08-03 00:00|International Series
2017-08-06 23:59|4CCE755A-CEA4-464B-8AE0-DE60E8D40F4A|Lima, Peru|Peru Para-Badminton International 2017|2017-08-03 00:00|none
2017-08-12 23:59|3FC42EB5-0CFF-4821-BC96-4C0515E09D30|Hamilton, New Zealand|TUI MEDICAL Waikato International 2017|2017-08-09 00:00|International Series
2017-08-13 23:59|7923A6F7-B4A7-46E2-A85E-EF6003B96BAE|Pazardzhik, Bulgaria|Bulgarian Junior International 2017|2017-08-11 00:00|Junior International Series
2017-08-13 23:59|CE186D90-5914-43EF-AB74-9FDB484ABF52|Rose Hill, Mauritius|Mauritius Junior International 2017|2017-08-11 00:00|Junior Future Series
2017-08-17 23:59|AC0DEE13-C407-4345-B046-2B11598FAFC1|Sofia, Bulgaria|Eurasia Bulgarian Open 2017|2017-08-14 00:00|International Series
2017-08-20 23:59|4C080BB4-A002-43DD-BAFE-9A3B7BEBBD44|Tacarigua , Trinidad and Tobago|Carebaco U19 International|2017-08-17 00:00|Junior Future Series
2017-08-20 23:59|C8D52707-2FA0-4A45-B5CC-0C60DB07DA38| Talence, France|BABOLAT French U17 International 2017|2017-08-18 00:00|none
2017-08-25 23:59|0E98D919-401A-432D-A7E3-FA13661E2B50|Tacarigua, Trinidad and Tobago|Carebaco Open|2017-08-21 00:00|International Series
2017-08-27 23:59|4A6A351C-463C-4229-8233-F7459FAD92B5|Glasgow, Scotland|TOTAL BWF World Championships 2017|2017-08-21 00:00|BWF Events
2017-08-27 23:59|542A9C35-5F56-4B82-A130-211AC91D5E91|Haskovo, Bulgaria|Kassabian Brothers Bulgarian U17 International 2017|2017-08-25 00:00|Other
2017-09-02 23:59|1E94B0A8-ADA6-4C18-874F-5AEF4BCD82B4|Trencin, Slovakia|YONEX Slovak Open 2017|2017-08-30 00:00|Future Series
2017-09-03 23:59|D5933BCD-7E8B-4153-98A9-DD717BC97C24|Livadia, Greece|Hellas Open 2017|2017-08-31 00:00|International Series
2017-09-03 23:59|26FE41DA-A90D-4C9C-9E59-4DA4EE53C918|Melbourne, Australia|Li-Ning Australian Junior International 2017|2017-08-31 00:00|Junior Future Series
2017-09-03 23:59|F626B1BE-49E3-401D-98C8-85F4EDD2B86B|Pune, India|YONEX SUNRISE India Junior International Grand Prix 2017|2017-08-31 00:00|Junior International Grand Prix
2017-09-03 23:59|99E3E175-A9AB-4570-9AD8-069F13AEEEFE|Lisburn, Ireland|FZ FORZA Irish U19 Open 2017|2017-09-01 00:00|Junior International Series
2017-09-03 23:59|C863E876-A791-4282-9D5B-5279C979177F|Glubczyce, Poland|Polish U17 Open 2017|2017-09-01 00:00|none
2017-09-03 23:59|1766CF72-221A-49D0-9A0F-C3DB5E0D7121|Arad, Romania|Romanian Junior 2017|2017-09-01 00:00|Junior International Series
2017-09-10 23:59|CD062C7D-D941-4AF4-AB51-3FFB26F85333|Ho Chi Minh City, Vietnam|YONEX SUNRISE Vietnam Open 2017|2017-09-04 00:00|Grand Prix
2017-09-09 23:59|4A1F8F1F-F9B5-4FFA-BDE3-0862248AA9E1|Kangar, Malaysia|CELCOM AXIATA Malaysia International Junior Open 2017|2017-09-05 00:00|Junior International Challenge
2017-09-10 23:59|3C3B0C67-632F-4E1D-885D-D9A434D1B779|Kharkiv, Ukraine|FZ FORZA Kharkiv International 2017|2017-09-07 00:00|International Challenge
2017-09-10 23:59|C54AF342-9213-452F-AA5A-386E6EED6BA3|Machida-City, Tokyo, Japan|HULIC・DAIHATSU Japan Para-Badminton International 2017|2017-09-07 00:00|none
2017-09-10 23:59|2D5AE019-08F5-4E46-ACE3-C5110CF697EC|Sydney, Australia|LI-NING Sydney International 2017|2017-09-07 00:00|International Series
2017-09-10 23:59|3ACAAEE8-71F6-4A44-AF15-8A314F0F91C6|Zagreb, Croatia|FZ FORZA Zagreb U17 Open 2017|2017-09-08 00:00|Other
2017-09-10 23:59|5328A95B-2637-4C2D-9717-9F56EF768F8D|Klaipeda, Lithuania|YONEX Lithuanian Junior 2017|2017-09-08 00:00|Junior International Series
2017-09-17 23:59|DD6D7F17-F0D3-4907-BB07-B0F3AE135BEE|Cochin, India|BWF World Senior Championships 2017|2017-09-11 00:00|BWF Events
2017-09-17 23:59|C7E638C4-27A0-42F6-A352-61FA94B71461|Seoul, Korea|VICTOR Korea Open|2017-09-12 00:00|World Superseries
2017-09-16 23:59|E145D9A0-824E-4C65-B04C-06C4B4D3AB23|Dnipro, Ukraine|Ukraine Junior 2017|2017-09-13 00:00|Junior International Series
2017-09-16 23:59|1DFDF2B9-449B-4AE0-A45B-0B9210F4FA5A|Leuven, Belgium|YONEX Belgian International 2017|2017-09-13 00:00|International Challenge
2017-09-17 23:59|D6BB0EEA-001B-4055-BC71-05EAA3E19876|Sao Paulo, Brazil|Brazil Para-Badminton International 2017|2017-09-14 00:00|none
2017-09-17 23:59|1C8C9578-240C-4584-929A-674BDA553241|Malmö, Sweden|Swedish Youth Games 2017 (BEC U17)|2017-09-15 00:00|Other
2017-09-23 23:59|34795A85-BA8D-48E4-AF87-8A71D5E71FFF|Guatemala, Guatemala|IV GUATEMALA INTERNATIONAL JUNIOR 2017|2017-09-19 00:00|Junior Future Series
2017-09-23 23:59|6A9C2811-DAA0-439F-8CE7-3E00EA9655EA|Singapore, Singapore|OUE Singapore International Series 2017|2017-09-19 00:00|International Series
2017-09-24 23:59|8DE824AE-67AC-4B8D-A42C-1BABD4CE88B3|Tokyo, Japan|DAIHATSU YONEX Japan Open|2017-09-19 00:00|World Superseries
2017-09-24 23:59|6BE7D845-EA15-4E18-BCA2-C79AE16CBE82|Aguascalientes, Mexico|VIII INTERNATIONAL MEXICANO|2017-09-20 00:00|International Series
2017-09-24 23:59|11F6E145-8AE9-4F1A-B033-809B8A1E5E57|Addis Ababa, Ethiopia|Ethiopia International 2017|2017-09-21 00:00|International Series
2017-09-24 23:59|0DEC5AA8-5493-4F78-94CD-B85EE6D949DD|Bierun, Poland|VICTOR Polish International 2017|2017-09-21 00:00|International Series
2017-09-24 23:59|C21E0535-54E8-454C-BC98-0058A7755202|Pazardhzik, Bulgaria|Bulgarian Junior U13 U15 Pazardhzik|2017-09-22 00:00|Other
2017-09-24 23:59|C253B037-4030-4DE7-BB7E-7F0D0B4E3279|Onesti, Romania|Cupa Trotus U11 si U17|2017-09-22 00:00|none
2017-09-24 23:59|2B5A2223-56A9-4880-A7AE-9CCFBEB96DB0|Český Krumlov, Czech Republic|FZ FORZA Czech U17 International 2017|2017-09-22 00:00|Other
2017-09-24 23:59|3D46106E-1273-465B-B4FF-E4DD56701790|Herstal, Belgium|YONEX Belgian Junior 2017|2017-09-22 00:00|Junior International Series
2017-09-30 23:59|EC9E70F8-8B83-4DC5-A47F-2A5424EA4110|GUATEMALA, Guatemala|HERBALIFE INTERNATIONAL SERIES GUATEMALA 2017|2017-09-26 00:00|International Series
2017-09-30 23:59|FAB98C22-8379-457F-A3DB-7CB44C95E909|Brno, Czech Republic|LI-NING Czech Open 2017|2017-09-27 00:00|International Challenge
2017-10-01 23:59|874FFFFF-1714-47B8-9077-99B7AA6998B9|Saint Louis, France|3 Borders International Junior 2017|2017-09-29 00:00|Junior International Series
2017-10-01 23:59|108E2968-571C-48A0-B352-7647879998E1|Trenčín, Slovakia|Slovak Youth International U15 2017|2017-09-29 00:00|Other
2017-10-01 23:59|B8C9FFD0-C939-4E88-8B5D-74B46AFC656D|Trenčín, Slovakia|YONEX Slovak Youth U17 2017|2017-09-29 00:00|none
2017-10-08 00:00|F302D69C-EA0C-4585-B1D6-7318E7B93042|Kuala Lumpur, Malaysia|ABC Test Event|2017-10-02 00:00|"Continental Team Championships
"
2017-10-08 23:59|D02455A2-674E-4B02-99C1-A9ED7228A8F8|Yangon, Myanmar|Badminton Asia U17 & U15 Junior Championships 2017|2017-10-04 00:00|Other
2017-10-08 23:59|01A9155A-0622-46AD-9A79-00D89EA043CF|Sofia, Bulgaria|BABOLAT Bulgarian International 2017|2017-10-05 00:00|Future Series
2017-10-08 23:59|500B44B9-9B78-4502-8175-A692926E0CA2|Bogota, Colombia|VIII Colombia Iternacional 2017 Cancelled!!!|2017-10-05 00:00|International Series
2017-10-08 23:59|97261815-51D9-4E0A-9206-D30394D5AEBE|Vilnius, Lithuania|YONEX Lithuanian U17 2017|2017-10-06 00:00|none
2017-10-08 23:59|A16E4653-BB3A-4CDC-8F9B-BE870C58B063|Trencin, Slovakia|YONEX Slovak Junior 2017|2017-10-06 00:00|Junior International Series
2017-10-14 23:59|34514964-624B-4613-88EF-3D719A10EDC4|Yogjakarta, Indonesia|BWF World Junior Mixed Team Championships 2017|2017-10-09 00:00|BWF Events
2017-10-15 23:59|8D30BB85-24FF-44F0-AE76-65A3CFF9D9FD|Almere, Netherlands|YONEX Dutch Open 2017|2017-10-10 00:00|Grand Prix
2017-10-15 00:00|7E70DD5D-1BF4-4FEE-8F22-28EC0810A905|Santiago, Chile|Chile International  CANCELLED|2017-10-11 00:00|Future Series
2017-10-15 23:59|B29231A3-60B6-4491-9892-0E6AE760D2E8|Hvidovre, Denmark|Danish Junior Cup U17 2017|2017-10-13 00:00|Other
2017-10-22 23:59|1EB05F2B-40D6-456F-8DD8-D91F0EA12DE7|Yogyakarta, Indonesia|BWF World Junior Championships 2017|2017-10-16 00:00|BWF Events
2017-10-22 23:59|F8280BD3-001D-467E-A3F7-40DF248A495C|Odense, Denmark|DANISA Denmark Open|2017-10-17 00:00|World Superseries Premier
2017-10-22 23:59|F0A70D9B-DAB0-4B86-AC22-06698FA7AAF7|Foz do Iguaçu, Brazil|4th Mercosul International Series 2017|2017-10-18 00:00|International Series
2017-10-22 23:59|BBCA0E39-DECA-435C-B978-361A93668C52|Santo Domingo, Dominican Republic|II Santo Domingo Junior International|2017-10-19 00:00|Junior Future Series
2017-10-25 23:59|161BC5E1-87D9-470C-9402-A00E2984583A|Shymkent, Kazakhstan|APACS Kazakhstan Junior U19 2017|2017-10-23 00:00|Junior International Series
2017-10-27 23:59|E5DEDB4E-DD6D-4AED-8126-A271C569C7B2|Santo Domingo, Dominican Republic|VIII Santo Domingo Open|2017-10-23 00:00|International Series
2017-10-29 00:00|C2E627AF-8EF7-4B08-AE5B-1666441848F5|Udonthani, Thailand|Udon International Series 2017 - Cancelled !!|2017-10-24 00:00|International Series
2017-10-29 00:00|AB88223D-BBC2-45EB-AC19-8CE0DB7DE8BE|Paris, France|YONEX French Open|2017-10-24 00:00|World Superseries
2017-10-29 23:59|549DC57F-61E4-4052-9F17-B9AC41E8A492|Semarang, Indonesia|USM Flypower Indonesia International Challenge 2017|2017-10-24 00:00|International Challenge
2017-10-28 23:59|8387EEBD-ACF8-4A3D-8317-4E3F0109617B|Kibbutz Hatzor, Israel|Hatzor International 2017|2017-10-25 00:00|Future Series
2017-10-29 00:00|4AAAC7FC-DA6C-4970-B8DA-1FAE43F50A21|Naniwa-ku, Japan|YONEX Cup International Friendship Ladies Badminton Tournament 2017|2017-10-25 00:00|Other
2017-10-29 23:59|74ED425F-5AF7-4E21-A769-02E1AD31E416|cairo, Egypt|Egypt International 2017|2017-10-26 00:00|International Series
2017-10-29 23:59|4824B9C7-A38C-42B4-9A4B-7137964D57E7|Colorado Springs, U.S.A.|USA Para-Badminton International 2017|2017-10-26 00:00|none
2017-10-29 23:59|3847F745-C830-40D6-A814-2E7AF4B2F1D7|Shymkent, Kazakhstan|APACS Badminton Asia Regional U19 2017|2017-10-27 00:00|Other
2017-10-29 23:59|2E62C608-67DF-4195-9F14-C36BEBE1E2E7|Espoo, Finland|FZ FORZA Finnish Junior 2017|2017-10-27 00:00|Junior International Series
2017-10-29 23:59|7F148C34-2B0F-4F5B-AB80-D33EDD4AC48F|Mirna, Slovenia|TEM Slovenia Junior International 2017|2017-10-27 00:00|Junior International Series
2017-11-02 23:59|943EB087-2238-4F31-ACAF-2E6AE25DA33F|Cairo, Egypt|Egypt Junior International 2017|2017-10-31 00:00|Junior Future Series
2017-11-05 23:59|97ACE25B-E40C-4000-996E-1AE368E53E61|Vientiane Capital, Lao|BEER LAO International Series 2017|2017-10-31 00:00|International Series
2017-11-05 23:59|F0A57335-DB87-4904-9164-92D095622AEC|Saarbrücken, Germany|Bitburger Badminton Open 2017|2017-10-31 00:00|Grand Prix Gold
2017-11-05 23:59|DA241EEF-0ABE-4FC2-8D7B-1CF6B93A101D|Budapest, Hungary|42nd YONEX Hungarian International 2017|2017-11-02 00:00|International Challenge
2017-11-05 23:59|B53308A3-09D6-4631-806B-BD5AC1416E39|Gentofte, Denmark|Danish Junior Cup 2017|2017-11-02 00:00|Junior International Series
2017-11-12 23:59|002C8A35-BC9C-4734-82AE-3108812CA72B|Macau, Macau|2017 Macau Open|2017-11-07 00:00|Grand Prix Gold
2017-11-12 23:59|24A8C052-1205-4BD8-8B96-98C080249EE9|Casablanca, Morocco|Morocco International 2017|2017-11-09 00:00|International Series
2017-11-12 23:59|382125D4-2C38-41AF-A11C-E8D1934299D9|Islamabad, Pakistan|YONEX SUNRISE Pakistan International Series 2017|2017-11-09 00:00|International Series
none|F2210F24-D17B-45EA-B46A-93B132B58617|Bratislava, Slovakia|Majstrovstvá Slovenska U11|2017-11-11 00:00|none
2017-11-12 23:59|5AF3F36F-24F2-43C6-AE74-E5163120BABF|Trenčín, Slovakia|M SR U17 Trenčín|2017-11-11 00:00|Other
2017-11-19 23:59|D4B804B9-482D-47B9-929D-34FEAC8C8DD6|Miryang, Korea|YONEX Korea Junior Badminton Championships|2017-11-13 00:00|Junior International Challenge
2017-11-16 23:59|77D07691-CD93-44CE-9153-865B98F0727A|Algiers, Algeria|Algeria Junior International 2017|2017-11-14 00:00|Junior Future Series
2017-11-19 23:59|13830F4E-DB00-4A89-8D43-723A6C05B80E|Pasir Gudang, Malaysia|CELCOM AXIATA Malaysia International Challenge 2017|2017-11-14 00:00|International Challenge
2017-11-19 23:59|7B87CDEA-9783-4668-9D7C-81705B485669|Fuzhou, China|TAHOE China Open|2017-11-14 00:00|World Superseries Premier
2017-11-18 23:59|AC98D87F-E22A-4CCA-A877-CEB08D524D65|Paramaribo, Suriname|XI Suriname International|2017-11-15 00:00|International Series
2017-11-19 23:59|BBB786CE-CE27-45F5-BA77-1C3DBF2B1DC7|Sandefjord, Norway|Norwegian International 2017|2017-11-16 00:00|International Series
2017-11-19 23:59|113FAACE-8636-4A69-8F9A-3BB71F6E28A7|Orlová-Lutyně, Czech Republic|FZ FORZA Czech Junior 2017|2017-11-17 00:00|Junior International Series
none|7D81632D-14CC-46CA-840D-8584CE0B6D60|Rishon LeZion, Israel|Individual league junior round 1 RishonLeZion|2017-11-18 00:00|none
2017-11-25 23:59|5D3F86AD-0BBF-4AE9-91C1-E97DF418E040|Prague, Czech Republic|2017 European U17 Team Championships|2017-11-21 00:00|none
2017-11-26 23:59|DF3A18B4-508C-473A-BB77-ABC795C6D7D5|Kowloon, Hong Kong|YONEX-SUNRISE Hong Kong Open|2017-11-21 00:00|World Superseries
2017-11-24 23:59|6E48C6E2-5A71-4168-BAE7-6F1B623B53B5|Semnan, Iran|Iran Junior International Series 2017|2017-11-22 00:00|Junior International Series
2017-11-26 23:59|7B997052-4F3F-4D4A-83ED-07DF6B7AA937|Glasgow, Scotland|2017 Scottish Open Grand Prix|2017-11-22 00:00|Grand Prix
2017-11-26 23:59|02949A40-0043-4A81-AAA7-CCDC38219288|Ulsan, Korea|BWF Para-Badminton World Championships 2017|2017-11-22 00:00|none
2017-11-26 23:59|93FD4F1D-F6A2-47CF-AE3D-8A94DD391EB7|Buenos Aires, Argentina|Argentina Junior U19 International 2017|2017-11-23 00:00|Junior Future Series
2017-11-26 23:59|450ED02C-2245-49EF-802F-ED9EDAD42280|Lobatse, Botswana|Botswana International 2017|2017-11-23 00:00|International Series
2017-11-26 23:59|F4570649-0E0F-4FA0-B1D8-6AC161125817|Hyderabad, India|India International Series 2017|2017-11-23 00:00|International Series
2017-11-29 23:59|9AECA90A-5CBC-4B38-91D5-A06F7F19C925|Prague, Czech Republic|2017 European U17 Championships|2017-11-25 00:00|Other
2017-12-03 23:59|60D86131-2252-40D1-8E31-A88F45ED65EC|Gwangju City, Korea|Gwangju VICTOR Korea Masters 2017|2017-11-28 00:00|Grand Prix Gold
2017-12-02 23:59|31EF2476-B15B-402A-AF66-46BFAB9CDCCD|Cardiff, Wales|YONEX Welsh International 2017|2017-11-29 00:00|Future Series
2017-12-03 23:59|59748208-9C5A-4FA3-AD95-09B0A7A9C775|Mumbai, India|TATA Open India International Challenge 2017|2017-11-29 00:00|International Challenge
