game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|86632|59810|12|84869|96335|2014-02-06|1467
2|2|21|86632|59810|9|84869|96335|2014-02-06|1467
1|3|10|96760|75073|21|77491|98643|2014-02-06|1467
2|3|21|96760|75073|14|77491|98643|2014-02-06|1467
3|3|21|96760|75073|19|77491|98643|2014-02-06|1467
1|2|21|56340|79705|9|78121|71702|2014-02-06|1467
2|2|21|56340|79705|16|78121|71702|2014-02-06|1467
1|2|21|81900|98152|17|68210|56927|2014-02-06|1467
2|2|21|81900|98152|15|68210|56927|2014-02-06|1467
1|2|21|58231|68208|4|91368|83254|2014-02-06|1467
2|2|11|58231|68208|5|91368|83254|2014-02-06|1467
1|2|21|85196|99232|5|55998|94139|2014-02-06|1467
2|2|21|85196|99232|5|55998|94139|2014-02-06|1467
1|2|21|78342|96569|16|80248|76089|2014-02-06|1467
2|2|21|78342|96569|11|80248|76089|2014-02-06|1467
1|2|21|84616|92822|12|70715|84695|2014-02-06|1467
2|2|21|84616|92822|12|70715|84695|2014-02-06|1467
1|2|21|98248|99177|11|98999|63058|2014-02-06|1467
2|2|21|98248|99177|19|98999|63058|2014-02-06|1467
1|2|21|83966||9|67625||2014-02-06|1467
2|2|22|83966||20|67625||2014-02-06|1467
1|2|21|71300||13|77380||2014-02-06|1467
2|2|21|71300||9|77380||2014-02-06|1467
1|3|18|55018||21|98725||2014-02-06|1467
2|3|21|55018||16|98725||2014-02-06|1467
3|3|21|55018||8|98725||2014-02-06|1467
1|2|21|68845||8|63241||2014-02-06|1467
2|2|21|68845||8|63241||2014-02-06|1467
1|2|21|61628||9|57314||2014-02-06|1467
2|2|21|61628||12|57314||2014-02-06|1467
1|3|11|66826||21|98674||2014-02-06|1467
2|3|23|66826||21|98674||2014-02-06|1467
3|3|21|66826||16|98674||2014-02-06|1467
1|2|21|61537||16|63765||2014-02-06|1467
2|2|21|61537||13|63765||2014-02-06|1467
1|2|21|77697||18|94426||2014-02-06|1467
2|2|21|77697||14|94426||2014-02-06|1467
1|3|16|78942||21|77491||2014-02-06|1467
2|3|21|78942||15|77491||2014-02-06|1467
3|3|21|78942||12|77491||2014-02-06|1467
1|2|21|69149||19|57543||2014-02-06|1467
2|2|21|69149||14|57543||2014-02-06|1467
1|2|23|81364||21|68210||2014-02-06|1467
2|2|21|81364||17|68210||2014-02-06|1467
1|2|21|59449||10|85272||2014-02-06|1467
2|2|21|59449||6|85272||2014-02-06|1467
1|2|21|68488||17|78121||2014-02-06|1467
2|2|21|68488||14|78121||2014-02-06|1467
1|2|21|58231||11|72466||2014-02-06|1467
2|2|21|58231||7|72466||2014-02-06|1467
1|2|21|84869||13|78532||2014-02-06|1467
2|2|21|84869||15|78532||2014-02-06|1467
1|2|21|97757||16|55998||2014-02-06|1467
2|2|21|97757||15|55998||2014-02-06|1467
1|2|21|56164||18|65344||2014-02-06|1467
2|2|21|56164||19|65344||2014-02-06|1467
1|2|21|87268||8|86895||2014-02-06|1467
2|2|21|87268||6|86895||2014-02-06|1467
1|2|21|74218||5|88429||2014-02-06|1467
2|2|21|74218||12|88429||2014-02-06|1467
1|2|21|59810||10|74258||2014-02-06|1467
2|2|21|59810||3|74258||2014-02-06|1467
1|1|-|96569||-|56927||2014-02-06|1467
1|2|21|84178||14|74596||2014-02-06|1467
2|2|21|84178||9|74596||2014-02-06|1467
1|2|22|82409||20|76419||2014-02-06|1467
2|2|21|82409||10|76419||2014-02-06|1467
1|2|21|66078||4|87705||2014-02-06|1467
2|2|21|66078||12|87705||2014-02-06|1467
1|2|21|84582||9|84695||2014-02-06|1467
2|2|21|84582||5|84695||2014-02-06|1467
1|3|13|59372||21|55472||2014-02-06|1467
2|3|21|59372||10|55472||2014-02-06|1467
3|3|21|59372||17|55472||2014-02-06|1467
1|1|-|91444||-|82458||2014-02-06|1467
1|2|21|68208||17|67549||2014-02-06|1467
2|2|21|68208||12|67549||2014-02-06|1467
1|2|21|96335||16|62248||2014-02-06|1467
2|2|21|96335||14|62248||2014-02-06|1467
1|2|21|61870||14|59107||2014-02-06|1467
2|2|21|61870||7|59107||2014-02-06|1467
1|3|21|92822||12|75073||2014-02-06|1467
2|3|19|92822||21|75073||2014-02-06|1467
3|3|21|92822||11|75073||2014-02-06|1467
1|3|21|81419||17|74051||2014-02-06|1467
2|3|15|81419||21|74051||2014-02-06|1467
3|3|24|81419||22|74051||2014-02-06|1467
1|2|21|71300||9|77764||2014-02-06|1467
2|2|21|71300||11|77764||2014-02-06|1467
1|2|21|77926||14|96147||2014-02-06|1467
2|2|21|77926||10|96147||2014-02-06|1467
1|2|21|99177||16|58792||2014-02-06|1467
2|2|21|99177||18|58792||2014-02-06|1467
1|2|21|99232||8|||2014-02-06|1467
2|2|21|99232||4|||2014-02-06|1467
1|2|21|94139||18|70696||2014-02-06|1467
2|2|21|94139||14|70696||2014-02-06|1467
1|1|-|90558||-|61415||2014-02-06|1467
1|2|21|79928||10|87519||2014-02-06|1467
2|2|21|79928||8|87519||2014-02-06|1467
1|2|21|84389||18|81521||2014-02-06|1467
2|2|21|84389||19|81521||2014-02-06|1467
1|2|21|98643||13|76089||2014-02-06|1467
2|2|21|98643||13|76089||2014-02-06|1467
1|2|21|92664||17|86193||2014-02-06|1467
2|2|21|92664||12|86193||2014-02-06|1467
1|2|21|81552||18|91064||2014-02-06|1467
2|2|21|81552||6|91064||2014-02-06|1467
1|2|21|91088||8|||2014-02-06|1467
2|2|21|91088||4|||2014-02-06|1467
1|2|25|83254||23|69847||2014-02-06|1467
2|2|21|83254||14|69847||2014-02-06|1467
1|2|21|74983||9|63058||2014-02-06|1467
2|2|21|74983||6|63058||2014-02-06|1467
1|2|21|79705||7|94885||2014-02-06|1467
2|2|21|79705||7|94885||2014-02-06|1467
1|2|21|57906||9|75579||2014-02-06|1467
2|2|21|57906||9|75579||2014-02-06|1467
1|2|21|77885||11|92720||2014-02-06|1467
2|2|21|77885||18|92720||2014-02-06|1467
1|2|21|95346||19|58323||2014-02-06|1467
