game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|54443||19|85632||2014-04-03|63
2|2|21|54443||18|85632||2014-04-03|63
1|3|21|64512||13|69306||2014-04-03|63
2|3|14|64512||21|69306||2014-04-03|63
3|3|21|64512||9|69306||2014-04-03|63
1|2|21|20301||18|6985||2014-04-03|63
2|2|21|20301||18|6985||2014-04-03|63
1|2|21|93878||15|97242||2014-04-03|63
2|2|21|93878||12|97242||2014-04-03|63
1|2|21|76031||14|84881||2014-04-03|63
2|2|21|76031||10|84881||2014-04-03|63
1|3|15|65993||21|60182||2014-04-03|63
2|3|21|65993||16|60182||2014-04-03|63
3|3|21|65993||19|60182||2014-04-03|63
1|2|21|11914||10|39172||2014-04-03|63
2|2|21|11914||12|39172||2014-04-03|63
1|2|21|36996||16|80474||2014-04-03|63
2|2|21|36996||10|80474||2014-04-03|63
1|3|11|93539||21|88856||2014-04-03|63
2|3|21|93539||14|88856||2014-04-03|63
3|3|21|93539||14|88856||2014-04-03|63
1|2|24|56024||22|64512||2014-04-03|63
2|2|21|56024||18|64512||2014-04-03|63
1|3|21|76031||14|53663||2014-04-03|63
2|3|20|76031||22|53663||2014-04-03|63
3|3|21|76031||19|53663||2014-04-03|63
1|3|21|67084||16|11914||2014-04-03|63
2|3|19|67084||21|11914||2014-04-03|63
3|3|21|67084||19|11914||2014-04-03|63
1|2|21|92655||10|54443||2014-04-03|63
2|2|23|92655||21|54443||2014-04-03|63
1|2|21|20301||17|1453||2014-04-03|63
2|2|21|20301||15|1453||2014-04-03|63
1|2|21|30494|90541|10|56746|87176|2014-04-04|63
2|2|21|30494|90541|15|56746|87176|2014-04-04|63
1|2|21|77919|81907|17|57568|98348|2014-04-04|63
2|2|21|77919|81907|15|57568|98348|2014-04-04|63
1|2|21|53381||9|67066||2014-04-04|63
2|2|21|53381||11|67066||2014-04-04|63
1|3|24|15585||22|52738||2014-04-04|63
2|3|20|15585||22|52738||2014-04-04|63
3|3|21|15585||17|52738||2014-04-04|63
1|2|23|94321||21|74445||2014-04-04|63
2|2|21|94321||13|74445||2014-04-04|63
1|2|21|67073||11|20231||2014-04-04|63
2|2|22|67073||20|20231||2014-04-04|63
1|2|21|78605||12|53341||2014-04-04|63
2|2|21|78605||17|53341||2014-04-04|63
1|2|21|69707||13|21854||2014-04-04|63
2|2|21|69707||15|21854||2014-04-04|63
1|2|21|30494|92632|10|74445|14739|2014-04-04|63
2|2|21|30494|92632|10|74445|14739|2014-04-04|63
1|3|21|92294|76031|16|10484|67082|2014-04-04|63
2|3|16|92294|76031|21|10484|67082|2014-04-04|63
3|3|21|92294|76031|14|10484|67082|2014-04-04|63
1|2|23|99521|59436|21|53663|93878|2014-04-04|63
2|2|21|99521|59436|12|53663|93878|2014-04-04|63
1|2|21|90714|42703|13|77919|81907|2014-04-04|63
2|2|24|90714|42703|22|77919|81907|2014-04-04|63
1|3|15|53381||21|52041||2014-04-04|63
2|3|21|53381||14|52041||2014-04-04|63
3|3|21|53381||6|52041||2014-04-04|63
1|2|22|15241||20|67096||2014-04-04|63
2|2|21|15241||14|67096||2014-04-04|63
1|3|13|50331||21|89666||2014-04-04|63
2|3|23|50331||21|89666||2014-04-04|63
3|3|22|50331||20|89666||2014-04-04|63
1|2|21|67073||14|14741||2014-04-04|63
2|2|24|67073||22|14741||2014-04-04|63
1|3|21|99521|59436|13|53849|54088|2014-04-04|63
2|3|19|99521|59436|21|53849|54088|2014-04-04|63
3|3|21|99521|59436|15|53849|54088|2014-04-04|63
1|2|21|90714|42703|18|83131|64110|2014-04-05|63
2|2|21|90714|42703|18|83131|64110|2014-04-05|63
1|3|21|15241||23|70937||2014-04-05|63
2|3|21|15241||14|70937||2014-04-05|63
3|3|21|15241||19|70937||2014-04-05|63
1|3|21|83122||13|42705||2014-04-05|63
2|3|16|83122||21|42705||2014-04-05|63
3|3|21|83122||13|42705||2014-04-05|63
1|2|21|63437||19|51739||2014-04-05|63
2|2|21|63437||14|51739||2014-04-05|63
1|2|21|99521|59436|17|42181|75235|2014-04-05|63
2|2|21|99521|59436|16|42181|75235|2014-04-05|63
1|2|21|44414|85064|16|35374|89666|2014-04-05|63
2|2|21|44414|85064|16|35374|89666|2014-04-05|63
1|2|21|89416||14|94321||2014-04-05|63
2|2|21|89416||18|94321||2014-04-05|63
1|2|21|83122||11|15241||2014-04-05|63
2|2|21|83122||19|15241||2014-04-05|63
1|3|19|43364|56746|21|99521|59436|2014-04-05|63
2|3|21|43364|56746|4|99521|59436|2014-04-05|63
3|3|21|43364|56746|10|99521|59436|2014-04-05|63
1|2|21|44414|92980|16|92294|76031|2014-04-05|63
2|2|21|44414|92980|12|92294|76031|2014-04-05|63
1|2|21|30494|90541|16|54443|39172|2014-04-05|63
2|2|21|30494|90541|13|54443|39172|2014-04-05|63
1|3|15|78605||21|67073||2014-04-05|63
2|3|21|78605||17|67073||2014-04-05|63
3|3|21|78605||16|67073||2014-04-05|63
1|2|22|80540|85822|20|49913|16062|2014-04-05|63
2|2|21|80540|85822|12|49913|16062|2014-04-05|63
1|2|22|46833|54447|20|81907|92400|2014-04-05|63
2|2|21|46833|54447|17|81907|92400|2014-04-05|63
1|2|21|92294|76031|18|93539|35374|2014-04-05|63
2|2|26|92294|76031|24|93539|35374|2014-04-05|63
