game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|3|21|95811||14|51306||2014-04-16|1947
2|3|18|95811||21|51306||2014-04-16|1947
3|3|21|95811||19|51306||2014-04-16|1947
1|2|21|66141||17|79695||2014-04-16|1947
2|2|21|66141||18|79695||2014-04-16|1947
1|2|21|52701||19|30163||2014-04-16|1947
2|2|21|52701||13|30163||2014-04-16|1947
1|2|21|91879|86765|11|53788|14297|2014-04-16|1947
2|2|21|91879|86765|10|53788|14297|2014-04-16|1947
1|2|21|54662|53796|14|71729|15711|2014-04-16|1947
2|2|21|54662|53796|18|71729|15711|2014-04-16|1947
1|2|21|53054||9|78059||2014-04-16|1947
2|2|21|53054||15|78059||2014-04-16|1947
1|2|21|45171||10|61666||2014-04-16|1947
2|2|21|45171||7|61666||2014-04-16|1947
1|3|14|92593||21|90800||2014-04-16|1947
2|3|21|92593||8|90800||2014-04-16|1947
3|3|21|92593||8|90800||2014-04-16|1947
1|1|0|89426|67270|2|24686|84669|2014-04-16|1947
1|3|21|80800||7|46776||2014-04-16|1947
2|3|15|80800||21|46776||2014-04-16|1947
3|3|21|80800||18|46776||2014-04-16|1947
1|3|8|54698||21|60311||2014-04-16|1947
2|3|21|54698||18|60311||2014-04-16|1947
3|3|21|54698||15|60311||2014-04-16|1947
1|2|21|46874||12|87117||2014-04-16|1947
2|2|21|46874||16|87117||2014-04-16|1947
1|2|21|51518|15711|17|61490|82784|2014-04-16|1947
2|2|21|51518|15711|4|61490|82784|2014-04-16|1947
1|3|18|68832|95570|21|88408|78518|2014-04-17|1947
2|3|21|68832|95570|15|88408|78518|2014-04-17|1947
3|3|21|68832|95570|17|88408|78518|2014-04-17|1947
1|2|21|66920|54662|18|53230|71729|2014-04-17|1947
2|2|21|66920|54662|18|53230|71729|2014-04-17|1947
1|3|21|80800||16|92593||2014-04-17|1947
2|3|18|80800||21|92593||2014-04-17|1947
3|3|21|80800||19|92593||2014-04-17|1947
1|3|13|23736||21|71261||2014-04-17|1947
2|3|21|23736||14|71261||2014-04-17|1947
3|3|21|23736||14|71261||2014-04-17|1947
1|2|21|12903||15|93052||2014-04-17|1947
2|2|21|12903||18|93052||2014-04-17|1947
1|2|21|54662|53796|14|95570|61490|2014-04-17|1947
2|2|21|54662|53796|13|95570|61490|2014-04-17|1947
1|2|21|99452|91879|12|68832|66459|2014-04-17|1947
2|2|21|99452|91879|11|68832|66459|2014-04-17|1947
1|2|21|28549|63168|13|87444|93929|2014-04-17|1947
2|2|21|28549|63168|11|87444|93929|2014-04-17|1947
1|2|21|99452|91879|11|89916|4425|2014-04-18|1947
2|2|22|99452|91879|20|89916|4425|2014-04-18|1947
1|2|21|92728||16|51518||2014-04-18|1947
2|2|21|92728||5|51518||2014-04-18|1947
1|2|24|53054||22|45171||2014-04-18|1947
2|2|26|53054||24|45171||2014-04-18|1947
1|1|7|14398||3|16100||2014-04-18|1947
1|2|21|66920|54662|10|95576|77448|2014-04-18|1947
2|2|21|66920|54662|17|95576|77448|2014-04-18|1947
1|2|21|52702|53796|15|51518|15711|2014-04-18|1947
2|2|21|52702|53796|16|51518|15711|2014-04-18|1947
1|3|21|63168|62554|13|89426|67270|2014-04-18|1947
2|3|17|63168|62554|21|89426|67270|2014-04-18|1947
3|3|21|63168|62554|14|89426|67270|2014-04-18|1947
