game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|51690||8|98118||2014-02-11|1936
2|2|21|51690||14|98118||2014-02-11|1936
1|2|21|72034||16|53101||2014-02-11|1936
2|2|21|72034||12|53101||2014-02-11|1936
1|2|21|93750|55486|17|55431|54110|2014-02-11|1936
2|2|21|93750|55486|13|55431|54110|2014-02-11|1936
1|3|21|83881||17|97914||2014-02-11|1936
2|3|9|83881||21|97914||2014-02-11|1936
3|3|21|83881||19|97914||2014-02-11|1936
1|3|8|98118|53101|21|68627|72836|2014-02-11|1936
2|3|21|98118|53101|18|68627|72836|2014-02-11|1936
3|3|21|98118|53101|15|68627|72836|2014-02-11|1936
1|2|21|52953||19|54314||2014-02-11|1936
2|2|21|52953||10|54314||2014-02-11|1936
1|2|21|15286||15|12998||2014-02-11|1936
2|2|21|15286||16|12998||2014-02-11|1936
1|2|21|42698||15|15063||2014-02-11|1936
2|2|21|42698||17|15063||2014-02-11|1936
1|2|21|54314|15286|19|15063|65276|2014-02-11|1936
2|2|21|54314|15286|14|15063|65276|2014-02-11|1936
1|2|22|76587|52953|20|58771|42698|2014-02-11|1936
2|2|21|76587|52953|11|58771|42698|2014-02-11|1936
1|2|21|51886||14|15084||2014-02-11|1936
2|2|21|51886||12|15084||2014-02-11|1936
1|2|21|55099||6|98589||2014-02-11|1936
2|2|21|55099||6|98589||2014-02-11|1936
1|2|21|85035||10|55206||2014-02-11|1936
2|2|21|85035||18|55206||2014-02-11|1936
1|2|21|50344|50324|12|15085|98589|2014-02-11|1936
2|2|21|50344|50324|16|15085|98589|2014-02-11|1936
1|2|21|54440|55514|9|55206|15084|2014-02-11|1936
2|2|21|54440|55514|15|55206|15084|2014-02-11|1936
1|2|21|20711||13|96723||2014-02-11|1936
2|2|21|20711||14|96723||2014-02-11|1936
1|2|21|86557||17|75634||2014-02-11|1936
2|2|21|86557||14|75634||2014-02-11|1936
1|2|21|71221||15|99936||2014-02-11|1936
2|2|22|71221||20|99936||2014-02-11|1936
1|2|21|92572|75634|16|90234|99936|2014-02-11|1936
2|2|21|92572|75634|17|90234|99936|2014-02-11|1936
1|3|16|96723|71221|21|77524|86557|2014-02-11|1936
2|3|21|96723|71221|11|77524|86557|2014-02-11|1936
3|3|21|96723|71221|15|77524|86557|2014-02-11|1936
1|3|18|42705||21|51531||2014-02-11|1936
2|3|21|42705||16|51531||2014-02-11|1936
3|3|21|42705||17|51531||2014-02-11|1936
1|2|21|57568|90714|12|68926|54753|2014-02-11|1936
2|2|21|57568|90714|15|68926|54753|2014-02-11|1936
1|3|15|67656||21|53706||2014-02-11|1936
2|3|21|67656||8|53706||2014-02-11|1936
3|3|21|67656||12|53706||2014-02-11|1936
1|2|21|42648|77099|14|14667|53694|2014-02-11|1936
2|2|21|42648|77099|14|14667|53694|2014-02-11|1936
1|2|21|76972||9|96966||2014-02-11|1936
2|2|21|76972||11|96966||2014-02-11|1936
1|2|21|34899||16|84902||2014-02-11|1936
2|2|21|34899||13|84902||2014-02-11|1936
1|2|21|89027||18|66695||2014-02-11|1936
2|2|21|89027||17|66695||2014-02-11|1936
1|3|14|39255||21|51849||2014-02-11|1936
2|3|21|39255||19|51849||2014-02-11|1936
3|3|21|39255||13|51849||2014-02-11|1936
1|3|21|58874|84902|19|75717|34899|2014-02-11|1936
2|3|19|58874|84902|21|75717|34899|2014-02-11|1936
3|3|21|58874|84902|19|75717|34899|2014-02-11|1936
1|2|21|89027|39255|18|98804|51849|2014-02-11|1936
2|2|23|89027|39255|21|98804|51849|2014-02-11|1936
1|2|21|53872||13|92682||2014-02-11|1936
2|2|21|53872||11|92682||2014-02-11|1936
1|2|21|79391||11|54041||2014-02-11|1936
2|2|21|79391||14|54041||2014-02-11|1936
1|3|21|13560||15|54372||2014-02-11|1936
2|3|22|13560||24|54372||2014-02-11|1936
3|3|21|13560||9|54372||2014-02-11|1936
1|3|21|54041|64681|16|79391|13560|2014-02-11|1936
2|3|17|54041|64681|21|79391|13560|2014-02-11|1936
3|3|21|54041|64681|17|79391|13560|2014-02-11|1936
1|2|21|10672|53872|15|54372|56137|2014-02-11|1936
2|2|21|10672|53872|19|54372|56137|2014-02-11|1936
1|2|21|51204||8|89697||2014-02-11|1936
2|2|21|51204||7|89697||2014-02-11|1936
1|2|21|15323||7|87721||2014-02-11|1936
2|2|21|15323||9|87721||2014-02-11|1936
1|3|21|21854||18|10625||2014-02-11|1936
2|3|19|21854||21|10625||2014-02-11|1936
3|3|21|21854||16|10625||2014-02-11|1936
1|2|21|52280|50851|12|57646|89697|2014-02-11|1936
2|2|21|52280|50851|4|57646|89697|2014-02-11|1936
1|2|21|98052|61184|14|87721|10625|2014-02-11|1936
2|2|21|98052|61184|15|87721|10625|2014-02-11|1936
1|3|19|12765||21|89666||2014-02-11|1936
2|3|21|12765||18|89666||2014-02-11|1936
3|3|21|12765||16|89666||2014-02-11|1936
1|2|21|46169||4|98058||2014-02-11|1936
2|2|21|46169||14|98058||2014-02-11|1936
1|2|21|53891||8|51991||2014-02-11|1936
2|2|21|53891||11|51991||2014-02-11|1936
1|2|21|46169|15105|10|47135|89666|2014-02-11|1936
2|2|21|46169|15105|10|47135|89666|2014-02-11|1936
1|2|21|12765|53891|7|51991|98058|2014-02-11|1936
2|2|21|12765|53891|5|51991|98058|2014-02-11|1936
1|3|16|52325||21|10319||2014-02-11|1936
2|3|21|52325||17|10319||2014-02-11|1936
