game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|93167||5|96364||2014-01-03|1932
2|2|21|93167||6|96364||2014-01-03|1932
1|3|11|71634||21|64165||2014-01-03|1932
2|3|22|71634||20|64165||2014-01-03|1932
3|3|21|71634||13|64165||2014-01-03|1932
1|2|21|90989||18|78628||2014-01-03|1932
2|2|21|90989||19|78628||2014-01-03|1932
1|2|21|76974||17|68012||2014-01-03|1932
2|2|21|76974||18|68012||2014-01-03|1932
1|1|-|96897||-|99893||2014-01-03|1932
1|2|21|80497||19|63529||2014-01-03|1932
2|2|21|80497||10|63529||2014-01-03|1932
1|2|21|69255||11|||2014-01-03|1932
2|2|21|69255||6|||2014-01-03|1932
1|2|21|59814||9|73965||2014-01-03|1932
2|2|21|59814||19|73965||2014-01-03|1932
1|2|21|79853||9|91763||2014-01-03|1932
2|2|21|79853||9|91763||2014-01-03|1932
1|2|21|698||10|89685||2014-01-03|1932
2|2|23|698||21|89685||2014-01-03|1932
1|2|21|99420||9|65605||2014-01-03|1932
2|2|21|99420||12|65605||2014-01-03|1932
1|2|22|93167||20|56666||2014-01-03|1932
2|2|21|93167||19|56666||2014-01-03|1932
1|2|21|68652||18|71634||2014-01-03|1932
2|2|21|68652||18|71634||2014-01-03|1932
1|2|21|55543||4|90989||2014-01-03|1932
2|2|21|55543||8|90989||2014-01-03|1932
1|2|21|76974||12|89437||2014-01-03|1932
2|2|21|76974||4|89437||2014-01-03|1932
1|2|21|71252||5|82617||2014-01-03|1932
2|2|21|71252||2|82617||2014-01-03|1932
1|2|21|67512||13|96897||2014-01-03|1932
2|2|21|67512||17|96897||2014-01-03|1932
1|2|21|80497||4|82928||2014-01-03|1932
2|2|21|80497||10|82928||2014-01-03|1932
1|2|21|69255||17|59814||2014-01-03|1932
2|2|21|69255||16|59814||2014-01-03|1932
1|2|21|79853||9|93110||2014-01-03|1932
2|2|21|79853||9|93110||2014-01-03|1932
1|2|21|77035||17|80894||2014-01-03|1932
2|2|21|77035||15|80894||2014-01-03|1932
1|2|21|698||6|72815||2014-01-03|1932
2|2|21|698||3|72815||2014-01-03|1932
1|2|21|69987||17|99420||2014-01-03|1932
2|2|21|69987||11|99420||2014-01-03|1932
1|2|21|80497|71634|17|68012|56666|2014-01-03|1932
2|2|21|80497|71634|18|68012|56666|2014-01-03|1932
1|2|21|63529|77035|11|69987|57219|2014-01-03|1932
2|2|21|63529|77035|11|69987|57219|2014-01-03|1932
1|2|21|65605|76974|15|78628|69255|2014-01-03|1932
2|2|21|65605|76974|15|78628|69255|2014-01-03|1932
1|2|21|64165|55543|19|82928|90989|2014-01-03|1932
2|2|21|64165|55543|13|82928|90989|2014-01-03|1932
1|2|21|65605|76974|15||89437|2014-01-03|1932
2|2|21|65605|76974|5||89437|2014-01-03|1932
1|2|21|96897|99420|19|59814|63529|2014-01-03|1932
2|2|21|96897|99420|14|59814|63529|2014-01-03|1932
1|2|21|64165|55543|11|67512|73965|2014-01-03|1932
2|2|21|64165|55543|7|67512|73965|2014-01-03|1932
1|2|21|79853|77035|7|89685|93110|2014-01-03|1932
2|2|21|79853|77035|12|89685|93110|2014-01-03|1932
1|2|21|68652||13|93167||2014-01-04|1932
2|2|21|68652||10|93167||2014-01-04|1932
1|2|21|55543||16|76974||2014-01-04|1932
2|2|21|55543||17|76974||2014-01-04|1932
1|3|21|80497||13|69987||2014-01-04|1932
2|3|19|80497||21|69987||2014-01-04|1932
3|3|21|80497||18|69987||2014-01-04|1932
1|2|21|69255||13|67512||2014-01-04|1932
2|2|21|69255||18|67512||2014-01-04|1932
1|3|21|71252||9|698||2014-01-04|1932
2|3|15|71252||21|698||2014-01-04|1932
3|3|21|71252||5|698||2014-01-04|1932
1|2|21|79853||14|77035||2014-01-04|1932
2|2|21|79853||14|77035||2014-01-04|1932
1|2|21|68652||9|55543||2014-01-04|1932
2|2|21|68652||10|55543||2014-01-04|1932
1|2|21|80497||8|69255||2014-01-04|1932
2|2|21|80497||14|69255||2014-01-04|1932
1|2|21|71252|80894|10|89685|93110|2014-01-04|1932
2|2|21|71252|80894|13|89685|93110|2014-01-04|1932
1|2|21|82928|58434|10|65605|72815|2014-01-04|1932
2|2|21|82928|58434|13|65605|72815|2014-01-04|1932
1|2|21|63529|77035|11|67512|91763|2014-01-04|1932
2|2|21|63529|77035|15|67512|91763|2014-01-04|1932
1|2|21|64165|55543|18|80497|71634|2014-01-04|1932
2|2|21|64165|55543|17|80497|71634|2014-01-04|1932
1|3|16|65605|76974|21|96897|99420|2014-01-04|1932
2|3|21|65605|76974|16|96897|99420|2014-01-04|1932
3|3|21|65605|76974|17|96897|99420|2014-01-04|1932
1|3|21|71252||17|79853||2014-01-05|1932
2|3|17|71252||21|79853||2014-01-05|1932
3|3|21|71252||15|79853||2014-01-05|1932
1|2|22|63529|77035|20|82928|58434|2014-01-05|1932
2|2|21|63529|77035|17|82928|58434|2014-01-05|1932
1|2|21|64165|55543|9|65605|76974|2014-01-05|1932
2|2|21|64165|55543|8|65605|76974|2014-01-05|1932
1|2|21|71252|80894|18|79853|77035|2014-01-05|1932
2|2|21|71252|80894|18|79853|77035|2014-01-05|1932
1|2|21|68652||13|80497||2014-01-05|1932
2|2|21|68652||17|80497||2014-01-05|1932
