game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|3|12|93455|47517|21|53771|52702|2014-02-25|1475
2|3|21|93455|47517|15|53771|52702|2014-02-25|1475
3|3|21|93455|47517|15|53771|52702|2014-02-25|1475
1|1|-|15084||-|25625||2014-02-25|1475
1|2|23|96545||21|55330||2014-02-25|1475
2|2|21|96545||17|55330||2014-02-25|1475
1|2|21|20711||18|60783||2014-02-25|1475
2|2|21|20711||14|60783||2014-02-25|1475
1|1|-|52929|61435|-|74561|99925|2014-02-25|1475
1|3|21|63437||19|66615||2014-02-25|1475
2|3|21|63437||23|66615||2014-02-25|1475
3|3|21|63437||16|66615||2014-02-25|1475
1|2|21|64188|61525|12|77530|25322|2014-02-25|1475
2|2|21|64188|61525|16|77530|25322|2014-02-25|1475
1|2|23|88130|50324|21|52860|53771|2014-02-25|1475
2|2|21|88130|50324|19|52860|53771|2014-02-25|1475
1|1|-|8453|68045|-|||2014-02-25|1475
1|1|21|63437||13|46169||2014-02-25|1475
1|3|20|75410||22|74561||2014-02-25|1475
2|3|21|75410||19|74561||2014-02-25|1475
3|3|21|75410||14|74561||2014-02-25|1475
1|2|21|51598||16|52867||2014-02-25|1475
2|2|21|51598||17|52867||2014-02-25|1475
1|2|21|53825||19|55099||2014-02-25|1475
2|2|21|53825||12|55099||2014-02-25|1475
1|2|21|51613||6|20711||2014-02-25|1475
2|2|21|51613||12|20711||2014-02-25|1475
1|1|14|25831||4|51690||2014-02-25|1475
1|2|21|54459||17|52860||2014-02-25|1475
2|2|21|54459||16|52860||2014-02-25|1475
1|2|21|53131||17|83122||2014-02-25|1475
2|2|21|53131||16|83122||2014-02-25|1475
1|2|21|43851|16981|15|81907|92400|2014-02-26|1475
2|2|21|43851|16981|8|81907|92400|2014-02-26|1475
1|2|21|76594||17|53782||2014-02-26|1475
2|2|21|76594||17|53782||2014-02-26|1475
1|2|21|54149|53154|7|54470|74789|2014-02-26|1475
2|2|21|54149|53154|10|54470|74789|2014-02-26|1475
1|2|21|51263|51797|16|67442|96645|2014-02-26|1475
2|2|21|51263|51797|11|67442|96645|2014-02-26|1475
1|2|21|89785||11|54459||2014-02-26|1475
2|2|21|89785||14|54459||2014-02-26|1475
1|2|21|67172|30342|14|53613|86722|2014-02-26|1475
2|2|21|67172|30342|13|53613|86722|2014-02-26|1475
1|3|17|21036||21|63437||2014-02-26|1475
2|3|22|21036||20|63437||2014-02-26|1475
3|3|21|21036||19|63437||2014-02-26|1475
1|2|21|42722|52958|17|54070|53011|2014-02-26|1475
2|2|21|42722|52958|11|54070|53011|2014-02-26|1475
1|2|21|53613|10947|17|33261|88699|2014-02-26|1475
2|2|21|53613|10947|10|33261|88699|2014-02-26|1475
1|2|21|88094|73982|12|53142|47007|2014-02-26|1475
2|2|21|88094|73982|15|53142|47007|2014-02-26|1475
1|2|21|57971||12|89666||2014-02-26|1475
2|2|21|57971||13|89666||2014-02-26|1475
1|2|21|15697|52071|17|64188|61525|2014-02-26|1475
2|2|21|15697|52071|16|64188|61525|2014-02-26|1475
