game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|55761|81419|10|87691|55848|2014-03-28|1485
2|2|21|55761|81419|3|87691|55848|2014-03-28|1485
1|2|21|72478|60814|15|99114|77397|2014-03-28|1485
2|2|21|72478|60814|19|99114|77397|2014-03-28|1485
1|2|21|59332|66743|8|65649|69519|2014-03-28|1485
2|2|21|59332|66743|11|65649|69519|2014-03-28|1485
1|3|21|61426|72125|17|56762|58993|2014-03-28|1485
2|3|19|61426|72125|21|56762|58993|2014-03-28|1485
3|3|21|61426|72125|12|56762|58993|2014-03-28|1485
1|2|21|89773|69993|18|61900|55594|2014-03-28|1485
2|2|21|89773|69993|14|61900|55594|2014-03-28|1485
1|2|21|64116|63615|18|83016|71300|2014-03-28|1485
2|2|21|64116|63615|18|83016|71300|2014-03-28|1485
1|1|-|94486|83669|-|56340|79705|2014-03-28|1485
1|2|21|65359|75073|11|99689|92893|2014-03-28|1485
2|2|21|65359|75073|18|99689|92893|2014-03-28|1485
1|2|21|98798||17|92797||2014-03-28|1485
2|2|21|98798||13|92797||2014-03-28|1485
1|3|19|65554||21|80035||2014-03-28|1485
2|3|21|65554||13|80035||2014-03-28|1485
3|3|21|65554||13|80035||2014-03-28|1485
1|2|21|75634||12|91223||2014-03-28|1485
2|2|21|75634||17|91223||2014-03-28|1485
1|2|21|63765||16|65862||2014-03-28|1485
2|2|26|63765||24|65862||2014-03-28|1485
1|2|21|78942||15|98248||2014-03-28|1485
2|2|21|78942||9|98248||2014-03-28|1485
1|2|21|86887||13|96293||2014-03-28|1485
2|2|21|86887||12|96293||2014-03-28|1485
1|2|21|56055||13|92572||2014-03-28|1485
2|2|21|56055||11|92572||2014-03-28|1485
1|2|21|58585||17|84993||2014-03-28|1485
2|2|21|58585||13|84993||2014-03-28|1485
1|2|21|65723||14|97542||2014-03-28|1485
2|2|21|65723||19|97542||2014-03-28|1485
1|2|21|83597||13|99797||2014-03-28|1485
2|2|21|83597||10|99797||2014-03-28|1485
1|1|-|90334||-|51218||2014-03-28|1485
1|2|21|90655||15|66826||2014-03-28|1485
2|2|21|90655||13|66826||2014-03-28|1485
1|2|21|69904||17|94304||2014-03-28|1485
2|2|21|69904||18|94304||2014-03-28|1485
1|2|21|85133||13|66092||2014-03-28|1485
2|2|21|85133||19|66092||2014-03-28|1485
1|2|21|72137||13|72466||2014-03-28|1485
2|2|21|72137||11|72466||2014-03-28|1485
1|2|21|61537||17|85590||2014-03-28|1485
2|2|21|61537||11|85590||2014-03-28|1485
1|3|21|85944||16|59332||2014-03-28|1485
2|3|17|85944||21|59332||2014-03-28|1485
3|3|21|85944||19|59332||2014-03-28|1485
1|2|21|60814||14|93148||2014-03-28|1485
2|2|21|60814||17|93148||2014-03-28|1485
1|3|21|73326||7|82809||2014-03-28|1485
2|3|15|73326||21|82809||2014-03-28|1485
3|3|21|73326||15|82809||2014-03-28|1485
1|3|20|66726||22|61900||2014-03-28|1485
2|3|21|66726||14|61900||2014-03-28|1485
3|3|21|66726||7|61900||2014-03-28|1485
1|2|21|91800||16|55761||2014-03-28|1485
2|2|21|91800||19|55761||2014-03-28|1485
1|2|21|83016||10|94331||2014-03-28|1485
2|2|21|83016||17|94331||2014-03-28|1485
1|2|21|56762||18|74738||2014-03-28|1485
2|2|22|56762||20|74738||2014-03-28|1485
1|3|22|73433||20|58631||2014-03-28|1485
2|3|9|73433||21|58631||2014-03-28|1485
3|3|21|73433||14|58631||2014-03-28|1485
1|2|21|94486||17|81364||2014-03-28|1485
2|2|21|94486||13|81364||2014-03-28|1485
1|2|21|78342||15|90091||2014-03-28|1485
2|2|21|78342||19|90091||2014-03-28|1485
1|2|21|61916||15|65359||2014-03-28|1485
2|2|21|61916||15|65359||2014-03-28|1485
1|2|21|63081||14|59263||2014-03-28|1485
2|2|21|63081||15|59263||2014-03-28|1485
1|2|21|78983||9|58792||2014-03-28|1485
2|2|21|78983||15|58792||2014-03-28|1485
1|2|21|71300||11|72529||2014-03-28|1485
2|2|21|71300||12|72529||2014-03-28|1485
1|2|21|83669||9|93655||2014-03-28|1485
2|2|21|83669||15|93655||2014-03-28|1485
1|1|-|58993||-|79705||2014-03-28|1485
1|2|21|92822||18|77837||2014-03-28|1485
2|2|21|92822||10|77837||2014-03-28|1485
1|2|21|69993||18|73255||2014-03-28|1485
2|2|21|69993||18|73255||2014-03-28|1485
1|2|21|70199||15|89773||2014-03-28|1485
2|2|21|70199||14|89773||2014-03-28|1485
1|1|-|59372||-|73485||2014-03-28|1485
1|3|17|59810||21|72125||2014-03-28|1485
2|3|21|59810||11|72125||2014-03-28|1485
3|3|21|59810||19|72125||2014-03-28|1485
1|2|21|56927||17|64504||2014-03-28|1485
2|2|21|56927||18|64504||2014-03-28|1485
1|2|21|94913||4|86895||2014-03-28|1485
2|2|21|94913||9|86895||2014-03-28|1485
1|2|21|96147||19|98715||2014-03-28|1485
2|2|21|96147||15|98715||2014-03-28|1485
1|3|6|66743||21|81419||2014-03-28|1485
2|3|22|66743||20|81419||2014-03-28|1485
3|3|21|66743||10|81419||2014-03-28|1485
1|2|21|62352||11|95837||2014-03-28|1485
2|2|21|62352||7|95837||2014-03-28|1485
1|2|21|77397||6|55848||2014-03-28|1485
2|2|21|77397||10|55848||2014-03-28|1485
1|3|25|72478||23|66581||2014-03-28|1485
2|3|19|72478||21|66581||2014-03-28|1485
3|3|21|72478||17|66581||2014-03-28|1485
1|1|-|55594||-|80450||2014-03-28|1485
1|2|21|75073||17|60806||2014-03-28|1485
2|2|21|75073||16|60806||2014-03-28|1485
1|2|21|92893||13|69519||2014-03-28|1485
2|2|21|92893||8|69519||2014-03-28|1485
1|3|17|77524||21|61039||2014-03-28|1485
2|3|22|77524||20|61039||2014-03-28|1485
3|3|21|77524||16|61039||2014-03-28|1485
1|2|21|83641||12|78121||2014-03-28|1485
2|2|21|83641||10|78121||2014-03-28|1485
1|2|21|71221||13|87943||2014-03-28|1485
2|2|21|71221||13|87943||2014-03-28|1485
1|2|21|91381||15|64631||2014-03-28|1485
2|2|21|91381||18|64631||2014-03-28|1485
1|1|8|95405||3|73966||2014-03-28|1485
1|2|21|65723|90334|10|65862|72529|2014-03-28|1485
2|2|21|65723|90334|15|65862|72529|2014-03-28|1485
1|2|21|61771||17|71506||2014-03-28|1485
2|2|21|61771||15|71506||2014-03-28|1485
1|3|18|81056||21|97877||2014-03-28|1485
2|3|21|81056||17|97877||2014-03-28|1485
3|3|21|81056||19|97877||2014-03-28|1485
1|2|21|94486|83669|9|85590|78983|2014-03-28|1485
2|2|21|94486|83669|19|85590|78983|2014-03-28|1485
1|2|21|65554|69904|10|78342|87268|2014-03-28|1485
2|2|21|65554|69904|14|78342|87268|2014-03-28|1485
1|2|21|83597|85133|16|64116|63615|2014-03-28|1485
2|2|21|83597|85133|14|64116|63615|2014-03-28|1485
1|2|21|61426|72125|15|82809|77837|2014-03-28|1485
2|2|21|61426|72125|14|82809|77837|2014-03-28|1485
1|3|21|72521|98715|16|89773|69993|2014-03-28|1485
2|3|17|72521|98715|21|89773|69993|2014-03-28|1485
3|3|21|72521|98715|16|89773|69993|2014-03-28|1485
1|2|21|84616|92822|14|66826|96147|2014-03-28|1485
2|2|21|84616|92822|14|66826|96147|2014-03-28|1485
1|2|21|98248|59372|19|97542|93655|2014-03-28|1485
2|2|21|98248|59372|17|97542|93655|2014-03-28|1485
1|2|21|85944|56927|12|66058|79895|2014-03-28|1485
2|2|21|85944|56927|7|66058|79895|2014-03-28|1485
1|2|21|59332|66743|16|61537|62057|2014-03-28|1485
2|2|21|59332|66743|16|61537|62057|2014-03-28|1485
1|2|21|55761|81419|10|94114|56908|2014-03-28|1485
2|2|27|55761|81419|25|94114|56908|2014-03-28|1485
1|2|21|63081|98643|14|94718|95837|2014-03-28|1485
2|2|21|63081|98643|12|94718|95837|2014-03-28|1485
1|2|21|72478|60814|6|63765|86895|2014-03-28|1485
2|2|21|72478|60814|16|63765|86895|2014-03-28|1485
1|2|21|65359|75073|18|81364|58792|2014-03-28|1485
2|2|21|65359|75073|18|81364|58792|2014-03-28|1485
1|3|24|70199|93148|22|58631|79680|2014-03-28|1485
2|3|18|70199|93148|21|58631|79680|2014-03-28|1485
3|3|21|70199|93148|19|58631|79680|2014-03-28|1485
1|2|21|75634||15|90655||2014-03-28|1485
2|2|21|75634||16|90655||2014-03-28|1485
1|3|21|83016||13|83641||2014-03-28|1485
2|3|12|83016||21|83641||2014-03-28|1485
3|3|21|83016||16|83641||2014-03-28|1485
1|2|21|71221||8|77524||2014-03-28|1485
2|2|21|71221||13|77524||2014-03-28|1485
1|2|21|87268||6|85133||2014-03-28|1485
2|2|21|87268||14|85133||2014-03-28|1485
1|2|21|83254||5|96147||2014-03-28|1485
2|2|21|83254||16|96147||2014-03-28|1485
1|2|21|56055||14|66726||2014-03-28|1485
2|2|21|56055||10|66726||2014-03-28|1485
1|2|21|95405||19|85944||2014-03-28|1485
2|2|21|95405||16|85944||2014-03-28|1485
1|3|21|65723||18|58585||2014-03-28|1485
2|3|20|65723||22|58585||2014-03-28|1485
3|3|21|65723||15|58585||2014-03-28|1485
1|3|24|86887||22|78942||2014-03-28|1485
2|3|11|86887||21|78942||2014-03-28|1485
3|3|21|86887||17|78942||2014-03-28|1485
1|2|21|91800||14|61537||2014-03-28|1485
2|2|21|91800||11|61537||2014-03-28|1485
1|2|21|63081||10|72137||2014-03-28|1485
2|2|21|63081||14|72137||2014-03-28|1485
1|2|21|65554||9|63765||2014-03-28|1485
2|2|21|65554||10|63765||2014-03-28|1485
1|2|21|73433||19|78342||2014-03-28|1485
2|2|22|73433||20|78342||2014-03-28|1485
1|3|14|98798||21|94486||2014-03-28|1485
2|3|21|98798||17|94486||2014-03-28|1485
3|3|21|98798||17|94486||2014-03-28|1485
1|2|21|72478||18|61771||2014-03-28|1485
2|2|22|72478||20|61771||2014-03-28|1485
1|2|21|70199||11|56762||2014-03-28|1485
2|2|21|70199||10|56762||2014-03-28|1485
1|2|21|61916||18|73326||2014-03-28|1485
2|2|21|61916||6|73326||2014-03-28|1485
1|2|21|91381||12|83597||2014-03-28|1485
2|2|21|91381||14|83597||2014-03-28|1485
1|2|21|74218||19|92822||2014-03-28|1485
2|2|21|74218||10|92822||2014-03-28|1485
1|3|21|83669||4|63615||2014-03-28|1485
