game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|93487|90270|14|27367|70706|2014-03-06|592
2|2|22|93487|90270|20|27367|70706|2014-03-06|592
1|2|21|85224|72489|14|52800|77833|2014-03-06|592
2|2|21|85224|72489|13|52800|77833|2014-03-06|592
1|2|21|33144|93172|16|73898|57607|2014-03-06|592
2|2|21|33144|93172|16|73898|57607|2014-03-06|592
1|1|-|91800|76018|-|59332|66743|2014-03-06|592
1|2|21|69540|62947|16|73135|78475|2014-03-06|592
2|2|21|69540|62947|15|73135|78475|2014-03-06|592
1|2|21|59420||13|77646||2014-03-06|592
2|2|24|59420||22|77646||2014-03-06|592
1|2|21|72548||12|91734||2014-03-06|592
2|2|21|72548||9|91734||2014-03-06|592
1|3|21|66367|92620|14|77568|65285|2014-03-06|592
2|3|17|66367|92620|21|77568|65285|2014-03-06|592
3|3|21|66367|92620|7|77568|65285|2014-03-06|592
1|2|21|90091||9|61823||2014-03-06|592
2|2|21|90091||7|61823||2014-03-06|592
1|3|20|33374||22|78942||2014-03-06|592
2|3|21|33374||19|78942||2014-03-06|592
3|3|21|33374||18|78942||2014-03-06|592
1|2|21|95478||9|47588||2014-03-06|592
2|2|21|95478||9|47588||2014-03-06|592
1|2|21|89633||16|33144||2014-03-06|592
2|2|21|89633||18|33144||2014-03-06|592
1|2|21|54041||8|27367||2014-03-06|592
2|2|21|54041||5|27367||2014-03-06|592
1|3|21|82717||11|92572||2014-03-06|592
2|3|19|82717||21|92572||2014-03-06|592
3|3|21|82717||18|92572||2014-03-06|592
1|2|21|80036||12|98364||2014-03-06|592
2|2|21|80036||16|98364||2014-03-06|592
1|2|21|94538||13|73433||2014-03-06|592
2|2|21|94538||14|73433||2014-03-06|592
1|2|21|78464||13|80397||2014-03-06|592
2|2|22|78464||20|80397||2014-03-06|592
1|2|21|94838||13|64631||2014-03-06|592
2|2|21|94838||16|64631||2014-03-06|592
1|3|17|32326||21|67587||2014-03-06|592
2|3|21|32326||8|67587||2014-03-06|592
