game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|86887||15|83597||2014-02-21|1941
2|2|21|86887||11|83597||2014-02-21|1941
1|2|21|68845||12|58301||2014-02-21|1941
2|2|21|68845||15|58301||2014-02-21|1941
1|1|-|90091||-|67497||2014-02-21|1941
1|3|21|71221||12|88613||2014-02-21|1941
2|3|17|71221||21|88613||2014-02-21|1941
3|3|21|71221||18|88613||2014-02-21|1941
1|2|21|66617||10|74910||2014-02-21|1941
2|2|21|66617||13|74910||2014-02-21|1941
1|2|21|71551||9|69842||2014-02-21|1941
2|2|21|71551||10|69842||2014-02-21|1941
1|3|21|68990||17|59332||2014-02-21|1941
2|3|15|68990||21|59332||2014-02-21|1941
3|3|21|68990||19|59332||2014-02-21|1941
1|2|21|89124||17|73429||2014-02-21|1941
2|2|21|89124||13|73429||2014-02-21|1941
1|2|21|92522||13|95405||2014-02-21|1941
2|2|21|92522||19|95405||2014-02-21|1941
1|2|26|94486||24|99081||2014-02-21|1941
2|2|21|94486||10|99081||2014-02-21|1941
1|2|21|99253||15|99289||2014-02-21|1941
2|2|21|99253||17|99289||2014-02-21|1941
1|1|-|62119||-|93157||2014-02-21|1941
1|2|21|78942||11|85532||2014-02-21|1941
2|2|21|78942||14|85532||2014-02-21|1941
1|2|21|58165||14|75607||2014-02-21|1941
2|2|22|58165||20|75607||2014-02-21|1941
1|2|21|83966||5|92048||2014-02-21|1941
2|2|21|83966||5|92048||2014-02-21|1941
1|3|12|55692||21|58585||2014-02-21|1941
2|3|21|55692||12|58585||2014-02-21|1941
3|3|22|55692||20|58585||2014-02-21|1941
1|2|21|91800||6|74179||2014-02-21|1941
2|2|21|91800||10|74179||2014-02-21|1941
1|2|21|65554||8|64462||2014-02-21|1941
2|2|21|65554||19|64462||2014-02-21|1941
1|2|21|92572||13|73135||2014-02-21|1941
2|2|24|92572||22|73135||2014-02-21|1941
1|2|21|75634||19|64631||2014-02-21|1941
2|2|21|75634||10|64631||2014-02-21|1941
1|2|21|61628||16|98725||2014-02-21|1941
