game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|1|-|97647|65536|-|67891|94750|2018-11-22|3347
1|2|22|88813|58726|20|57460|78008|2018-11-22|3347
2|2|21|88813|58726|17|57460|78008|2018-11-22|3347
1|2|21|56098||13|79729||2018-11-22|3347
2|2|21|56098||6|79729||2018-11-22|3347
1|2|21|60632||14|96187||2018-11-22|3347
2|2|21|60632||15|96187||2018-11-22|3347
1|2|21|60021||16|56566||2018-11-22|3347
2|2|21|60021||19|56566||2018-11-22|3347
1|2|21|68437||18|63153||2018-11-22|3347
2|2|22|68437||20|63153||2018-11-22|3347
1|2|21|88516||12|90606||2018-11-22|3347
2|2|21|88516||4|90606||2018-11-22|3347
1|2|21|92555||6|89036||2018-11-22|3347
2|2|21|92555||7|89036||2018-11-22|3347
1|3|16|56450||21|94008||2018-11-22|3347
2|3|21|56450||14|94008||2018-11-22|3347
3|3|21|56450||18|94008||2018-11-22|3347
1|2|21|73269||14|85453||2018-11-22|3347
2|2|21|73269||12|85453||2018-11-22|3347
1|2|21|95779||16|94750||2018-11-22|3347
2|2|21|95779||19|94750||2018-11-22|3347
1|2|21|90812||12|64649||2018-11-22|3347
2|2|21|90812||13|64649||2018-11-22|3347
1|2|21|60707||19|95484||2018-11-22|3347
2|2|21|60707||9|95484||2018-11-22|3347
1|2|21|79832||10|75392||2018-11-22|3347
2|2|21|79832||7|75392||2018-11-22|3347
1|1|-|63113||-|74912||2018-11-22|3347
1|1|-|88371|56566|-|62652|62041|2018-11-22|3347
1|3|17|57588||21|99461||2018-11-22|3347
2|3|21|57588||15|99461||2018-11-22|3347
3|3|21|57588||13|99461||2018-11-22|3347
1|2|21|88813|58726|15|57421|90606|2018-11-22|3347
2|2|21|88813|58726|18|57421|90606|2018-11-22|3347
1|1|-|76000|68437|-|96187|74338|2018-11-22|3347
1|2|21|97647|65536|12|86835|79729|2018-11-22|3347
2|2|21|97647|65536|7|86835|79729|2018-11-22|3347
1|3|12|79298||21|93574||2018-11-22|3347
2|3|21|79298||15|93574||2018-11-22|3347
3|3|21|79298||17|93574||2018-11-22|3347
1|2|21|64670||10|62851||2018-11-22|3347
2|2|21|64670||9|62851||2018-11-22|3347
1|1|-|60035||-|60707||2018-11-22|3347
1|1|-|72044||-|88065||2018-11-22|3347
1|2|21|79832||9|63113||2018-11-22|3347
2|2|21|79832||13|63113||2018-11-22|3347
1|2|21|65359||6|97647||2018-11-22|3347
2|2|21|65359||15|97647||2018-11-22|3347
1|2|21|62891||12|58726||2018-11-22|3347
2|2|21|62891||8|58726||2018-11-22|3347
1|1|-|62041||-|70348||2018-11-22|3347
1|2|21|37669||9|91710||2018-11-22|3347
2|2|21|37669||6|91710||2018-11-22|3347
1|3|21|67891||19|65649||2018-11-22|3347
2|3|23|67891||25|65649||2018-11-22|3347
3|3|21|67891||17|65649||2018-11-22|3347
1|3|21|65536||17|88371||2018-11-22|3347
2|3|18|65536||21|88371||2018-11-22|3347
3|3|21|65536||12|88371||2018-11-22|3347
1|2|21|93939||8|88813||2018-11-22|3347
2|2|21|93939||16|88813||2018-11-22|3347
1|2|21|60632||16|56098||2018-11-22|3347
2|2|21|60632||8|56098||2018-11-22|3347
1|2|21|62652||15|57421||2018-11-22|3347
2|2|21|62652||10|57421||2018-11-22|3347
1|2|21|80726||12|86835||2018-11-22|3347
2|2|21|80726||12|86835||2018-11-22|3347
1|1|-|76496||-|57588||2018-11-22|3347
1|2|21|86377||13|60021||2018-11-22|3347
2|2|21|86377||11|60021||2018-11-22|3347
1|2|21|55018||11|79298||2018-11-22|3347
2|2|21|55018||19|79298||2018-11-22|3347
1|2|21|88516||14|78008||2018-11-22|3347
2|2|21|88516||18|78008||2018-11-22|3347
1|3|21|68437||13|56450||2018-11-22|3347
2|3|16|68437||21|56450||2018-11-22|3347
3|3|21|68437||18|56450||2018-11-22|3347
1|1|-|73269||-|89584||2018-11-22|3347
1|2|21|92555||16|90812||2018-11-22|3347
2|2|21|92555||11|90812||2018-11-22|3347
1|1|-|99935||-|65359||2018-11-22|3347
1|2|21|95779||19|72044||2018-11-22|3347
2|2|21|95779||17|72044||2018-11-22|3347
1|2|22|52800||20|65536||2018-11-22|3347
2|2|24|52800||22|65536||2018-11-22|3347
1|2|21|37669||16|86567||2018-11-22|3347
2|2|21|37669||15|86567||2018-11-22|3347
1|2|21|62891||9|69579||2018-11-22|3347
2|2|21|62891||13|69579||2018-11-22|3347
1|2|21|62652||19|93939||2018-11-22|3347
2|2|22|62652||20|93939||2018-11-22|3347
1|3|21|64670||23|67891||2018-11-22|3347
2|3|21|64670||13|67891||2018-11-22|3347
3|3|21|64670||19|67891||2018-11-22|3347
1|2|21|62041||18|80726||2018-11-22|3347
2|2|21|62041||16|80726||2018-11-22|3347
1|2|21|86377||7|60632||2018-11-22|3347
2|2|21|86377||17|60632||2018-11-22|3347
1|3|21|68437||12|73269||2018-11-22|3347
2|3|15|68437||21|73269||2018-11-22|3347
3|3|24|68437||22|73269||2018-11-22|3347
1|2|21|92555||18|88516||2018-11-22|3347
2|2|21|92555||16|88516||2018-11-22|3347
1|2|21|95779||14|52800||2018-11-22|3347
2|2|21|95779||18|52800||2018-11-22|3347
1|2|21|37669||7|62041||2018-11-22|3347
2|2|21|37669||12|62041||2018-11-22|3347
1|3|21|62652||18|65359||2018-11-22|3347
2|3|19|62652||21|65359||2018-11-22|3347
3|3|23|62652||21|65359||2018-11-22|3347
1|3|21|64670||16|55018||2018-11-22|3347
2|3|19|64670||21|55018||2018-11-22|3347
3|3|21|64670||14|55018||2018-11-22|3347
1|2|21|62891||13|57588||2018-11-22|3347
2|2|21|62891||15|57588||2018-11-22|3347
1|2|21|57556|75414|15|67891|59585|2018-11-23|3347
2|2|21|57556|75414|10|67891|59585|2018-11-23|3347
1|2|21|12998|61923|10|74338|95484|2018-11-23|3347
2|2|21|12998|61923|15|74338|95484|2018-11-23|3347
1|2|21|76000|72821|8|84360|95837|2018-11-23|3347
2|2|21|76000|72821|12|84360|95837|2018-11-23|3347
1|3|17|57543|99177|21|92467|78906|2018-11-23|3347
2|3|21|57543|99177|17|92467|78906|2018-11-23|3347
3|3|22|57543|99177|20|92467|78906|2018-11-23|3347
1|2|22|71856|77904|20|72044|75392|2018-11-23|3347
2|2|21|71856|77904|16|72044|75392|2018-11-23|3347
1|3|16|78121|85127|21|89304|79832|2018-11-23|3347
2|3|21|78121|85127|16|89304|79832|2018-11-23|3347
3|3|21|78121|85127|16|89304|79832|2018-11-23|3347
1|2|21|56450|58636|19|92767|77715|2018-11-23|3347
2|2|21|56450|58636|17|92767|77715|2018-11-23|3347
1|2|21|94426||9|86377||2018-11-23|3347
2|2|21|94426||14|86377||2018-11-23|3347
1|2|21|85224||6|92555||2018-11-23|3347
2|2|21|85224||14|92555||2018-11-23|3347
1|2|21|83016||10|76496||2018-11-23|3347
2|2|21|83016||10|76496||2018-11-23|3347
1|2|21|67251||15|65554||2018-11-23|3347
2|2|21|67251||14|65554||2018-11-23|3347
1|2|21|98248||12|66431||2018-11-23|3347
2|2|21|98248||5|66431||2018-11-23|3347
1|2|21|83212||12|89584||2018-11-23|3347
2|2|21|83212||12|89584||2018-11-23|3347
1|2|21|85177||14|92003||2018-11-23|3347
2|2|21|85177||18|92003||2018-11-23|3347
1|2|21|62891||8|74074||2018-11-23|3347
2|2|21|62891||12|74074||2018-11-23|3347
1|2|21|56467||8|62652||2018-11-23|3347
2|2|21|56467||10|62652||2018-11-23|3347
1|2|21|32326||14|54314||2018-11-23|3347
2|2|21|32326||13|54314||2018-11-23|3347
1|3|14|71211||21|37669||2018-11-23|3347
2|3|21|71211||13|37669||2018-11-23|3347
3|3|21|71211||18|37669||2018-11-23|3347
1|2|21|61743||12|57460||2018-11-23|3347
2|2|21|61743||7|57460||2018-11-23|3347
1|3|13|75607||21|64670||2018-11-23|3347
2|3|21|75607||15|64670||2018-11-23|3347
3|3|23|75607||21|64670||2018-11-23|3347
1|2|21|71874||14|68437||2018-11-23|3347
2|2|21|71874||14|68437||2018-11-23|3347
1|2|21|83315||14|95779||2018-11-23|3347
