game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|3|18|83580|68061|21|70500|98935|2014-02-16|1472
2|3|21|83580|68061|19|70500|98935|2014-02-16|1472
3|3|21|83580|68061|16|70500|98935|2014-02-16|1472
1|2|21|69619||10|64298||2014-02-16|1472
2|2|21|69619||15|64298||2014-02-16|1472
1|2|21|94780||18|60649||2014-02-16|1472
2|2|21|94780||16|60649||2014-02-16|1472
1|3|16|64298|95905|21|59536|67864|2014-02-16|1472
2|3|21|64298|95905|15|59536|67864|2014-02-16|1472
3|3|21|64298|95905|16|59536|67864|2014-02-16|1472
1|2|21|83580|61986|17|83657|87012|2014-02-16|1472
2|2|21|83580|61986|17|83657|87012|2014-02-16|1472
1|3|21|97703|77195|18|75270|79052|2014-02-16|1472
2|3|13|97703|77195|21|75270|79052|2014-02-16|1472
3|3|23|97703|77195|21|75270|79052|2014-02-16|1472
1|3|21|97114||9|70257||2014-02-16|1472
2|3|17|97114||21|70257||2014-02-16|1472
3|3|21|97114||19|70257||2014-02-16|1472
1|2|21|76717||19|47646||2014-02-16|1472
2|2|21|76717||10|47646||2014-02-16|1472
1|3|21|96951|90305|13|70257|97703|2014-02-16|1472
2|3|20|96951|90305|22|70257|97703|2014-02-16|1472
3|3|26|96951|90305|24|70257|97703|2014-02-16|1472
1|2|21|75270|87726|8|83822|77195|2014-02-16|1472
2|2|21|75270|87726|10|83822|77195|2014-02-16|1472
1|2|21|59673|77856|13|72928|73705|2014-02-16|1472
2|2|21|59673|77856|2|72928|73705|2014-02-16|1472
1|2|21|98695||4|84640||2014-02-16|1472
2|2|21|98695||6|84640||2014-02-16|1472
1|2|21|95930||6|87030||2014-02-16|1472
2|2|21|95930||7|87030||2014-02-16|1472
1|2|21|65984|82249|3|84640|91917|2014-02-16|1472
2|2|21|65984|82249|8|84640|91917|2014-02-16|1472
1|2|21|83797|94125|10|72928|64474|2014-02-16|1472
2|2|21|83797|94125|9|72928|64474|2014-02-16|1472
1|2|21|85683|66162|11|72928|91917|2014-02-16|1472
2|2|21|85683|66162|13|72928|91917|2014-02-16|1472
1|2|21|92796||15|87030||2014-02-16|1472
2|2|21|92796||11|87030||2014-02-16|1472
1|2|21|87629||9|84640||2014-02-16|1472
2|2|21|87629||8|84640||2014-02-16|1472
1|2|21|88277|90768|6|72928|73705|2014-02-16|1472
2|2|21|88277|90768|12|72928|73705|2014-02-16|1472
1|2|21|80672|64966|7|84640|91917|2014-02-16|1472
2|2|21|80672|64966|16|84640|91917|2014-02-16|1472
1|2|21|83657|87012|10|85876|97769|2014-02-16|1472
2|2|21|83657|87012|10|85876|97769|2014-02-16|1472
1|2|21|82670||10|88633||2014-02-16|1472
2|2|21|82670||13|88633||2014-02-16|1472
1|2|21|67864||11|55584||2014-02-16|1472
2|2|21|67864||8|55584||2014-02-16|1472
1|2|21|98935|60980|5|88633|85876|2014-02-16|1472
2|2|21|98935|60980|14|88633|85876|2014-02-16|1472
1|2|21|59536|80988|14|55584|97769|2014-02-16|1472
2|2|21|59536|80988|14|55584|97769|2014-02-16|1472
1|2|21|97703|83822|8|60106|74979|2014-02-16|1472
2|2|21|97703|83822|7|60106|74979|2014-02-16|1472
1|2|22|92746||20|84704||2014-02-16|1472
2|2|21|92746||9|84704||2014-02-16|1472
1|2|21|83822||9|76122||2014-02-16|1472
2|2|21|83822||7|76122||2014-02-16|1472
1|2|21|94933|70257|17|65604|98757|2014-02-16|1472
