game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|1|-|79129||-|59414||2018-11-22|3408
1|2|21|56090||15|91835||2018-11-22|3408
2|2|21|56090||15|91835||2018-11-22|3408
1|2|21|94800||14|87979||2018-11-22|3408
2|2|21|94800||17|87979||2018-11-22|3408
1|2|21|58767||5|82136||2018-11-22|3408
2|2|21|58767||5|82136||2018-11-22|3408
1|3|21|67490||18|61673||2018-11-22|3408
2|3|13|67490||21|61673||2018-11-22|3408
3|3|21|67490||11|61673||2018-11-22|3408
1|3|19|76615||21|94800||2018-11-22|3408
2|3|21|76615||17|94800||2018-11-22|3408
3|3|21|76615||12|94800||2018-11-22|3408
1|3|15|56090||21|68483||2018-11-22|3408
2|3|21|56090||13|68483||2018-11-22|3408
3|3|21|56090||14|68483||2018-11-22|3408
1|2|21|82432||8|60799||2018-11-22|3408
2|2|21|82432||10|60799||2018-11-22|3408
1|2|21|66042||12|70718||2018-11-22|3408
2|2|21|66042||12|70718||2018-11-22|3408
1|2|21|69480||14|91824||2018-11-22|3408
2|2|21|69480||9|91824||2018-11-22|3408
1|3|18|95107||21|82432||2018-11-22|3408
2|3|27|95107||25|82432||2018-11-22|3408
3|3|21|95107||17|82432||2018-11-22|3408
1|2|21|78890||11|62696||2018-11-22|3408
2|2|21|78890||7|62696||2018-11-22|3408
1|2|21|56090||10|76267||2018-11-22|3408
2|2|21|56090||6|76267||2018-11-22|3408
1|3|21|67490||13|97982||2018-11-22|3408
2|3|22|67490||24|97982||2018-11-22|3408
3|3|21|67490||18|97982||2018-11-22|3408
1|1|-|58767||-|73030||2018-11-22|3408
1|2|21|72466||5|79474||2018-11-22|3408
2|2|21|72466||13|79474||2018-11-22|3408
1|2|21|98776||12|79129||2018-11-22|3408
2|2|21|98776||13|79129||2018-11-22|3408
1|2|21|60390||16|62126||2018-11-22|3408
2|2|21|60390||15|62126||2018-11-22|3408
1|1|-|61503||-|42403||2018-11-22|3408
1|2|21|69423||16|12669||2018-11-22|3408
2|2|21|69423||17|12669||2018-11-22|3408
1|2|21|82080||13|69480||2018-11-22|3408
2|2|21|82080||14|69480||2018-11-22|3408
1|3|15|71864||21|89245||2018-11-22|3408
2|3|21|71864||14|89245||2018-11-22|3408
3|3|21|71864||17|89245||2018-11-22|3408
1|1|-|74581||-|62659||2018-11-22|3408
1|1|-|51335||-|87582||2018-11-22|3408
1|3|21|59180||19|71334||2018-11-22|3408
2|3|13|59180||21|71334||2018-11-22|3408
3|3|21|59180||18|71334||2018-11-22|3408
1|2|21|66042||12|63047||2018-11-23|3408
2|2|22|66042||20|63047||2018-11-23|3408
1|2|21|55024||6|82160||2018-11-23|3408
2|2|21|55024||12|82160||2018-11-23|3408
1|2|21|77163||13|92651||2018-11-23|3408
2|2|21|77163||7|92651||2018-11-23|3408
1|2|21|62007||12|76615||2018-11-23|3408
2|2|21|62007||18|76615||2018-11-23|3408
1|2|21|81950||7|61919||2018-11-23|3408
2|2|21|81950||5|61919||2018-11-23|3408
1|2|21|95425||7|65164||2018-11-23|3408
2|2|21|95425||13|65164||2018-11-23|3408
1|3|16|58856||21|13441||2018-11-23|3408
2|3|22|58856||20|13441||2018-11-23|3408
3|3|21|58856||14|13441||2018-11-23|3408
1|2|21|73733||11|78142||2018-11-23|3408
2|2|21|73733||12|78142||2018-11-23|3408
1|2|21|99795|55024|8|78052|80682|2018-11-23|3408
2|2|21|99795|55024|10|78052|80682|2018-11-23|3408
1|2|21|78890||4|67490||2018-11-23|3408
2|2|21|78890||5|67490||2018-11-23|3408
1|2|21|72466||11|98776||2018-11-23|3408
2|2|21|72466||6|98776||2018-11-23|3408
1|2|21|95107||19|56090||2018-11-23|3408
2|2|21|95107||11|56090||2018-11-23|3408
1|2|21|82080||15|61503||2018-11-23|3408
2|2|21|82080||14|61503||2018-11-23|3408
1|3|18|60390||21|58767||2018-11-23|3408
2|3|22|60390||20|58767||2018-11-23|3408
3|3|21|60390||19|58767||2018-11-23|3408
1|2|21|77163||5|62007||2018-11-23|3408
2|2|21|77163||19|62007||2018-11-23|3408
1|2|21|55024||12|66042||2018-11-23|3408
2|2|21|55024||4|66042||2018-11-23|3408
1|2|21|95425||6|58856||2018-11-23|3408
2|2|21|95425||7|58856||2018-11-23|3408
1|2|21|35183||17|69423||2018-11-23|3408
2|2|21|35183||12|69423||2018-11-23|3408
1|2|21|51665||14|70174||2018-11-23|3408
2|2|21|51665||8|70174||2018-11-23|3408
1|2|25|71864||23|93515||2018-11-23|3408
2|2|21|71864||12|93515||2018-11-23|3408
1|3|21|69323||23|74581||2018-11-23|3408
2|3|21|69323||14|74581||2018-11-23|3408
3|3|22|69323||20|74581||2018-11-23|3408
1|3|21|73733||15|66474||2018-11-23|3408
2|3|18|73733||21|66474||2018-11-23|3408
3|3|23|73733||21|66474||2018-11-23|3408
1|2|21|51335||16|88189||2018-11-23|3408
2|2|21|51335||9|88189||2018-11-23|3408
1|2|21|58650||14|59180||2018-11-23|3408
2|2|22|58650||20|59180||2018-11-23|3408
1|2|21|81950||12|55777||2018-11-23|3408
2|2|21|81950||10|55777||2018-11-23|3408
1|2|21|78890|77163|17|58767|65164|2018-11-23|3408
2|2|21|78890|77163|12|58767|65164|2018-11-23|3408
1|2|24|97982|92651|22|62007|66042|2018-11-23|3408
2|2|21|97982|92651|18|62007|66042|2018-11-23|3408
1|2|21|95107|79474|17|82160|76267|2018-11-23|3408
2|2|21|95107|79474|19|82160|76267|2018-11-23|3408
1|1|-|62126|91835|-|82136|59414|2018-11-23|3408
1|3|19|62696|69480|21|56090|61503|2018-11-23|3408
2|3|21|62696|69480|15|56090|61503|2018-11-23|3408
3|3|21|62696|69480|10|56090|61503|2018-11-23|3408
1|2|21|99795|55024|13|98776|68483|2018-11-23|3408
2|2|21|99795|55024|9|98776|68483|2018-11-23|3408
1|3|14|13441|63047|21|91824|79129|2018-11-23|3408
2|3|21|13441|63047|8|91824|79129|2018-11-23|3408
3|3|21|13441|63047|14|91824|79129|2018-11-23|3408
1|1|-|67490|82432|-|73030|42403|2018-11-23|3408
1|1|-|55024|58650|-|58767|87582|2018-11-23|3408
1|2|21|63109|54729|8|79474|73733|2018-11-23|3408
2|2|21|63109|54729|9|79474|73733|2018-11-23|3408
1|2|21|69323|74581|11|78142|71334|2018-11-23|3408
2|2|21|69323|74581|17|78142|71334|2018-11-23|3408
1|3|19|95107|69423|21|67490|59180|2018-11-23|3408
2|3|21|95107|69423|13|67490|59180|2018-11-23|3408
3|3|21|95107|69423|11|67490|59180|2018-11-23|3408
1|2|24|60390|51335|22|69480|12669|2018-11-23|3408
2|2|21|60390|51335|15|69480|12669|2018-11-23|3408
1|2|21|65164|66474|16|63047|77852|2018-11-23|3408
2|2|21|65164|66474|16|63047|77852|2018-11-23|3408
1|2|21|66042|74581|15|92651|70174|2018-11-23|3408
2|2|21|66042|74581|17|92651|70174|2018-11-23|3408
