game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|3|21|60783||19|83131||2014-01-16|1463
2|3|22|60783||24|83131||2014-01-16|1463
3|3|25|60783||23|83131||2014-01-16|1463
1|2|21|76973||14|42726||2014-01-16|1463
2|2|21|76973||10|42726||2014-01-16|1463
1|1|-|62470||-|88335||2014-01-16|1463
1|2|21|81860||5|69331||2014-01-16|1463
2|2|21|81860||9|69331||2014-01-16|1463
1|3|17|1453||21|88856||2014-01-16|1463
2|3|21|1453||15|88856||2014-01-16|1463
3|3|21|1453||12|88856||2014-01-16|1463
1|2|21|67084||16|80540||2014-01-16|1463
2|2|21|67084||15|80540||2014-01-16|1463
1|2|21|92691||9|81470||2014-01-16|1463
2|2|21|92691||7|81470||2014-01-16|1463
1|3|16|76624|89637|21|15160|86246|2014-01-16|1463
2|3|21|76624|89637|18|15160|86246|2014-01-16|1463
3|3|21|76624|89637|18|15160|86246|2014-01-16|1463
1|2|21|62470||12|48962||2014-01-16|1463
2|2|21|62470||15|48962||2014-01-16|1463
1|2|21|92655||12|86551||2014-01-16|1463
2|2|21|92655||12|86551||2014-01-16|1463
1|2|21|76972||15|56406||2014-01-16|1463
2|2|21|76972||17|56406||2014-01-16|1463
1|3|17|79281|94045|21|3094|67151|2014-01-16|1463
2|3|21|79281|94045|16|3094|67151|2014-01-16|1463
3|3|21|79281|94045|15|3094|67151|2014-01-16|1463
1|2|21|79056||10|31914||2014-01-16|1463
2|2|21|79056||9|31914||2014-01-16|1463
1|2|21|92655||13|85430||2014-01-16|1463
2|2|22|92655||20|85430||2014-01-16|1463
1|3|21|37669||17|76973||2014-01-16|1463
2|3|12|37669||21|76973||2014-01-16|1463
3|3|21|37669||17|76973||2014-01-16|1463
1|2|21|78243||11|60783||2014-01-16|1463
2|2|21|78243||3|60783||2014-01-16|1463
1|2|21|92294|76031|18|52743|67776|2014-01-16|1463
2|2|21|92294|76031|18|52743|67776|2014-01-16|1463
1|3|14|50324|61184|21|94817|68480|2014-01-17|1463
2|3|25|50324|61184|23|94817|68480|2014-01-17|1463
3|3|21|50324|61184|12|94817|68480|2014-01-17|1463
1|3|21|13835|81907|10|4253|53383|2014-01-17|1463
2|3|12|13835|81907|21|4253|53383|2014-01-17|1463
3|3|21|13835|81907|16|4253|53383|2014-01-17|1463
1|3|21|42705||16|51682||2014-01-17|1463
2|3|14|42705||21|51682||2014-01-17|1463
3|3|21|42705||13|51682||2014-01-17|1463
1|3|21|83122||13|55099||2014-01-17|1463
2|3|18|83122||21|55099||2014-01-17|1463
3|3|21|83122||18|55099||2014-01-17|1463
1|2|21|69707||9|50595||2014-01-17|1463
2|2|21|69707||16|50595||2014-01-17|1463
1|3|15|33989||21|64551||2014-01-17|1463
2|3|21|33989||11|64551||2014-01-17|1463
3|3|21|33989||17|64551||2014-01-17|1463
1|2|21|50331||14|93419||2014-01-17|1463
2|2|21|50331||11|93419||2014-01-17|1463
1|2|21|88130|50324|12|77919|60783|2014-01-17|1463
2|2|21|88130|50324|14|77919|60783|2014-01-17|1463
1|2|21|13835|9238|14|92294|76031|2014-01-17|1463
2|2|23|13835|9238|21|92294|76031|2014-01-17|1463
1|2|21|8558|75083|16|92691|54068|2014-01-17|1463
2|2|21|8558|75083|15|92691|54068|2014-01-17|1463
1|3|13|88679||21|42705||2014-01-17|1463
2|3|21|88679||15|42705||2014-01-17|1463
