game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|67211||7|82478||2014-02-12|1469
2|2|21|67211||6|82478||2014-02-12|1469
1|2|21|66618||14|87411||2014-02-12|1469
2|2|21|66618||11|87411||2014-02-12|1469
1|2|21|89199||13|67710||2014-02-12|1469
2|2|21|89199||10|67710||2014-02-12|1469
1|2|21|20295||6|97933||2014-02-12|1469
2|2|21|20295||7|97933||2014-02-12|1469
1|2|21|76417||12|96881||2014-02-12|1469
2|2|21|76417||14|96881||2014-02-12|1469
1|2|21|99445||2|92697||2014-02-12|1469
2|2|21|99445||5|92697||2014-02-12|1469
1|2|21|90603||6|79791||2014-02-12|1469
2|2|21|90603||4|79791||2014-02-12|1469
1|2|21|51575||8|70144||2014-02-12|1469
2|2|21|51575||9|70144||2014-02-12|1469
1|2|21|92217||2|80268||2014-02-12|1469
2|2|21|92217||5|80268||2014-02-12|1469
1|2|21|64389||7|77367||2014-02-12|1469
2|2|21|64389||5|77367||2014-02-12|1469
1|2|21|72215||4|87440||2014-02-12|1469
2|2|21|72215||13|87440||2014-02-12|1469
1|2|21|78105||11|86710||2014-02-12|1469
2|2|21|78105||14|86710||2014-02-12|1469
1|2|21|55835||12|80955||2014-02-12|1469
2|2|21|55835||9|80955||2014-02-12|1469
1|2|21|67211||15|77510||2014-02-12|1469
2|2|21|67211||16|77510||2014-02-12|1469
1|2|21|69142||11|54920||2014-02-12|1469
2|2|21|69142||13|54920||2014-02-12|1469
1|2|21|57665||7|76111||2014-02-12|1469
2|2|21|57665||2|76111||2014-02-12|1469
1|2|21|89581||5|97202||2014-02-12|1469
2|2|21|89581||4|97202||2014-02-12|1469
1|2|21|73559||10|13882||2014-02-12|1469
2|2|21|73559||16|13882||2014-02-12|1469
1|2|21|20295||2|67541||2014-02-12|1469
2|2|21|20295||8|67541||2014-02-12|1469
1|2|21|70877||4|56218||2014-02-12|1469
2|2|21|70877||10|56218||2014-02-12|1469
1|2|21|52615||12|55593||2014-02-12|1469
2|2|21|52615||9|55593||2014-02-12|1469
1|3|22|97449||24|24000||2014-02-12|1469
2|3|21|97449||17|24000||2014-02-12|1469
3|3|21|97449||19|24000||2014-02-12|1469
1|2|21|77881||11|80833||2014-02-12|1469
2|2|21|77881||6|80833||2014-02-12|1469
1|2|21|58754||11|71036||2014-02-12|1469
2|2|21|58754||11|71036||2014-02-12|1469
1|2|21|56381||4|97790||2014-02-12|1469
2|2|21|56381||7|97790||2014-02-12|1469
1|2|21|74426||5|77580||2014-02-12|1469
2|2|21|74426||5|77580||2014-02-12|1469
1|2|21|82379||12|90987||2014-02-12|1469
2|2|21|82379||12|90987||2014-02-12|1469
1|2|21|68997||8|71964||2014-02-12|1469
2|2|21|68997||8|71964||2014-02-12|1469
1|2|21|91611||0|96994||2014-02-12|1469
2|2|21|91611||4|96994||2014-02-12|1469
1|2|21|61301||16|53517||2014-02-12|1469
2|2|21|61301||18|53517||2014-02-12|1469
1|3|10|75903||21|69142||2014-02-12|1469
2|3|21|75903||16|69142||2014-02-12|1469
3|3|21|75903||19|69142||2014-02-12|1469
1|2|21|64877||5|59020||2014-02-12|1469
2|2|21|64877||12|59020||2014-02-12|1469
1|1|-|38708||-|95530||2014-02-12|1469
1|1|-|88368||-|64688||2014-02-12|1469
1|2|21|14741||9|26259||2014-02-12|1469
2|2|21|14741||11|26259||2014-02-12|1469
1|2|21|14739||15|66618||2014-02-12|1469
2|2|21|14739||15|66618||2014-02-12|1469
1|2|21|89199||16|99015||2014-02-12|1469
2|2|21|89199||18|99015||2014-02-12|1469
1|2|21|72215||3|71982||2014-02-12|1469
2|2|21|72215||12|71982||2014-02-12|1469
1|2|21|18911||19|76417||2014-02-12|1469
2|2|21|18911||17|76417||2014-02-12|1469
1|2|21|86104||13|55835||2014-02-12|1469
2|2|21|86104||13|55835||2014-02-12|1469
1|2|21|67202||13|58754||2014-02-12|1469
2|2|22|67202||20|58754||2014-02-12|1469
1|2|21|97449||8|81307||2014-02-12|1469
2|2|21|97449||10|81307||2014-02-12|1469
1|2|21|64561||16|56381||2014-02-12|1469
2|2|21|64561||13|56381||2014-02-12|1469
1|2|21|77881||15|79496||2014-02-12|1469
2|2|21|77881||12|79496||2014-02-12|1469
1|1|-|53517|57325|-|26259|95530|2014-02-12|1469
1|2|21|90603||11|454||2014-02-12|1469
2|2|21|90603||17|454||2014-02-12|1469
1|2|21|89001||8|52615||2014-02-12|1469
2|2|21|89001||8|52615||2014-02-12|1469
1|2|21|52666||10|78105||2014-02-12|1469
2|2|21|52666||15|78105||2014-02-12|1469
1|2|21|72215|61301|16|76417|54920|2014-02-12|1469
2|2|21|72215|61301|11|76417|54920|2014-02-12|1469
1|2|21|80176||13|70877||2014-02-12|1469
2|2|21|80176||10|70877||2014-02-12|1469
1|3|16|77580|13882|21|80268|70144|2014-02-12|1469
2|3|21|77580|13882|16|80268|70144|2014-02-12|1469
3|3|21|77580|13882|16|80268|70144|2014-02-12|1469
1|2|21|86104|92217|3|82478|92697|2014-02-12|1469
2|2|21|86104|92217|11|82478|92697|2014-02-12|1469
1|3|18|88652||21|82379||2014-02-12|1469
2|3|21|88652||15|82379||2014-02-12|1469
3|3|21|88652||15|82379||2014-02-12|1469
1|2|21|18911||14|72215||2014-02-13|1469
2|2|21|18911||14|72215||2014-02-13|1469
1|2|21|52666||12|90603||2014-02-13|1469
2|2|21|52666||11|90603||2014-02-13|1469
1|2|21|86104||18|67211||2014-02-13|1469
2|2|21|86104||14|67211||2014-02-13|1469
1|2|21|14739||9|89199||2014-02-13|1469
2|2|21|14739||7|89199||2014-02-13|1469
1|2|21|89001||15|77881||2014-02-13|1469
2|2|21|89001||12|77881||2014-02-13|1469
1|3|21|20295||14|80176||2014-02-13|1469
2|3|17|20295||21|80176||2014-02-13|1469
3|3|21|20295||19|80176||2014-02-13|1469
1|3|4|88652||21|64561||2014-02-13|1469
2|3|21|88652||19|64561||2014-02-13|1469
3|3|21|88652||16|64561||2014-02-13|1469
1|2|21|67202||8|97449||2014-02-13|1469
2|2|21|67202||12|97449||2014-02-13|1469
1|2|21|74426||15|51575||2014-02-13|1469
2|2|21|74426||10|51575||2014-02-13|1469
1|2|21|14741||11|99445||2014-02-13|1469
