game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|85790||10|64680||2014-03-25|1481
2|2|21|85790||6|64680||2014-03-25|1481
1|2|21|64155||17|84242||2014-03-25|1481
2|2|21|64155||17|84242||2014-03-25|1481
1|2|23|76618||21|85310||2014-03-25|1481
2|2|21|76618||17|85310||2014-03-25|1481
1|2|21|77413||15|97720||2014-03-25|1481
2|2|21|77413||18|97720||2014-03-25|1481
1|1|-|96713||-|85579||2014-03-25|1481
1|2|21|71023||13|70093||2014-03-25|1481
2|2|21|71023||9|70093||2014-03-25|1481
1|2|21|80705||18|99445||2014-03-25|1481
2|2|21|80705||7|99445||2014-03-25|1481
1|3|14|67996||21|57798||2014-03-25|1481
2|3|21|67996||15|57798||2014-03-25|1481
3|3|21|67996||18|57798||2014-03-25|1481
1|2|24|67856||22|93338||2014-03-25|1481
2|2|23|67856||21|93338||2014-03-25|1481
1|2|21|14864||13|56375||2014-03-25|1481
2|2|21|14864||12|56375||2014-03-25|1481
1|2|21|47646||11|43861||2014-03-25|1481
2|2|21|47646||8|43861||2014-03-25|1481
1|2|21|62867||14|94519||2014-03-25|1481
2|2|21|62867||15|94519||2014-03-25|1481
1|2|21|66920|54662|11|53773|52701|2014-03-25|1481
2|2|21|66920|54662|18|53773|52701|2014-03-25|1481
1|2|21|57234|98302|10|76356|93465|2014-03-25|1481
2|2|21|57234|98302|11|76356|93465|2014-03-25|1481
1|2|21|71913|59709|15|78162|53035|2014-03-25|1481
2|2|21|71913|59709|5|78162|53035|2014-03-25|1481
1|2|21|73443|51183|11|96229|12377|2014-03-25|1481
2|2|21|73443|51183|14|96229|12377|2014-03-25|1481
1|2|21|95748|11401|14|11701|76457|2014-03-25|1481
2|2|21|95748|11401|16|11701|76457|2014-03-25|1481
1|2|21|97652|95889|12|53029|78600|2014-03-25|1481
2|2|21|97652|95889|17|53029|78600|2014-03-25|1481
1|2|21|47388|95396|12|78917|84242|2014-03-25|1481
2|2|21|47388|95396|17|78917|84242|2014-03-25|1481
1|2|21|99452|87444|7|96826|95952|2014-03-25|1481
2|2|21|99452|87444|5|96826|95952|2014-03-25|1481
1|2|21|78600||9|84465||2014-03-25|1481
2|2|21|78600||12|84465||2014-03-25|1481
1|2|21|85790||10|78409||2014-03-25|1481
2|2|21|85790||8|78409||2014-03-25|1481
1|2|21|95952||8|76457||2014-03-25|1481
2|2|21|95952||13|76457||2014-03-25|1481
1|3|19|66920|54662|21|71913|59709|2014-03-25|1481
2|3|21|66920|54662|17|71913|59709|2014-03-25|1481
3|3|24|66920|54662|22|71913|59709|2014-03-25|1481
1|2|21|76618||8|80601||2014-03-25|1481
2|2|21|76618||5|80601||2014-03-25|1481
1|2|21|78059||18|64155||2014-03-25|1481
2|2|21|78059||16|64155||2014-03-25|1481
1|2|21|73773||17|96826||2014-03-25|1481
2|2|21|73773||14|96826||2014-03-25|1481
1|2|21|99452|93929|18|51183|84222|2014-03-25|1481
2|2|21|99452|93929|8|51183|84222|2014-03-25|1481
1|3|18|93465||21|94898||2014-03-25|1481
2|3|21|93465||6|94898||2014-03-25|1481
3|3|21|93465||6|94898||2014-03-25|1481
1|2|21|77413||10|58566||2014-03-25|1481
2|2|21|77413||16|58566||2014-03-25|1481
1|2|21|71023||15|67996||2014-03-25|1481
2|2|21|71023||10|67996||2014-03-25|1481
1|2|21|59709|89076|19|76033|80705|2014-03-25|1481
2|2|21|59709|89076|16|76033|80705|2014-03-25|1481
1|2|21|67699|67017|15|82164|78872|2014-03-25|1481
2|2|21|67699|67017|17|82164|78872|2014-03-25|1481
1|2|21|53142|47007|15|96645|15509|2014-03-25|1481
2|2|21|53142|47007|9|96645|15509|2014-03-25|1481
1|3|21|95748|11401|15|47388|95396|2014-03-25|1481
2|3|17|95748|11401|21|47388|95396|2014-03-25|1481
3|3|21|95748|11401|13|47388|95396|2014-03-25|1481
1|2|21|47646||14|14864||2014-03-25|1481
2|2|21|47646||15|14864||2014-03-25|1481
1|2|21|62867||17|67856||2014-03-25|1481
2|2|21|62867||13|67856||2014-03-25|1481
1|3|10|73443|51183|21|57234|98302|2014-03-25|1481
2|3|21|73443|51183|13|57234|98302|2014-03-25|1481
3|3|21|73443|51183|8|57234|98302|2014-03-25|1481
1|2|21|96713||10|80705||2014-03-25|1481
2|2|21|96713||9|80705||2014-03-25|1481
1|2|21|99452|87444|15|97652|95889|2014-03-25|1481
2|2|21|99452|87444|11|97652|95889|2014-03-25|1481
1|2|21|58963||17|67100||2014-03-26|1481
2|2|21|58963||17|67100||2014-03-26|1481
1|3|23|96713||21|47646||2014-03-26|1481
2|3|18|96713||21|47646||2014-03-26|1481
3|3|21|96713||13|47646||2014-03-26|1481
1|2|21|66974||14|54698||2014-03-26|1481
2|2|21|66974||9|54698||2014-03-26|1481
1|2|21|43256||8|62867||2014-03-26|1481
2|2|21|43256||15|62867||2014-03-26|1481
1|3|14|74561||21|48714||2014-03-26|1481
2|3|21|74561||15|48714||2014-03-26|1481
3|3|21|74561||15|48714||2014-03-26|1481
