game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|23|89916|4425|21|52281|53833|2014-03-04|1942
2|2|21|89916|4425|16|52281|53833|2014-03-04|1942
1|2|21|52958|51436|10|30494|90541|2014-03-04|1942
2|2|21|52958|51436|18|30494|90541|2014-03-04|1942
1|3|19|15453||21|83122||2014-03-04|1942
2|3|23|15453||21|83122||2014-03-04|1942
3|3|25|15453||23|83122||2014-03-04|1942
1|3|15|29622|56168|21|93750|55486|2014-03-04|1942
2|3|21|29622|56168|18|93750|55486|2014-03-04|1942
3|3|22|29622|56168|20|93750|55486|2014-03-04|1942
1|3|21|52701||15|74872||2014-03-04|1942
2|3|18|52701||21|74872||2014-03-04|1942
3|3|21|52701||13|74872||2014-03-04|1942
1|2|28|53613|86722|26|88130|50324|2014-03-04|1942
2|2|21|53613|86722|12|88130|50324|2014-03-04|1942
1|2|23|34240||21|67069||2014-03-04|1942
2|2|21|34240||17|67069||2014-03-04|1942
1|3|18|52738||21|51598||2014-03-04|1942
2|3|21|52738||13|51598||2014-03-04|1942
3|3|21|52738||19|51598||2014-03-04|1942
1|2|21|64933||18|53054||2014-03-04|1942
2|2|21|64933||18|53054||2014-03-04|1942
1|3|14|95281|86088|21|50884|49765|2014-03-04|1942
2|3|21|95281|86088|15|50884|49765|2014-03-04|1942
3|3|21|95281|86088|17|50884|49765|2014-03-04|1942
1|2|21|52701||19|52738||2014-03-04|1942
2|2|10|52701||7|52738||2014-03-04|1942
1|3|13|89666||21|78605||2014-03-04|1942
2|3|21|89666||17|78605||2014-03-04|1942
3|3|21|89666||11|78605||2014-03-04|1942
1|3|21|54361|55874|8|98052|61184|2014-03-05|1942
2|3|13|54361|55874|21|98052|61184|2014-03-05|1942
3|3|21|54361|55874|15|98052|61184|2014-03-05|1942
1|2|21|51620|95281|11|12459|12870|2014-03-05|1942
2|2|21|51620|95281|19|12459|12870|2014-03-05|1942
1|3|14|63707||21|53944||2014-03-05|1942
2|3|21|63707||19|53944||2014-03-05|1942
3|3|21|63707||17|53944||2014-03-05|1942
1|2|21|54267|14727|12|53142|47007|2014-03-05|1942
2|2|21|54267|14727|5|53142|47007|2014-03-05|1942
1|3|18|70333|54413|21|67442|96645|2014-03-05|1942
2|3|21|70333|54413|13|67442|96645|2014-03-05|1942
3|3|22|70333|54413|20|67442|96645|2014-03-05|1942
