game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|29498||5|88488||2014-04-09|1489
2|2|21|29498||12|88488||2014-04-09|1489
1|2|21|54897||10|67260||2014-04-09|1489
2|2|21|54897||13|67260||2014-04-09|1489
1|2|21|13310||18|85781||2014-04-09|1489
2|2|21|13310||10|85781||2014-04-09|1489
1|2|21|69570||16|82314||2014-04-09|1489
2|2|21|69570||7|82314||2014-04-09|1489
1|2|22|25322||20|92346||2014-04-09|1489
2|2|21|25322||11|92346||2014-04-09|1489
1|1|-|66806||-|94672||2014-04-09|1489
1|2|21|80691||19|38221||2014-04-09|1489
2|2|21|80691||15|38221||2014-04-09|1489
1|1|-|61257||-|71570||2014-04-09|1489
1|1|-|93157||-|71784||2014-04-09|1489
1|2|21|54555|54561|8|82314|90876|2014-04-09|1489
2|2|21|54555|54561|7|82314|90876|2014-04-09|1489
1|3|21|29498|55137|14|91469|95819|2014-04-09|1489
2|3|22|29498|55137|24|91469|95819|2014-04-09|1489
3|3|21|29498|55137|13|91469|95819|2014-04-09|1489
1|2|21|99554||9|79258||2014-04-09|1489
2|2|21|99554||15|79258||2014-04-09|1489
1|1|-|54897||-|79454||2014-04-09|1489
1|2|21|66431|50684|6|60120|86176|2014-04-09|1489
2|2|21|66431|50684|11|60120|86176|2014-04-09|1489
1|2|21|45386||12|63816||2014-04-09|1489
2|2|21|45386||10|63816||2014-04-09|1489
1|2|21|93965||16|77631||2014-04-09|1489
2|2|21|93965||19|77631||2014-04-09|1489
1|2|21|29498||4|72129||2014-04-09|1489
2|2|21|29498||1|72129||2014-04-09|1489
1|1|-|61257|79258|-|94672|59521|2014-04-09|1489
1|2|21|96429||9|69570||2014-04-09|1489
2|2|21|96429||9|69570||2014-04-09|1489
1|1|-|13310||-|72923||2014-04-09|1489
1|1|-|25322||-|94859||2014-04-09|1489
1|2|21|80691||19|71210||2014-04-09|1489
2|2|21|80691||10|71210||2014-04-09|1489
1|2|21|87574||13|57150||2014-04-09|1489
2|2|21|87574||7|57150||2014-04-09|1489
1|2|21|66806||6|99343||2014-04-09|1489
2|2|21|66806||9|99343||2014-04-09|1489
1|1|-|54555||-|82173||2014-04-09|1489
1|2|21|60120||17|61257||2014-04-09|1489
2|2|21|60120||17|61257||2014-04-09|1489
1|3|14|66431||21|64555||2014-04-09|1489
2|3|21|66431||12|64555||2014-04-09|1489
3|3|21|66431||12|64555||2014-04-09|1489
1|2|21|75288||8|68245||2014-04-09|1489
2|2|21|75288||13|68245||2014-04-09|1489
1|3|16|14324||21|93157||2014-04-09|1489
2|3|21|14324||19|93157||2014-04-09|1489
3|3|21|14324||15|93157||2014-04-09|1489
1|2|21|29498||10|91469||2014-04-09|1489
2|2|21|29498||10|91469||2014-04-09|1489
1|2|21|96429||17|93965||2014-04-09|1489
2|2|21|96429||8|93965||2014-04-09|1489
1|2|21|54897||13|45386||2014-04-09|1489
2|2|21|54897||15|45386||2014-04-09|1489
1|2|21|13310||8|87574||2014-04-09|1489
2|2|21|13310||19|87574||2014-04-09|1489
1|3|21|25322||7|80691||2014-04-09|1489
2|3|23|25322||25|80691||2014-04-09|1489
3|3|25|25322||23|80691||2014-04-09|1489
1|3|14|14324||21|75288||2014-04-09|1489
2|3|21|14324||16|75288||2014-04-09|1489
3|3|21|14324||13|75288||2014-04-09|1489
1|2|21|54555||14|66806||2014-04-09|1489
2|2|21|54555||11|66806||2014-04-09|1489
1|2|21|66431||5|60120||2014-04-09|1489
2|2|21|66431||12|60120||2014-04-09|1489
1|1|-|98094||-|93118||2014-04-09|1489
1|2|21|56164||16|50684||2014-04-09|1489
2|2|21|56164||17|50684||2014-04-09|1489
1|1|-|36245||-|59521||2014-04-09|1489
1|2|21|51842||9|77611||2014-04-09|1489
2|2|21|51842||7|77611||2014-04-09|1489
1|2|21|67650||15|95670||2014-04-09|1489
2|2|21|67650||12|95670||2014-04-09|1489
1|2|21|55137||11|86176||2014-04-09|1489
2|2|21|55137||12|86176||2014-04-09|1489
1|2|21|14621||10|95819||2014-04-09|1489
2|2|21|14621||8|95819||2014-04-09|1489
1|2|21|99554||19|42989||2014-04-09|1489
2|2|21|99554||11|42989||2014-04-09|1489
1|1|-|54314||-|52968||2014-04-10|1489
1|3|21|86516||17|29498||2014-04-10|1489
2|3|18|86516||21|29498||2014-04-10|1489
3|3|21|86516||16|29498||2014-04-10|1489
1|2|25|46776||23|73532||2014-04-10|1489
2|2|21|46776||14|73532||2014-04-10|1489
1|2|21|15591||16|14324||2014-04-10|1489
2|2|21|15591||8|14324||2014-04-10|1489
1|2|21|52364||16|67062||2014-04-10|1489
2|2|21|52364||9|67062||2014-04-10|1489
1|2|21|52347||13|54555||2014-04-10|1489
2|2|21|52347||12|54555||2014-04-10|1489
1|3|17|10565||21|13762||2014-04-10|1489
2|3|21|10565||19|13762||2014-04-10|1489
3|3|22|10565||20|13762||2014-04-10|1489
1|2|21|52229||13|96429||2014-04-10|1489
2|2|21|52229||16|96429||2014-04-10|1489
