game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|50481|81761|19|92985|80889|2018-11-21|3168
2|2|21|50481|81761|17|92985|80889|2018-11-21|3168
1|2|21|54440|52280|17|90842|56534|2018-11-21|3168
2|2|21|54440|52280|13|90842|56534|2018-11-21|3168
1|2|21|62414|68221|16|80642|72384|2018-11-21|3168
2|2|21|62414|68221|15|80642|72384|2018-11-21|3168
1|3|22|94003|89068|24|94817|98329|2018-11-21|3168
2|3|23|94003|89068|21|94817|98329|2018-11-21|3168
3|3|21|94003|89068|17|94817|98329|2018-11-21|3168
1|3|17|66617|56958|21|63389|78795|2018-11-21|3168
2|3|21|66617|56958|15|63389|78795|2018-11-21|3168
3|3|21|66617|56958|15|63389|78795|2018-11-21|3168
1|3|16|76757|99217|21|60246|57206|2018-11-21|3168
2|3|21|76757|99217|11|60246|57206|2018-11-21|3168
3|3|21|76757|99217|19|60246|57206|2018-11-21|3168
1|3|21|62199|99350|9|80497|61563|2018-11-21|3168
2|3|17|62199|99350|21|80497|61563|2018-11-21|3168
3|3|21|62199|99350|14|80497|61563|2018-11-21|3168
1|2|21|79109||15|98331||2018-11-21|3168
2|2|21|79109||12|98331||2018-11-21|3168
1|2|21|61916||3|81445||2018-11-21|3168
2|2|21|61916||8|81445||2018-11-21|3168
1|2|21|58631||18|85213||2018-11-21|3168
2|2|21|58631||17|85213||2018-11-21|3168
1|2|21|29622|58180|3|70175|55493|2018-11-21|3168
2|2|21|29622|58180|13|70175|55493|2018-11-21|3168
1|2|21|87724|65364|16|85292|73277|2018-11-21|3168
2|2|21|87724|65364|13|85292|73277|2018-11-21|3168
1|3|21|61771||10|91901||2018-11-21|3168
2|3|18|61771||21|91901||2018-11-21|3168
3|3|21|61771||17|91901||2018-11-21|3168
1|3|21|44932||18|69685||2018-11-21|3168
2|3|15|44932||21|69685||2018-11-21|3168
3|3|21|44932||13|69685||2018-11-21|3168
1|2|21|99908||15|59650||2018-11-21|3168
2|2|21|99908||14|59650||2018-11-21|3168
1|2|21|66617|56958|8|50481|81761|2018-11-21|3168
2|2|21|66617|56958|10|50481|81761|2018-11-21|3168
1|2|21|54440|52280|15|62414|68221|2018-11-21|3168
2|2|21|54440|52280|16|62414|68221|2018-11-21|3168
1|2|21|93539||14|69306||2018-11-21|3168
2|2|27|93539||25|69306||2018-11-21|3168
1|2|21|72885||19|83568||2018-11-21|3168
2|2|27|72885||25|83568||2018-11-21|3168
1|2|21|79109||10|58631||2018-11-21|3168
2|2|21|79109||14|58631||2018-11-21|3168
1|2|21|77042||6|66193||2018-11-21|3168
2|2|21|77042||10|66193||2018-11-21|3168
1|2|21|94003|89068|15|62199|99350|2018-11-21|3168
2|2|21|94003|89068|15|62199|99350|2018-11-21|3168
1|2|21|70028||3|87085||2018-11-21|3168
2|2|21|70028||4|87085||2018-11-21|3168
1|2|21|76757|99217|7|57927|85972|2018-11-21|3168
2|2|21|76757|99217|11|57927|85972|2018-11-21|3168
1|2|21|29622|58180|13|87724|65364|2018-11-21|3168
2|2|21|29622|58180|11|87724|65364|2018-11-21|3168
1|2|21|83865||3|95709||2018-11-21|3168
2|2|21|83865||5|95709||2018-11-21|3168
1|2|23|44932||21|61771||2018-11-21|3168
2|2|21|44932||17|61771||2018-11-21|3168
1|3|21|99908||17|61916||2018-11-21|3168
2|3|17|99908||21|61916||2018-11-21|3168
3|3|22|99908||20|61916||2018-11-21|3168
1|3|19|97959||21|71797||2018-11-21|3168
2|3|21|97959||11|71797||2018-11-21|3168
3|3|21|97959||15|71797||2018-11-21|3168
1|2|21|75763||9|78485||2018-11-21|3168
2|2|21|75763||8|78485||2018-11-21|3168
1|2|21|72885||17|93539||2018-11-21|3168
2|2|21|72885||12|93539||2018-11-21|3168
1|2|21|93386||13|60218||2018-11-21|3168
2|2|21|93386||18|60218||2018-11-21|3168
1|2|21|57304||14|85972||2018-11-21|3168
2|2|21|57304||11|85972||2018-11-21|3168
1|3|18|73274||21|66267||2018-11-21|3168
2|3|21|73274||18|66267||2018-11-21|3168
3|3|21|73274||17|66267||2018-11-21|3168
1|2|21|77042||7|70028||2018-11-21|3168
2|2|21|77042||15|70028||2018-11-21|3168
1|2|21|60130||8|90072||2018-11-21|3168
2|2|21|60130||16|90072||2018-11-21|3168
1|3|21|80497||16|76256||2018-11-21|3168
2|3|9|80497||21|76256||2018-11-21|3168
3|3|21|80497||13|76256||2018-11-21|3168
1|2|21|72346||10|80889||2018-11-21|3168
2|2|21|72346||17|80889||2018-11-21|3168
1|2|21|98373||12|57206||2018-11-21|3168
2|2|21|98373||14|57206||2018-11-21|3168
1|3|21|98804||18|75821||2018-11-21|3168
2|3|21|98804||23|75821||2018-11-21|3168
3|3|21|98804||15|75821||2018-11-21|3168
1|2|21|79753||5|56466||2018-11-21|3168
2|2|21|79753||4|56466||2018-11-21|3168
1|2|21|66615||15|87840||2018-11-21|3168
2|2|21|66615||10|87840||2018-11-21|3168
1|2|21|34899||17|60246||2018-11-21|3168
2|2|21|34899||15|60246||2018-11-21|3168
1|2|21|97959||9|83865||2018-11-21|3168
2|2|21|97959||6|83865||2018-11-21|3168
1|2|21|77717|91901|13|69360|92042|2018-11-21|3168
2|2|21|77717|91901|15|69360|92042|2018-11-21|3168
1|2|21|90072|78042|16|59661|86077|2018-11-21|3168
2|2|21|90072|78042|17|59661|86077|2018-11-21|3168
1|2|21|71272|82060|9|80642|62166|2018-11-21|3168
2|2|21|71272|82060|11|80642|62166|2018-11-21|3168
1|3|21|75763||6|93386||2018-11-21|3168
2|3|14|75763||21|93386||2018-11-21|3168
3|3|21|75763||14|93386||2018-11-21|3168
1|2|21|99535|96207|7|58189|99908|2018-11-21|3168
2|2|21|99535|96207|9|58189|99908|2018-11-21|3168
1|3|18|72346||21|98373||2018-11-21|3168
2|3|21|72346||18|98373||2018-11-21|3168
3|3|21|72346||18|98373||2018-11-21|3168
1|2|21|80819|50481|17|62711|45095|2018-11-21|3168
2|2|21|80819|50481|18|62711|45095|2018-11-21|3168
1|2|21|70331|85463|19|52808|74915|2018-11-21|3168
2|2|21|70331|85463|19|52808|74915|2018-11-21|3168
1|3|17|67894|43761|21|92470|92277|2018-11-21|3168
2|3|21|67894|43761|14|92470|92277|2018-11-21|3168
3|3|21|67894|43761|16|92470|92277|2018-11-21|3168
1|3|21|29622|78338|16|81445|58917|2018-11-21|3168
2|3|17|29622|78338|21|81445|58917|2018-11-21|3168
3|3|21|29622|78338|10|81445|58917|2018-11-21|3168
1|3|21|96451|61563|14|69036|72384|2018-11-21|3168
2|3|20|96451|61563|22|69036|72384|2018-11-21|3168
3|3|21|96451|61563|16|69036|72384|2018-11-21|3168
1|2|21|60130||16|80497||2018-11-21|3168
2|2|21|60130||12|80497||2018-11-21|3168
1|2|21|79753||17|34899||2018-11-21|3168
2|2|21|79753||18|34899||2018-11-21|3168
1|2|21|73274||13|57304||2018-11-21|3168
2|2|23|73274||21|57304||2018-11-21|3168
1|3|19|66615||21|98804||2018-11-21|3168
2|3|21|66615||11|98804||2018-11-21|3168
3|3|21|66615||16|98804||2018-11-21|3168
1|2|21|99535|96207|8|77717|91901|2018-11-21|3168
2|2|21|99535|96207|7|77717|91901|2018-11-21|3168
1|2|21|80819|50481|18|70331|85463|2018-11-21|3168
2|2|21|80819|50481|10|70331|85463|2018-11-21|3168
1|2|21|71272|82060|14|90072|78042|2018-11-21|3168
2|2|21|71272|82060|16|90072|78042|2018-11-21|3168
1|2|21|60072|74944|11|72346|68221|2018-11-21|3168
2|2|21|60072|74944|13|72346|68221|2018-11-21|3168
1|2|21|67894|43761|18|29622|78338|2018-11-21|3168
2|2|21|67894|43761|14|29622|78338|2018-11-21|3168
1|3|17|81860||21|84815||2018-11-21|3168
2|3|21|81860||16|84815||2018-11-21|3168
3|3|21|81860||15|84815||2018-11-21|3168
1|3|19|61628||21|94838||2018-11-21|3168
2|3|21|61628||19|94838||2018-11-21|3168
3|3|21|61628||16|94838||2018-11-21|3168
1|2|21|54484||13|77085||2018-11-21|3168
2|2|21|54484||10|77085||2018-11-21|3168
1|3|19|20808||21|59068||2018-11-21|3168
2|3|21|20808||13|59068||2018-11-21|3168
3|3|21|20808||15|59068||2018-11-21|3168
1|2|21|92655||14|56755||2018-11-21|3168
2|2|21|92655||14|56755||2018-11-21|3168
1|3|18|93791||21|76115||2018-11-21|3168
2|3|21|93791||13|76115||2018-11-21|3168
3|3|21|93791||14|76115||2018-11-21|3168
1|2|21|89506||14|92689||2018-11-21|3168
2|2|21|89506||10|92689||2018-11-21|3168
1|2|21|96545||17|87691||2018-11-21|3168
2|2|21|96545||13|87691||2018-11-21|3168
1|2|21|85095||15|76972||2018-11-21|3168
2|2|21|85095||14|76972||2018-11-21|3168
1|2|21|15286||13|72555||2018-11-21|3168
2|2|21|15286||17|72555||2018-11-21|3168
1|2|21|60130||19|58628||2018-11-21|3168
2|2|21|60130||15|58628||2018-11-21|3168
1|2|21|98589||16|44932||2018-11-21|3168
2|2|21|98589||14|44932||2018-11-21|3168
1|2|21|56274||9|62711||2018-11-21|3168
2|2|21|56274||9|62711||2018-11-21|3168
1|2|21|97959||17|83597||2018-11-21|3168
