game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|57924||4|99239||results|3337
2|2|21|57924||5|99239||results|3337
1|2|21|67100||14|76618||results|3337
2|2|21|67100||15|76618||results|3337
1|2|21|94780||17|90973||results|3337
2|2|21|94780||18|90973||results|3337
1|3|15|83580|64298|21|82666|85331|results|3337
2|3|21|83580|64298|19|82666|85331|results|3337
3|3|21|83580|64298|12|82666|85331|results|3337
1|2|21|14869||5|72695||results|3337
2|2|21|14869||9|72695||results|3337
1|2|21|89416||13|88523||results|3337
2|2|23|89416||21|88523||results|3337
1|2|21|77143||5|58426||results|3337
2|2|21|77143||9|58426||results|3337
1|2|23|54159|68015|21|57260|83419|results|3337
2|2|21|54159|68015|15|57260|83419|results|3337
1|3|14|54513||21|52030||results|3337
2|3|21|54513||13|52030||results|3337
3|3|21|54513||17|52030||results|3337
1|2|21|81986||7|76717||results|3337
2|2|21|81986||16|76717||results|3337
1|3|16|81657|77832|21|82871|61986|results|3337
2|3|21|81657|77832|17|82871|61986|results|3337
3|3|21|81657|77832|14|82871|61986|results|3337
1|2|21|58241|59576|7|84285|88932|results|3337
2|2|21|58241|59576|18|84285|88932|results|3337
1|2|21|64643||8|91598||results|3337
2|2|21|64643||15|91598||results|3337
1|3|24|61665||26|27588||results|3337
2|3|21|61665||12|27588||results|3337
3|3|21|61665||11|27588||results|3337
1|2|21|68681|86722|13|96699|74233|results|3337
2|2|21|68681|86722|17|96699|74233|results|3337
1|2|21|77627||14|67996||results|3337
2|2|21|77627||11|67996||results|3337
1|2|21|99472|93611|18|52931|76275|results|3337
2|2|22|99472|93611|20|52931|76275|results|3337
1|2|21|87893|95205|19|93074|55874|results|3337
2|2|0|87893|95205|0|93074|55874|results|3337
1|2|21|39276|52774|11|53131|70443|results|3337
2|2|21|39276|52774|15|53131|70443|results|3337
1|3|11|83580|30163|21|92863|30342|results|3337
2|3|22|83580|30163|20|92863|30342|results|3337
3|3|21|83580|30163|16|92863|30342|results|3337
1|3|21|54513||16|14869||results|3337
2|3|16|54513||21|14869||results|3337
3|3|21|54513||19|14869||results|3337
1|3|8|94780||21|57924||results|3337
2|3|21|94780||11|57924||results|3337
3|3|21|94780||8|57924||results|3337
1|2|21|83419|71391|9|95905|84720|results|3337
2|2|21|83419|71391|19|95905|84720|results|3337
1|3|16|89416||21|77143||results|3337
2|3|21|89416||14|77143||results|3337
3|3|21|89416||14|77143||results|3337
1|3|21|53944||7|67100||results|3337
2|3|12|53944||21|67100||results|3337
3|3|21|53944||18|67100||results|3337
1|2|23|69448|74561|21|99521|53759|results|3337
2|2|22|69448|74561|20|99521|53759|results|3337
1|3|21|72435|49765|16|96514|76717|results|3337
2|3|19|72435|49765|21|96514|76717|results|3337
3|3|21|72435|49765|14|96514|76717|results|3337
1|2|21|77689|61435|9|64188|68189|results|3337
2|2|21|77689|61435|10|64188|68189|results|3337
1|2|21|58240|79558|15|54267|66961|results|3337
2|2|21|58240|79558|9|54267|66961|results|3337
1|2|21|70333|62844|19|53142|53159|results|3337
2|2|21|70333|62844|16|53142|53159|results|3337
1|2|23|61731|67158|21|84812|63185|results|3337
2|2|21|61731|67158|16|84812|63185|results|3337
1|3|21|67903|26238|19|95761|43851|results|3337
2|3|11|67903|26238|21|95761|43851|results|3337
3|3|21|67903|26238|19|95761|43851|results|3337
1|2|21|54280|75853|14|35357|82249|results|3337
2|2|21|54280|75853|15|35357|82249|results|3337
1|2|21|92593|56352|7|22038|68480|results|3337
2|2|21|92593|56352|8|22038|68480|results|3337
1|3|21|99452|89426|16|92609|55285|results|3337
2|3|15|99452|89426|21|92609|55285|results|3337
3|3|21|99452|89426|15|92609|55285|results|3337
1|3|18|89916|82061|21|87674|87616|results|3337
2|3|21|89916|82061|15|87674|87616|results|3337
3|3|21|89916|82061|15|87674|87616|results|3337
1|3|20|67654|47007|22|68681|92339|results|3337
2|3|21|67654|47007|17|68681|92339|results|3337
3|3|21|67654|47007|18|68681|92339|results|3337
