game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|1|-|74402||-|67366||2014-02-26|1476
1|3|19|59263||21|72876||2014-02-26|1476
2|3|23|59263||21|72876||2014-02-26|1476
3|3|21|59263||14|72876||2014-02-26|1476
1|2|21|94306||15|59332||2014-02-26|1476
2|2|21|94306||13|59332||2014-02-26|1476
1|2|21|66726||8|79824||2014-02-26|1476
2|2|21|66726||17|79824||2014-02-26|1476
1|3|21|91307||19|58631||2014-02-26|1476
2|3|13|91307||21|58631||2014-02-26|1476
3|3|21|91307||18|58631||2014-02-26|1476
1|3|21|86315||12|63081||2014-02-26|1476
2|3|20|86315||22|63081||2014-02-26|1476
3|3|21|86315||5|63081||2014-02-26|1476
1|2|21|61039||13|70508||2014-02-26|1476
2|2|21|61039||19|70508||2014-02-26|1476
1|3|12|70442||21|96695||2014-02-26|1476
2|3|21|70442||14|96695||2014-02-26|1476
3|3|21|70442||18|96695||2014-02-26|1476
1|1|-|94780||-|93858||2014-02-26|1476
1|2|22|70181||20|86254||2014-02-26|1476
2|2|21|70181||16|86254||2014-02-26|1476
1|2|21|86887||9|82444||2014-02-26|1476
2|2|21|86887||4|82444||2014-02-26|1476
1|3|16|91093||21|70146||2014-02-26|1476
2|3|21|91093||13|70146||2014-02-26|1476
3|3|21|91093||8|70146||2014-02-26|1476
1|2|21|61999||15|99484||2014-02-26|1476
2|2|21|61999||11|99484||2014-02-26|1476
1|2|21|83985||9|71551||2014-02-26|1476
2|2|21|83985||10|71551||2014-02-26|1476
1|3|21|98798||19|83966||2014-02-26|1476
2|3|9|98798||21|83966||2014-02-26|1476
3|3|21|98798||18|83966||2014-02-26|1476
1|2|21|74526||12|65857||2014-02-26|1476
2|2|21|74526||17|65857||2014-02-26|1476
1|2|22|92522||20|84313||2014-02-26|1476
2|2|22|92522||20|84313||2014-02-26|1476
1|2|21|72478||14|55692||2014-02-26|1476
2|2|21|72478||14|55692||2014-02-26|1476
1|2|21|57762||15|73966||2014-02-26|1476
2|2|21|57762||13|73966||2014-02-26|1476
1|2|21|56334||19|83697||2014-02-26|1476
2|2|21|56334||15|83697||2014-02-26|1476
1|1|-|92507||-|88451||2014-02-26|1476
1|2|21|58500||10|72929||2014-02-26|1476
2|2|21|58500||4|72929||2014-02-26|1476
1|2|21|81364||18|76978||2014-02-26|1476
2|2|21|81364||13|76978||2014-02-26|1476
1|2|24|65723||22|91223||2014-02-26|1476
2|2|21|65723||12|91223||2014-02-26|1476
1|1|-|70806||-|96600||2014-02-26|1476
1|2|21|55838||10|56340||2014-02-26|1476
2|2|23|55838||21|56340||2014-02-26|1476
1|2|21|68845||14|74289||2014-02-26|1476
