game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|1|-|87478||-|||2014-03-20|1480
1|2|21|50283||12|68617||2014-03-20|1480
2|2|21|50283||13|68617||2014-03-20|1480
1|2|21|75108||5|8394||2014-03-20|1480
2|2|21|75108||3|8394||2014-03-20|1480
1|2|21|20301||10|90422||2014-03-20|1480
2|2|21|20301||10|90422||2014-03-20|1480
1|2|21|79281||17|53377||2014-03-20|1480
2|2|21|79281||13|53377||2014-03-20|1480
1|1|-|68484||-|||2014-03-20|1480
1|2|21|84881||14|58671||2014-03-20|1480
2|2|21|84881||8|58671||2014-03-20|1480
1|1|-|72831||-|96767||2014-03-20|1480
1|3|22|92655||20|13310||2014-03-20|1480
2|3|10|92655||21|13310||2014-03-20|1480
3|3|21|92655||13|13310||2014-03-20|1480
1|1|-|56024||-|93985||2014-03-20|1480
1|1|-|94045||-|||2014-03-20|1480
1|2|21|29793||16|68442||2014-03-20|1480
2|2|21|29793||19|68442||2014-03-20|1480
1|2|21|52250||14|88843||2014-03-20|1480
2|2|21|52250||12|88843||2014-03-20|1480
1|3|21|85443||18|93033||2014-03-20|1480
2|3|12|85443||21|93033||2014-03-20|1480
3|3|21|85443||18|93033||2014-03-20|1480
1|2|21|15085||6|63042||2014-03-20|1480
2|2|21|15085||14|63042||2014-03-20|1480
1|2|21|87176|86758|10|82872|82911|2014-03-20|1480
2|2|21|87176|86758|9|82872|82911|2014-03-20|1480
1|2|21|69904|67569|13|85110|96794|2014-03-20|1480
2|2|21|69904|67569|13|85110|96794|2014-03-20|1480
1|2|21|53384|35314|15|71557|82449|2014-03-20|1480
2|2|21|53384|35314|19|71557|82449|2014-03-20|1480
1|3|16|85632||21|71210||2014-03-20|1480
2|3|21|85632||14|71210||2014-03-20|1480
3|3|21|85632||11|71210||2014-03-20|1480
1|2|21|69306||9|76853||2014-03-20|1480
2|2|21|69306||17|76853||2014-03-20|1480
1|2|21|51024||12|68610||2014-03-20|1480
2|2|21|51024||17|68610||2014-03-20|1480
1|2|21|88054||14|20067||2014-03-20|1480
2|2|21|88054||12|20067||2014-03-20|1480
1|1|-|65554||-|85472||2014-03-20|1480
1|2|21|48962||14|74325||2014-03-20|1480
2|2|21|48962||15|74325||2014-03-20|1480
1|2|21|74445||19|87215||2014-03-20|1480
2|2|21|74445||15|87215||2014-03-20|1480
1|2|21|20301||14|75108||2014-03-20|1480
2|2|21|20301||14|75108||2014-03-20|1480
1|2|21|91381||13|80607||2014-03-20|1480
2|2|21|91381||18|80607||2014-03-20|1480
1|2|23|87311||21|93386||2014-03-20|1480
2|2|21|87311||11|93386||2014-03-20|1480
1|2|21|83712||16|53981||2014-03-20|1480
2|2|21|83712||12|53981||2014-03-20|1480
1|2|21|64512||11|30038||2014-03-20|1480
2|2|21|64512||17|30038||2014-03-20|1480
1|1|-|62455||-|63008||2014-03-20|1480
1|2|21|62204||15|51815||2014-03-20|1480
2|2|21|62204||15|51815||2014-03-20|1480
1|3|16|37432||21|87933||2014-03-20|1480
2|3|21|37432||9|87933||2014-03-20|1480
3|3|21|37432||16|87933||2014-03-20|1480
1|2|21|88843|71557|17|66909|59038|2014-03-20|1480
2|2|21|88843|71557|19|66909|59038|2014-03-20|1480
1|2|24|58415|67908|22|60635|80540|2014-03-20|1480
2|2|21|58415|67908|19|60635|80540|2014-03-20|1480
1|3|16|56746|87176|21|65013|35314|2014-03-20|1480
2|3|21|56746|87176|7|65013|35314|2014-03-20|1480
3|3|21|56746|87176|18|65013|35314|2014-03-20|1480
1|2|21|95385||12|80864||2014-03-20|1480
2|2|21|95385||11|80864||2014-03-20|1480
1|3|12|80805||21|75279||2014-03-20|1480
2|3|21|80805||9|75279||2014-03-20|1480
3|3|21|80805||13|75279||2014-03-20|1480
1|2|21|67084||18|31614||2014-03-20|1480
2|2|21|67084||11|31614||2014-03-20|1480
1|2|21|66695||11|98854||2014-03-20|1480
2|2|21|66695||19|98854||2014-03-20|1480
1|3|13|7958|15373|21|75108|88304|2014-03-20|1480
2|3|21|7958|15373|19|75108|88304|2014-03-20|1480
3|3|21|7958|15373|12|75108|88304|2014-03-20|1480
1|3|21|97454|53384|10|57333|67569|2014-03-20|1480
2|3|13|97454|53384|21|57333|67569|2014-03-20|1480
3|3|21|97454|53384|13|57333|67569|2014-03-20|1480
1|2|21|72701|82449|10|68484|63639|2014-03-20|1480
2|2|21|72701|82449|16|68484|63639|2014-03-20|1480
1|2|21|31914||17|25776||2014-03-20|1480
2|2|21|31914||16|25776||2014-03-20|1480
1|2|21|81907||18|45656||2014-03-20|1480
2|2|21|81907||19|45656||2014-03-20|1480
1|3|21|87215|71873|15|65554|69904|2014-03-20|1480
2|3|12|87215|71873|21|65554|69904|2014-03-20|1480
3|3|21|87215|71873|17|65554|69904|2014-03-20|1480
1|2|21|87478|69478|18|24454|42679|2014-03-20|1480
2|2|21|87478|69478|17|24454|42679|2014-03-20|1480
1|2|21|85632|67082|9|87311|68442|2014-03-20|1480
2|2|21|85632|67082|16|87311|68442|2014-03-20|1480
1|2|21|99619||15|90786||2014-03-20|1480
2|2|21|99619||13|90786||2014-03-20|1480
1|2|21|37432|80607|14|51815|76853|2014-03-20|1480
2|2|21|37432|80607|11|51815|76853|2014-03-20|1480
1|2|21|69331|79281|13|71210|53981|2014-03-20|1480
2|2|21|69331|79281|5|71210|53981|2014-03-20|1480
1|2|21|88843|48962|12|91213|94045|2014-03-20|1480
2|2|21|88843|48962|18|91213|94045|2014-03-20|1480
1|2|21|85443|83712|18|80864|57333|2014-03-20|1480
2|2|21|85443|83712|19|80864|57333|2014-03-20|1480
1|3|21|34899||9|81794||2014-03-20|1480
2|3|16|34899||21|81794||2014-03-20|1480
3|3|21|34899||6|81794||2014-03-20|1480
1|2|21|89506|38500|12|7958|30038|2014-03-20|1480
2|2|21|89506|38500|16|7958|30038|2014-03-20|1480
1|2|25|94400||23|64028||2014-03-20|1480
2|2|21|94400||18|64028||2014-03-20|1480
1|2|21|7958||12|94114||2014-03-20|1480
2|2|21|7958||19|94114||2014-03-20|1480
1|2|21|60182||13|67569||2014-03-20|1480
2|2|21|60182||15|67569||2014-03-20|1480
1|2|21|71557||19|90576||2014-03-20|1480
2|2|21|71557||9|90576||2014-03-20|1480
1|3|21|72831||10|68484||2014-03-20|1480
2|3|19|72831||21|68484||2014-03-20|1480
3|3|21|72831||11|68484||2014-03-20|1480
1|2|21|83379||13|57891||2014-03-20|1480
2|2|21|83379||18|57891||2014-03-20|1480
1|2|21|15818|24454|15|74445|14739|2014-03-20|1480
2|2|21|15818|24454|15|74445|14739|2014-03-20|1480
1|3|21|93033|91381|18|75108|87215|2014-03-20|1480
2|3|15|93033|91381|21|75108|87215|2014-03-20|1480
3|3|21|93033|91381|15|75108|87215|2014-03-20|1480
