game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|52860||17|53773||2014-04-08|1946
2|2|21|52860||13|53773||2014-04-08|1946
1|3|21|13133||18|76356||2014-04-08|1946
2|3|10|13133||21|76356||2014-04-08|1946
3|3|21|13133||19|76356||2014-04-08|1946
1|2|21|76115||13|11701||2014-04-08|1946
2|2|21|76115||19|11701||2014-04-08|1946
1|2|21|87566||10|94898||2014-04-08|1946
2|2|21|87566||14|94898||2014-04-08|1946
1|2|21|58963||11|64155||2014-04-08|1946
2|2|21|58963||12|64155||2014-04-08|1946
1|2|21|51306||11|30924||2014-04-08|1946
2|2|21|51306||18|30924||2014-04-08|1946
1|2|21|66920|54662|16|62778|78623|2014-04-08|1946
2|2|21|66920|54662|15|62778|78623|2014-04-08|1946
1|2|21|53131||16|2111||2014-04-08|1946
2|2|21|53131||11|2111||2014-04-08|1946
1|2|21|51599||15|80800||2014-04-08|1946
2|2|21|51599||15|80800||2014-04-08|1946
1|2|21|77689|52929|14|53943|50884|2014-04-08|1946
2|2|21|77689|52929|18|53943|50884|2014-04-08|1946
1|2|21|14722|10360|18|97402|90662|2014-04-08|1946
2|2|21|14722|10360|13|97402|90662|2014-04-08|1946
1|2|22|18267|51436|20|85184|54282|2014-04-08|1946
2|2|21|18267|51436|11|85184|54282|2014-04-08|1946
1|2|21|53230|71729|11|76356|93465|2014-04-08|1946
2|2|21|53230|71729|8|76356|93465|2014-04-08|1946
1|3|23|15859|44329|21|87566|76115|2014-04-08|1946
2|3|11|15859|44329|21|87566|76115|2014-04-08|1946
3|3|21|15859|44329|18|87566|76115|2014-04-08|1946
1|2|21|53773|52701|14|94898|64155|2014-04-08|1946
2|2|21|53773|52701|13|94898|64155|2014-04-08|1946
1|2|21|54662|53796|19|52705|24370|2014-04-08|1946
2|2|21|54662|53796|8|52705|24370|2014-04-08|1946
1|2|21|52860|30924|19|58382|59062|2014-04-08|1946
2|2|21|52860|30924|14|58382|59062|2014-04-08|1946
1|2|21|66909|15826|15|11701|76457|2014-04-08|1946
2|2|21|66909|15826|13|11701|76457|2014-04-08|1946
1|2|21|70969|65865|14|62282|55288|2014-04-08|1946
2|2|21|70969|65865|11|62282|55288|2014-04-08|1946
1|3|21|99181|53788|12|96645|15509|2014-04-08|1946
2|3|10|99181|53788|21|96645|15509|2014-04-08|1946
3|3|23|99181|53788|21|96645|15509|2014-04-08|1946
1|2|21|51599||6|87566||2014-04-08|1946
2|2|24|51599||22|87566||2014-04-08|1946
1|2|21|51306||14|13133||2014-04-08|1946
2|2|21|51306||7|13133||2014-04-08|1946
1|3|21|58963||17|76115||2014-04-08|1946
2|3|19|58963||21|76115||2014-04-08|1946
3|3|21|58963||13|76115||2014-04-08|1946
1|2|21|53131||18|52860||2014-04-08|1946
2|2|21|53131||19|52860||2014-04-08|1946
1|2|22|54662|53796|20|70969|65865|2014-04-08|1946
2|2|21|54662|53796|12|70969|65865|2014-04-08|1946
1|2|21|14722|10360|5|54739|42364|2014-04-08|1946
2|2|21|14722|10360|9|54739|42364|2014-04-08|1946
1|2|21|63369||16|60223||2014-04-08|1946
2|2|21|63369||14|60223||2014-04-08|1946
1|3|14|18267|51436|21|77689|52929|2014-04-08|1946
2|3|21|18267|51436|11|77689|52929|2014-04-08|1946
3|3|21|18267|51436|12|77689|52929|2014-04-08|1946
1|3|17|99181|53788|21|89916|4425|2014-04-08|1946
2|3|21|99181|53788|11|89916|4425|2014-04-08|1946
3|3|21|99181|53788|17|89916|4425|2014-04-08|1946
1|2|21|71455||4|43861||2014-04-08|1946
2|2|21|71455||7|43861||2014-04-08|1946
