game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|1|-|64681|68451|-|92632|80918|2014-03-11|1477
1|2|21|14722|10360|19|15084|43840|2014-03-11|1477
2|2|21|14722|10360|14|15084|43840|2014-03-11|1477
1|2|21|71349|94003|17|54041|64681|2014-03-11|1477
2|2|21|71349|94003|12|54041|64681|2014-03-11|1477
1|1|-|14398||-|54151||2014-03-11|1477
1|2|21|72238|52699|18|98222|66822|2014-03-11|1477
2|2|21|72238|52699|12|98222|66822|2014-03-11|1477
1|3|19|52325||21|93627||2014-03-11|1477
2|3|21|52325||18|93627||2014-03-11|1477
3|3|21|52325||17|93627||2014-03-11|1477
1|3|21|96545||16|88065||2014-03-11|1477
2|3|16|96545||21|88065||2014-03-11|1477
3|3|21|96545||16|88065||2014-03-11|1477
1|2|21|51598||17|72238||2014-03-11|1477
2|2|21|51598||10|72238||2014-03-11|1477
1|2|21|54484||18|15084||2014-03-11|1477
2|2|21|54484||14|15084||2014-03-11|1477
1|2|21|12903||14|53043||2014-03-11|1477
2|2|21|12903||16|53043||2014-03-11|1477
1|2|21|52958|51436|12|92632|80918|2014-03-12|1477
2|2|21|52958|51436|11|92632|80918|2014-03-12|1477
1|2|21|70333|62844|14|26394|91654|2014-03-12|1477
2|2|21|70333|62844|18|26394|91654|2014-03-12|1477
1|3|21|95396|80939|17|12052|51953|2014-03-12|1477
2|3|12|95396|80939|21|12052|51953|2014-03-12|1477
3|3|21|95396|80939|12|12052|51953|2014-03-12|1477
1|3|14|51739||21|46169||2014-03-12|1477
2|3|26|51739||24|46169||2014-03-12|1477
3|3|21|51739||17|46169||2014-03-12|1477
1|2|21|48528||16|96130||2014-03-12|1477
2|2|21|48528||13|96130||2014-03-12|1477
1|2|21|64188|61525|17|56137|79194|2014-03-12|1477
2|2|22|64188|61525|20|56137|79194|2014-03-12|1477
1|2|21|42722|52958|15|54162|54159|2014-03-12|1477
2|2|21|42722|52958|13|54162|54159|2014-03-12|1477
1|2|21|59822|74945|19|88094|54785|2014-03-12|1477
2|2|25|59822|74945|23|88094|54785|2014-03-12|1477
1|2|21|92736||7|93419||2014-03-12|1477
2|2|21|92736||7|93419||2014-03-12|1477
1|3|21|98052|61184|19|50884|49765|2014-03-12|1477
2|3|13|98052|61184|21|50884|49765|2014-03-12|1477
3|3|21|98052|61184|18|50884|49765|2014-03-12|1477
1|2|21|10947|52998|19|62844|80918|2014-03-12|1477
2|2|21|10947|52998|17|62844|80918|2014-03-12|1477
1|3|21|51613||15|93496||2014-03-12|1477
2|3|19|51613||21|93496||2014-03-12|1477
3|3|21|51613||14|93496||2014-03-12|1477
1|2|21|25831||8|64933||2014-03-12|1477
2|2|21|25831||19|64933||2014-03-12|1477
1|3|19|54272|14729|21|51953|48528|2014-03-12|1477
2|3|22|54272|14729|20|51953|48528|2014-03-12|1477
3|3|21|54272|14729|11|51953|48528|2014-03-12|1477
1|2|21|54346||7|69331||2014-03-12|1477
2|2|21|54346||11|69331||2014-03-12|1477
1|2|21|70333|62844|17|54785|28492|2014-03-13|1477
2|2|21|70333|62844|12|54785|28492|2014-03-13|1477
1|2|22|10513|53759|20|28549|63168|2014-03-13|1477
2|2|21|10513|53759|17|28549|63168|2014-03-13|1477
1|2|22|53806||20|54248||2014-03-13|1477
2|2|21|53806||19|54248||2014-03-13|1477
1|2|21|92736||13|48528||2014-03-13|1477
2|2|21|92736||17|48528||2014-03-13|1477
1|3|17|25831||21|42369||2014-03-13|1477
2|3|21|25831||16|42369||2014-03-13|1477
3|3|21|25831||13|42369||2014-03-13|1477
1|3|18|23374|66493|21|64188|61525|2014-03-13|1477
2|3|21|23374|66493|17|64188|61525|2014-03-13|1477
3|3|21|23374|66493|19|64188|61525|2014-03-13|1477
1|2|21|53938||15|99925||2014-03-13|1477
2|2|21|53938||14|99925||2014-03-13|1477
1|2|21|54346||11|38500||2014-03-13|1477
2|2|21|54346||15|38500||2014-03-13|1477
1|2|21|50292|51304|9|51615|51602|2014-03-13|1477
2|2|21|50292|51304|14|51615|51602|2014-03-13|1477
1|2|21|52748||7|18998||2014-03-13|1477
2|2|21|52748||13|18998||2014-03-13|1477
1|3|18|26394|50420|21|51263|51797|2014-03-13|1477
2|3|21|26394|50420|15|51263|51797|2014-03-13|1477
3|3|21|26394|50420|17|51263|51797|2014-03-13|1477
1|2|21|52931|13189|9|42722|52958|2014-03-13|1477
2|2|21|52931|13189|18|42722|52958|2014-03-13|1477
1|2|21|14398||5|51204||2014-03-13|1477
2|2|11|14398||3|51204||2014-03-13|1477
1|3|11|67866|95396|21|44414|92980|2014-03-13|1477
2|3|21|67866|95396|11|44414|92980|2014-03-13|1477
3|3|21|67866|95396|19|44414|92980|2014-03-13|1477
1|3|13|53613|10947|21|50420|52730|2014-03-14|1477
2|3|21|53613|10947|8|50420|52730|2014-03-14|1477
3|3|21|53613|10947|13|50420|52730|2014-03-14|1477
1|2|21|12903||18|54346||2014-03-14|1477
2|2|21|12903||19|54346||2014-03-14|1477
1|3|18|61851|20296|21|16745|73982|2014-03-14|1477
2|3|21|61851|20296|19|16745|73982|2014-03-14|1477
3|3|22|61851|20296|20|16745|73982|2014-03-14|1477
1|2|21|52931|13189|18|23374|66493|2014-03-14|1477
2|2|21|52931|13189|14|23374|66493|2014-03-14|1477
1|2|21|54272|14729|16|53759|51436|2014-03-14|1477
2|2|21|54272|14729|17|53759|51436|2014-03-14|1477
1|3|21|50292|51304|11|26394|50420|2014-03-14|1477
2|3|16|50292|51304|21|26394|50420|2014-03-14|1477
3|3|21|50292|51304|5|26394|50420|2014-03-14|1477
1|2|21|54361|55874|12|52730|91654|2014-03-14|1477
2|2|22|54361|55874|20|52730|91654|2014-03-14|1477
1|3|21|70333|62844|23|89916|4425|2014-03-14|1477
2|3|21|70333|62844|14|89916|4425|2014-03-14|1477
3|3|21|70333|62844|17|89916|4425|2014-03-14|1477
1|2|21|73173||17|83064||2014-03-14|1477
2|2|21|73173||15|83064||2014-03-14|1477
1|3|21|95396|80939|12|10513|53759|2014-03-14|1477
2|3|18|95396|80939|21|10513|53759|2014-03-14|1477
3|3|21|95396|80939|14|10513|53759|2014-03-14|1477
