game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|72701|82449|13|76624|89637|2014-01-09|1933
2|2|21|72701|82449|15|76624|89637|2014-01-09|1933
1|3|21|72388|60856|14|56849|94400|2014-01-09|1933
2|3|19|72388|60856|21|56849|94400|2014-01-09|1933
3|3|21|72388|60856|16|56849|94400|2014-01-09|1933
1|3|21|96355|99619|13|65489|75821|2014-01-09|1933
2|3|18|96355|99619|21|65489|75821|2014-01-09|1933
3|3|21|96355|99619|13|65489|75821|2014-01-09|1933
1|2|21|58415|67908|14|87324|73015|2014-01-09|1933
2|2|21|58415|67908|10|87324|73015|2014-01-09|1933
1|3|21|13568|1279|11|55753|83942|2014-01-09|1933
2|3|15|13568|1279|21|55753|83942|2014-01-09|1933
3|3|21|13568|1279|19|55753|83942|2014-01-09|1933
1|2|21|53706|89997|17|95965|66117|2014-01-09|1933
2|2|21|53706|89997|19|95965|66117|2014-01-09|1933
1|2|21|59151||12|88804||2014-01-09|1933
2|2|21|59151||13|88804||2014-01-09|1933
1|3|19|87933||21|69331||2014-01-09|1933
2|3|21|87933||16|69331||2014-01-09|1933
3|3|21|87933||19|69331||2014-01-09|1933
1|3|21|64512||19|33374||2014-01-09|1933
2|3|16|64512||21|33374||2014-01-09|1933
3|3|21|64512||17|33374||2014-01-09|1933
1|2|21|83568||9|84990||2014-01-09|1933
2|2|21|83568||12|84990||2014-01-09|1933
1|3|21|20301||14|62470||2014-01-09|1933
2|3|18|20301||21|62470||2014-01-09|1933
3|3|21|20301||17|62470||2014-01-09|1933
1|2|21|92655||19|53663||2014-01-09|1933
2|2|21|92655||14|53663||2014-01-09|1933
1|3|20|91226||22|90217||2014-01-09|1933
2|3|21|91226||14|90217||2014-01-09|1933
3|3|21|91226||15|90217||2014-01-09|1933
1|3|11|65489||21|61999||2014-01-09|1933
2|3|21|65489||19|61999||2014-01-09|1933
3|3|21|65489||16|61999||2014-01-09|1933
1|2|21|85430||6|66853||2014-01-09|1933
2|2|21|85430||13|66853||2014-01-09|1933
1|2|21|56406||14|88016||2014-01-09|1933
2|2|21|56406||10|88016||2014-01-09|1933
1|2|21|53706||12|68484||2014-01-09|1933
2|2|21|53706||12|68484||2014-01-09|1933
1|2|21|56755||4|56849||2014-01-09|1933
2|2|21|56755||10|56849||2014-01-09|1933
1|2|21|67082||13|87324||2014-01-09|1933
2|2|21|67082||18|87324||2014-01-09|1933
1|2|21|85196||17|13568||2014-01-09|1933
2|2|21|85196||12|13568||2014-01-09|1933
1|2|21|50266||14|96355||2014-01-09|1933
2|2|21|50266||15|96355||2014-01-09|1933
1|2|21|85632||11|93386||2014-01-09|1933
2|2|21|85632||12|93386||2014-01-09|1933
1|3|21|84881||12|96966||2014-01-09|1933
2|3|17|84881||21|96966||2014-01-09|1933
3|3|21|84881||7|96966||2014-01-09|1933
1|3|21|58355||14|56334||2014-01-09|1933
2|3|17|58355||21|56334||2014-01-09|1933
3|3|21|58355||17|56334||2014-01-09|1933
1|2|22|83712||20|70146||2014-01-09|1933
2|2|21|83712||9|70146||2014-01-09|1933
1|2|21|91381||18|88856||2014-01-09|1933
2|2|21|91381||17|88856||2014-01-09|1933
1|2|21|90842||12|84442||2014-01-09|1933
2|2|21|90842||12|84442||2014-01-09|1933
1|2|21|77646||15|99693||2014-01-09|1933
2|2|21|77646||11|99693||2014-01-09|1933
1|3|19|93878||21|76973||2014-01-09|1933
2|3|23|93878||21|76973||2014-01-09|1933
3|3|21|93878||19|76973||2014-01-09|1933
1|3|11|87512||21|19498||2014-01-09|1933
2|3|21|87512||7|19498||2014-01-09|1933
3|3|21|87512||18|19498||2014-01-09|1933
1|2|21|77085||12|73323||2014-01-09|1933
2|2|23|77085||21|73323||2014-01-09|1933
1|1|-|53706|89997|-|56406|65424|2014-01-09|1933
1|2|21|72388|60856|16|96355|99619|2014-01-09|1933
2|2|21|72388|60856|15|96355|99619|2014-01-09|1933
1|2|21|58415|67908|9|13568|1279|2014-01-09|1933
2|2|21|58415|67908|12|13568|1279|2014-01-09|1933
1|2|21|16797||13|94176||2014-01-09|1933
2|2|21|16797||18|94176||2014-01-09|1933
1|2|21|85443||7|59737||2014-01-09|1933
2|2|21|85443||15|59737||2014-01-09|1933
1|2|21|57809||12|94045||2014-01-09|1933
2|2|21|57809||10|94045||2014-01-09|1933
1|3|24|37432||22|45410||2014-01-09|1933
2|3|14|37432||21|45410||2014-01-09|1933
3|3|21|37432||8|45410||2014-01-09|1933
1|3|16|80805||21|80036||2014-01-09|1933
2|3|21|80805||16|80036||2014-01-09|1933
3|3|21|80805||14|80036||2014-01-09|1933
1|2|21|57297||8|72011||2014-01-09|1933
2|2|21|57297||9|72011||2014-01-09|1933
1|2|21|42004||8|70078||2014-01-09|1933
2|2|21|42004||7|70078||2014-01-09|1933
1|3|21|59151||23|87933||2014-01-09|1933
2|3|21|59151||14|87933||2014-01-09|1933
3|3|21|59151||13|87933||2014-01-09|1933
1|2|21|64512||11|83568||2014-01-09|1933
2|2|21|64512||11|83568||2014-01-09|1933
1|2|21|20301||11|91226||2014-01-09|1933
2|2|21|20301||15|91226||2014-01-09|1933
1|2|21|92655||15|65489||2014-01-09|1933
2|2|21|92655||12|65489||2014-01-09|1933
1|2|21|85632||18|56755||2014-01-09|1933
2|2|22|85632||20|56755||2014-01-09|1933
1|2|21|85430||9|56406||2014-01-09|1933
2|2|21|85430||9|56406||2014-01-09|1933
1|2|21|91381||9|83712||2014-01-09|1933
2|2|21|91381||18|83712||2014-01-09|1933
1|2|21|84881||15|58355||2014-01-09|1933
2|2|21|84881||16|58355||2014-01-09|1933
1|2|21|77646||16|90842||2014-01-09|1933
2|2|21|77646||17|90842||2014-01-09|1933
1|3|19|77085||21|16797||2014-01-09|1933
2|3|21|77085||14|16797||2014-01-09|1933
3|3|21|77085||19|16797||2014-01-09|1933
1|2|21|93878||16|87512||2014-01-09|1933
2|2|21|93878||19|87512||2014-01-09|1933
1|3|10|50266||21|57809||2014-01-09|1933
2|3|21|50266||18|57809||2014-01-09|1933
3|3|21|50266||12|57809||2014-01-09|1933
1|3|21|85443||13|80805||2014-01-09|1933
2|3|17|85443||21|80805||2014-01-09|1933
3|3|21|85443||10|80805||2014-01-09|1933
1|3|21|67082||23|37432||2014-01-09|1933
2|3|21|67082||14|37432||2014-01-09|1933
3|3|21|67082||11|37432||2014-01-09|1933
1|3|12|42004||21|53706||2014-01-09|1933
2|3|21|42004||13|53706||2014-01-09|1933
3|3|21|42004||17|53706||2014-01-09|1933
1|3|21|57297||11|85196||2014-01-09|1933
2|3|14|57297||21|85196||2014-01-09|1933
3|3|21|57297||13|85196||2014-01-09|1933
1|2|23|75188||21|67908||2014-01-09|1933
2|2|21|75188||17|67908||2014-01-09|1933
1|3|21|98058||12|59844||2014-01-09|1933
2|3|18|98058||21|59844||2014-01-09|1933
3|3|21|98058||8|59844||2014-01-09|1933
1|3|21|64781||12|61870||2014-01-09|1933
2|3|14|64781||21|61870||2014-01-09|1933
3|3|23|64781||21|61870||2014-01-09|1933
1|3|21|10625||11|98804||2014-01-09|1933
2|3|7|10625||21|98804||2014-01-09|1933
3|3|21|10625||17|98804||2014-01-09|1933
1|2|21|14220||17|69400||2014-01-09|1933
2|2|21|14220||11|69400||2014-01-09|1933
1|2|21|67857||10|66592||2014-01-09|1933
2|2|21|67857||8|66592||2014-01-09|1933
1|2|21|92634||17|97457||2014-01-09|1933
2|2|21|92634||15|97457||2014-01-09|1933
1|1|-|72701|82449|-|68926|33232|2014-01-09|1933
1|2|21|66267||12|66117||2014-01-09|1933
2|2|21|66267||14|66117||2014-01-09|1933
1|3|25|92655||23|20301||2014-01-09|1933
2|3|11|92655||21|20301||2014-01-09|1933
3|3|21|92655||16|20301||2014-01-09|1933
1|2|21|64512||16|59151||2014-01-09|1933
2|2|21|64512||19|59151||2014-01-09|1933
1|3|16|84881||21|85632||2014-01-09|1933
2|3|21|84881||17|85632||2014-01-09|1933
3|3|21|84881||15|85632||2014-01-09|1933
1|3|14|77646||21|91381||2014-01-09|1933
2|3|22|77646||20|91381||2014-01-09|1933
3|3|21|77646||13|91381||2014-01-09|1933
1|3|21|93878||14|77085||2014-01-09|1933
2|3|14|93878||21|77085||2014-01-09|1933
3|3|21|93878||17|77085||2014-01-09|1933
1|3|21|42004||18|85430||2014-01-09|1933
2|3|11|42004||21|85430||2014-01-09|1933
3|3|21|42004||19|85430||2014-01-09|1933
1|3|10|85443||21|50266||2014-01-09|1933
2|3|21|85443||7|50266||2014-01-09|1933
3|3|21|85443||15|50266||2014-01-09|1933
1|3|14|65424||21|87721||2014-01-09|1933
2|3|22|65424||20|87721||2014-01-09|1933
3|3|21|65424||16|87721||2014-01-09|1933
1|3|19|57297||21|67082||2014-01-09|1933
2|3|21|57297||19|67082||2014-01-09|1933
3|3|21|57297||16|67082||2014-01-09|1933
1|3|21|73015||11|24077||2014-01-09|1933
2|3|20|73015||22|24077||2014-01-09|1933
3|3|21|73015||10|24077||2014-01-09|1933
1|2|21|45656||14|55878||2014-01-09|1933
2|2|21|45656||18|55878||2014-01-09|1933
1|3|21|80474||10|31914||2014-01-09|1933
2|3|13|80474||21|31914||2014-01-09|1933
3|3|21|80474||17|31914||2014-01-09|1933
1|2|21|89697||10|79813||2014-01-09|1933
2|2|21|89697||11|79813||2014-01-09|1933
1|2|21|94400||17|95544||2014-01-09|1933
2|2|21|94400||14|95544||2014-01-09|1933
1|2|21|85440||11|75821||2014-01-09|1933
2|2|21|85440||16|75821||2014-01-09|1933
1|3|15|75188||21|98058||2014-01-09|1933
2|3|21|75188||16|98058||2014-01-09|1933
3|3|21|75188||15|98058||2014-01-09|1933
1|2|21|89997||19|43861||2014-01-09|1933
2|2|22|89997||20|43861||2014-01-09|1933
1|1|-|13903|95965|-|53663|65360|2014-01-09|1933
1|3|21|14220||16|64781||2014-01-09|1933
2|3|19|14220||21|64781||2014-01-09|1933
3|3|21|14220||15|64781||2014-01-09|1933
1|3|11|67857||21|10625||2014-01-09|1933
2|3|21|67857||8|10625||2014-01-09|1933
3|3|21|67857||10|10625||2014-01-09|1933
1|3|16|19498|66853|21|69726|96966|2014-01-09|1933
2|3|21|19498|66853|15|69726|96966|2014-01-09|1933
3|3|21|19498|66853|15|69726|96966|2014-01-09|1933
1|2|21|79281|94045|15|70146|59151|2014-01-09|1933
2|2|21|79281|94045|16|70146|59151|2014-01-09|1933
1|1|1|14667|53694|0|80036|56406|2014-01-09|1933
1|3|24|72011|84990|22|90217|10039|2014-01-09|1933
2|3|22|72011|84990|24|90217|10039|2014-01-09|1933
3|3|21|72011|84990|16|90217|10039|2014-01-09|1933
1|3|19|87324|71506|21|8411|84442|2014-01-09|1933
2|3|21|87324|71506|17|8411|84442|2014-01-09|1933
3|3|21|87324|71506|19|8411|84442|2014-01-09|1933
1|3|13|94950|52335|21|74855|59737|2014-01-09|1933
2|3|21|94950|52335|13|74855|59737|2014-01-09|1933
3|3|21|94950|52335|19|74855|59737|2014-01-09|1933
1|2|24|92634||22|66267||2014-01-09|1933
2|2|21|92634||18|66267||2014-01-09|1933
1|2|21|45656||14|80474||2014-01-09|1933
2|2|21|45656||11|80474||2014-01-09|1933
1|2|21|73015||13|65424||2014-01-09|1933
2|2|21|73015||19|65424||2014-01-09|1933
1|3|16|89697||21|94400||2014-01-09|1933
2|3|21|89697||11|94400||2014-01-09|1933
3|3|21|89697||12|94400||2014-01-09|1933
1|1|-|19498|66853|-|85196|61999|2014-01-09|1933
1|2|21|85440||19|89997||2014-01-09|1933
2|2|21|85440||17|89997||2014-01-09|1933
1|2|21|79281|94045|17|72011|84990|2014-01-09|1933
2|2|21|79281|94045|14|72011|84990|2014-01-09|1933
1|2|21|14667|53694|15|13903|95965|2014-01-09|1933
2|2|21|14667|53694|16|13903|95965|2014-01-09|1933
1|2|21|94950|52335|10|87324|71506|2014-01-09|1933
2|2|21|94950|52335|11|87324|71506|2014-01-09|1933
1|2|21|9238|15311|9|63977|49913|2014-01-10|1933
2|2|21|9238|15311|14|63977|49913|2014-01-10|1933
1|2|21|51531||12|42004||2014-01-10|1933
2|2|21|51531||13|42004||2014-01-10|1933
1|2|21|37669||18|42726||2014-01-10|1933
2|2|21|37669||16|42726||2014-01-10|1933
1|2|21|53011||15|60783||2014-01-10|1933
2|2|22|53011||20|60783||2014-01-10|1933
1|2|22|15453||20|64512||2014-01-10|1933
2|2|21|15453||18|64512||2014-01-10|1933
1|3|15|52290||21|67066||2014-01-10|1933
2|3|21|52290||12|67066||2014-01-10|1933
3|3|21|52290||19|67066||2014-01-10|1933
1|2|21|51531||13|57297||2014-01-10|1933
2|2|21|51531||11|57297||2014-01-10|1933
1|2|21|37669||16|15453||2014-01-10|1933
2|2|21|37669||10|15453||2014-01-10|1933
1|2|21|85196|61999|19|58355|16797|2014-01-10|1933
2|2|21|85196|61999|18|58355|16797|2014-01-10|1933
1|2|21|52290|24056|11|68926|54753|2014-01-10|1933
2|2|21|52290|24056|17|68926|54753|2014-01-10|1933
1|3|22|85632|67082|20|79281|94045|2014-01-10|1933
2|3|16|85632|67082|21|79281|94045|2014-01-10|1933
3|3|21|85632|67082|19|79281|94045|2014-01-10|1933
1|2|21|73015|75821|17|55878|64781|2014-01-10|1933
2|2|21|73015|75821|12|55878|64781|2014-01-10|1933
1|3|12|93858|66357|21|52290|24056|2014-01-10|1933
2|3|21|93858|66357|16|52290|24056|2014-01-10|1933
3|3|21|93858|66357|19|52290|24056|2014-01-10|1933
1|2|21|70937||13|48962||2014-01-11|1933
2|2|21|70937||12|48962||2014-01-11|1933
1|2|21|76349||16|93419||2014-01-11|1933
2|2|22|76349||20|93419||2014-01-11|1933
1|3|16|92400||21|79056||2014-01-11|1933
2|3|21|92400||9|79056||2014-01-11|1933
3|3|21|92400||14|79056||2014-01-11|1933
1|2|21|54070|53011|16|93858|66357|2014-01-11|1933
2|2|21|54070|53011|10|93858|66357|2014-01-11|1933
1|3|14|93419||21|63437||2014-01-11|1933
2|3|21|93419||19|63437||2014-01-11|1933
3|3|21|93419||14|63437||2014-01-11|1933
1|2|21|9238|15311|10|66357|26926|2014-01-11|1933
2|2|21|9238|15311|17|66357|26926|2014-01-11|1933
