game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|3|21|90603|89581|11|87012|83657|2014-04-07|1488
2|3|13|90603|89581|21|87012|83657|2014-04-07|1488
3|3|22|90603|89581|20|87012|83657|2014-04-07|1488
1|2|21|69619||9|92217||2014-04-07|1488
2|2|21|69619||19|92217||2014-04-07|1488
1|3|14|85472||21|90603||2014-04-07|1488
2|3|21|85472||9|90603||2014-04-07|1488
3|3|21|85472||14|90603||2014-04-07|1488
1|2|21|91611|89581|18|59536|80988|2014-04-07|1488
2|2|21|91611|89581|15|59536|80988|2014-04-07|1488
1|2|21|98935|70500|14|58754|89199|2014-04-07|1488
2|2|21|98935|70500|13|58754|89199|2014-04-07|1488
1|2|21|84815|60072|16|||2014-04-07|1488
2|2|21|84815|60072|18|||2014-04-07|1488
1|3|16|93791||21|68652||2014-04-07|1488
2|3|21|93791||17|68652||2014-04-07|1488
3|3|21|93791||18|68652||2014-04-07|1488
1|2|21|91106||13|97087||2014-04-07|1488
2|2|21|91106||14|97087||2014-04-07|1488
1|2|21|93791|96537|16|72876|59472|2014-04-07|1488
2|2|21|93791|96537|15|72876|59472|2014-04-07|1488
1|3|21|91106|67857|17||87549|2014-04-07|1488
2|3|17|91106|67857|21||87549|2014-04-07|1488
3|3|21|91106|67857|12||87549|2014-04-07|1488
1|2|21|56754|62333|11|84704|90855|2014-04-07|1488
2|2|21|56754|62333|5|84704|90855|2014-04-07|1488
1|2|21|96232||12|65604||2014-04-07|1488
2|2|21|96232||14|65604||2014-04-07|1488
1|2|21|64080||8|76122||2014-04-07|1488
2|2|21|64080||4|76122||2014-04-07|1488
1|2|21|94543|56754|13|65604|98757|2014-04-07|1488
2|2|21|94543|56754|12|65604|98757|2014-04-07|1488
1|2|21|62333|99429|7|76122|90855|2014-04-07|1488
2|2|21|62333|99429|9|76122|90855|2014-04-07|1488
1|2|21|95930||9|57543||2014-04-07|1488
2|2|21|95930||8|57543||2014-04-07|1488
1|2|21|78778||10|96147||2014-04-07|1488
2|2|21|78778||4|96147||2014-04-07|1488
1|2|21|60780|72567|11|57543|98248|2014-04-07|1488
2|2|21|60780|72567|14|57543|98248|2014-04-07|1488
1|2|21|65984|82249|8|74983|99177|2014-04-07|1488
2|2|21|65984|82249|7|74983|99177|2014-04-07|1488
1|2|21|83797|94125|5|85944|96147|2014-04-07|1488
2|2|21|83797|94125|12|85944|96147|2014-04-07|1488
1|2|21|90746|81491|5|65164|81675|2014-04-07|1488
2|2|21|90746|81491|4|65164|81675|2014-04-07|1488
1|2|21|66513||5|74260||2014-04-07|1488
2|2|21|66513||8|74260||2014-04-07|1488
1|2|21|70930||7|88189||2014-04-07|1488
2|2|21|70930||7|88189||2014-04-07|1488
1|2|21|58878|77618|1|74260|65164|2014-04-07|1488
2|2|21|58878|77618|11|74260|65164|2014-04-07|1488
1|2|21|71391|83419|4|88189|81675|2014-04-07|1488
2|2|21|71391|83419|4|88189|81675|2014-04-07|1488
1|2|21|61731|68441|12|93858|92634|2014-04-07|1488
2|2|21|61731|68441|10|93858|92634|2014-04-07|1488
1|2|21|92508||13|65723||2014-04-07|1488
2|2|21|92508||13|65723||2014-04-07|1488
1|2|21|58271||6|||2014-04-07|1488
2|2|21|58271||7|||2014-04-07|1488
1|2|21|61731|73633|10|65723|93858|2014-04-07|1488
2|2|21|61731|73633|8|65723|93858|2014-04-07|1488
1|3|20|94446|86559|22||92634|2014-04-07|1488
2|3|21|94446|86559|13||92634|2014-04-07|1488
3|3|21|94446|86559|11||92634|2014-04-07|1488
1|2|21|96604|68282|13|69540|90558|2014-04-07|1488
2|2|21|96604|68282|15|69540|90558|2014-04-07|1488
1|2|21|80062||11|71221||2014-04-07|1488
2|2|21|80062||17|71221||2014-04-07|1488
1|3|16|95189||21|74218||2014-04-07|1488
2|3|21|95189||9|74218||2014-04-07|1488
3|3|21|95189||7|74218||2014-04-07|1488
1|2|21|94925|75590|13|71221|69540|2014-04-07|1488
2|2|21|94925|75590|14|71221|69540|2014-04-07|1488
1|2|21|65638|99532|13|74218|90558|2014-04-07|1488
2|2|21|65638|99532|13|74218|90558|2014-04-07|1488
1|2|21|97652|95889|17|89199|58073|2014-04-07|1488
2|2|21|97652|95889|9|89199|58073|2014-04-07|1488
1|2|26|87629||24|91611||2014-04-07|1488
2|2|21|87629||12|91611||2014-04-07|1488
1|2|21|92796||7|58754||2014-04-07|1488
2|2|21|92796||9|58754||2014-04-07|1488
1|2|21|80672|64966|14|92217|57665|2014-04-07|1488
2|2|21|80672|64966|14|92217|57665|2014-04-07|1488
1|3|13|67692|55416|21|89199|89581|2014-04-07|1488
2|3|21|67692|55416|11|89199|89581|2014-04-07|1488
3|3|21|67692|55416|11|89199|89581|2014-04-07|1488
1|2|21|83966||11|84815||2014-04-07|1488
2|2|21|83966||18|84815||2014-04-07|1488
1|2|24|67857||22|79705||2014-04-07|1488
2|2|21|67857||16|79705||2014-04-07|1488
1|3|18|83966|68845|21|59472|72876|2014-04-07|1488
2|3|21|83966|68845|17|59472|72876|2014-04-07|1488
3|3|21|83966|68845|15|59472|72876|2014-04-07|1488
1|2|21|91106|67857|12|84640|79456|2014-04-07|1488
2|2|21|91106|67857|14|84640|79456|2014-04-07|1488
1|3|19|84815|60072|21|68845|79705|2014-04-07|1488
2|3|21|84815|60072|10|68845|79705|2014-04-07|1488
3|3|21|84815|60072|15|68845|79705|2014-04-07|1488
1|2|22|56754|62333|20|56055|57906|2014-04-07|1488
2|2|21|56754|62333|9|56055|57906|2014-04-07|1488
1|2|21|96232||15|71797||2014-04-07|1488
2|2|21|96232||17|71797||2014-04-07|1488
1|2|21|64080||5|61923||2014-04-07|1488
2|2|21|64080||10|61923||2014-04-07|1488
1|2|21|56754|99494|14|71797|70442|2014-04-07|1488
2|2|21|56754|99494|19|71797|70442|2014-04-07|1488
1|2|21|62333|99429|11|61923|57906|2014-04-07|1488
2|2|21|62333|99429|17|61923|57906|2014-04-07|1488
1|2|21|83070|66162|2|85876|97769|2014-04-07|1488
2|2|21|83070|66162|10|85876|97769|2014-04-07|1488
1|2|21|94306||11|88633||2014-04-07|1488
2|2|21|94306||6|88633||2014-04-07|1488
1|2|21|64889||11|55584||2014-04-07|1488
2|2|21|64889||4|55584||2014-04-07|1488
1|2|21|88277|90768|11|88633|85876|2014-04-07|1488
2|2|21|88277|90768|4|88633|85876|2014-04-07|1488
1|2|21|55416|93336|5|55584|97769|2014-04-07|1488
2|2|21|55416|93336|8|55584|97769|2014-04-07|1488
1|3|15|93858||21|||2014-04-07|1488
2|3|21|93858||11|||2014-04-07|1488
3|3|21|93858||19|||2014-04-07|1488
1|2|25|95346||23|65723||2014-04-07|1488
2|2|21|95346||14|65723||2014-04-07|1488
1|2|21|81552||14|92634||2014-04-07|1488
2|2|21|81552||13|92634||2014-04-07|1488
1|3|21|99484|95346|8|65723|93858|2014-04-07|1488
2|3|8|99484|95346|21|65723|93858|2014-04-07|1488
3|3|21|99484|95346|19|65723|93858|2014-04-07|1488
1|2|21|72565|86997|11|||2014-04-07|1488
2|2|21|72565|86997|14|||2014-04-07|1488
1|2|21|59151|70762|9|69540|90558|2014-04-07|1488
2|2|21|59151|70762|8|69540|90558|2014-04-07|1488
1|3|21|85196||14|71221||2014-04-07|1488
2|3|19|85196||21|71221||2014-04-07|1488
3|3|21|85196||17|71221||2014-04-07|1488
1|3|21|74218||12|82409||2014-04-07|1488
2|3|20|74218||22|82409||2014-04-07|1488
3|3|21|74218||10|82409||2014-04-07|1488
1|3|21|71221|69540|18|85196|61999|2014-04-07|1488
2|3|21|71221|69540|23|85196|61999|2014-04-07|1488
3|3|21|71221|69540|13|85196|61999|2014-04-07|1488
1|3|21|74218|90558|18|84582|70762|2014-04-07|1488
2|3|17|74218|90558|21|84582|70762|2014-04-07|1488
3|3|21|74218|90558|18|84582|70762|2014-04-07|1488
1|2|21|76278|77018|18|86761|58320|2014-04-08|1488
2|2|21|76278|77018|12|86761|58320|2014-04-08|1488
