game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|23|70076||21|74987||2014-04-03|1487
2|2|21|70076||15|74987||2014-04-03|1487
1|2|21|82511||15|56628||2014-04-03|1487
2|2|21|82511||15|56628||2014-04-03|1487
1|2|21|80824||19|81682||2014-04-03|1487
2|2|21|80824||19|81682||2014-04-03|1487
1|3|12|95482||21|93777||2014-04-03|1487
2|3|21|95482||8|93777||2014-04-03|1487
3|3|21|95482||5|93777||2014-04-03|1487
1|1|-|69987||-|77058||2014-04-03|1487
1|2|21|90459||16|66017||2014-04-03|1487
2|2|21|90459||12|66017||2014-04-03|1487
1|1|-|82083||-|74310||2014-04-03|1487
1|2|21|67512||11|68245||2014-04-03|1487
2|2|21|67512||15|68245||2014-04-03|1487
1|2|21|76974||6|84927||2014-04-03|1487
2|2|21|76974||17|84927||2014-04-03|1487
1|2|21|68425||13|73965||2014-04-03|1487
2|2|21|68425||9|73965||2014-04-03|1487
1|1|-|98186||-|62940||2014-04-03|1487
1|2|21|91615||18|70076||2014-04-03|1487
2|2|21|91615||19|70076||2014-04-03|1487
1|2|21|75468||6|58533||2014-04-03|1487
2|2|21|75468||14|58533||2014-04-03|1487
1|2|21|68639||17|82511||2014-04-03|1487
2|2|21|68639||7|82511||2014-04-03|1487
1|1|-|95482||-|84892||2014-04-03|1487
1|2|21|50684||3|97085||2014-04-03|1487
2|2|21|50684||11|97085||2014-04-03|1487
1|2|21|91763||13|66345||2014-04-03|1487
2|2|21|91763||10|66345||2014-04-03|1487
1|3|21|86953||19|80824||2014-04-03|1487
2|3|17|86953||21|80824||2014-04-03|1487
3|3|21|86953||17|80824||2014-04-03|1487
1|2|21|56628|68245|15|70076|74987|2014-04-03|1487
2|2|21|56628|68245|13|70076|74987|2014-04-03|1487
1|2|21|85514||7|61580||2014-04-03|1487
2|2|21|85514||15|61580||2014-04-03|1487
1|2|21|51361||6|69147||2014-04-03|1487
2|2|23|51361||21|69147||2014-04-03|1487
1|1|-|68639|86953|-|70642|82330|2014-04-03|1487
1|2|21|66017|58533|19|84927|61580|2014-04-03|1487
2|2|21|66017|58533|18|84927|61580|2014-04-03|1487
1|3|16|69987|93777|21|74987|95482|2014-04-03|1487
2|3|21|69987|93777|9|74987|95482|2014-04-03|1487
3|3|21|69987|93777|17|74987|95482|2014-04-03|1487
1|2|21|90459||9|82083||2014-04-04|1487
2|2|21|90459||11|82083||2014-04-04|1487
1|2|21|67512||14|91615||2014-04-04|1487
2|2|21|67512||18|91615||2014-04-04|1487
1|3|25|69987||23|68639||2014-04-04|1487
2|3|17|69987||21|68639||2014-04-04|1487
3|3|21|69987||15|68639||2014-04-04|1487
1|2|21|68425||15|76974||2014-04-04|1487
2|2|23|68425||21|76974||2014-04-04|1487
1|2|21|98186||16|75468||2014-04-04|1487
2|2|21|98186||16|75468||2014-04-04|1487
1|2|21|50684||9|86953||2014-04-04|1487
2|2|21|50684||9|86953||2014-04-04|1487
1|2|21|85514||5|51361||2014-04-04|1487
2|2|21|85514||3|51361||2014-04-04|1487
1|2|21|91763||15|95482||2014-04-04|1487
2|2|21|91763||16|95482||2014-04-04|1487
1|2|21|90459|69987|11|67512|73965|2014-04-04|1487
2|2|21|90459|69987|12|67512|73965|2014-04-04|1487
1|1|-|91615|82511|-|63740|84813|2014-04-04|1487
1|3|21|76974|82083|18|62577|68639|2014-04-04|1487
2|3|16|76974|82083|21|62577|68639|2014-04-04|1487
3|3|21|76974|82083|18|62577|68639|2014-04-04|1487
1|2|21|56628|68245|14|66017|84927|2014-04-04|1487
2|2|21|56628|68245|18|66017|84927|2014-04-04|1487
1|2|21|86953|97085|13|93777|91763|2014-04-04|1487
2|2|21|86953|97085|10|93777|91763|2014-04-04|1487
1|1|-|95482|80824|-|73008|87571|2014-04-04|1487
1|3|16|68425|85514|21|66017|58533|2014-04-04|1487
2|3|21|68425|85514|14|66017|58533|2014-04-04|1487
3|3|21|68425|85514|18|66017|58533|2014-04-04|1487
1|2|21|76974|98186|7|70076|80824|2014-04-04|1487
2|2|21|76974|98186|16|70076|80824|2014-04-04|1487
1|2|21|82083|97085|14|68639|86953|2014-04-04|1487
2|2|21|82083|97085|7|68639|86953|2014-04-04|1487
1|3|21|67512|91763|17|69987|93777|2014-04-04|1487
2|3|13|67512|91763|21|69987|93777|2014-04-04|1487
3|3|21|67512|91763|10|69987|93777|2014-04-04|1487
1|2|21|90459||13|67512||2014-04-05|1487
2|2|21|90459||11|67512||2014-04-05|1487
1|3|21|69987||14|68425||2014-04-05|1487
2|3|20|69987||22|68425||2014-04-05|1487
3|3|21|69987||10|68425||2014-04-05|1487
1|2|21|98186||15|50684||2014-04-05|1487
2|2|21|98186||18|50684||2014-04-05|1487
1|2|21|85514||10|91763||2014-04-05|1487
2|2|21|85514||11|91763||2014-04-05|1487
1|2|21|90459|69987|11|91615|82511|2014-04-05|1487
2|2|21|90459|69987|10|91615|82511|2014-04-05|1487
1|2|21|76974|82083|8|56628|68245|2014-04-05|1487
2|2|21|76974|82083|14|56628|68245|2014-04-05|1487
1|1|-|86953|97085|-|62940|51361|2014-04-05|1487
1|2|21|85514|98186|12|95482|80824|2014-04-05|1487
2|2|21|85514|98186|11|95482|80824|2014-04-05|1487
1|3|21|68425|85514|11|67512|91763|2014-04-05|1487
2|3|17|68425|85514|21|67512|91763|2014-04-05|1487
3|3|22|68425|85514|20|67512|91763|2014-04-05|1487
1|2|21|76974|98186|15|82083|97085|2014-04-05|1487
2|2|25|76974|98186|23|82083|97085|2014-04-05|1487
1|2|21|90459||9|69987||2014-04-06|1487
2|2|21|90459||7|69987||2014-04-06|1487
1|3|21|85514||19|98186||2014-04-06|1487
2|3|14|85514||21|98186||2014-04-06|1487
3|3|21|85514||15|98186||2014-04-06|1487
1|2|21|76974|82083|14|90459|69987|2014-04-06|1487
2|2|21|76974|82083|17|90459|69987|2014-04-06|1487
1|2|21|85514|98186|10|86953|97085|2014-04-06|1487
2|2|21|85514|98186|15|86953|97085|2014-04-06|1487
1|2|21|68425|85514|15|76974|98186|2014-04-06|1487
2|2|21|68425|85514|14|76974|98186|2014-04-06|1487
