game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|3|11|63135||21|77792||2014-02-20|1939
2|3|21|63135||18|77792||2014-02-20|1939
3|3|21|63135||19|77792||2014-02-20|1939
1|2|21|93312||6|87203||2014-02-20|1939
2|2|21|93312||12|87203||2014-02-20|1939
1|2|21|96176||11|70144||2014-02-20|1939
2|2|21|96176||8|70144||2014-02-20|1939
1|2|21|63286||14|76767||2014-02-20|1939
2|2|21|63286||8|76767||2014-02-20|1939
1|3|16|77031||21|56093||2014-02-20|1939
2|3|21|77031||16|56093||2014-02-20|1939
3|3|22|77031||20|56093||2014-02-20|1939
1|2|21|71087||11|77367||2014-02-20|1939
2|2|21|71087||6|77367||2014-02-20|1939
1|2|25|85313||23|80268||2014-02-20|1939
2|2|21|85313||15|80268||2014-02-20|1939
1|2|21|85077||13|65260||2014-02-20|1939
2|2|21|85077||16|65260||2014-02-20|1939
1|1|-|80376||-|64688||2014-02-20|1939
1|2|21|89513||8|80833||2014-02-20|1939
2|2|21|89513||8|80833||2014-02-20|1939
1|2|21|69142||6|97202||2014-02-20|1939
2|2|21|69142||5|97202||2014-02-20|1939
1|2|21|75903||11|96660||2014-02-20|1939
2|2|21|75903||11|96660||2014-02-20|1939
1|2|21|63135||19|80963||2014-02-20|1939
2|2|22|63135||20|80963||2014-02-20|1939
1|2|21|64389||11|59020||2014-02-20|1939
2|2|21|64389||3|59020||2014-02-20|1939
1|2|21|72111||13|89964||2014-02-20|1939
2|2|21|72111||13|89964||2014-02-20|1939
1|2|21|89581||9|58344||2014-02-20|1939
2|2|21|89581||10|58344||2014-02-20|1939
1|3|21|96176||15|63286||2014-02-20|1939
2|3|19|96176||21|63286||2014-02-20|1939
3|3|21|96176||8|63286||2014-02-20|1939
1|2|21|58861||19|60588||2014-02-20|1939
2|2|21|58861||15|60588||2014-02-20|1939
1|3|21|58689||14|56218||2014-02-20|1939
2|3|19|58689||21|56218||2014-02-20|1939
3|3|21|58689||12|56218||2014-02-20|1939
1|3|17|93312||21|91611||2014-02-20|1939
2|3|21|93312||15|91611||2014-02-20|1939
3|3|21|93312||16|91611||2014-02-20|1939
1|2|21|57665||10|71087||2014-02-20|1939
2|2|21|57665||5|71087||2014-02-20|1939
1|3|19|58073||21|89513||2014-02-20|1939
2|3|21|58073||15|89513||2014-02-20|1939
3|3|21|58073||13|89513||2014-02-20|1939
1|2|21|85077||12|85313||2014-02-20|1939
2|2|21|85077||8|85313||2014-02-20|1939
1|2|21|65826||15|80376||2014-02-20|1939
2|2|21|65826||13|80376||2014-02-20|1939
1|3|17|64389||21|72111||2014-02-20|1939
2|3|21|64389||18|72111||2014-02-20|1939
3|3|21|64389||12|72111||2014-02-20|1939
1|2|21|75903||13|69142||2014-02-20|1939
2|2|21|75903||19|69142||2014-02-20|1939
1|2|21|90603||18|68004||2014-02-20|1939
2|2|21|90603||9|68004||2014-02-20|1939
1|2|21|92217||13|89581||2014-02-20|1939
2|2|21|92217||11|89581||2014-02-20|1939
1|3|29|77031||30|77687||2014-02-20|1939
2|3|22|77031||20|77687||2014-02-20|1939
3|3|21|77031||17|77687||2014-02-20|1939
1|2|21|89199||8|87551||2014-02-20|1939
2|2|21|89199||9|87551||2014-02-20|1939
1|2|21|58861|77792|7|80833|56218|2014-02-20|1939
2|2|21|58861|77792|3|80833|56218|2014-02-20|1939
1|2|21|58754||13|63531||2014-02-20|1939
2|2|21|58754||15|63531||2014-02-20|1939
1|1|-|91611|72111|-|64688|59020|2014-02-20|1939
1|2|21|89581|85313|6|71087|76767|2014-02-20|1939
2|2|21|89581|85313|13|71087|76767|2014-02-20|1939
1|2|21|80376|89964|7|97202|77367|2014-02-20|1939
2|2|21|80376|89964|1|97202|77367|2014-02-20|1939
1|3|13|69142|75903|21|65826|93312|2014-02-20|1939
2|3|21|69142|75903|17|65826|93312|2014-02-20|1939
3|3|21|69142|75903|16|65826|93312|2014-02-20|1939
1|2|21|85077|64389|9|58344|65260|2014-02-20|1939
2|2|21|85077|64389|8|58344|65260|2014-02-20|1939
1|2|21|89581|85313|11|80268|70144|2014-02-20|1939
2|2|21|89581|85313|12|80268|70144|2014-02-20|1939
1|2|21|92217||14|65826||2014-02-21|1939
2|2|23|92217||21|65826||2014-02-21|1939
1|3|16|58754||21|89199||2014-02-21|1939
2|3|21|58754||11|89199||2014-02-21|1939
3|3|21|58754||12|89199||2014-02-21|1939
1|3|18|89581|85313|21|69142|75903|2014-02-21|1939
2|3|21|89581|85313|16|69142|75903|2014-02-21|1939
3|3|21|89581|85313|17|69142|75903|2014-02-21|1939
1|2|21|58754|89199|15|58861|77792|2014-02-21|1939
2|2|21|58754|89199|16|58861|77792|2014-02-21|1939
