game|games_played|p1_score|p1a_pid|p1b_pid|p2_score|p2a_pid|p2b_pid|t_date|t_id
1|2|21|78769||13|77983||2014-02-12|1468
2|2|21|78769||7|77983||2014-02-12|1468
1|2|21|79753||16|97282||2014-02-12|1468
2|2|21|79753||10|97282||2014-02-12|1468
1|2|21|78880|77689|15|58660|73186|2014-02-12|1468
2|2|21|78880|77689|13|58660|73186|2014-02-12|1468
1|3|19|69623||21|46776||2014-02-12|1468
2|3|21|69623||11|46776||2014-02-12|1468
3|3|21|69623||13|46776||2014-02-12|1468
1|2|21|80267|88951|19|77359|97282|2014-02-12|1468
2|2|21|80267|88951|17|77359|97282|2014-02-12|1468
1|2|21|79059|61490|17|58661|92215|2014-02-12|1468
2|2|21|79059|61490|16|58661|92215|2014-02-12|1468
1|2|23|88253|53628|21|61160|74251|2014-02-12|1468
2|2|21|88253|53628|13|61160|74251|2014-02-12|1468
1|3|21|80267||19|76632||2014-02-12|1468
2|3|11|80267||21|76632||2014-02-12|1468
3|3|21|80267||18|76632||2014-02-12|1468
1|2|21|67432|72349|18|99482|77359|2014-02-12|1468
2|2|21|67432|72349|16|99482|77359|2014-02-12|1468
1|2|21|71261||4|88253||2014-02-12|1468
2|2|21|71261||8|88253||2014-02-12|1468
1|2|21|30163||18|83303||2014-02-12|1468
2|2|21|30163||17|83303||2014-02-12|1468
1|2|21|92728||8|53628||2014-02-12|1468
2|2|21|92728||11|53628||2014-02-12|1468
1|2|21|91665||16|66141||2014-02-12|1468
2|2|21|91665||17|66141||2014-02-12|1468
1|2|21|68832|95570|13|89004|57427|2014-02-12|1468
2|2|21|68832|95570|18|89004|57427|2014-02-12|1468
1|3|22|58637|64949|20|87176|86758|2014-02-12|1468
2|3|21|58637|64949|23|87176|86758|2014-02-12|1468
3|3|21|58637|64949|19|87176|86758|2014-02-12|1468
1|3|18|91665|91977|21|66149|61160|2014-02-12|1468
2|3|21|91665|91977|10|66149|61160|2014-02-12|1468
3|3|22|91665|91977|20|66149|61160|2014-02-12|1468
1|2|21|68832|66459|16|89004|84929|2014-02-12|1468
2|2|21|68832|66459|14|89004|84929|2014-02-12|1468
1|2|21|58637||9|87176||2014-02-12|1468
2|2|21|58637||12|87176||2014-02-12|1468
1|2|21|63943||11|91977||2014-02-12|1468
2|2|21|63943||13|91977||2014-02-12|1468
1|3|15|55013|55288|21|58660|67270|2014-02-12|1468
2|3|21|55013|55288|11|58660|67270|2014-02-12|1468
3|3|21|55013|55288|11|58660|67270|2014-02-12|1468
1|2|21|99452|93929|10|91665|92339|2014-02-12|1468
2|2|21|99452|93929|9|91665|92339|2014-02-12|1468
1|2|21|91977|97282|16|51307|55289|2014-02-12|1468
2|2|24|91977|97282|22|51307|55289|2014-02-12|1468
1|3|13|64949||21|65645||2014-02-12|1468
2|3|21|64949||19|65645||2014-02-12|1468
3|3|21|64949||13|65645||2014-02-12|1468
1|2|21|95811||14|71739||2014-02-12|1468
2|2|21|95811||16|71739||2014-02-12|1468
1|2|21|80267||19|92339||2014-02-13|1468
2|2|21|80267||10|92339||2014-02-13|1468
1|3|21|88951||11|52929||2014-02-13|1468
2|3|19|88951||21|52929||2014-02-13|1468
3|3|21|88951||11|52929||2014-02-13|1468
1|2|21|67432|56510|12|78740|72027|2014-02-13|1468
2|2|21|67432|56510|12|78740|72027|2014-02-13|1468
1|2|21|91879|86765|14|62554|63168|2014-02-13|1468
2|2|21|91879|86765|18|62554|63168|2014-02-13|1468
1|3|18|72349|63185|21|92339|95143|2014-02-13|1468
2|3|21|72349|63185|17|92339|95143|2014-02-13|1468
3|3|21|72349|63185|11|92339|95143|2014-02-13|1468
1|2|21|99452|93929|14|62282|74383|2014-02-13|1468
2|2|21|99452|93929|14|62282|74383|2014-02-13|1468
1|3|18|63943||21|95811||2014-02-13|1468
2|3|21|63943||16|95811||2014-02-13|1468
3|3|21|63943||16|95811||2014-02-13|1468
1|2|21|77983|88253|17|97187|75069|2014-02-13|1468
2|2|21|77983|88253|12|97187|75069|2014-02-13|1468
1|3|17|84929|65996|21|68863|58720|2014-02-13|1468
2|3|21|84929|65996|8|68863|58720|2014-02-13|1468
3|3|21|84929|65996|10|68863|58720|2014-02-13|1468
1|2|21|68832|95570|19|55013|55291|2014-02-13|1468
2|2|21|68832|95570|15|55013|55291|2014-02-13|1468
1|2|21|79059|93367|12|96968|74445|2014-02-13|1468
2|2|21|79059|93367|11|96968|74445|2014-02-13|1468
1|2|21|61851|20296|10|62186|65645|2014-02-13|1468
2|2|21|61851|20296|11|62186|65645|2014-02-13|1468
1|2|21|14398||9|60311||2014-02-13|1468
2|2|21|14398||9|60311||2014-02-13|1468
1|3|25|55013|55288|23|68832|66459|2014-02-13|1468
2|3|18|55013|55288|21|68832|66459|2014-02-13|1468
3|3|21|55013|55288|14|68832|66459|2014-02-13|1468
1|2|21|69623|91093|17|96222|66590|2014-02-13|1468
2|2|21|69623|91093|19|96222|66590|2014-02-13|1468
1|2|21|92728||12|87709||2014-02-13|1468
2|2|21|92728||16|87709||2014-02-13|1468
1|2|21|28549|63168|9|72027|75154|2014-02-13|1468
2|2|21|28549|63168|12|72027|75154|2014-02-13|1468
1|3|21|96514|95143|19|93367|61851|2014-02-13|1468
2|3|19|96514|95143|21|93367|61851|2014-02-13|1468
3|3|21|96514|95143|12|93367|61851|2014-02-13|1468
1|2|21|93929|66459|7|80267|88951|2014-02-13|1468
2|2|21|93929|66459|8|80267|88951|2014-02-13|1468
1|2|21|43364|56746|18|78880|77689|2014-02-13|1468
2|2|21|43364|56746|15|78880|77689|2014-02-13|1468
1|2|21|45171||15|69623||2014-02-14|1468
2|2|21|45171||12|69623||2014-02-14|1468
1|2|21|79753||12|80267||2014-02-14|1468
2|2|23|79753||21|80267||2014-02-14|1468
1|2|21|14398||15|88951||2014-02-14|1468
2|2|21|14398||13|88951||2014-02-14|1468
1|3|11|96514|95143|21|77689|52929|2014-02-14|1468
2|3|21|96514|95143|19|77689|52929|2014-02-14|1468
3|3|21|96514|95143|17|77689|52929|2014-02-14|1468
1|2|21|87444|91879|11|91977|97282|2014-02-14|1468
2|2|21|87444|91879|11|91977|97282|2014-02-14|1468
1|2|21|99452|87444|12|67432|56510|2014-02-14|1468
2|2|21|99452|87444|13|67432|56510|2014-02-14|1468
1|2|21|93929|66459|19|91879|86765|2014-02-14|1468
2|2|21|93929|66459|8|91879|86765|2014-02-14|1468
1|2|21|92728||15|16100||2014-02-14|1468
2|2|21|92728||11|16100||2014-02-14|1468
1|3|22|53054||20|71261||2014-02-14|1468
2|3|18|53054||21|71261||2014-02-14|1468
3|3|21|53054||17|71261||2014-02-14|1468
1|2|21|99452|93929|18|28549|63168|2014-02-14|1468
2|2|21|99452|93929|14|28549|63168|2014-02-14|1468
