country|pid|rank|week
DEN|147387|1|17533
KOR|108069|2|17533
CHN|990139|3|17533
IND|216143|4|17533
CHN|108456|5|17533
TPE|109227|6|17533
MAS|107832|7|17533
CHN|109370|8|17533
IND|161366|9|17533
HKG|109501|10|17533
INA|409860|11|17533
JPN|157159|12|17533
INA|389169|13|17533
JPN|239769|14|17533
TPE|239492|15|17533
DEN|396249|16|17533
JPN|239514|17|17533
IND|108469|18|17533
KOR|387378|19|17533
HKG|108463|20|17533
IND|216144|21|17533
ENG|108290|22|17533
FRA|108274|23|17533
INA|108457|24|17533
DEN|108276|25|17533
THA|109388|26|17533
KOR|116149|27|17533
THA|109371|28|17533
DEN|396247|29|17533
THA|107873|30|17533
NED|315261|31|17533
THA|409866|32|17533
BRA|199925|33|17533
JPN|391571|34|17533
MAS|107837|35|17533
CHN|143771|36|17533
HKG|279226|37|17533
CHN|195641|38|17533
TPE|109374|39|17533
HKG|108471|40|17533
IND|107852|41|17533
KOR|108082|42|17533
FRA|197408|43|17533
ESP|113583|44|17533
MAS|318753|45|17533
MAS|107859|46|17533
DEN|194165|47|17533
INA|195648|48|17533
JPN|314842|49|17533
MAS|107993|50|17533
RUS|108128|51|17533
ISR|108120|52|17533
TPE|165523|53|17533
THA|280244|54|17533
DEN|108272|55|17533
VIE|107840|56|17533
INA|468392|57|17533
ENG|157020|58|17533
JPN|1069030|59|17533
MAS|168997|60|17533
GUA|109133|61|17533
FRA|116891|62|17533
CHN|868322|63|17533
DEN|243697|64|17533
IND|108863|65|17533
FRA|113724|66|17533
IND|286558|67|17533
ENG|283430|68|17533
CAN|1121769|69|17533
MAS|243527|70|17533
HKG|194160|71|17533
IRL|664701|72|17533
INA|107839|73|17533
UKR|143603|74|17533
FIN|216637|75|17533
RUS|144219|76|17533
CHN|143772|77|17533
KOR|284015|78|17533
EST|108118|79|17533
IND|409861|80|17533
INA|146440|81|17533
THA|117986|82|17533
ITA|108185|83|17533
VIE|199895|84|17533
IND|654324|85|17533
SRI|109243|86|17533
HUN|199271|87|17533
IND|646810|88|17533
GER|108878|89|17533
DEN|206076|90|17533
FIN|108141|91|17533
INA|468287|92|17533
CZE|109611|93|17533
MRI|252669|94|17533
