country|pid|rank|week
DEN|147387|1|17811
KOR|108069|2|17811
CHN|990139|3|17811
IND|216143|4|17811
CHN|108456|5|17811
TPE|109227|6|17811
MAS|107832|7|17811
IND|161366|8|17811
HKG|109501|9|17811
CHN|109370|10|17811
JPN|157159|11|17811
INA|389169|12|17811
JPN|239769|13|17811
INA|409860|14|17811
TPE|239492|15|17811
DEN|396249|16|17811
JPN|239514|17|17811
KOR|387378|18|17811
IND|216144|19|17811
HKG|108463|20|17811
IND|108469|21|17811
DEN|108276|22|17811
ENG|108290|23|17811
FRA|108274|24|17811
INA|108457|25|17811
THA|109388|26|17811
KOR|116149|27|17811
THA|109371|28|17811
DEN|396247|29|17811
NED|315261|30|17811
BRA|199925|31|17811
THA|409866|32|17811
JPN|391571|33|17811
CHN|143771|34|17811
CHN|195641|35|17811
TPE|109374|36|17811
MAS|107837|37|17811
KOR|108082|38|17811
FRA|197408|39|17811
THA|107873|40|17811
HKG|279226|41|17811
IND|107852|42|17811
HKG|108471|43|17811
ESP|113583|44|17811
MAS|318753|45|17811
DEN|194165|46|17811
MAS|107859|47|17811
INA|195648|48|17811
RUS|108128|49|17811
MAS|107993|50|17811
JPN|314842|51|17811
DEN|108272|52|17811
ISR|108120|53|17811
TPE|165523|54|17811
ENG|157020|55|17811
JPN|1069030|56|17811
INA|468392|57|17811
GUA|109133|58|17811
FRA|116891|59|17811
CHN|868322|60|17811
DEN|243697|61|17811
FRA|113724|62|17811
VIE|107840|63|17811
IND|286558|64|17811
ENG|283430|65|17811
CAN|1121769|66|17811
THA|280244|67|17811
MAS|243527|68|17811
IND|646810|69|17811
KOR|284015|70|17811
IND|108863|71|17811
EST|108118|72|17811
IRL|664701|73|17811
UKR|143603|74|17811
INA|107839|75|17811
MAS|669250|76|17811
FIN|216637|77|17811
HKG|194160|78|17811
RUS|144219|79|17811
MAS|168997|80|17811
CHN|143772|81|17811
IND|409861|82|17811
INA|146440|83|17811
THA|117986|84|17811
ITA|108185|85|17811
VIE|199895|86|17811
IND|654324|87|17811
GER|108878|88|17811
HUN|199271|89|17811
DEN|206076|90|17811
MRI|252669|91|17811
FIN|108141|92|17811
INA|468287|93|17811
CZE|109611|94|17811
CHN|1928758|95|17811
IND|289094|96|17811
TUR|113773|97|17811
ESP|1060823|98|17811
THA|313451|99|17811
JPN|109545|100|17811
MAS|148759|101|17811
GER|146260|102|17811
SRI|109243|103|17811
CRO|108310|104|17811
SWE|283428|105|17811
CZE|353119|106|17811
SGP|674146|107|17811
NZL|366447|108|17811
FIN|165979|109|17811
CHN|1026182|110|17811
FIN|165976|111|17811
POL|113422|112|17811
BEL|113602|113|17811
IND|351015|114|17811
SCO|108324|115|17811
MAS|206104|116|17811
JOR|361263|117|17811
TPE|347689|118|17811
IND|108460|119|17811
TPE|873873|120|17811
SWE|370439|121|17811
GER|355051|122|17811
POR|317463|123|17811
BUL|108946|124|17811
MEX|116168|125|17811
TUR|276131|126|17811
CUB|116485|127|17811
NED|113627|128|17811
MAS|243522|129|17811
IND|1140253|130|17811
VIE|1064926|131|17811
CHN|1030866|132|17811
POL|108607|133|17811
IND|108876|134|17811
GER|355050|135|17811
JPN|391567|136|17811
MEX|934596|137|17811
CUB|165000|138|17811
IND|656879|139|17811
IRL|211736|140|17811
BRA|1080522|141|17811
FRA|674117|142|17811
FRA|365890|143|17811
SLO|398144|144|17811
MEX|147456|145|17811
JPN|1561759|146|17811
IND|349918|147|17811
AUT|109620|148|17811
INA|453644|149|17811
GHA|163813|150|17811
MRI|252661|151|17811
INA|118630|152|17811
MAS|318750|153|17811
CHN|655687|154|17811
LUX|108610|155|17811
JPN|109547|156|17811
ENG|1000287|157|17811
IND|1203560|158|17811
POR|394564|159|17811
NGR|934600|160|17811
PER|315257|161|17811
TPE|107843|162|17811
CAN|116856|163|17811
RUS|109088|164|17811
IND|349916|165|17811
TPE|141775|166|17811
CZE|815600|167|17811
EGY|820520|168|17811
JOR|116804|169|17811
CAN|2077262|170|17811
DEN|243698|171|17811
NGR|1144607|172|17811
PER|1462122|173|17811
ITA|1067014|174|17811
GER|108860|175|17811
EGY|1657058|176|17811
IND|349895|177|17811
KOR|115931|178|17811
UKR|108708|179|17811
IRL|108292|180|17811
DEN|318795|181|17811
SUI|311209|182|17811
NOR|108182|183|17811
MAS|168990|184|17811
NGR|934602|185|17811
SVK|728409|186|17811
FRA|1355035|187|17811
THA|1192211|188|17811
MDA|1202747|189|17811
IND|1205072|190|17811
IND|350990|191|17811
IND|259004|192|17811
TPE|107865|193|17811
TPE|890740|194|17811
CZE|1220948|195|17811
GUA|1072493|196|17811
IND|349892|197|17811
EGY|888393|198|17811
AUT|384839|199|17811
EGY|163528|200|17811
BUL|393204|201|17811
MAS|361600|202|17811
AUS|163804|203|17811
IND|1443009|204|17811
ISR|306544|205|17811
TPE|860729|206|17811
PYF|197970|207|17811
USA|109002|208|17811
AUS|307253|209|17811
SVK|147441|210|17811
BUL|465219|211|17811
ROU|387381|212|17811
KOR|115938|213|17811
IND|662890|214|17811
DEN|1272764|215|17811
SGP|347214|216|17811
UKR|108121|217|17811
NZL|1359522|218|17811
INA|468476|219|17811
IND|349908|220|17811
GUA|116567|221|17811
SUR|206455|222|17811
JPN|1069060|223|17811
IND|672937|224|17811
TPE|1351253|225|17811
SYR|868326|226|17811
TPE|1586571|227|17811
INA|307096|228|17811
AUS|1588681|229|17811
INA|195653|230|17811
CHI|406280|231|17811
GER|277782|232|17811
NEP|329588|233|17811
UKR|141154|234|17811
POL|113427|235|17811
SWE|369647|236|17811
ENG|2034339|237|17811
INA|656114|238|17811
TPE|211373|239|17811
INA|453627|240|17811
IND|116420|241|17811
THA|1176962|242|17811
CZE|261717|243|17811
THA|1159930|244|17811
AZE|656056|245|17811
ITA|1610454|246|17811
KOR|1739749|247|17811
ITA|108165|248|17811
JAM|278625|249|17811
FRA|393198|250|17811
IND|349912|251|17811
BRA|1520355|252|17811
NZL|239520|253|17811
JPN|163592|254|17811
CZE|108701|255|17811
GUA|147573|256|17811
PER|1146166|257|17811
GRE|311222|258|17811
POL|222505|259|17811
ENG|208047|260|17811
AUS|1206343|261|17811
ESP|401290|262|17811
IND|108489|263|17811
TPE|1198058|264|17811
BUL|108923|265|17811
AUS|113319|266|17811
SUI|356052|267|17811
DEN|396250|268|17811
CAN|349948|269|17811
FIN|165978|270|17811
IND|1493329|271|17811
INA|353096|272|17811
GER|359175|273|17811
TPE|1617833|274|17811
TTO|116787|275|17811
SRI|109226|276|17811
INA|146442|277|17811
JAM|163340|278|17811
UZB|261716|279|17811
DEN|1239935|280|17811
INA|468447|281|17811
CAN|2855841|282|17811
TPE|666517|283|17811
MEX|147451|284|17811
ZAM|985008|285|17811
USA|109144|286|17811
TPE|1283694|287|17811
CAN|1338025|288|17811
INA|656230|289|17811
AUT|348403|290|17811
BRA|668768|291|17811
IND|1252418|292|17811
AUS|1281408|293|17811
AUS|163801|294|17811
MAS|280255|295|17811
INA|118664|296|17811
MEX|1080044|297|17811
THA|1349299|298|17811
CHN|1928869|299|17811
INA|313452|300|17811
CHN|353093|301|17811
AUS|2187150|302|17811
DEN|1272731|303|17811
THA|464975|304|17811
MRI|118490|305|17811
ALG|1428485|306|17811
DEN|1273052|307|17811
SGP|1201768|308|17811
IND|1573456|309|17811
TPE|890769|310|17811
TPE|816278|311|17811
ESA|1183118|311|17811
USA|1948777|313|17811
DEN|1664448|314|17811
MAS|243523|315|17811
USA|455885|316|17811
IND|107855|317|17811
POL|311503|318|17811
TUR|289098|319|17811
RUS|1250536|320|17811
INA|1272089|321|17811
GER|982658|322|17811
INA|108865|323|17811
ISL|148194|324|17811
MAS|339270|325|17811
ENG|933136|326|17811
USA|347217|327|17811
UKR|1622985|328|17811
PER|1436919|329|17811
ALG|731368|330|17811
DOM|116493|331|17811
GER|1663886|332|17811
MDV|393173|333|17811
BUL|664839|334|17811
MAS|1026274|335|17811
CUB|116565|336|17811
ENG|1223551|337|17811
INA|467171|338|17811
TUR|108147|339|17811
AZE|116433|340|17811
HKG|1263280|341|17811
FRA|674123|342|17811
ZAM|471101|343|17811
GHA|163734|344|17811
ALG|163742|345|17811
JAM|147248|346|17811
USA|1419130|347|17811
USA|109167|348|17811
INA|2086882|349|17811
NGR|163736|350|17811
MRI|1165937|351|17811
LUX|277773|352|17811
POL|1669860|353|17811
IND|347215|354|17811
PER|1436855|355|17811
RUS|109059|356|17811
VIE|116063|357|17811
DOM|118221|358|17811
AUS|239518|358|17811
IND|1035487|358|17811
ENG|1005448|361|17811
KOR|108076|362|17811
ENG|2376879|363|17811
CAN|1170753|364|17811
MEX|1083259|364|17811
JPN|654113|366|17811
JPN|391557|367|17811
BEL|671628|368|17811
MRI|1166035|369|17811
TPE|347219|370|17811
KOR|1263193|371|17811
SWE|301396|372|17811
DEN|2380540|373|17811
CAN|872601|374|17811
MAR|664766|375|17811
SEY|163744|376|17811
VIE|2098835|376|17811
AUT|248882|378|17811
MAS|1700680|379|17811
DEN|1967821|380|17811
SRI|409867|381|17811
RUS|109087|382|17811
AUS|144207|383|17811
JPN|2471103|383|17811
EST|251966|385|17811
GHA|1025991|386|17811
DEN|361276|387|17811
ALG|163745|388|17811
THA|1691081|389|17811
SCO|208041|390|17811
THA|1194534|391|17811
INA|216490|392|17811
UGA|163534|393|17811
BRA|1520388|393|17811
UKR|1224750|395|17811
ITA|1610339|396|17811
NGR|934601|397|17811
SUI|946347|398|17811
MAS|1211942|399|17811
ENG|939154|400|17811
USA|109135|401|17811
USA|107867|402|17811
VIE|109232|403|17811
MDV|2169205|404|17811
CHI|116503|405|17811
JPN|391554|406|17811
KAZ|1276905|407|17811
NGR|1148863|408|17811
DOM|1307218|409|17811
ITA|216298|410|17811
TUR|276124|411|17811
TPE|109307|412|17811
LUX|694938|413|17811
BAR|261739|414|17811
TPE|1176952|415|17811
DOM|347693|416|17811
SGP|1044276|417|17811
IND|1205039|418|17811
TPE|1261482|419|17811
MYA|2058687|420|17811
INA|1703121|421|17811
BRU|195666|422|17811
IRI|220010|423|17811
DEN|1272633|424|17811
ITA|817052|425|17811
ITA|1060828|425|17811
INA|2435385|427|17811
ZIM|2482776|428|17811
CAN|1121799|429|17811
INA|195564|430|17811
BEL|113594|431|17811
THA|1591439|432|17811
CHI|1606745|433|17811
IND|2372011|434|17811
AUT|163597|435|17811
RUS|407531|436|17811
CRO|163882|437|17811
KAZ|196530|438|17811
BEL|1148263|439|17811
CZE|1523383|440|17811
DEN|946018|441|17811
MLT|1606374|442|17811
ENG|1438642|443|17811
AUT|728289|444|17811
NEP|289096|445|17811
AUS|1272218|446|17811
MAS|2215619|447|17811
USA|2075532|448|17811
ENG|815003|449|17811
MAS|930688|450|17811
NZL|337496|451|17811
POL|854828|452|17811
GHA|660698|453|17811
UGA|117912|454|17811
UGA|117916|454|17811
UGA|1158487|454|17811
INA|1561403|454|17811
FIN|165982|458|17811
IND|1301998|459|17811
GER|982659|460|17811
BAR|261742|461|17811
IND|286556|462|17811
PAN|1188959|463|17811
BAR|1007578|464|17811
BOT|280285|465|17811
DOM|854678|466|17811
RUS|868354|467|17811
NGR|2069609|468|17811
SRI|409865|469|17811
NEP|109236|470|17811
CMR|1161049|471|17811
INA|109295|472|17811
ALG|2322602|473|17811
JPN|1070856|474|17811
FRA|1451568|475|17811
RUS|109078|476|17811
ESP|1304183|477|17811
KOR|208017|478|17811
USA|1165359|479|17811
CIV|1991775|479|17811
CMR|1160889|481|17811
NZL|392823|482|17811
CHN|1929271|482|17811
CHN|2481091|482|17811
AZE|1248820|485|17811
KOR|208020|486|17811
HUN|2021945|487|17811
CZE|113817|488|17811
USA|1007431|488|17811
MAS|1548846|490|17811
AUS|1256667|491|17811
INA|1463374|491|17811
DOM|1181718|493|17811
IND|1654921|494|17811
VIE|1452102|494|17811
POL|409596|496|17811
MAS|1212198|496|17811
TPE|666557|498|17811
BRN|361265|499|17811
AUS|116951|500|17811
ZAM|116372|501|17811
DEN|371751|501|17811
UZB|1185444|501|17811
JAM|163339|501|17811
GER|197910|505|17811
SLO|319923|506|17811
SUR|879305|507|17811
PAK|1061597|508|17811
CIV|1161310|509|17811
MAS|361594|510|17811
CAN|258326|511|17811
USA|109143|512|17811
IND|2304594|513|17811
INA|116053|514|17811
IND|367741|515|17811
IND|673040|516|17811
ARG|951525|517|17811
NGR|1148739|517|17811
NOR|886096|519|17811
MAS|2215468|520|17811
NZL|1414983|521|17811
NZL|2239944|521|17811
MYA|1522107|523|17811
BRA|404624|524|17811
BRA|404625|524|17811
