country|pid|rank|week
DEN|147387|1|17650
KOR|108069|2|17650
CHN|990139|3|17650
IND|216143|4|17650
CHN|108456|5|17650
TPE|109227|6|17650
MAS|107832|7|17650
IND|161366|8|17650
HKG|109501|9|17650
CHN|109370|10|17650
INA|409860|11|17650
JPN|157159|12|17650
INA|389169|13|17650
JPN|239769|14|17650
TPE|239492|15|17650
DEN|396249|16|17650
JPN|239514|17|17650
IND|108469|18|17650
KOR|387378|19|17650
IND|216144|20|17650
HKG|108463|21|17650
DEN|108276|22|17650
ENG|108290|23|17650
FRA|108274|24|17650
INA|108457|25|17650
THA|109388|26|17650
KOR|116149|27|17650
THA|109371|28|17650
DEN|396247|29|17650
THA|409866|30|17650
NED|315261|31|17650
BRA|199925|32|17650
JPN|391571|33|17650
HKG|279226|34|17650
MAS|107837|35|17650
CHN|143771|36|17650
CHN|195641|37|17650
TPE|109374|38|17650
THA|107873|39|17650
IND|107852|40|17650
KOR|108082|41|17650
FRA|197408|42|17650
HKG|108471|43|17650
ESP|113583|44|17650
MAS|318753|45|17650
MAS|107859|46|17650
DEN|194165|47|17650
MAS|107993|48|17650
INA|195648|49|17650
RUS|108128|50|17650
JPN|314842|51|17650
DEN|108272|52|17650
ISR|108120|53|17650
TPE|165523|54|17650
THA|280244|55|17650
INA|468392|56|17650
ENG|157020|57|17650
JPN|1069030|58|17650
MAS|168997|59|17650
GUA|109133|60|17650
FRA|116891|61|17650
CHN|868322|62|17650
DEN|243697|63|17650
IND|108863|64|17650
FRA|113724|65|17650
VIE|107840|66|17650
IND|286558|67|17650
ENG|283430|68|17650
CAN|1121769|69|17650
MAS|243527|70|17650
HKG|194160|71|17650
IND|646810|72|17650
KOR|284015|73|17650
IRL|664701|74|17650
INA|107839|75|17650
UKR|143603|76|17650
MAS|669250|77|17650
FIN|216637|78|17650
RUS|144219|79|17650
CHN|143772|80|17650
EST|108118|81|17650
IND|409861|82|17650
INA|146440|83|17650
THA|117986|84|17650
ITA|108185|85|17650
VIE|199895|86|17650
IND|654324|87|17650
GER|108878|88|17650
HUN|199271|89|17650
DEN|206076|90|17650
FIN|108141|91|17650
INA|468287|92|17650
MRI|252669|93|17650
GER|146260|94|17650
CZE|109611|95|17650
CHN|1928758|96|17650
IND|289094|97|17650
TUR|113773|98|17650
ESP|1060823|99|17650
THA|313451|100|17650
JPN|109545|101|17650
SRI|109243|102|17650
IND|351015|103|17650
CRO|108310|104|17650
SWE|283428|105|17650
CZE|353119|106|17650
SGP|674146|107|17650
NZL|366447|108|17650
FIN|165979|109|17650
CHN|1026182|110|17650
FIN|165976|111|17650
POL|113422|112|17650
BEL|113602|113|17650
MAS|148759|114|17650
IND|108460|115|17650
SCO|108324|116|17650
MAS|206104|117|17650
JOR|361263|118|17650
TPE|347689|119|17650
TPE|873873|120|17650
GER|355051|121|17650
POR|317463|122|17650
BUL|108946|123|17650
MEX|116168|124|17650
TUR|276131|125|17650
IND|1140253|126|17650
CUB|116485|127|17650
NED|113627|128|17650
MAS|243522|129|17650
VIE|1064926|130|17650
CHN|1030866|131|17650
IND|108876|132|17650
GER|355050|133|17650
GER|108860|134|17650
SWE|370439|135|17650
JPN|391567|136|17650
MEX|934596|137|17650
CUB|165000|138|17650
IND|656879|139|17650
BRA|1080522|140|17650
CHN|655687|141|17650
FRA|365890|142|17650
SLO|398144|143|17650
MEX|147456|144|17650
JPN|1561759|145|17650
IND|349918|146|17650
THA|1192211|147|17650
POL|108607|148|17650
AUT|109620|149|17650
INA|453644|150|17650
IRL|211736|151|17650
GHA|163813|152|17650
MRI|252661|153|17650
CZE|815600|154|17650
INA|118630|155|17650
MAS|318750|156|17650
LUX|108610|157|17650
JPN|109547|158|17650
ENG|1000287|159|17650
IND|1203560|160|17650
POR|394564|161|17650
NGR|934600|162|17650
PER|315257|163|17650
NOR|108182|164|17650
TPE|107843|165|17650
CAN|116856|166|17650
RUS|109088|167|17650
DEN|318795|168|17650
IND|349916|169|17650
TPE|141775|170|17650
EGY|820520|171|17650
JOR|116804|172|17650
IND|349895|173|17650
FRA|674117|174|17650
CAN|2077262|175|17650
FRA|1355035|176|17650
NGR|1144607|177|17650
PER|1462122|178|17650
ITA|1067014|179|17650
SUI|311209|180|17650
EGY|1657058|181|17650
KOR|115931|182|17650
IRL|108292|183|17650
SVK|728409|184|17650
IND|349892|185|17650
MAS|168990|186|17650
NGR|934602|187|17650
UKR|108708|188|17650
IND|1443009|189|17650
IND|1205072|190|17650
IND|350990|191|17650
INA|307096|192|17650
IND|259004|193|17650
TPE|107865|194|17650
TPE|890740|195|17650
DEN|243698|196|17650
GUA|1072493|197|17650
EGY|888393|198|17650
IND|116420|199|17650
THA|1176962|200|17650
MDA|1202747|201|17650
AUT|384839|202|17650
EGY|163528|203|17650
BUL|393204|204|17650
MAS|361600|205|17650
AUS|163804|206|17650
CZE|1220948|207|17650
TPE|860729|208|17650
USA|109002|209|17650
AUS|307253|210|17650
SVK|147441|211|17650
UKR|108121|212|17650
ISR|306544|213|17650
BUL|465219|214|17650
KOR|115938|215|17650
PYF|197970|216|17650
IND|662890|217|17650
DEN|1272764|218|17650
SGP|347214|219|17650
NZL|1359522|220|17650
INA|468476|221|17650
IND|349908|222|17650
GUA|116567|223|17650
SUR|206455|224|17650
JPN|1069060|225|17650
IND|672937|226|17650
TPE|1351253|227|17650
FRA|393198|228|17650
SYR|868326|229|17650
TPE|1586571|230|17650
THA|1159930|231|17650
INA|353096|232|17650
AUS|1588681|233|17650
INA|195653|234|17650
CHI|406280|235|17650
GER|277782|236|17650
NEP|329588|237|17650
ROU|387381|238|17650
POL|113427|239|17650
ENG|2034339|240|17650
UKR|141154|241|17650
INA|656114|242|17650
TPE|211373|243|17650
INA|453627|244|17650
ESP|401290|245|17650
SUI|356052|246|17650
CZE|261717|247|17650
CHN|1928869|248|17650
INA|313452|249|17650
ITA|1610454|250|17650
KOR|1739749|251|17650
ITA|108165|252|17650
SWE|369647|253|17650
JAM|278625|254|17650
IND|349912|255|17650
BRA|1520355|256|17650
NZL|239520|257|17650
JPN|163592|258|17650
MAS|243523|259|17650
IND|107855|260|17650
GUA|147573|261|17650
PER|1146166|262|17650
GRE|311222|263|17650
GER|1663886|264|17650
CZE|108701|265|17650
ENG|208047|266|17650
AUS|1206343|267|17650
IND|108489|268|17650
TPE|1198058|269|17650
BUL|108923|270|17650
AUS|113319|271|17650
DEN|396250|272|17650
MAS|280255|273|17650
DEN|1239935|274|17650
CAN|349948|275|17650
IND|1493329|276|17650
GER|359175|277|17650
THA|464975|278|17650
TPE|1617833|279|17650
TTO|116787|280|17650
SRI|109226|281|17650
INA|146442|282|17650
JAM|163340|283|17650
UZB|261716|284|17650
INA|468447|285|17650
CAN|2855841|286|17650
TPE|666517|287|17650
THA|1349299|288|17650
MEX|147451|289|17650
AZE|656056|290|17650
THA|1691081|291|17650
ZAM|985008|292|17650
USA|109144|293|17650
TPE|1283694|294|17650
CAN|1338025|295|17650
INA|656230|296|17650
AUT|348403|297|17650
BRA|668768|298|17650
IND|1252418|299|17650
AUS|1281408|300|17650
AUS|163801|301|17650
INA|118664|302|17650
MEX|1080044|303|17650
POL|222505|304|17650
CHN|353093|305|17650
FIN|165978|306|17650
AUS|2187150|307|17650
DEN|1272731|308|17650
ALG|1428485|309|17650
HKG|1263280|310|17650
DEN|1273052|311|17650
SGP|1201768|312|17650
TPE|890769|313|17650
TPE|816278|314|17650
ESA|1183118|314|17650
USA|1948777|316|17650
USA|455885|317|17650
TUR|289098|318|17650
INA|1272089|319|17650
GER|982658|320|17650
MRI|118490|321|17650
INA|108865|322|17650
MAS|1211942|323|17650
ISL|148194|324|17650
MAS|339270|325|17650
IND|1573456|326|17650
USA|347217|327|17650
PER|1436919|328|17650
ALG|731368|329|17650
DOM|116493|330|17650
MDV|393173|331|17650
THA|1194534|332|17650
INA|216490|333|17650
BUL|664839|334|17650
MAS|1026274|335|17650
CUB|116565|336|17650
INA|467171|337|17650
TUR|108147|338|17650
VIE|116063|339|17650
AZE|116433|340|17650
FRA|674123|341|17650
ZAM|471101|342|17650
GHA|163734|343|17650
ALG|163742|344|17650
JAM|147248|345|17650
ENG|933136|346|17650
USA|1419130|347|17650
USA|109167|348|17650
INA|2086882|349|17650
NGR|163736|350|17650
LUX|277773|351|17650
IND|347215|352|17650
BRU|195666|353|17650
PER|1436855|354|17650
RUS|109059|355|17650
UKR|1622985|356|17650
DOM|118221|357|17650
AUS|239518|357|17650
IND|1035487|357|17650
ENG|1223551|360|17650
ENG|1005448|361|17650
KOR|108076|362|17650
ENG|2376879|363|17650
CAN|1170753|364|17650
MEX|1083259|364|17650
