country|date|pid|rank|week
DEN|7/19/2018|25831|1|18246
MAS|7/19/2018|50152|2|18246
CHN|7/19/2018|57945|3|18246
KOR|7/19/2018|54346|4|18246
IND|7/19/2018|93627|5|18246
JPN|7/19/2018|89785|6|18246
TPE|7/19/2018|34810|7|18246
CHN|7/19/2018|75787|8|18246
CHN|7/19/2018|50906|9|18246
HKG|7/19/2018|45171|10|18246
IND|7/19/2018|83950|11|18246
INA|7/19/2018|95661|12|18246
INA|7/19/2018|14587|13|18246
JPN|7/19/2018|85394|14|18246
INA|7/19/2018|73442|15|18246
DEN|7/19/2018|91554|16|18246
TPE|7/19/2018|87375|17|18246
THA|7/19/2018|92508|18|18246
IND|7/19/2018|77003|19|18246
FRA|7/19/2018|52968|20|18246
HKG|7/19/2018|55280|21|18246
THA|7/19/2018|29449|22|18246
DEN|7/19/2018|53753|23|18246
JPN|7/19/2018|91280|24|18246
IND|7/19/2018|42776|25|18246
JPN|7/19/2018|57823|26|18246
THA|7/19/2018|46874|27|18246
KOR|7/19/2018|11704|28|18246
ENG|7/19/2018|51613|29|18246
DEN|7/19/2018|62855|30|18246
NED|7/19/2018|76973|31|18246
KOR|7/19/2018|64933|32|18246
KOR|7/19/2018|65580|33|18246
CHN|7/19/2018|71261|34|18246
THA|7/19/2018|54513|35|18246
BRA|7/19/2018|96429|36|18246
FRA|7/19/2018|89416|37|18246
CHN|7/19/2018|78828|38|18246
HKG|7/19/2018|94780|39|18246
MAS|7/19/2018|52864|40|18246
TPE|7/19/2018|67100|41|18246
HKG|7/19/2018|14869|42|18246
CHN|7/19/2018|77427|43|18246
INA|7/19/2018|74154|44|18246
ESP|7/19/2018|14251|45|18246
DEN|7/19/2018|54431|46|18246
MAS|7/19/2018|52030|47|18246
IND|7/19/2018|53944|48|18246
MAS|7/19/2018|81561|49|18246
RUS|7/19/2018|51682|50|18246
DEN|7/19/2018|83122|51|18246
ENG|7/19/2018|88523|52|18246
ISR|7/19/2018|52953|53|18246
THA|7/19/2018|58963|54|18246
INA|7/19/2018|50427|55|18246
MAS|7/19/2018|31871|56|18246
FRA|7/19/2018|38500|57|18246
CHN|7/19/2018|95930|58|18246
INA|7/19/2018|85956|59|18246
GUA|7/19/2018|54897|60|18246
JPN|7/19/2018|64179|61|18246
THA|7/19/2018|80800|62|18246
DEN|7/19/2018|59420|63|18246
CAN|7/19/2018|93791|64|18246
RUS|7/19/2018|93878|65|18246
TPE|7/19/2018|91665|66|18246
IND|7/19/2018|60967|67|18246
ENG|7/19/2018|90842|68|18246
MAS|7/19/2018|84838|69|18246
DEN|7/19/2018|96545|70|18246
IND|7/19/2018|55351|71|18246
FRA|7/19/2018|89506|72|18246
VIE|7/19/2018|14107|73|18246
KOR|7/19/2018|68718|74|18246
FIN|7/19/2018|92655|75|18246
IND|7/19/2018|68870|76|18246
UKR|7/19/2018|20301|77|18246
IND|7/19/2018|25925|78|18246
MAS|7/19/2018|87117|79|18246
INA|7/19/2018|81887|80|18246
MAS|7/19/2018|92796|81|18246
