country|date|pid|rank|week
MAS|6/12/2014|50152|1|7046
CHN|6/12/2014|75787|2|7046
DEN|6/12/2014|54431|3|7046
JPN|6/12/2014|63707|4|7046
INA|6/12/2014|14587|5|7046
CHN|6/12/2014|55380|6|7046
KOR|6/12/2014|54346|7|7046
CHN|6/12/2014|23736|8|7046
THA|6/12/2014|11959|9|7046
VIE|6/12/2014|14107|10|7046
JPN|6/12/2014|89785|11|7046
GER|6/12/2014|50858|12|7046
CHN|6/12/2014|12903|13|7046
DEN|6/12/2014|53753|14|7046
HKG|6/12/2014|14869|15|7046
JPN|6/12/2014|50905|16|7046
DEN|6/12/2014|25831|17|7046
INA|6/12/2014|66990|18|7046
INA|6/12/2014|50427|19|7046
IND|6/12/2014|53944|20|7046
TPE|6/12/2014|34810|21|7046
THA|6/12/2014|54513|22|7046
IND|6/12/2014|93627|23|7046
MAS|6/12/2014|52030|24|7046
JPN|6/12/2014|47181|25|7046
MAS|6/12/2014|50152|1|7046
CHN|6/12/2014|75787|2|7046
DEN|6/12/2014|54431|3|7046
JPN|6/12/2014|63707|4|7046
INA|6/12/2014|14587|5|7046
CHN|6/12/2014|55380|6|7046
KOR|6/12/2014|54346|7|7046
CHN|6/12/2014|23736|8|7046
THA|6/12/2014|11959|9|7046
VIE|6/12/2014|14107|10|7046
JPN|6/12/2014|89785|11|7046
GER|6/12/2014|50858|12|7046
CHN|6/12/2014|12903|13|7046
DEN|6/12/2014|53753|14|7046
HKG|6/12/2014|14869|15|7046
JPN|6/12/2014|50905|16|7046
DEN|6/12/2014|25831|17|7046
INA|6/12/2014|66990|18|7046
INA|6/12/2014|50427|19|7046
IND|6/12/2014|53944|20|7046
TPE|6/12/2014|34810|21|7046
THA|6/12/2014|54513|22|7046
IND|6/12/2014|93627|23|7046
MAS|6/12/2014|52030|24|7046
JPN|6/12/2014|47181|25|7046
TPE|6/12/2014|67100|26|7046
ENG|6/12/2014|51613|27|7046
INA|6/12/2014|51599|28|7046
HKG|6/12/2014|53054|29|7046
IND|6/12/2014|32722|30|7046
NED|6/12/2014|10319|31|7046
FRA|6/12/2014|52968|32|7046
KOR|6/12/2014|64933|33|7046
CHN|6/12/2014|50906|34|7046
IND|6/12/2014|25925|35|7046
RUS|6/12/2014|53924|36|7046
CHN|6/12/2014|42369|37|7046
IND|6/12/2014|55351|38|7046
CHN|6/12/2014|78769|39|7046
SWE|6/12/2014|52325|40|7046
SGP|6/12/2014|52701|41|7046
HKG|6/12/2014|55280|42|7046
IND|6/12/2014|83950|43|7046
IND|6/12/2014|51598|44|7046
CHN|6/12/2014|93496|45|7046
UKR|6/12/2014|54439|46|7046
JPN|6/12/2014|91280|47|7046
MAS|6/12/2014|52867|48|7046
RUS|6/12/2014|51682|49|7046
TPE|6/12/2014|87375|50|7046
FIN|6/12/2014|15453|51|7046
ESP|6/12/2014|14251|52|7046
THA|6/12/2014|46874|53|7046
ISR|6/12/2014|52953|54|7046
DEN|6/12/2014|83122|55|7046
IND|6/12/2014|42776|56|7046
CUB|6/12/2014|52364|57|7046
INA|6/12/2014|52738|58|7046
MAS|6/12/2014|72703|59|7046
GER|6/12/2014|51886|60|7046
MAS|6/12/2014|52864|61|7046
DEN|6/12/2014|51053|62|7046
FRA|6/12/2014|89416|63|7046
MAS|6/12/2014|89511|64|7046
IND|6/12/2014|15319|65|7046
USA|6/12/2014|74872|66|7046
DEN|6/12/2014|70937|67|7046
CZE|6/12/2014|15585|68|7046
USA|6/12/2014|46776|69|7046
HKG|6/12/2014|45171|70|7046
DEN|6/12/2014|53825|71|7046
IRL|6/12/2014|15241|72|7046
MAS|6/12/2014|53131|73|7046
FRA|6/12/2014|38500|74|7046
EST|6/12/2014|51531|75|7046
GER|6/12/2014|55099|76|7046
SUI|6/12/2014|10565|77|7046
HKG|6/12/2014|51306|78|7046
USA|6/12/2014|52041|79|7046
TPE|6/12/2014|91665|80|7046
USA|6/12/2014|60178|81|7046
DEN|6/12/2014|94321|82|7046
POL|6/12/2014|53381|83|7046
TPE|6/12/2014|91977|84|7046
SGP|6/12/2014|52860|85|7046
FIN|6/12/2014|54484|86|7046
THA|6/12/2014|29449|87|7046
SCO|6/12/2014|54204|88|7046
IND|6/12/2014|51310|89|7046
BEL|6/12/2014|51690|90|7046
NZL|6/12/2014|14739|91|7046
SRI|6/12/2014|14004|92|7046
BRA|6/12/2014|62506|93|7046
KOR|6/12/2014|98828|94|7046
HKG|6/12/2014|30163|95|7046
BEL|6/12/2014|25625|96|7046
AUT|6/12/2014|54459|97|7046
MAS|6/12/2014|31871|98|7046
CHN|6/12/2014|71261|99|7046
SRI|6/12/2014|52229|100|7046
TPE|6/12/2014|67096|101|7046
SUI|6/12/2014|53872|102|7046
IND|6/12/2014|11691|103|7046
SWE|6/12/2014|67656|104|7046
IND|6/12/2014|60967|105|7046
AUT|6/12/2014|56274|106|7046
ITA|6/12/2014|54314|107|7046
ITA|6/12/2014|54234|108|7046
SWE|6/12/2014|42705|109|7046
DEN|6/12/2014|96545|110|7046
NED|6/12/2014|88679|111|7046
INA|6/12/2014|14553|112|7046
UKR|6/12/2014|52290|113|7046
INA|6/12/2014|65705|114|7046
FRA|6/12/2014|89506|115|7046
INA|6/12/2014|67795|116|7046
JPN|6/12/2014|61799|117|7046
MAS|6/12/2014|11701|118|7046
MAS|6/12/2014|52699|119|7046
ITA|6/12/2014|15286|120|7046
MAS|6/12/2014|92593|121|7046
RUS|6/12/2014|67066|122|7046
SVK|6/12/2014|55330|123|7046
AUT|6/12/2014|15031|124|7046
NED|6/12/2014|48202|125|7046
INA|6/12/2014|98949|126|7046
INA|6/12/2014|99280|127|7046
DEN|6/12/2014|37669|128|7046
USA|6/12/2014|53132|129|7046
KOR|6/12/2014|11704|130|7046
GUA|6/12/2014|52347|131|7046
GUA|6/12/2014|23996|132|7046
SGP|6/12/2014|30924|133|7046
INA|6/12/2014|69546|134|7046
FRA|6/12/2014|53011|135|7046
THA|6/12/2014|58963|136|7046
NED|6/12/2014|67174|137|7046
INA|6/12/2014|73442|138|7046
FIN|6/12/2014|42726|139|7046
WAL|6/12/2014|63977|140|7046
AUT|6/12/2014|88065|141|7046
SGP|6/12/2014|53773|142|7046
FRA|6/12/2014|86516|143|7046
MAS|6/12/2014|12377|144|7046
RUS|6/12/2014|17576|145|7046
BRA|6/12/2014|73532|146|7046
TPE|6/12/2014|52983|147|7046
MAS|6/12/2014|79695|148|7046
RSA|6/12/2014|38907|149|7046
REU|6/12/2014|67062|150|7046
INA|6/12/2014|83378|151|7046
NZL|6/12/2014|89001|152|7046
NOR|6/12/2014|20711|153|7046
CHN|6/12/2014|83303|154|7046
NGR|6/12/2014|44496|155|7046
TPE|6/12/2014|90800|156|7046
IND|6/12/2014|46574|157|7046
DOM|6/12/2014|13654|158|7046
SLO|6/12/2014|79391|159|7046
TPE|6/12/2014|72027|160|7046
ENG|6/12/2014|88523|161|7046
INA|6/12/2014|86149|162|7046
MAS|6/12/2014|76106|163|7046
BUL|6/12/2014|15085|164|7046
MAS|6/12/2014|70443|165|7046
CHN|6/12/2014|95811|166|7046
IND|6/12/2014|77003|167|7046
TPE|6/12/2014|39748|168|7046
JPN|6/12/2014|85394|169|7046
POL|6/12/2014|48962|170|7046
NED|6/12/2014|76973|171|7046
INA|6/12/2014|71739|172|7046
TPE|6/12/2014|49231|173|7046
MAS|6/12/2014|99888|174|7046
NGR|6/12/2014|51968|175|7046
FIN|6/12/2014|92655|176|7046
CZE|6/12/2014|53043|177|7046
MEX|6/12/2014|96461|178|7046
TPE|6/12/2014|91254|179|7046
GUA|6/12/2014|54897|180|7046
CZE|6/12/2014|95385|181|7046
ENG|6/12/2014|64936|182|7046
BRA|6/12/2014|36925|183|7046
INA|6/12/2014|2111|184|7046
CAN|6/12/2014|89556|185|7046
KOR|6/12/2014|92121|186|7046
MAS|6/12/2014|67654|187|7046
THA|6/12/2014|80800|187|7046
MAS|6/12/2014|72238|189|7046
MAS|6/12/2014|91261|190|7046
FIN|6/12/2014|83131|191|7046
LTU|6/12/2014|13460|192|7046
RUS|6/12/2014|60783|193|7046
UKR|6/12/2014|20301|194|7046
CRO|6/12/2014|52250|195|7046
UKR|6/12/2014|82280|196|7046
INA|6/12/2014|32326|197|7046
PER|6/12/2014|13762|198|7046
THA|6/12/2014|73786|199|7046
ENG|6/12/2014|90842|200|7046
INA|6/12/2014|99488|201|7046
CHN|6/12/2014|63943|202|7046
CAN|6/12/2014|61666|203|7046
AUT|6/12/2014|53368|204|7046
NED|6/12/2014|48766|205|7046
DEN|6/12/2014|88335|206|7046
INA|6/12/2014|46930|207|7046
BOT|6/12/2014|77223|208|7046
DOM|6/12/2014|15591|209|7046
GUA|6/12/2014|93965|210|7046
THA|6/12/2014|89086|211|7046
SWE|6/12/2014|76972|212|7046
NGR|6/12/2014|39982|213|7046
FRA|6/12/2014|54072|214|7046
POL|6/12/2014|37432|215|7046
TPE|6/12/2014|95759|216|7046
INA|6/12/2014|74154|217|7046
DEN|6/12/2014|81860|218|7046
DEN|6/12/2014|76031|219|7046
MAS|6/12/2014|87117|220|7046
AUS|6/12/2014|20295|221|7046
IRL|6/12/2014|93539|222|7046
SWE|6/12/2014|85430|223|7046
INA|6/12/2014|62187|224|7046
GER|6/12/2014|85035|225|7046
GER|6/12/2014|27744|226|7046
MAS|6/12/2014|13133|227|7046
MAS|6/12/2014|85074|228|7046
INA|6/12/2014|64874|229|7046
FIN|6/12/2014|62470|230|7046
IND|6/12/2014|99772|231|7046
TPE|6/12/2014|74445|232|7046
CZE|6/12/2014|54443|233|7046
CHN|6/12/2014|66141|234|7046
SWE|6/12/2014|53246|235|7046
GRE|6/12/2014|13568|236|7046
MAS|6/12/2014|73534|237|7046
UKR|6/12/2014|94176|238|7046
CAN|6/12/2014|89988|239|7046
ENG|6/12/2014|93386|240|7046
IND|6/12/2014|8601|241|7046
JPN|6/12/2014|67903|242|7046
DEN|6/12/2014|78813|243|7046
MEX|6/12/2014|93101|244|7046
DOM|6/12/2014|63816|245|7046
GER|6/12/2014|75986|246|7046
KOR|6/12/2014|53856|247|7046
DEN|6/12/2014|94838|248|7046
SVK|6/12/2014|50266|249|7046
UKR|6/12/2014|54467|250|7046
INA|6/12/2014|95925|251|7046
TPE|6/12/2014|53858|252|7046
CAN|6/12/2014|91094|253|7046
PHI|6/12/2014|23318|254|7046
BUL|6/12/2014|15084|255|7046
AUS|6/12/2014|52666|256|7046
GER|6/12/2014|53949|257|7046
SGP|6/12/2014|76115|258|7046
INA|6/12/2014|62455|259|7046
ESP|6/12/2014|54432|260|7046
MEX|6/12/2014|85781|261|7046
RSA|6/12/2014|81606|262|7046
MAS|6/12/2014|99682|263|7046
JPN|6/12/2014|79979|264|7046
GER|6/12/2014|20808|265|7046
KOR|6/12/2014|99672|266|7046
USA|6/12/2014|54318|267|7046
VIE|6/12/2014|87628|267|7046
MAS|6/12/2014|76356|269|7046
MAS|6/12/2014|95952|270|7046
IND|6/12/2014|83243|271|7046
DOM|6/12/2014|75288|272|7046
CHN|6/12/2014|67259|273|7046
