country|pid|rank|week
DEN|147387|1|18042
KOR|108069|2|18042
CHN|990139|3|18042
MAS|107832|4|18042
IND|216143|5|18042
TPE|109227|6|18042
CHN|108456|7|18042
JPN|157159|8|18042
CHN|109370|9|18042
HKG|109501|10|18042
INA|389169|11|18042
INA|409860|12|18042
JPN|239769|13|18042
IND|161366|14|18042
DEN|396249|15|18042
INA|108457|16|18042
TPE|239492|17|18042
HKG|108463|18|18042
FRA|108274|19|18042
IND|216144|20|18042
IND|108469|21|18042
DEN|108276|22|18042
THA|109388|23|18042
JPN|239514|24|18042
KOR|116149|25|18042
NED|315261|26|18042
THA|409866|27|18042
DEN|396247|28|18042
KOR|108082|29|18042
ENG|108290|30|18042
THA|109371|31|18042
KOR|387378|32|18042
BRA|199925|33|18042
CHN|143771|34|18042
FRA|197408|35|18042
THA|107873|36|18042
CHN|195641|37|18042
TPE|109374|38|18042
HKG|279226|39|18042
MAS|107837|40|18042
HKG|108471|41|18042
JPN|391571|42|18042
ESP|113583|43|18042
INA|195648|44|18042
DEN|194165|45|18042
RUS|108128|46|18042
ISR|108120|47|18042
CHN|1928758|48|18042
ENG|157020|49|18042
DEN|108272|50|18042
MAS|318753|51|18042
MAS|107859|52|18042
MAS|107993|53|18042
FRA|113724|54|18042
IND|107852|55|18042
CHN|868322|56|18042
INA|468392|57|18042
GUA|109133|58|18042
JPN|314842|59|18042
THA|117986|60|18042
DEN|243697|61|18042
TPE|165523|62|18042
DEN|206076|63|18042
IND|286558|64|18042
ENG|283430|65|18042
CAN|1121769|66|18042
THA|280244|67|18042
FIN|216637|68|18042
MAS|243527|69|18042
IND|646810|70|18042
FRA|116891|71|18042
RUS|144219|72|18042
VIE|107840|73|18042
KOR|284015|74|18042
UKR|143603|75|18042
MAS|669250|76|18042
IND|108863|77|18042
MAS|168997|78|18042
FIN|108141|79|18042
INA|107839|80|18042
IND|409861|81|18042
GER|108878|82|18042
ITA|108185|83|18042
VIE|199895|84|18042
EST|108118|85|18042
HKG|194160|86|18042
IRL|664701|87|18042
INA|146440|88|18042
MRI|252669|89|18042
INA|468287|90|18042
MEX|934596|91|18042
CZE|109611|92|18042
CZE|353119|93|18042
HUN|199271|94|18042
CRO|108310|95|18042
IND|108876|96|18042
TUR|113773|97|18042
BEL|113602|98|18042
SWE|283428|99|18042
CHN|143772|100|18042
IND|654324|101|18042
FIN|165976|102|18042
SWE|370439|103|18042
JPN|109545|104|18042
