country|pid|rank|week
DEN|147387|1|17716
KOR|108069|2|17716
CHN|990139|3|17716
IND|216143|4|17716
CHN|108456|5|17716
TPE|109227|6|17716
MAS|107832|7|17716
IND|161366|8|17716
HKG|109501|9|17716
CHN|109370|10|17716
JPN|157159|11|17716
INA|389169|12|17716
JPN|239769|13|17716
INA|409860|14|17716
TPE|239492|15|17716
DEN|396249|16|17716
JPN|239514|17|17716
KOR|387378|18|17716
IND|216144|19|17716
HKG|108463|20|17716
IND|108469|21|17716
DEN|108276|22|17716
ENG|108290|23|17716
FRA|108274|24|17716
INA|108457|25|17716
THA|109388|26|17716
KOR|116149|27|17716
THA|109371|28|17716
DEN|396247|29|17716
NED|315261|30|17716
BRA|199925|31|17716
THA|409866|32|17716
JPN|391571|33|17716
CHN|143771|34|17716
CHN|195641|35|17716
TPE|109374|36|17716
MAS|107837|37|17716
KOR|108082|38|17716
FRA|197408|39|17716
THA|107873|40|17716
HKG|279226|41|17716
IND|107852|42|17716
HKG|108471|43|17716
ESP|113583|44|17716
MAS|318753|45|17716
DEN|194165|46|17716
MAS|107859|47|17716
INA|195648|48|17716
RUS|108128|49|17716
MAS|107993|50|17716
JPN|314842|51|17716
DEN|108272|52|17716
ISR|108120|53|17716
TPE|165523|54|17716
ENG|157020|55|17716
JPN|1069030|56|17716
INA|468392|57|17716
GUA|109133|58|17716
FRA|116891|59|17716
CHN|868322|60|17716
DEN|243697|61|17716
FRA|113724|62|17716
VIE|107840|63|17716
IND|286558|64|17716
ENG|283430|65|17716
CAN|1121769|66|17716
THA|280244|67|17716
MAS|243527|68|17716
IND|646810|69|17716
KOR|284015|70|17716
IND|108863|71|17716
IRL|664701|72|17716
EST|108118|73|17716
UKR|143603|74|17716
INA|107839|75|17716
MAS|669250|76|17716
FIN|216637|77|17716
HKG|194160|78|17716
RUS|144219|79|17716
MAS|168997|80|17716
CHN|143772|81|17716
IND|409861|82|17716
INA|146440|83|17716
THA|117986|84|17716
ITA|108185|85|17716
VIE|199895|86|17716
IND|654324|87|17716
GER|108878|88|17716
HUN|199271|89|17716
DEN|206076|90|17716
FIN|108141|91|17716
INA|468287|92|17716
MRI|252669|93|17716
CZE|109611|94|17716
GER|146260|95|17716
CHN|1928758|96|17716
IND|289094|97|17716
TUR|113773|98|17716
ESP|1060823|99|17716
THA|313451|100|17716
JPN|109545|101|17716
SRI|109243|102|17716
CRO|108310|103|17716
SWE|283428|104|17716
CZE|353119|105|17716
SGP|674146|106|17716
NZL|366447|107|17716
FIN|165979|108|17716
CHN|1026182|109|17716
FIN|165976|110|17716
POL|113422|111|17716
BEL|113602|112|17716
MAS|148759|113|17716
IND|351015|114|17716
SCO|108324|115|17716
MAS|206104|116|17716
JOR|361263|117|17716
TPE|347689|118|17716
IND|108460|119|17716
TPE|873873|120|17716
GER|355051|121|17716
POR|317463|122|17716
BUL|108946|123|17716
MEX|116168|124|17716
TUR|276131|125|17716
CUB|116485|126|17716
NED|113627|127|17716
MAS|243522|128|17716
IND|1140253|129|17716
VIE|1064926|130|17716
CHN|1030866|131|17716
IND|108876|132|17716
GER|355050|133|17716
SWE|370439|134|17716
JPN|391567|135|17716
MEX|934596|136|17716
CUB|165000|137|17716
IND|656879|138|17716
BRA|1080522|139|17716
FRA|674117|140|17716
FRA|365890|141|17716
SLO|398144|142|17716
MEX|147456|143|17716
JPN|1561759|144|17716
IND|349918|145|17716
POL|108607|146|17716
AUT|109620|147|17716
INA|453644|148|17716
IRL|211736|149|17716
GHA|163813|150|17716
MRI|252661|151|17716
INA|118630|152|17716
MAS|318750|153|17716
CHN|655687|154|17716
LUX|108610|155|17716
JPN|109547|156|17716
ENG|1000287|157|17716
IND|1203560|158|17716
POR|394564|159|17716
NGR|934600|160|17716
PER|315257|161|17716
TPE|107843|162|17716
CAN|116856|163|17716
RUS|109088|164|17716
CZE|815600|165|17716
IND|349916|166|17716
TPE|141775|167|17716
DEN|318795|168|17716
EGY|820520|169|17716
JOR|116804|170|17716
NOR|108182|171|17716
CAN|2077262|172|17716
FRA|1355035|173|17716
NGR|1144607|174|17716
PER|1462122|175|17716
ITA|1067014|176|17716
GER|108860|177|17716
DEN|243698|178|17716
EGY|1657058|179|17716
IND|349895|180|17716
KOR|115931|181|17716
IRL|108292|182|17716
SUI|311209|183|17716
MAS|168990|184|17716
NGR|934602|185|17716
SVK|728409|186|17716
UKR|108708|187|17716
THA|1192211|188|17716
MDA|1202747|189|17716
IND|1205072|190|17716
IND|350990|191|17716
IND|259004|192|17716
TPE|107865|193|17716
TPE|890740|194|17716
GUA|1072493|195|17716
IND|349892|196|17716
EGY|888393|197|17716
AUT|384839|198|17716
EGY|163528|199|17716
BUL|393204|200|17716
MAS|361600|201|17716
AUS|163804|202|17716
IND|1443009|203|17716
ISR|306544|204|17716
TPE|860729|205|17716
PYF|197970|206|17716
USA|109002|207|17716
AUS|307253|208|17716
CZE|1220948|209|17716
FRA|393198|210|17716
BUL|465219|211|17716
UKR|108121|212|17716
KOR|115938|213|17716
IND|662890|214|17716
DEN|1272764|215|17716
SVK|147441|216|17716
SGP|347214|217|17716
NZL|1359522|218|17716
INA|468476|219|17716
IND|349908|220|17716
GUA|116567|221|17716
SUR|206455|222|17716
JPN|1069060|223|17716
IND|672937|224|17716
TPE|1351253|225|17716
SYR|868326|226|17716
TPE|1586571|227|17716
INA|307096|228|17716
AUS|1588681|229|17716
INA|195653|230|17716
CHI|406280|231|17716
GER|277782|232|17716
NEP|329588|233|17716
ROU|387381|234|17716
POL|113427|235|17716
ENG|2034339|236|17716
UKR|141154|237|17716
INA|656114|238|17716
TPE|211373|239|17716
INA|453627|240|17716
SWE|369647|241|17716
IND|116420|242|17716
THA|1176962|243|17716
CZE|261717|244|17716
THA|1159930|245|17716
ITA|1610454|246|17716
CZE|108701|247|17716
KOR|1739749|248|17716
ITA|108165|249|17716
JAM|278625|250|17716
IND|349912|251|17716
BRA|1520355|252|17716
NZL|239520|253|17716
JPN|163592|254|17716
GUA|147573|255|17716
SUI|356052|256|17716
PER|1146166|257|17716
GRE|311222|258|17716
ENG|208047|259|17716
AUS|1206343|260|17716
ESP|401290|261|17716
IND|108489|262|17716
TPE|1198058|263|17716
BUL|108923|264|17716
AUS|113319|265|17716
DEN|396250|266|17716
CAN|349948|267|17716
AZE|656056|268|17716
IND|1493329|269|17716
INA|353096|270|17716
GER|359175|271|17716
POL|222505|272|17716
TPE|1617833|273|17716
TTO|116787|274|17716
SRI|109226|275|17716
INA|146442|276|17716
JAM|163340|277|17716
FIN|165978|278|17716
UZB|261716|279|17716
GER|1663886|280|17716
DEN|1239935|281|17716
INA|468447|282|17716
CAN|2855841|283|17716
TPE|666517|284|17716
MEX|147451|285|17716
ZAM|985008|286|17716
USA|109144|287|17716
TPE|1283694|288|17716
CAN|1338025|289|17716
INA|656230|290|17716
AUT|348403|291|17716
BRA|668768|292|17716
IND|1252418|293|17716
AUS|1281408|294|17716
AUS|163801|295|17716
MAS|280255|296|17716
INA|118664|297|17716
MEX|1080044|298|17716
THA|1349299|299|17716
CHN|1928869|300|17716
INA|313452|301|17716
CHN|353093|302|17716
AUS|2187150|303|17716
DEN|1272731|304|17716
THA|464975|305|17716
ALG|1428485|306|17716
DEN|1273052|307|17716
SGP|1201768|308|17716
TPE|890769|309|17716
TPE|816278|310|17716
ESA|1183118|310|17716
USA|1948777|312|17716
MAS|243523|313|17716
USA|455885|314|17716
IND|107855|315|17716
TUR|289098|316|17716
INA|1272089|317|17716
GER|982658|318|17716
MRI|118490|319|17716
INA|108865|320|17716
ISL|148194|321|17716
MAS|339270|322|17716
IND|1573456|323|17716
USA|347217|324|17716
PER|1436919|325|17716
ALG|731368|326|17716
DOM|116493|327|17716
MDV|393173|328|17716
BUL|664839|329|17716
MAS|1026274|330|17716
CUB|116565|331|17716
RUS|1250536|332|17716
ENG|1223551|333|17716
