country|date|pid|rank|week
KOR|7/13/2017|54346|1|13886
MAS|7/13/2017|50152|2|13886
DEN|7/13/2017|25831|3|13886
CHN|7/13/2017|57945|4|13886
CHN|7/13/2017|75787|5|13886
TPE|7/13/2017|34810|6|13886
CHN|7/13/2017|50906|7|13886
IND|7/13/2017|93627|8|13886
HKG|7/13/2017|45171|9|13886
DEN|7/13/2017|54431|10|13886
CHN|7/13/2017|12903|11|13886
HKG|7/13/2017|55280|12|13886
TPE|7/13/2017|87375|13|13886
THA|7/13/2017|54513|14|13886
IND|7/13/2017|55351|15|13886
DEN|7/13/2017|91554|16|13886
IND|7/13/2017|42776|17|13886
ENG|7/13/2017|51613|18|13886
GER|7/13/2017|50858|19|13886
CHN|7/13/2017|78828|20|13886
KOR|7/13/2017|11704|21|13886
INA|7/13/2017|73442|22|13886
IND|7/13/2017|83950|23|13886
HKG|7/13/2017|14869|24|13886
CHN|7/13/2017|71261|25|13886
KOR|7/13/2017|54346|1|13886
MAS|7/13/2017|50152|2|13886
DEN|7/13/2017|25831|3|13886
CHN|7/13/2017|57945|4|13886
CHN|7/13/2017|75787|5|13886
TPE|7/13/2017|34810|6|13886
CHN|7/13/2017|50906|7|13886
IND|7/13/2017|93627|8|13886
HKG|7/13/2017|45171|9|13886
DEN|7/13/2017|54431|10|13886
CHN|7/13/2017|12903|11|13886
HKG|7/13/2017|55280|12|13886
TPE|7/13/2017|87375|13|13886
THA|7/13/2017|54513|14|13886
IND|7/13/2017|55351|15|13886
DEN|7/13/2017|91554|16|13886
IND|7/13/2017|42776|17|13886
ENG|7/13/2017|51613|18|13886
GER|7/13/2017|50858|19|13886
CHN|7/13/2017|78828|20|13886
KOR|7/13/2017|11704|21|13886
INA|7/13/2017|73442|22|13886
IND|7/13/2017|83950|23|13886
HKG|7/13/2017|14869|24|13886
CHN|7/13/2017|71261|25|13886
INA|7/13/2017|95661|26|13886
DEN|7/13/2017|53753|27|13886
INA|7/13/2017|14587|28|13886
FRA|7/13/2017|52968|29|13886
TPE|7/13/2017|67100|30|13886
MAS|7/13/2017|89511|31|13886
IND|7/13/2017|77003|32|13886
CHN|7/13/2017|95930|33|13886
GER|7/13/2017|57297|34|13886
IND|7/13/2017|25925|35|13886
ESP|7/13/2017|14251|36|13886
DEN|7/13/2017|83122|37|13886
MAS|7/13/2017|52030|38|13886
THA|7/13/2017|29449|39|13886
JPN|7/13/2017|91280|40|13886
KOR|7/13/2017|65580|41|13886
BRA|7/13/2017|96429|42|13886
HKG|7/13/2017|53054|43|13886
TPE|7/13/2017|91665|44|13886
JPN|7/13/2017|57823|45|13886
INA|7/13/2017|74154|46|13886
KOR|7/13/2017|64933|47|13886
MAS|7/13/2017|31871|48|13886
EST|7/13/2017|51531|49|13886
ISR|7/13/2017|52953|50|13886
JPN|7/13/2017|47181|51|13886
THA|7/13/2017|46874|52|13886
TPE|7/13/2017|52983|53|13886
MAS|7/13/2017|52864|54|13886
SWE|7/13/2017|52325|55|13886
NED|7/13/2017|76973|56|13886
INA|7/13/2017|50427|57|13886
DEN|7/13/2017|96545|58|13886
IND|7/13/2017|53944|59|13886
THA|7/13/2017|80800|60|13886
RUS|7/13/2017|51682|61|13886
FRA|7/13/2017|89416|62|13886
MAS|7/13/2017|87117|63|13886
INA|7/13/2017|77437|64|13886
VIE|7/13/2017|14107|65|13886
IND|7/13/2017|68139|66|13886
DEN|7/13/2017|62855|67|13886
SCO|7/13/2017|54204|68|13886
FIN|7/13/2017|92655|69|13886
INA|7/13/2017|85956|70|13886
IND|7/13/2017|60967|71|13886
GER|7/13/2017|20808|72|13886
JPN|7/13/2017|64179|73|13886
MAS|7/13/2017|81561|74|13886
MAS|7/13/2017|73534|75|13886
FRA|7/13/2017|89506|76|13886
