country|date|pid|rank|week
MAS|4/17/2014|50152|1|6757
CHN|4/17/2014|75787|2|6757
DEN|4/17/2014|54431|3|6757
JPN|4/17/2014|63707|4|6757
INA|4/17/2014|14587|5|6757
CHN|4/17/2014|55380|6|6757
CHN|4/17/2014|23736|7|6757
THA|4/17/2014|11959|8|6757
KOR|4/17/2014|54346|9|6757
VIE|4/17/2014|14107|10|6757
HKG|4/17/2014|14869|11|6757
GER|4/17/2014|50858|12|6757
DEN|4/17/2014|53753|13|6757
DEN|4/17/2014|25831|14|6757
JPN|4/17/2014|89785|15|6757
IND|4/17/2014|93627|16|6757
INA|4/17/2014|66990|17|6757
INA|4/17/2014|50427|18|6757
IND|4/17/2014|53944|19|6757
MAS|4/17/2014|52030|20|6757
THA|4/17/2014|54513|21|6757
TPE|4/17/2014|34810|22|6757
JPN|4/17/2014|50905|23|6757
JPN|4/17/2014|47181|24|6757
CHN|4/17/2014|12903|25|6757
MAS|4/17/2014|50152|1|6757
CHN|4/17/2014|75787|2|6757
DEN|4/17/2014|54431|3|6757
JPN|4/17/2014|63707|4|6757
INA|4/17/2014|14587|5|6757
CHN|4/17/2014|55380|6|6757
CHN|4/17/2014|23736|7|6757
THA|4/17/2014|11959|8|6757
KOR|4/17/2014|54346|9|6757
VIE|4/17/2014|14107|10|6757
HKG|4/17/2014|14869|11|6757
GER|4/17/2014|50858|12|6757
DEN|4/17/2014|53753|13|6757
DEN|4/17/2014|25831|14|6757
JPN|4/17/2014|89785|15|6757
IND|4/17/2014|93627|16|6757
INA|4/17/2014|66990|17|6757
INA|4/17/2014|50427|18|6757
IND|4/17/2014|53944|19|6757
MAS|4/17/2014|52030|20|6757
THA|4/17/2014|54513|21|6757
TPE|4/17/2014|34810|22|6757
JPN|4/17/2014|50905|23|6757
JPN|4/17/2014|47181|24|6757
CHN|4/17/2014|12903|25|6757
ENG|4/17/2014|51613|26|6757
TPE|4/17/2014|67100|27|6757
NED|4/17/2014|10319|28|6757
FRA|4/17/2014|52968|29|6757
IND|4/17/2014|55351|30|6757
KOR|4/17/2014|64933|31|6757
INA|4/17/2014|51599|32|6757
IND|4/17/2014|25925|33|6757
CHN|4/17/2014|93496|34|6757
CHN|4/17/2014|42369|35|6757
HKG|4/17/2014|55280|36|6757
SWE|4/17/2014|52325|37|6757
HKG|4/17/2014|53054|38|6757
FIN|4/17/2014|15453|39|6757
IND|4/17/2014|32722|40|6757
IND|4/17/2014|83950|41|6757
SGP|4/17/2014|52701|42|6757
JPN|4/17/2014|91280|43|6757
