country|pid|rank|week
DEN|147387|1|18385
MAS|107832|2|18385
CHN|990139|3|18385
KOR|108069|4|18385
TPE|109227|5|18385
IND|216143|6|18385
JPN|157159|7|18385
CHN|108456|8|18385
CHN|109370|9|18385
HKG|109501|10|18385
IND|161366|11|18385
INA|389169|12|18385
INA|108457|13|18385
JPN|239769|14|18385
INA|409860|15|18385
DEN|396249|16|18385
TPE|239492|17|18385
THA|409866|18|18385
IND|216144|19|18385
THA|109388|20|18385
FRA|108274|21|18385
HKG|108463|22|18385
DEN|108276|23|18385
KOR|116149|24|18385
JPN|239514|25|18385
IND|108469|26|18385
JPN|391571|27|18385
THA|109371|28|18385
ENG|108290|29|18385
DEN|396247|30|18385
NED|315261|31|18385
CHN|195641|32|18385
KOR|108082|33|18385
TPE|109374|34|18385
CHN|143771|35|18385
KOR|387378|36|18385
INA|195648|37|18385
THA|107873|38|18385
MAS|107837|39|18385
BRA|199925|40|18385
FRA|197408|41|18385
HKG|279226|42|18385
DEN|108272|43|18385
MAS|107859|44|18385
THA|117986|45|18385
CHN|1928758|46|18385
HKG|108471|47|18385
JPN|314842|48|18385
IND|107852|49|18385
MAS|318753|50|18385
ESP|113583|51|18385
ISR|108120|52|18385
ENG|157020|53|18385
INA|107839|54|18385
IND|108863|55|18385
DEN|194165|56|18385
RUS|108128|57|18385
VIE|107840|58|18385
THA|280244|59|18385
MAS|107993|60|18385
IND|286558|61|18385
FRA|113724|62|18385
INA|468392|63|18385
CHN|868322|64|18385
CAN|1121769|65|18385
GUA|109133|66|18385
DEN|243697|67|18385
TPE|165523|68|18385
MAS|669250|69|18385
DEN|206076|70|18385
IND|108876|71|18385
ENG|283430|72|18385
INA|468287|73|18385
FIN|216637|74|18385
FRA|116891|75|18385
KOR|284015|76|18385
IND|646810|77|18385
INA|146440|78|18385
MAS|243527|79|18385
JPN|1069030|80|18385
UKR|143603|81|18385
GER|108878|82|18385
RUS|144219|83|18385
VIE|199895|84|18385
FIN|108141|85|18385
MRI|252669|86|18385
HKG|194160|87|18385
CZE|109611|88|18385
IRL|664701|89|18385
EST|108118|90|18385
MAS|168997|91|18385
MEX|934596|92|18385
ITA|108185|93|18385
CZE|353119|94|18385
TUR|113773|95|18385
BEL|113602|96|18385
JPN|109545|97|18385
HUN|199271|98|18385
CRO|108310|99|18385
SWE|283428|100|18385
IND|108460|101|18385
CHN|143772|102|18385
FIN|165976|103|18385
SWE|370439|104|18385
GER|146260|105|18385
FRA|674117|106|18385
CUB|116485|107|18385
THA|313451|108|18385
POL|113422|109|18385
IND|656879|110|18385
NZL|366447|111|18385
FIN|165979|112|18385
CHN|1026182|113|18385
JOR|361263|114|18385
IND|351015|115|18385
JPN|1561759|116|18385
IND|289094|117|18385
ESP|1060823|118|18385
IND|1140253|119|18385
GER|355051|120|18385
SRI|109243|121|18385
TPE|347689|122|18385
SGP|674146|123|18385
IND|654324|124|18385
JPN|109547|125|18385
TPE|873873|126|18385
NED|113627|127|18385
TUR|276131|128|18385
BUL|108946|129|18385
AUT|109620|130|18385
GER|355050|131|18385
IND|409861|132|18385
CUB|165000|133|18385
MAS|243522|134|18385
JPN|391567|135|18385
POR|317463|136|18385
POL|108607|137|18385
IND|1203560|138|18385
BRA|1080522|139|18385
CHN|1030866|140|18385
MEX|116168|141|18385
VIE|1064926|142|18385
MEX|147456|143|18385
LUX|108610|144|18385
SLO|398144|145|18385
MAS|206104|146|18385
CAN|2855841|147|18385
INA|453644|148|18385
INA|118630|149|18385
JPN|391554|150|18385
POR|394564|151|18385
CHN|655687|152|18385
IRL|211736|153|18385
PER|315257|154|18385
IND|662890|155|18385
CZE|815600|156|18385
SGP|347214|157|18385
MAS|148759|158|18385
MRI|252661|159|18385
DEN|1272764|160|18385
TPE|211373|161|18385
IND|349918|162|18385
SCO|108324|163|18385
IND|349916|164|18385
CAN|116856|165|18385
THA|1176962|166|18385
MAS|318750|167|18385
DEN|243698|168|18385
CAN|2077262|169|18385
INA|146442|170|18385
PER|1462122|171|18385
INA|656114|172|18385
NGR|1144607|173|18385
ITA|1067014|174|18385
TPE|141775|175|18385
IND|1205072|176|18385
FRA|365890|177|18385
UKR|108708|178|18385
DEN|318795|179|18385
TPE|107843|180|18385
ENG|1000287|181|18385
SUI|311209|182|18385
NOR|108182|183|18385
ISR|306544|184|18385
AZE|656056|185|18385
SVK|728409|186|18385
FRA|1355035|187|18385
NGR|934600|188|18385
EGY|820520|189|18385
GER|359175|190|18385
AUS|163804|191|18385
EGY|163528|192|18385
IND|1443009|193|18385
KOR|115931|194|18385
THA|1192211|195|18385
CZE|1220948|196|18385
AUS|1206343|197|18385
GER|277782|198|18385
NGR|934602|199|18385
BUL|465219|200|18385
IND|1493329|201|18385
JOR|116804|202|18385
TPE|107865|203|18385
IND|349895|204|18385
IND|116420|205|18385
AUT|384839|206|18385
PYF|197970|207|18385
USA|109002|208|18385
AUS|307253|209|18385
BUL|393204|210|18385
SVK|147441|211|18385
TPE|890740|212|18385
ROU|387381|213|18385
MAS|168990|214|18385
MDA|1202747|215|18385
UKR|108121|216|18385
GUA|1072493|217|18385
IND|350990|218|18385
NZL|1359522|219|18385
ISL|148194|220|18385
INA|468476|221|18385
TPE|1351253|222|18385
INA|453627|223|18385
INA|307096|224|18385
AUS|1588681|225|18385
INA|195653|226|18385
IND|349892|227|18385
GHA|163813|228|18385
UKR|141154|229|18385
MAS|243523|230|18385
NEP|329588|231|18385
JAM|278625|232|18385
KOR|115938|233|18385
SWE|369647|234|18385
GER|108860|235|18385
CHI|406280|236|18385
TPE|860729|237|18385
SUR|206455|238|18385
EGY|1657058|239|18385
FRA|393198|240|18385
CZE|261717|241|18385
POL|113427|242|18385
THA|1159930|243|18385
GHA|163734|244|18385
MAS|361600|245|18385
IND|259004|246|18385
ITA|108165|247|18385
KOR|1263193|248|18385
JPN|1069060|249|18385
NZL|239520|250|18385
EGY|888393|251|18385
INA|467171|252|18385
IND|349908|253|18385
ZAM|985008|254|18385
IRL|108292|255|18385
PER|1146166|256|18385
GRE|311222|257|18385
POL|222505|258|18385
CAN|1338025|259|18385
GUA|116567|260|18385
IND|672937|261|18385
CZE|108701|262|18385
ENG|208047|263|18385
IND|2304594|264|18385
BRA|1520355|265|18385
ESP|401290|266|18385
NGR|1148863|267|18385
MAS|1026274|268|18385
AUS|113319|269|18385
SUI|356052|270|18385
DEN|396250|271|18385
SYR|868326|272|18385
BUL|108923|273|18385
RUS|109088|274|18385
ITA|1610454|275|18385
FIN|165978|276|18385
IND|349912|277|18385
CAN|349948|278|18385
SRI|109226|279|18385
JPN|163592|280|18385
MDV|393173|281|18385
JAM|163340|282|18385
DEN|1239935|283|18385
TPE|1617833|284|18385
MAS|1211942|285|18385
MAS|116928|286|18385
INA|656230|287|18385
AUT|348403|288|18385
TTO|116787|289|18385
BRA|668768|290|18385
KAZ|1276905|291|18385
GER|1663886|292|18385
TPE|1586571|292|18385
AUS|1281408|294|18385
AUS|163801|295|18385
SGP|1201768|296|18385
INA|353096|297|18385
GUA|147573|298|18385
MEX|1080044|299|18385
ENG|2034339|300|18385
USA|347217|301|18385
CHN|1928869|301|18385
ZAM|471101|303|18385
USA|109144|304|18385
CHN|353093|305|18385
IND|673040|306|18385
AUS|2187150|307|18385
DEN|1272731|308|18385
JPN|2062434|309|18385
THA|464975|310|18385
RUS|1340693|311|18385
DOM|116493|312|18385
MRI|1165937|313|18385
DEN|1273052|314|18385
IND|1573456|315|18385
CHI|1606745|316|18385
TPE|816278|317|18385
USA|455885|318|18385
USA|1948777|319|18385
DEN|1664448|320|18385
IND|1252418|321|18385
JAM|147248|322|18385
CZE|1523383|323|18385
POL|311503|324|18385
NED|1043308|325|18385
TUR|289098|326|18385
RUS|1250536|327|18385
INA|468447|328|18385
INA|1272089|328|18385
GER|982658|330|18385
BRA|1520388|331|18385
BUL|664839|332|18385
INA|108865|333|18385
MAS|339270|334|18385
JPN|654113|335|18385
ENG|933136|336|18385
UKR|1622985|337|18385
MAS|930688|338|18385
PER|1436919|339|18385
TPE|1283694|340|18385
ALG|731368|341|18385
MRI|118490|342|18385
TPE|890769|342|18385
TPE|1198058|344|18385
BEL|671628|345|18385
CUB|116565|346|18385
MEX|147451|347|18385
ENG|1223551|348|18385
ALG|1428485|349|18385
TUR|108147|350|18385
THA|1349299|351|18385
INA|313452|352|18385
ALG|163742|353|18385
CAN|1170753|354|18385
INA|2086882|355|18385
DEN|2617397|356|18385
LUX|277773|357|18385
POL|1669860|358|18385
IND|108489|359|18385
VIE|116063|360|18385
DOM|118221|361|18385
AUS|239518|361|18385
IND|1035487|361|18385
KOR|1739749|361|18385
DOM|854678|365|18385
ENG|1005448|366|18385
ESA|1183118|367|18385
MEX|1083259|368|18385
JPN|391557|369|18385
IND|2120557|370|18385
DEN|2380540|371|18385
CAN|872601|372|18385
KAZ|196530|373|18385
MAR|664766|374|18385
SEY|163744|375|18385
VIE|2098835|375|18385
TPE|666517|377|18385
DEN|1967821|378|18385
AUS|144207|379|18385
SGP|1044276|380|18385
DEN|361276|381|18385
ALG|163745|382|18385
SCO|208041|383|18385
KOR|1208212|384|18385
UGA|163534|385|18385
UKR|1224750|386|18385
ITA|1610339|387|18385
SWE|301396|388|18385
SUI|946347|389|18385
AZE|1248820|390|18385
JPN|259005|391|18385
MAS|280255|391|18385
CHI|116503|393|18385
PER|1436855|394|18385
THA|1691081|395|18385
DOM|1307218|396|18385
IND|347215|397|18385
THA|1194534|398|18385
INA|118664|399|18385
TUR|276124|400|18385
LUX|694938|401|18385
BAR|261739|402|18385
EST|251966|403|18385
CIV|1161310|404|18385
DOM|347693|405|18385
IND|1205039|406|18385
INA|1703121|407|18385
IRI|220010|408|18385
DEN|1272633|409|18385
ITA|817052|410|18385
ITA|1060828|410|18385
INA|2435385|412|18385
ZIM|2482776|413|18385
MAS|886028|414|18385
INA|195564|415|18385
BEL|113594|416|18385
PER|1462123|417|18385
MRI|1166035|418|18385
IND|2372011|419|18385
CRO|163882|420|18385
BEL|1148263|421|18385
RUS|868354|422|18385
DEN|946018|422|18385
TPE|1261482|424|18385
MLT|1606374|425|18385
ENG|1438642|426|18385
AUT|728289|427|18385
USA|1419130|428|18385
NEP|289096|429|18385
CAN|1187492|430|18385
AUS|1272218|431|18385
MYA|2058687|432|18385
TPE|347219|433|18385
MAS|2215619|433|18385
USA|2075532|435|18385
ENG|815003|436|18385
ARG|951525|437|18385
NZL|337496|438|18385
POL|854828|439|18385
NGR|934601|440|18385
BRA|1222670|440|18385
UGA|1158487|440|18385
INA|1561403|440|18385
IND|1301998|444|18385
GER|982659|445|18385
BAR|261742|446|18385
ENG|2376879|447|18385
FRA|674123|448|18385
IND|286556|449|18385
ESP|1304183|450|18385
HKG|1263280|451|18385
BAR|1007578|452|18385
INA|216490|453|18385
BOT|280285|454|18385
USA|109167|455|18385
AZE|116433|456|18385
NZL|392823|457|18385
NEP|109236|458|18385
USA|109135|459|18385
THA|1591439|459|18385
CMR|1161049|459|18385
USA|107867|462|18385
INA|109295|462|18385
VIE|109232|464|18385
ALG|2322602|465|18385
FRA|1451568|466|18385
MAS|1700680|467|18385
CHN|1929271|468|18385
CHN|2481091|468|18385
CIV|1991775|470|18385
HUN|2021945|471|18385
RUS|1165043|472|18385
CMR|1160889|473|18385
USA|1007431|474|18385
MAS|1548846|475|18385
ARG|351891|476|18385
AUS|1256667|477|18385
DOM|1181718|478|18385
UZB|261716|479|18385
TPE|1176952|479|18385
IND|1654921|479|18385
VIE|1452102|479|18385
IND|2091415|479|18385
POL|409596|484|18385
TPE|666557|485|18385
AUS|116951|486|18385
ZAM|116372|487|18385
DEN|371751|487|18385
JAM|163339|487|18385
GER|197910|490|18385
SLO|319923|491|18385
PAN|1188959|492|18385
SUR|879305|493|18385
KOR|208020|494|18385
USA|109143|495|18385
ENG|2960944|496|18385
INA|116053|497|18385
MDV|2169205|498|18385
GHA|660698|499|18385
NOR|886096|500|18385
CIV|2515485|501|18385
MAS|2215468|502|18385
NZL|1414983|503|18385
NZL|2239944|503|18385
SGP|1336448|505|18385
MYA|1522107|506|18385
BRA|404624|507|18385
BRA|404625|507|18385
ISR|306546|507|18385
INA|2047668|507|18385
ALG|2910036|507|18385
JPN|2868836|507|18385
SGP|946078|513|18385
ITA|216298|514|18385
MAS|1212198|515|18385
BRN|361265|516|18385
GER|108886|517|18385
BRU|195666|518|18385
TTO|669052|519|18385
RUS|109059|520|18385
PAK|116419|520|18385
SRI|409867|520|18385
PAK|1061597|520|18385
IND|1222588|520|18385
SWE|814281|525|18385
FRA|1995693|526|18385
MAC|1927647|527|18385
SRB|1607140|528|18385
DEN|206439|529|18385
TUR|276133|530|18385
KOR|107849|531|18385
KOR|115932|531|18385
KOR|115937|531|18385
KOR|874076|531|18385
KOR|1260472|531|18385
GER|2330439|531|18385
GER|2629540|531|18385
TUR|276135|538|18385
NZL|1458281|539|18385
GER|1663885|540|18385
CHN|1518174|541|18385
FIJ|163304|542|18385
IND|367739|542|18385
NZL|118065|544|18385
NZL|2540945|544|18385
COK|1575271|544|18385
NZL|419631|547|18385
NZL|1980961|547|18385
JAM|1240942|549|18385
KAZ|353121|550|18385
CHI|198985|551|18385
CMR|1151421|551|18385
AUS|2498067|553|18385
GHA|1025991|554|18385
NED|1113326|555|18385
IRI|113493|556|18385
DEN|361277|557|18385
CIV|1994745|557|18385
MAR|990152|559|18385
ENG|2041022|560|18385
JPN|108320|561|18385
UKR|108700|561|18385
IRI|162118|561|18385
IRI|1029656|561|18385
ESP|2099446|561|18385
ESP|2099486|561|18385
IRI|2860807|561|18385
ZAM|1259671|568|18385
ALG|1428537|568|18385
MGL|146643|570|18385
CYP|371752|571|18385
IND|1337282|572|18385
BAR|649960|572|18385
EGY|116346|574|18385
UGA|117912|574|18385
UGA|117916|574|18385
IND|367738|574|18385
RSA|982374|574|18385
INA|1116598|574|18385
BRA|1448964|574|18385
TOG|1170176|574|18385
MEX|1468779|574|18385
IND|672995|574|18385
INA|2143055|574|18385
MAS|1683949|574|18385
USA|1165359|586|18385
ZAM|116349|587|18385
MAS|2447430|588|18385
MAS|419622|589|18385
SCO|208042|590|18385
CAN|258326|590|18385
PYF|1663920|592|18385
MAS|1683913|593|18385
INA|118189|594|18385
NZL|2804080|595|18385
NZL|2844177|595|18385
NZL|2843984|595|18385
SGP|1336416|598|18385
MYA|2059084|599|18385
SEY|2125750|600|18385
ESP|2087103|601|18385
MAS|280247|602|18385
NZL|1359012|603|18385
MAS|318756|604|18385
AUT|163597|605|18385
ESP|108697|606|18385
GUA|113671|606|18385
BRA|239789|606|18385
PAK|1270682|606|18385
INA|1271833|606|18385
BRA|2059250|606|18385
CMR|2992992|606|18385
HUN|665024|613|18385
IND|367741|614|18385
RUS|453686|615|18385
ALG|2082558|616|18385
TPE|1283593|617|18385
NZL|1416682|618|18385
IND|467307|619|18385
FRA|2442048|620|18385
UGA|221026|621|18385
CAN|1121799|622|18385
SUI|1234661|623|18385
EST|1214223|624|18385
DEN|243695|625|18385
AZE|1422815|625|18385
CAN|113524|627|18385
ENG|2032729|627|18385
MAS|361594|629|18385
NZL|239516|630|18385
CHN|1031112|630|18385
CHN|1929085|630|18385
CHN|2902154|630|18385
RUS|3139000|630|18385
